regions,demand,materials,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1,reused,Aluminium,20.84182250462863,21.288428759122638,21.77870033477472,22.344177185017244,22.980599450803552,23.651999396544113,24.35240841737594,25.06747698293464,25.804661727077512,26.567292416325508,27.33687010485532,32.92322317936385,28.735920365909543,29.3662730601228,30.012893619025057,30.662163616257118,31.283890497165345,31.9152413776077,32.54481881226004,33.17928510193499,34.75251658143734,34.401671500726366,34.901764661487185,35.367243434563214,35.82280884146482,36.17688519826222,36.57165336786299,36.99698621088038,37.516751982677675,38.14972490158334,38.854477254428275,39.628429426068465,40.465879311592985,41.38978564624372,42.40433707501459,43.50363520115161,44.62681182974059,45.77978017022821,47.125832070518285,48.33643011400423,49.48730158723011,50.57076661431844,51.59064133772151,52.39888958296938,53.32408575592965,54.283622223979535,55.30436290967895,56.39047433368678,57.56525494975779,52.448157167125295,60.58781781912941,60.904227323196935,61.62463699882119,62.536595062599275,63.406673079301086,64.84375516175558,66.3371790537145,67.95606469957698,69.70066082104708,71.55265918962948,73.50228047338705,75.53334295776642,77.6492709548899,79.88036080771829,82.20665080513461,84.46400597049198,86.68803003540563,88.85574151907105,90.92032558685173,92.82482840809202,94.57845316509515,96.18023966083638,97.63525556386935,98.97653428953751,100.24432227216789,101.44168083476907,102.5844071523023,103.69373279070345,104.81200771257383,105.98553157137299,107.22717377405118,108.55197202259981,109.97739203365481,111.50831476560354,113.12811782486651,114.86656406946275,116.70108205911782,118.88449057292303,120.85947084772599,122.81641929583841
1,reused,Concrete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,reused,Cu,5.169216519181954,5.296488835470425,5.438576832843469,5.594034888495592,5.7752502364164116,5.969174352319728,6.176947426932358,6.387597603632355,6.599577745606563,6.79553149612118,6.983503307164062,8.424714764738232,7.379972320961096,7.544838966360424,7.722040725997409,7.917858715434719,8.077781256722744,8.282236853642019,8.491279693047991,8.708207030437185,9.289265651023124,9.255943260273693,9.468731939903803,9.680531306704452,9.897791973907704,9.984523456199597,10.193945507715693,10.428556899074072,10.6948357641397,11.00242888325505,11.306790289995316,11.631570657358147,11.982384404831453,12.388983272843754,12.786466523766187,13.178885086091444,13.56445727274221,13.947783417467116,14.555582917806698,14.899394790790046,15.255379558073962,15.607139628428355,15.9343010470094,15.978063877430259,16.30941277987098,16.698982377336755,17.126482832739054,17.58959869488605,18.13215378803759,19.252850084601132,19.954055465704,20.269740427507834,20.732412609187776,21.267276071022145,21.219738248126667,22.070062741605213,22.99294936570894,24.02171266127233,25.159827141566847,26.40650154169073,27.748155229373683,29.145774896019446,30.60598049960339,32.113467099439724,33.641027195406366,35.11536782856082,36.54390309083535,37.90982226254856,39.19812377861579,40.373436425235525,41.4557927633048,42.42669325777427,43.276015670535216,44.02333012486575,44.69912332299231,45.319417970483244,45.899621649846495,46.472178933201825,47.07547370687254,47.752779722148546,48.48744990849791,49.28036313099088,50.137535858368224,51.071795837300115,52.0610255082265,53.1708609434201,54.378450522684005,55.86150862162263,57.20715113435334,58.54678787934054
1,reused,Glass,4.632294379956176,4.743862927246171,4.872491339316781,5.013623757047906,5.165224133183788,5.331491612509714,5.514264083543069,5.698922914364452,5.887137406353249,6.07371848890033,6.261755141283288,8.168592608905511,6.614252547201242,6.7822684624511975,6.960978427804509,7.150596882873583,7.3524175468602255,7.553581453736292,7.759479303170414,7.967073560438717,8.41269111273109,8.343504695009983,8.511331588583428,8.672626513673476,8.837992290322905,8.993943302282615,9.139247405357082,9.301922895087602,9.488564572651324,9.689244057556598,9.895833007894545,10.118293030409419,10.358695776804462,10.602258753264923,10.859661818021234,11.135310485230224,11.416075286472804,11.697461622297096,11.98563424328942,12.26339257655776,12.533124983623457,12.797837579651958,13.048581034504688,13.293460577011377,13.541074072745081,13.784534904493821,14.025899137811884,14.28174416867746,14.551881241792643,17.00624854719196,15.118483084040365,15.19994350466563,15.405370587269047,15.630639787116397,15.898036328742826,16.170948229207603,16.44160714793345,16.71860010221019,17.002024093614644,17.288873771557228,17.577620072932625,17.868028040334124,18.16125411500159,18.463151223301548,18.773650234247167,19.085877906970307,19.39886845837146,19.712291286887314,20.02265998764202,20.327295404005273,20.625667410470257,20.917886407907307,21.204328859329582,21.486296586624526,21.765010255673268,22.040071792993565,22.30982843716924,22.5735358665067,22.83201377308502,23.086062029462447,23.33624277209708,23.5834837582629,23.828580122443835,24.071567530596745,24.31218095538477,24.550445988243638,24.786320460757615,25.01965262148004,25.250730609290237,25.48023681816752
1,reused,Steel,93.67194138865162,95.51161121783184,97.56907634502119,99.94825388665754,102.91924082499031,106.10962544470527,109.54701994147182,113.20659847384685,117.03070276472044,120.66240741280536,124.04347180028846,144.1302905083299,129.71281966190512,132.29170098805284,135.11847453256487,138.2322427609341,141.29027075281726,144.1259512699977,146.89804102096576,149.805582622528,154.88734437395755,155.71030150513928,158.28841027615448,160.55290816582445,162.5967966622351,164.2624493378127,165.57462120363084,167.05909675022673,169.3018223535713,172.538993014232,176.57121800373397,181.02406085742837,185.65267511465802,190.13630043213715,194.8300793758543,199.91060441967,205.10775949088745,210.21014188087116,215.50558010422475,221.38555780660397,226.91814253297593,232.19576541543054,236.916339537545,240.460229046571,242.95559715161173,245.48543984347975,248.54749403640653,252.64707057733006,259.0812729541307,312.63284388373205,270.1762985499388,271.92646905891775,273.7536642270277,274.89927862200625,277.1741821074596,280.8474011953997,284.60660021304284,288.62324732830126,292.6115447372299,296.73391585373787,300.94744935832125,305.220726216176,309.86360821749,315.0693689880875,320.76550573593937,326.54934373261676,332.2599955141296,337.8967373883611,343.188663451799,347.6471781752191,351.6629275030963,355.5098867528773,358.93228020006075,362.59609882231894,366.7087023571929,370.5650687484822,374.3502980428401,378.3311744302713,382.223316353777,386.21499485432395,391.0599587891873,396.4271923123895,402.5231601325156,409.4265340008923,417.0590170344037,425.32247916102517,434.01645752284776,444.82854021589895,454.13787379942937,463.1775878200052
1,reused,Wood,34.54549330790322,35.61848433310552,36.7957997965421,38.06692419511361,39.41321016314046,40.85929519018543,42.42343287609839,44.0339291543025,45.67310203191007,47.305599397486574,48.94642908894719,86.9326623400075,51.68097960895909,53.253309764590966,54.91184711320629,56.69064584656816,58.592617813683574,60.552675478554605,62.597573414440305,64.7025785089602,74.08651820423037,68.72154149597579,70.68540084943287,72.64896108221109,74.66877793665492,76.69488856271406,78.71734549543258,80.87794695202739,83.16521747190076,85.50506688421862,87.8793977080162,90.31968676723145,92.83014365273326,95.34061694196667,97.87750366943433,100.49659780244625,103.20020205345381,105.90977921782743,108.588534253478,111.24748782240982,113.97263768078945,116.73956914176506,119.47228604266812,122.22096534589794,125.0337530754159,127.84035581302841,130.64149835192111,133.52486106684267,136.4649806251381,170.80677445853524,145.62491666911913,144.4722903942049,147.27541140392506,150.02180344304736,152.7645614256013,155.53064934949572,158.30674021407472,161.09663706885314,163.90394586683536,166.73061134837272,169.5756588332085,172.4346250554373,175.30522319806795,178.1889367179854,181.0858323993519,183.99225030201774,186.9044566080434,189.81909528206054,192.73222351405272,195.64033010390685,198.54084907539917,201.43154103841303,204.3108108669419,207.17878753190854,210.0369158151054,212.88741655787703,215.73248532037562,218.57301571460053,221.40879301977185,224.23889265197988,227.0625216237961,229.87912936413665,232.6879601490422,235.48819458006557,238.27907730832825,241.06032398862152,243.83179551949777,246.5934387653041,249.3455568531736,252.08859286060166
1,regional recycling,Aluminium,145.1384497099937,148.23872933556714,151.6460036421634,155.57798841264554,160.0048328188229,164.6786229892209,169.5586561007175,174.5423088787211,179.68147410689966,184.99791099613125,190.36397807367123,184.52090777315067,200.11168649911195,204.51282077314448,209.029804530766,213.5685301979908,217.9273697538881,222.34569475585585,226.75302313061997,231.1938627204462,242.26345198176688,239.7213091406007,243.22170505264032,246.47951768785185,249.66848844703281,252.17166119246878,254.93099820564117,257.90239082285063,261.5293973460124,265.93658040127684,270.8403033569416,276.2213999286748,282.04029534764436,288.4441279999901,295.4772588879634,303.1001773165134,310.8869610621168,318.87552450215117,328.16367648794824,336.5507666986118,344.5178160744908,352.01691270734864,359.0754058963547,364.71543262189664,371.12632050585194,377.77744659794996,384.8574683227064,392.3986440138525,400.55663111312754,195.59439515073177,421.49094712016546,423.6338581267846,428.66034820359585,435.02482538857885,441.23357442955967,451.2458991366438,461.651407295343,472.92922277871344,485.08098224802836,497.9777551885486,511.5514445243916,525.6901763910375,540.418429157147,555.9490265350059,572.1422374086906,587.862098379633,603.3555663596799,618.4621132113106,632.8555680944803,646.1463402688365,658.3914801203307,669.5837644353857,679.7586738628655,689.1422128235649,698.0088972160726,706.382214741784,714.3670394191408,722.1070758518867,729.8911352751982,738.0340655269748,746.6274588717062,755.7770482502051,765.6026626854577,776.1368861152268,787.2676827080761,799.1907296180641,811.7533548431014,826.6289457083474,840.1193500231532,853.4864670916181
1,regional recycling,Concrete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,regional recycling,Cu,29.208904755105603,29.93195579505892,30.73740275063961,31.61762040392802,32.64719166442603,33.74736251644427,34.924403424048734,36.1177223082957,37.31731364448048,38.421339377829646,39.477147122071855,47.53707004009795,41.719514913928066,42.64585126657617,43.64201997625403,44.74581919442752,45.631634570831324,46.78418912212109,47.962936478083854,49.188287979076065,52.49533659393225,52.328271552503125,53.533777720713196,54.73574449258231,55.96896096791287,56.427236494589465,57.62301498553247,58.96419824549495,60.4860185356793,62.2493040026727,63.991822181149466,65.85138883723316,67.86104877722669,70.20393677328671,72.48787559963971,74.7354747871318,76.94189299789383,79.13548902914737,82.66600786671466,84.62524141172901,86.66125006825646,88.67437809453384,90.5450763869026,90.72266392263538,92.60576789041124,94.81953827482614,97.24533058086948,99.87113854385072,102.95935904119564,82.06347204183,113.52199408938361,115.3247250555932,117.94472281029351,120.95830831733153,120.43571183592726,125.23733860399051,130.4454102511937,136.24941922114033,142.6695545386582,149.70449013387406,157.2757899036768,165.163025897321,173.4037269626093,181.90572179204543,190.51348326716942,198.80715881046177,206.83810411888834,214.51272982880045,221.75081087793515,228.3483932024325,234.42850812601364,239.8830964950441,244.65209357030363,248.84804885725345,252.64621055054818,256.13608264227815,259.404967332227,262.64102834624913,266.0666913874387,269.93490291595543,274.1425503780064,278.69146139092936,283.61504865844415,288.9893104799097,294.6829252423184,301.088748337087,308.07230624935994,316.69729792519627,324.5019381317312,332.2724310652138
1,regional recycling,Glass,30.388911119829665,31.098495179636835,31.91489230223212,32.81901368043209,33.79849532953408,34.86931249347856,36.04014453605912,37.224384562655985,38.4336152973605,39.63950505612445,40.85623588823191,52.322960124865915,43.12947853035824,44.20376545929582,45.34160843286522,46.54134456546136,47.81002706146171,49.071822409841005,50.36004592536778,51.65772172950717,54.37060076709758,54.00388110288884,55.04024106688759,56.03121862885206,57.04208110556333,57.98980888373802,58.86677797935915,59.84441547320681,60.973428467336845,62.19989691437107,63.47403572436465,64.85376891879916,66.35194817917532,67.88270660667355,69.51546318087374,71.27076167735328,73.05670043151078,74.84864395515088,76.6933285631607,78.47662098909038,80.193863323701,81.86539324867515,83.44515266726319,84.98047754364771,86.52263521584868,88.0398673276614,89.55035007753378,91.15237134101169,92.84807763017378,98.0408676775859,96.3923267263674,96.9131829365991,98.15575000716304,99.54506776293107,101.23753394981128,102.96847953860593,104.6820118152065,106.43947449210728,108.24150156102945,110.06662527931537,111.9041928781063,113.75299007885936,115.6215496980568,117.551896213462,119.54347350936777,121.54692977992494,123.55539575098649,125.56660852554481,127.55569551864231,129.50360203484055,131.4067022713501,133.26596026259529,135.08422021034238,136.87092659089114,138.63490360912408,140.3733112190315,142.07429102261122,143.73259714799562,145.3542925018981,146.9453221951222,148.50990421132505,150.05485516496688,151.5859714036245,153.1035209662917,154.6055640338706,156.0921994478394,157.56300621751475,159.0167524126858,160.4553461782716,161.88352653646695
