,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel
Region,class_ 1,class_ 2,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26
time,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10607963.923153544,68870657.54554744,9998047.252507187,3725730.4543966716,18861574.872188468,5169377.342127646,8420396.701585734,6777749.221869534,3984052.5910401675,2748742.783113962,73536499.58241412,19781026.893409442,9253483.84984973,4325577.947744542,4528847.462633257,17082101.704924777,12888970.094615003,55937969.81304417,14017219.799687007,168472700.49639943,30373623.59175558,13363231.273364231,17974789.234213788,8611342.23993741,6151197.648376144,2569745.427112268
2020,4098977.078772661,29671857.64361615,3444386.086904183,486938.23807230557,7853287.18332563,1050648.1257721195,8299262.353250543,3980138.6929391227,2613317.129296538,1630609.3577297295,24443855.462927826,6441633.953463128,6720650.892432447,1529486.0826224647,4431157.337866484,7653244.268364296,11885497.515863515,17377001.860291164,4370696.712172532,88910032.43998976,10416921.40531488,3155769.2333923797,10498784.159177484,5663144.875587151,6032761.376690918,1522182.1771694045
2021,8398467.177051019,95929171.39543729,1655862.6713048625,3630550.8043201906,16610330.265598668,7170455.787237342,14001628.015022764,6552310.5448035505,4428793.305276544,1994004.5567514093,67777829.85966748,22113485.595482435,26797070.16847571,2439893.174669354,5381702.6587153105,21363934.80703331,30374980.420851637,35657850.0137585,9953249.359496381,226707991.22541857,9453133.628358234,10923524.098943528,16174135.577644097,9235055.559560027,8790728.656379167,3319509.859637311
2022,17808789.03902352,79704811.00692482,18449224.43290525,3679661.646662665,12156277.51986944,28000575.226609383,14461750.441683162,10190273.610198405,4493922.532576182,3916620.651888044,102544471.351426,19205717.212603003,13911577.822527824,531966.2092098333,4869237.664914351,8404419.01232305,59776206.89088773,68912122.70438421,9963938.546865765,139410508.56748164,38415323.986979924,11630521.856363364,25878555.355048224,10744330.072587073,8215516.626327116,3378183.598879353
2023,9101638.225468235,71972378.03747977,13252831.692739435,3402563.1720104637,20505236.442239765,12271337.227319691,13135281.986306036,8113649.9472077,3127057.1830153833,2579603.7092947653,75628333.87135267,14142686.58387049,12172017.870444832,749646.8958717473,5301374.457104685,13328835.618474884,24492403.249037,59943581.338627204,8429163.148611251,211933768.07483828,25294530.254336875,11384325.962701421,24046182.117624216,7729453.235940053,5953032.488695981,2823134.7663247916
2024,9422870.75580634,70392764.56512289,11887062.561952557,3864563.6574984887,15601440.420866769,17299265.152994607,12484797.847511588,8403833.616628831,4203500.838277363,3375184.6025578273,90494187.86385852,20509671.348380536,13539319.328178076,989469.383630447,4976669.950333856,12227293.60610574,32428456.37036458,67398140.31621413,9952643.89227201,220879370.3845878,28416073.41801625,12104673.534143388,22882497.86840381,8246427.345209588,8494442.237235434,3250953.8870528354
2025,11109548.268344257,71923238.93059643,12362869.422246335,5406425.2772853635,16827365.094099335,16964548.670811802,12095048.611731878,8811672.604570547,5629781.621115737,4321809.371970232,87941970.8680369,18732291.818567652,10884463.778856866,1102271.6591667612,4420008.970753771,10366101.044644013,37206010.4958772,63728068.950511426,8604274.372168714,156292284.88615507,24356557.336602468,13917031.271559851,21566452.095823422,8888695.868140195,9343195.281500164,3434563.745745261
2026,10623292.546233851,71446772.14845674,13309457.075076014,4337294.541438623,14820515.226116382,16758583.656318972,13570872.65030476,10518533.9405285,6126299.648294965,3938963.200674495,73004263.45186083,17772860.373365626,11955275.037340112,863884.450577962,5397063.746814348,10881382.8505374,40553235.68087851,73072145.5498695,8535246.608451193,159927747.1865279,27276535.758263223,15390422.011778155,22713273.452327453,8772395.53208187,11037139.457366304,3793155.729285976
2027,9990228.600629115,69093561.83858661,13666272.854082424,4684779.530752354,16151266.18431056,19348890.765030943,14433048.028559957,11330462.327486726,6681740.954154016,3946640.2622297453,74624257.1316908,17547596.244490225,13804398.354018215,1699979.9331446127,7154982.970540522,12678244.351769974,43189986.1634711,89959169.19328685,8820795.910689374,214978297.72595268,33489912.954033878,16983831.24518182,22920430.983987853,9030861.462742824,11349806.839771971,3767300.9749749824
2028,9805837.449731668,69558286.04375462,15277929.44122758,4891465.64608335,16271254.256115029,19915076.689835403,14889910.377835255,11581829.871545253,7026138.46208783,4270770.971982629,76850111.2256791,21358022.88211945,14479406.315103915,2807804.1295722597,7052792.051973463,12652224.24437846,44351297.79321101,95767050.42601633,11844213.941219427,198375340.99057484,35866779.29431988,17690022.562217947,22934464.38603384,9047321.368019106,13107830.758191086,3796772.132851204
2029,10410183.525210125,74618668.46095559,15310220.667242298,5204989.619247109,17454626.775266048,21300147.014660638,15609646.770616887,13035440.761124555,7352217.183491175,4226482.81556674,80263732.81088084,24911474.366950624,15577261.012033042,3008130.521336821,7550232.385101267,12982448.402987685,46643088.17655754,100387351.11421825,11576439.991632117,201264029.0541219,38198211.00598394,19744082.45464444,37457980.22993728,9190044.159619413,14081855.47447725,4078177.9957933617
2030,11490412.591407828,81719213.71185414,16009062.303448858,5702877.606164822,17713912.036674075,22773093.728496138,16274367.767606257,14298803.8766049,7359589.665440468,8831469.772970682,90737447.31512177,25483819.239236787,16222630.53650941,3254409.824712972,7620302.714721896,13796849.678666143,50094994.38316836,100136866.59169853,13759844.446459224,204251736.5125105,41788306.72964931,20080649.026719578,21829764.440056268,9399876.044345057,14382770.147418397,4245127.413158441
2031,11487838.713389939,71993970.22379416,17239532.819139432,6155592.165080805,19012301.954383913,23447043.438671313,17690151.131449446,15934486.540588249,7577646.52975396,4741022.549435847,102755290.6363086,26387521.08197085,16205640.332559416,3467372.581641809,7907147.799490741,15141278.169412084,45008005.947446644,102009673.8919801,13435351.03346341,194983914.3632048,43449270.079141155,18834806.250821944,21813784.866161324,9247185.89304941,15741418.883120066,4527166.098836882
2032,11098806.215744097,69377949.42269246,16915843.20691667,6241199.214934483,19628851.228998624,23724046.660742894,18697758.297124736,15932879.76343381,7706319.204333688,4777826.1813744,120131751.59761104,31308022.47578082,16757845.662735704,3867913.0160661316,7669419.4463789165,15164530.920828596,44139107.30667924,104060316.3910978,13938636.149495075,192561036.72032973,42681643.84631259,17835208.98907258,21201960.130923253,8910191.673655367,16161492.35251193,4751037.118810995
2033,11674719.989674268,68089564.40537739,16098453.790619105,6209371.310078036,20698829.54689717,24012084.529388744,20296104.559164092,16197092.29421411,7915395.136254861,4863629.393885895,109420764.00577354,36943417.32444026,17081519.30268825,4379008.176297439,7277841.317198445,15148362.092597853,44695701.83748307,109003442.57522054,12927115.535151787,192690009.19408327,42762542.6379694,18696483.621345855,21080066.59726575,8979719.30014859,16818859.341822155,4875538.526333006
2034,13042138.474557793,69856191.06954591,15840535.79913339,6245655.304440949,21916863.349361926,25306983.135300845,22213884.94960764,16442898.566323705,8145495.807413046,5193317.407176894,112269540.19980945,39961014.757979766,17044298.18943498,4392387.769635739,7259528.2775554145,15337582.81898995,46168890.76669789,114166630.04463084,12599616.866472572,194399019.2540256,43240641.98175799,19253085.25697606,21938275.01664509,9104113.554952087,18236239.83605755,5098964.032254172
2035,13531025.081383191,71559563.36248839,16222489.669993049,6175306.854534879,23056492.282068223,26259456.91062967,24169564.500601087,17374842.767252542,8494139.120088914,5630204.2022406915,114708993.35809347,44398301.154252574,17228518.555213947,4346022.43551058,7423007.164681599,15527274.931512607,46986536.598098114,116398489.8091434,11044564.42697161,200440491.72771424,44241582.362386964,20822127.071282,22183257.912347034,9444628.679934572,19255269.40530635,5509421.195819098
2036,14175117.711758455,79021583.10171926,16827101.496938594,6841487.354091328,26037380.713130526,28081316.42572458,26877551.89598332,19586870.698937494,9142250.338800725,6432680.911049249,111001021.26717842,30678086.09895186,16810998.552050035,4261348.284139594,8061332.592761426,16408088.001213254,49907876.832955085,117025808.28635052,10462981.101462334,201165744.4982937,44722893.257637694,22700072.364170842,22694388.719085954,10019644.729895929,21903198.29611866,6175011.228816685
2037,15004473.41518375,87758647.45789796,16969817.99613483,7120749.047697503,27618423.44633116,29315078.702179432,27770877.236695394,20128049.141833555,9400943.72047332,6843609.096117604,100106102.10971935,27135956.07196957,16454956.508675894,4260782.019818492,8679888.775356317,15528380.479072625,50567313.811964974,118252626.82212093,8406306.444916349,201658676.3773567,44667475.74176186,24048313.54144575,22605044.96096322,10200354.461306484,23071651.48087868,6432899.701277494
2038,16114922.629206358,89457986.08402164,18305945.17399252,7455713.19769724,27731884.5513856,31443475.828746244,28661249.87630459,21124147.3968859,9819491.210212756,7688248.624123827,98997334.53585492,24266288.46322721,16887755.26583833,4544906.667423557,9078819.026233548,15557300.37719918,52343287.298481666,121418397.13114692,8573276.997924663,201220149.30111706,46352506.499933876,25298522.838365708,22310034.302631862,10394702.325892,24273707.8973528,6857650.821891493
2039,17074120.720591243,103735536.10938188,20950927.47408608,8090999.142692354,28970427.20200014,33296559.881522328,27997240.588911876,22285832.141578913,10235784.762061654,8317128.487602203,101697667.58154918,23244049.46278074,17584133.62646636,4864207.910733018,9631092.621550718,16153091.722205523,55273467.480958745,128437831.58719495,8725710.522682797,205441283.7168858,48064422.92844182,26216178.088101845,22220654.116635412,10745678.814805528,24980558.728336107,7130183.851000198
2040,17160817.754104882,109771953.64077458,21278961.101400837,8780579.723133126,30597354.24378093,34573464.192866825,27847359.247234914,23318872.32559599,11047484.50303003,8348854.81720581,107069255.0693789,24368125.898817763,18810061.785947513,5481572.272152036,9975654.817564927,16904664.410799086,56608764.61593351,135067816.72100464,8568379.606133979,212508308.68377468,49650986.73966735,27267555.211444892,21520161.252088338,11044976.09916806,26198824.54070676,7430156.6483887555
2041,15866016.955470048,103337498.00403869,20509881.170332592,9380103.511007216,31860092.979179844,34671492.52263844,29381253.089211877,25295063.645910185,12083151.17517045,8522615.882347407,104776391.56074798,19759548.333048116,19023169.747589543,5817303.4873467125,10182148.786310162,17095895.51865511,56717031.42098054,143823342.45510903,8535343.878987433,212099319.7480909,49916147.59461491,28764469.02667342,20460038.36376443,10841268.395717893,29040099.12277116,7921307.191227411
2042,15725287.446803134,103195032.73156825,21620778.90917872,9795603.070705049,33075603.97470355,36218762.01988983,30002926.642151974,26382748.29255313,12713797.71959732,8806998.36137653,103196971.25972533,18863231.185122903,19604267.537563704,6483178.433191494,10131618.696413727,16871989.148563113,57704910.254424125,150683238.33138907,9144073.948469868,214874347.7259253,52337711.41663478,29664432.709213912,20120289.584387735,11052229.882035403,30427693.693955503,8125129.780327498
2043,15968380.876370898,106314213.12288035,22778742.969681688,10226690.97869745,34945903.55005799,37495705.60922547,31565317.088359233,27707496.681115963,13079995.20126358,9342983.27487299,101667911.86392272,17958479.145365186,19786987.26449301,6593118.740751352,10140755.45123136,17430794.262534045,59163222.79135915,153896095.4603675,9644145.677390756,218981508.44613296,54762341.862017706,30439456.582223058,20160248.647814494,11198774.10119694,31615510.80905338,8678372.367655206
2044,16561642.569146525,111649999.91036212,22992061.931255348,10774186.572657237,37000562.78281268,39577015.4622228,33004041.31268593,28991702.568113774,13733540.748131653,10063219.617860965,101632253.65921228,17946183.935030323,19598290.269997895,6665344.213649735,10550104.31523587,17132881.431001775,59936330.334105924,157602172.81446597,9863601.134049758,215383165.25142977,56281369.5361081,31608071.01824275,20360630.734155126,11337105.512819981,33116937.72317164,9166492.604150897
2045,17265747.054430958,113077794.21465029,23807121.441174213,11171926.061317373,38301979.879687086,40303731.72256889,34490904.11080812,30037508.771748587,16451062.258717123,10497322.027315136,99807752.05425711,17050483.59101399,19689919.173252538,6971841.520887723,11071958.923568688,17567968.874689493,60290502.186467275,159466727.9770187,10003001.324943092,211376711.21351668,56986104.23800649,30598769.422724046,20174694.43411992,11268918.93167116,34483104.630178496,9463254.387067411
2046,18186517.454547554,111801383.4530074,23483861.197643064,12084683.225712087,41011463.946411096,41702444.325239584,38196380.824560545,32965059.09575682,17363032.138080444,11092589.161691321,97563303.16829224,16602355.852265963,19218202.291571483,7176010.145344916,11308674.214727582,18255578.727245517,59661201.42225565,161129474.8762516,9810662.293501107,211616262.24060458,57356383.9780668,29352961.042760886,19872015.849168487,11385293.398167059,37310021.68784214,10331082.920689287
2047,18895569.04793547,113106674.60604735,24442118.635365713,12631520.908534156,43315028.05181799,42383216.625143975,40193528.93466377,34115946.46385881,18825986.754601706,11629994.883231247,97085602.929139,17022601.844141353,19321201.700416945,7292331.236648267,11599628.809600146,18626341.100579187,60253451.12006606,165256847.65591276,9838617.5186082,214001703.20826834,59967995.64929363,29955495.597231034,20166339.267707784,11324063.445456967,38951247.068121314,10941549.77948605
2048,20268648.957348272,125474043.35664949,23953376.65107103,13269240.581456322,46098387.20156871,44331594.47262457,41182985.27565018,35522311.0577146,20935780.245698866,12488105.68988595,97275601.10622837,17329343.579867423,19590010.929824866,7304711.685530098,11949683.695286708,20453768.04317102,60232730.79400576,168628194.52002305,9864768.882310372,213493445.5392838,64025504.90709752,29144671.022748027,21023746.608078096,11642554.02817695,40147849.819613725,11453429.522682566
2049,20253009.881331854,131972955.84267397,23497543.977848727,13645863.686709058,47699558.63540984,44555596.5806756,42167943.48924701,37334021.09345276,24631085.790249642,13126800.730443519,98833881.12655494,17230015.555627365,20093115.399435535,7305696.976116603,12186473.50562191,22019560.34501861,59576718.48729929,167327856.66859025,10073556.561467608,220705976.60899997,66882591.52494899,29526639.976657994,21166357.408036336,11896329.103712087,41549181.00503529,11985122.933826655
2050,18338690.15618498,129402910.70217828,22168970.9313298,14303937.306123495,48101276.43463424,45274899.69385953,42561613.09700533,38567478.44409831,24919388.27483356,13416133.474803371,98595324.82414012,17436615.079165775,20566080.117748614,7349821.182456391,12240110.956749707,20716675.945132986,58909483.44604776,163539156.14204696,9247466.88527667,220781216.8164783,67994543.96384415,30049727.47677403,21645297.064249795,12194500.866305282,42777762.30105888,12455080.412327632
2051,18075330.957509313,133513865.64195065,22123302.408022407,14912822.972845763,49271931.27320681,46070956.45815668,44386577.67200428,41989942.7814419,26287896.084946293,14112699.886748744,102349906.65112633,17893431.23124533,20580301.480726853,7711043.886121958,11679560.383301377,20246553.947916068,58608896.297106184,162252280.71621296,9327122.104026942,211702828.69208875,65491627.63949489,32935316.51447792,22898269.111295577,12671532.766071875,47583760.34236546,13538826.286678419
2052,18389967.40382665,138621021.25445676,22404644.4222084,15015155.267787293,49681812.12225365,47913827.80567851,45528640.45352485,44123709.2221272,25876838.982895873,14581039.232102945,101837757.33972731,17939477.821206324,20825775.36540078,8096676.250742059,12021165.244584423,21554028.58029607,58898734.19230027,160092332.65730417,9127197.865547309,211129459.42981958,63338840.11973909,35310563.443998106,25452457.20489487,13367122.445785686,50065248.70281554,14116634.762441402
2053,17104237.806125324,129162862.29807003,22914343.235649228,15019873.324359136,49257803.214286245,47541713.71449009,46586568.25665175,46285626.91792613,25354917.832296893,14632642.505984914,92257122.60067196,16095478.838483853,21092990.83958018,8270507.400893061,12655683.759203589,22720093.3331952,60938061.051858224,160778074.5887957,9102818.479523841,212564763.1308669,61953655.93473776,34900585.97381437,25447645.353865933,13194541.468496608,52713387.73730055,14669918.597651463
2054,15060687.74655083,121618920.58492598,23232072.466158614,16033180.975844549,49505679.11387338,46559321.00774168,48466975.852359354,47677662.22928377,23149247.895973347,15004636.476174274,82836419.50341894,15244887.92174903,20761045.512793284,8513644.718840966,13366875.124327945,23688739.21542327,61805249.90395088,162498530.58891186,9246043.377230637,209393103.30719712,61798493.62158539,34001926.74818489,23949651.107115842,12945153.28391173,56743343.53093016,15302550.024136595
2055,14373250.14152808,117132270.4077439,23962353.610975325,17320626.914356716,50433434.931608535,47229313.04905585,49946779.636066236,49012029.06852195,21638636.516464576,15080619.065686887,85459021.30198084,15645137.264746621,20286729.954777475,8578993.5815345,13924140.002774023,24526403.195506603,64678530.80189504,164330783.46634614,9303546.176701635,210442762.83063173,63758966.928871244,33793882.81359585,24455051.058253236,13241336.689625323,59199646.61349299,15966172.728358818
2056,13715758.341885496,116336932.64833456,24870365.618605275,17935226.95057485,51073261.09411298,47660475.804656275,52940778.25824645,53440589.53964366,23377660.86721438,15446107.4390447,88587135.0844376,16106716.268330462,19649614.585719958,8627819.423551926,14432081.870085647,25376705.4980942,68801043.79266348,170552114.99136895,9015758.434373124,204666383.81209406,65005576.57519714,33621578.5657417,23654820.22137349,13230720.48578256,62721689.71923381,17490136.814758725
2057,13091688.123572662,114373298.2765371,25322748.741343446,17733076.673670918,52138510.663386114,48243759.68967144,53540095.231836304,55251517.71430853,23554150.315428644,15759109.959132172,92646938.56839782,16855012.18684391,19701168.063666355,8628940.587194975,14852667.514909316,26486342.245896827,70727249.26918477,176931763.7051251,9049040.598571492,207567612.51099253,65385053.646447554,33447340.075439095,23660965.771266196,13326915.355216676,63612142.14814201,18302606.290687297
2058,12987119.99019159,109107904.40716903,25641771.482919563,17476519.95936391,53792706.65447397,48310809.93100761,54279083.42902793,56614594.992315404,25338312.6432275,15673840.20244345,97849471.82041061,17044224.18723194,19957542.005370166,8648714.664676668,15277554.006625636,26062675.90756637,70060972.12740439,181957152.80471104,9331187.401085986,209804361.6029148,66588216.33995876,34279202.10904514,23632443.694367718,13657508.491769247,64270437.621716484,18983045.055326205
2059,13011209.40033321,98665621.26372139,25559445.403449915,16436518.829331566,54792008.398111016,49038116.5736784,53617664.12421773,58192129.04383197,31255450.49045399,15108407.882764349,101880153.49499558,17096339.143181562,20027457.82232708,8570883.08279886,15577413.191013157,25004653.744148746,71102073.56463012,184197534.76013198,9165393.657098034,210567153.14177817,66585482.35331126,35513899.46365053,23330244.555602986,13938506.165062893,65820635.403146915,19674870.15224175
2060,13066427.55634446,97112970.5636237,25640956.04545463,15271351.868218644,54489923.10415346,47733121.63682706,52350712.49220743,59631552.55773554,36743723.1220033,15021907.874492353,103417760.83007093,17733642.77928935,19633302.797525138,8605532.121869305,15695039.030470526,25979279.113792274,68446544.70596069,187329278.91345942,9443575.995828819,207482991.2434692,66607715.09297158,36280819.38535109,24372284.242725372,13870895.433948355,68645889.31835173,20292156.516048726
2061,13420438.117191061,100186211.53339866,25433978.275820266,15445798.69824465,54753068.60932327,47767954.41008115,52704810.26118826,65008798.228746824,42828113.704483375,15359267.517056726,101909197.04102829,18537351.102619197,18762955.31210638,8761022.817468168,16137177.39254181,26760664.639525726,73519806.64041898,191028870.00090352,10172223.482507478,204600603.22024038,67164613.42943244,36400883.589964844,23821354.430051774,14031663.787573602,76691550.73761556,21810462.459395446
2062,13983924.93091674,100775537.38186632,26038769.047731753,15552090.304502731,54802346.09303365,48259585.81732221,52387350.376480095,67595930.73403956,46490549.40809633,15285821.950917637,100926023.59069605,19545868.183211807,18594475.164221603,8907226.965574423,16376080.743209891,27296356.41361571,66101686.26214769,194495582.96402898,8952648.130389543,203750407.9326384,68493626.4179943,37603062.56763132,23380021.427391756,14100870.791275948,80411305.50445718,22709387.850950524
2063,13916868.298668394,102288619.41193332,27385460.495158013,15568111.077616856,54412674.435090706,49285472.53527529,52866096.338384874,70700329.71713273,48435121.217599414,15626686.484574525,98755467.43309988,20716664.731155884,18470283.897194806,8997104.56029591,16655130.514941774,27633583.03283029,67231098.54096659,194249015.83527923,9585445.017293956,197195931.81288934,68882210.8769215,37449138.10419544,23042423.799701236,13757900.671798298,83306640.92646511,23598361.335503478
2064,13773055.800914979,105066915.41248089,28615463.003141608,15709747.016471455,54446668.475272216,50250358.26347465,54029544.491218224,73244134.65064721,45540881.35704206,15751366.58106568,101716904.72136153,22824431.198428366,18724823.203302562,8939678.880326359,16729803.638722038,27475353.11057987,71343613.63518752,197022319.1317759,9316325.963455742,195728326.3750842,69484081.55343346,36754795.37196878,22649627.406497523,13897402.099196674,84155478.73643415,24507756.188166935
2065,14070114.367687633,111128413.92381716,28647659.546119954,16014880.600732874,54645732.57136835,49177946.2296363,55430253.92650843,75471235.64757131,43371965.9510399,15659185.101147972,107666248.57921885,25566470.042249534,19292663.04215116,8747646.572511895,16787070.514905084,27573600.889980182,73406331.66808482,196023128.90558234,8974185.153620487,195748681.73214036,72619285.72688738,37087750.60255868,22507454.77714711,14135161.18569886,85397678.54328044,25334982.9761485
2066,14447031.299275298,114429460.06231488,28582677.891084928,16635722.40456981,54534396.433627255,48587213.50167155,57222176.15474737,81626633.0155958,42416659.404173404,15285709.421721283,110721160.12841709,26141646.270850983,19272779.882129308,8400047.30790517,17125254.496736486,27394667.23301796,74234095.88874193,194340281.72895178,8776798.926346594,201134081.12050095,72344822.36167973,37772329.02269866,22486680.424270194,14489091.714698266,89564859.17143646,27156846.919617396
2067,14876685.846294336,116812551.28129327,28804418.468317084,16922351.50648778,54820546.91484719,48300400.340768814,59078443.41666086,83401273.09559576,41387049.143479794,14960201.727730626,109178251.9900151,26205254.390456192,19487713.149585173,7897727.851793781,17449242.42206859,27625639.57195132,77007532.01857638,192513772.58296326,8530129.086174786,206777674.18060225,71495209.67857258,38938690.66066747,22363486.43176162,14848541.206706824,91088754.67260556,28118216.526341293
2068,14943461.039850118,117973110.26145065,29278960.96233155,17048380.741078936,55006288.98858806,48664223.30147281,60587053.80451529,84740170.33115174,42177613.98423532,14662190.806494936,107937574.71022157,26158923.57581458,19470927.066945057,7471976.973224987,17605805.930030506,28258137.419942565,80207025.43282896,193118393.69472504,8441903.07330681,213909986.3568308,70068598.04252258,40371639.07849877,21761053.947060477,14941617.374326188,94307272.8512077,28842195.26952793
2069,15690362.016232705,121461898.53328128,28686893.4598764,17065360.863933463,55669134.38816962,48940375.83846456,61730151.42706617,86800317.72735825,41410417.54185035,14671008.781375673,109195128.7939002,25581110.171159238,19347723.89530058,7169910.335016227,17881492.958302505,28413191.173264474,80975460.96813396,196782635.67275742,8372443.089476471,215573429.48609522,69346159.74086735,42368121.37029518,21381139.22316442,15096369.828090832,95617159.81979305,29650235.37930868
2070,16151124.008684125,125989581.70051928,30183322.72870457,16853058.27605191,56601551.195372835,48511680.66430191,60971693.68088105,89481079.11311112,40855713.92829899,14887865.968590574,117983733.47296365,24853955.984615635,19235520.77045079,6984383.544096263,18041355.18715948,28291451.33367721,80463968.22950323,199020845.33886355,8273353.6737933215,212110842.68414,68188689.57506897,44278981.8579032,21283906.57825674,15204953.366024064,97100280.26765835,31048872.18987062
2071,16707167.65190211,124866249.30315094,28892966.599589415,16629140.671291392,56257233.277444966,50102830.2561562,59810064.048048206,98555591.75151877,42388779.147160135,15426352.076457394,119556915.53392765,24236005.160788573,18807652.294175778,6875402.224306794,18686406.899204228,28203872.267505117,78491464.79087082,198740499.41978383,8292287.758966194,211550788.28812838,66656700.99582976,44868372.37650711,21208558.306128528,15152778.580249103,103670137.07704842,33827436.63701575
2072,17440623.438639138,124548977.08617558,31502838.061214037,16340669.427218702,56442008.01023207,54764178.04515111,58587685.592166945,102666300.70114459,43624392.557787806,15094135.30295688,119383486.04532051,26045142.30233654,18883954.04108059,6801229.439707399,19148457.074259587,27854530.890596986,79846032.79353945,203375223.0600151,7920393.99426093,208676609.2042959,65574485.38253663,44842147.18594014,21048509.13642633,15336936.89617275,105110817.87760787,35657785.38002442
2073,18286174.206164714,127339874.19945677,32376264.299889877,16398248.345015975,56586210.95041194,55551172.83214161,57732572.842798114,106197624.80278143,47060598.40601574,15320518.443358678,122471007.6718051,25091781.363444645,18863526.504990958,6650802.273080281,19463226.164432004,27745280.999432504,81294880.48105142,205239462.3092878,7873779.219944988,207996132.5900518,67069160.7507726,43914546.67813665,20942602.072609045,15532073.753416263,106614653.68686168,37886216.90988646
2074,18556539.242802955,131291003.17181295,31943487.250868984,17005449.84180179,56983678.73684011,49319665.76568573,57319271.35792952,110780161.62418748,51883711.33660805,15317157.842114203,121558414.9869617,24563941.785044577,19150026.413141947,6605503.058728859,19601934.151031043,27330776.667963624,82574161.65219666,203424611.05807158,8218828.898459928,211855355.53421375,69882726.55086336,43782490.95777206,20517336.397559416,15784978.599756764,110548793.62173845,39474149.72056791
2075,18909552.33460986,130329169.21111469,31461692.991676837,17513750.96133604,56518147.31600242,49447863.241574325,58856912.43114277,114560662.40166886,54470753.50968817,15448544.690986238,119319834.61182894,22507111.5512989,19116014.581417892,6597304.8147983,19697530.184910756,26982416.012905948,84069453.58691382,201670293.83965233,7938428.000149438,211647054.5475679,73210339.32965295,44058077.92262367,20319239.39858025,16032859.716751192,112057894.79447548,40042057.10432891
2076,19388804.8661302,128242460.35112447,32377241.255045395,17750079.444563255,57971775.839591235,50782314.39271296,61607575.03205023,123826240.06050496,58878687.48353825,14785689.106730828,116701392.59228182,20504878.8860457,18446618.37913345,6682263.220674407,19749377.776493233,26690945.467461724,83919631.139683,199191790.57653046,7751078.249674166,219771037.7316507,74130460.44038086,44399818.22474351,20634132.815633655,15970215.125806475,113240561.2894197,41714263.577365786
2077,20147322.63139426,130023579.06241046,32652765.955658622,17852796.382372234,57633210.68990143,52567466.27636989,63692180.76238117,127338349.20882952,60983759.93164043,14625967.140908333,118156454.61283763,19222002.058232494,18237043.862307742,6840039.5274883695,19937149.421031237,26643748.54444238,84735584.94213241,197956596.37302303,7825479.14710342,224431789.2501289,73391872.61991242,45025913.98275953,20802945.565541387,16192758.042816337,113543433.96499598,42462206.19677482
2078,21034131.777430918,129738818.22820398,35062503.13296299,18538226.568154827,56684671.771720774,53717494.566818364,65044722.79914708,130931862.90635784,64718146.11202231,14522068.589796405,117004564.9291448,18296519.07292968,18305298.77190636,7199958.897058211,20221514.450420048,26814429.056584027,85914681.46045159,198957203.9899764,7662488.724903831,214607889.04256266,71124048.01108277,45388744.65424388,21137705.034397695,16364125.997740002,114059066.57943948,43314064.68702011
2079,24425331.842358757,129118459.32903747,36370017.020685844,19345092.615848545,56300197.71145597,54065098.0393853,65091326.60577055,132978284.1814832,67089391.27708701,15021510.614624102,109455003.51491435,17649659.963582356,18470889.24414898,7283581.265229879,20418197.795746144,27135917.332976654,87675671.72341132,200113991.75989193,7518456.323294057,207194556.818541,68789356.51374097,45415752.43030322,20372173.466332335,16163563.54508476,111844557.995552,44759714.9861553
2080,25161302.213912185,127249885.67854445,38942188.9365247,19745086.965639688,55670458.85643846,53903076.13113494,63316840.6096498,134635316.1128646,69299381.13976005,15661535.162396558,104886872.69595513,17040370.820698407,18706580.33451126,7321858.582406608,20593043.313653827,26936504.683202423,86879462.19121337,200816299.170741,7472136.692570467,204253844.69407472,67556504.7092405,43978747.67003137,20209556.173622116,16265242.685293343,108727526.80444057,46284752.47340499
2081,24480175.360876977,122416174.60147935,38182892.35953734,19942273.267803524,53738024.50135716,52506946.30867375,64226438.10989274,141003654.6183289,70194739.39414497,15909362.53181198,103128106.79330711,17145507.20839122,18769556.03809454,7483218.630098337,20985058.947801955,26994063.089770097,86359387.18152341,198941400.04086053,7684573.70522055,202325659.83529773,65035139.580293484,42662916.766678296,20765693.81901505,16175738.095992517,105686569.29417498,49095998.912137955
2082,23852001.425693594,121087845.77647878,37617597.29876423,20102488.38773656,54016292.728446305,52296485.01123817,66608099.12413553,143611537.3966839,70257277.70407769,16311147.344061349,104245424.16105539,16943422.567956544,19117020.68691437,7648728.508488466,21191839.440502916,26688147.046078898,85672778.07786268,198891618.3954156,7735569.00143941,204020622.12157872,66354544.989055716,41761750.19426767,21192995.297259934,16590063.033651702,102672756.61281441,50781031.06993143
