time,Region,Type,Area,Shape,Scale,mean_lifetime_yr
2040,21,Semi-detached,Urban,1.9682,73.3208,65.0
2040,22,Appartment,Rural,1.9682,73.3208,65.0
2040,22,Appartment,Urban,1.9682,73.3208,65.0
2040,22,Detached,Rural,1.9682,73.3208,65.0
2040,22,Detached,Urban,1.9682,73.3208,65.0
2040,22,High-rise,Rural,1.9682,73.3208,65.0
2040,22,High-rise,Urban,1.9682,73.3208,65.0
2040,22,Semi-detached,Rural,1.9682,73.3208,65.0
2040,22,Semi-detached,Urban,1.9682,73.3208,65.0
2040,23,Appartment,Rural,1.9045,58.8304,52.2
2040,23,Appartment,Urban,1.9045,58.8304,52.2
2040,23,Detached,Rural,1.8766,58.8013,52.2
2040,23,Detached,Urban,1.8766,58.8013,52.2
2040,23,High-rise,Rural,2.5551,58.7992,52.2
2040,23,High-rise,Urban,2.5551,58.7992,52.2
2040,23,Semi-detached,Rural,1.8876,58.8133,52.2
2040,23,Semi-detached,Urban,1.8876,58.8133,52.2
2040,24,Appartment,Rural,1.9682,73.3208,65.0
2040,24,Appartment,Urban,1.9682,73.3208,65.0
2040,24,Detached,Rural,1.9682,73.3208,65.0
2040,24,Detached,Urban,1.9682,73.3208,65.0
2040,24,High-rise,Rural,1.9682,73.3208,65.0
2040,24,High-rise,Urban,1.9682,73.3208,65.0
2040,24,Semi-detached,Rural,1.9682,73.3208,65.0
2040,24,Semi-detached,Urban,1.9682,73.3208,65.0
2040,25,Appartment,Rural,1.9682,73.3208,65.0
2040,25,Appartment,Urban,1.9682,73.3208,65.0
2040,25,Detached,Rural,1.9682,73.3208,65.0
2040,25,Detached,Urban,1.9682,73.3208,65.0
2040,25,High-rise,Rural,1.9682,73.3208,65.0
2040,25,High-rise,Urban,1.9682,73.3208,65.0
2040,25,Semi-detached,Rural,1.9682,73.3208,65.0
2040,25,Semi-detached,Urban,1.9682,73.3208,65.0
2040,26,Appartment,Rural,1.9682,73.3208,65.0
2040,26,Appartment,Urban,1.9682,73.3208,65.0
2040,26,Detached,Rural,1.9682,73.3208,65.0
2040,26,Detached,Urban,1.9682,73.3208,65.0
2040,26,High-rise,Rural,1.9682,73.3208,65.0
2040,26,High-rise,Urban,1.9682,73.3208,65.0
2040,26,Semi-detached,Rural,1.9682,73.3208,65.0
2040,26,Semi-detached,Urban,1.9682,73.3208,65.0
2040,3,Appartment,Rural,1.9682,73.3208,65.0
2040,3,Appartment,Urban,1.9682,73.3208,65.0
2040,3,Detached,Rural,1.9682,73.3208,65.0
2040,3,Detached,Urban,1.9682,73.3208,65.0
2040,3,High-rise,Rural,1.9682,73.3208,65.0
2040,3,High-rise,Urban,1.9682,73.3208,65.0
2040,3,Semi-detached,Rural,1.9682,73.3208,65.0
2040,3,Semi-detached,Urban,1.9682,73.3208,65.0
2040,4,Appartment,Rural,1.9682,73.3208,65.0
2040,4,Appartment,Urban,1.9682,73.3208,65.0
2040,4,Detached,Rural,1.9682,73.3208,65.0
2040,4,Detached,Urban,1.9682,73.3208,65.0
2040,4,High-rise,Rural,1.9682,73.3208,65.0
2040,4,High-rise,Urban,1.9682,73.3208,65.0
2040,4,Semi-detached,Rural,1.9682,73.3208,65.0
2040,4,Semi-detached,Urban,1.9682,73.3208,65.0
2040,5,Appartment,Rural,1.9682,73.3208,65.0
2040,5,Appartment,Urban,1.9682,73.3208,65.0
2040,5,Detached,Rural,1.9682,73.3208,65.0
2040,5,Detached,Urban,1.9682,73.3208,65.0
2040,5,High-rise,Rural,1.9682,73.3208,65.0
2040,5,High-rise,Urban,1.9682,73.3208,65.0
2040,5,Semi-detached,Rural,1.9682,73.3208,65.0
2040,5,Semi-detached,Urban,1.9682,73.3208,65.0
2040,6,Appartment,Rural,1.9682,73.3208,65.0
2040,6,Appartment,Urban,1.9682,73.3208,65.0
2040,6,Detached,Rural,1.9682,73.3208,65.0
2040,6,Detached,Urban,1.9682,73.3208,65.0
2040,6,High-rise,Rural,1.9682,73.3208,65.0
2040,6,High-rise,Urban,1.9682,73.3208,65.0
2040,6,Semi-detached,Rural,1.9682,73.3208,65.0
2040,6,Semi-detached,Urban,1.9682,73.3208,65.0
2040,7,Appartment,Rural,1.9682,73.3208,65.0
2040,7,Appartment,Urban,1.9682,73.3208,65.0
2040,7,Detached,Rural,1.9682,73.3208,65.0
2040,7,Detached,Urban,1.9682,73.3208,65.0
2040,7,High-rise,Rural,1.9682,73.3208,65.0
2040,7,High-rise,Urban,1.9682,73.3208,65.0
2040,7,Semi-detached,Rural,1.9682,73.3208,65.0
2040,7,Semi-detached,Urban,1.9682,73.3208,65.0
2040,8,Appartment,Rural,1.9682,73.3208,65.0
2040,8,Appartment,Urban,1.9682,73.3208,65.0
2040,8,Detached,Rural,1.9682,73.3208,65.0
2040,8,Detached,Urban,1.9682,73.3208,65.0
2040,8,High-rise,Rural,1.9682,73.3208,65.0
2040,8,High-rise,Urban,1.9682,73.3208,65.0
2040,8,Semi-detached,Rural,1.9682,73.3208,65.0
2040,8,Semi-detached,Urban,1.9682,73.3208,65.0
2040,9,Appartment,Rural,1.9682,73.3208,65.0
2040,9,Appartment,Urban,1.9682,73.3208,65.0
2040,9,Detached,Rural,1.9682,73.3208,65.0
2040,9,Detached,Urban,1.9682,73.3208,65.0
2040,9,High-rise,Rural,1.9682,73.3208,65.0
2040,9,High-rise,Urban,1.9682,73.3208,65.0
2040,9,Semi-detached,Rural,1.9682,73.3208,65.0
2040,9,Semi-detached,Urban,1.9682,73.3208,65.0
2050,1,Appartment,Rural,1.9682,96.3605,85.425
2050,1,Appartment,Urban,1.9682,96.3605,85.425
2050,1,Detached,Rural,1.9682,96.3605,85.425
2050,1,Detached,Urban,1.9682,96.3605,85.425
2050,1,High-rise,Rural,1.9682,96.3605,85.425
2050,1,High-rise,Urban,1.9682,96.3605,85.425
2050,1,Semi-detached,Rural,1.9682,96.3605,85.425
2050,1,Semi-detached,Urban,1.9682,96.3605,85.425
2050,10,Appartment,Rural,1.9682,81.7809,72.5
2050,10,Appartment,Urban,1.9682,81.7809,72.5
2050,10,Detached,Rural,1.9682,81.7809,72.5
2050,10,Detached,Urban,1.9682,81.7809,72.5
2050,10,High-rise,Rural,1.9682,81.7809,72.5
2050,10,High-rise,Urban,1.9682,81.7809,72.5
2050,10,Semi-detached,Rural,1.9682,81.7809,72.5
2050,10,Semi-detached,Urban,1.9682,81.7809,72.5
2050,11,Appartment,Rural,2.9459,86.4923,77.175
2050,11,Appartment,Urban,2.9459,86.4923,77.175
2050,11,Detached,Rural,2.9459,86.4923,77.175
2050,11,Detached,Urban,2.9459,86.4923,77.175
2050,11,High-rise,Rural,2.9459,86.4923,77.175
2050,11,High-rise,Urban,2.9459,86.4923,77.175
2050,11,Semi-detached,Rural,2.9459,86.4923,77.175
2050,11,Semi-detached,Urban,2.9459,86.4923,77.175
2050,12,Appartment,Rural,2.5,96.6454,85.75
2050,12,Appartment,Urban,2.5,96.6454,85.75
2050,12,Detached,Rural,2.5,96.6454,85.75
2050,12,Detached,Urban,2.5,96.6454,85.75
2050,12,High-rise,Rural,1.9682,96.7271,85.75
2050,12,High-rise,Urban,1.9682,96.7271,85.75
2050,12,Semi-detached,Rural,2.5,96.6454,85.75
2050,12,Semi-detached,Urban,2.5,96.6454,85.75
2050,13,Appartment,Rural,1.9682,81.7809,72.5
2050,13,Appartment,Urban,1.9682,81.7809,72.5
2050,13,Detached,Rural,1.9682,81.7809,72.5
2050,13,Detached,Urban,1.9682,81.7809,72.5
2050,13,High-rise,Rural,1.9682,81.7809,72.5
2050,13,High-rise,Urban,1.9682,81.7809,72.5
2050,13,Semi-detached,Rural,1.9682,81.7809,72.5
2050,13,Semi-detached,Urban,1.9682,81.7809,72.5
2050,14,Appartment,Rural,1.9682,82.9089,73.5
2050,14,Appartment,Urban,1.9682,82.9089,73.5
2050,14,Detached,Rural,1.9682,82.9089,73.5
2050,14,Detached,Urban,1.9682,82.9089,73.5
2050,14,High-rise,Rural,1.9682,82.9089,73.5
2050,14,High-rise,Urban,1.9682,82.9089,73.5
2050,14,Semi-detached,Rural,1.9682,82.9089,73.5
2050,14,Semi-detached,Urban,1.9682,82.9089,73.5
2050,15,Appartment,Rural,1.9682,82.9089,73.5
2050,15,Appartment,Urban,1.9682,82.9089,73.5
2050,15,Detached,Rural,1.9682,82.9089,73.5
2050,15,Detached,Urban,1.9682,82.9089,73.5
2050,15,High-rise,Rural,1.9682,82.9089,73.5
2050,15,High-rise,Urban,1.9682,82.9089,73.5
2050,15,Semi-detached,Rural,1.9682,82.9089,73.5
2050,15,Semi-detached,Urban,1.9682,82.9089,73.5
2050,16,Appartment,Rural,1.9682,82.9089,73.5
2050,16,Appartment,Urban,1.9682,82.9089,73.5
2050,16,Detached,Rural,1.9682,82.9089,73.5
2050,16,Detached,Urban,1.9682,82.9089,73.5
2050,16,High-rise,Rural,1.9682,82.9089,73.5
2050,16,High-rise,Urban,1.9682,82.9089,73.5
2050,16,Semi-detached,Rural,1.9682,82.9089,73.5
2050,16,Semi-detached,Urban,1.9682,82.9089,73.5
2050,17,Appartment,Rural,1.9682,81.7809,72.5
2050,17,Appartment,Urban,1.9682,81.7809,72.5
2050,17,Detached,Rural,1.9682,81.7809,72.5
2050,17,Detached,Urban,1.9682,81.7809,72.5
2050,17,High-rise,Rural,1.9682,81.7809,72.5
2050,17,High-rise,Urban,1.9682,81.7809,72.5
2050,17,Semi-detached,Rural,1.9682,81.7809,72.5
2050,17,Semi-detached,Urban,1.9682,81.7809,72.5
2050,18,Appartment,Rural,1.9682,81.7809,72.5
2050,18,Appartment,Urban,1.9682,81.7809,72.5
2050,18,Detached,Rural,1.9682,81.7809,72.5
2050,18,Detached,Urban,1.9682,81.7809,72.5
2050,18,High-rise,Rural,1.9682,81.7809,72.5
2050,18,High-rise,Urban,1.9682,81.7809,72.5
2050,18,Semi-detached,Rural,1.9682,81.7809,72.5
2050,18,Semi-detached,Urban,1.9682,81.7809,72.5
2050,19,Appartment,Rural,1.9682,81.7809,72.5
2050,19,Appartment,Urban,1.9682,81.7809,72.5
2050,19,Detached,Rural,1.9682,81.7809,72.5
2050,19,Detached,Urban,1.9682,81.7809,72.5
2050,19,High-rise,Rural,1.9682,81.7809,72.5
2050,19,High-rise,Urban,1.9682,81.7809,72.5
2050,19,Semi-detached,Rural,1.9682,81.7809,72.5
2050,19,Semi-detached,Urban,1.9682,81.7809,72.5
2050,2,Appartment,Rural,4.1634,103.8272,94.325
2050,2,Appartment,Urban,4.1634,103.8272,94.325
2050,2,Detached,Rural,4.1634,103.8272,94.325
2050,2,Detached,Urban,4.1634,103.8272,94.325
2050,2,High-rise,Rural,4.1634,103.8272,94.325
2050,2,High-rise,Urban,4.1634,103.8272,94.325
2050,2,Semi-detached,Rural,4.1634,103.8272,94.325
2050,2,Semi-detached,Urban,4.1634,103.8272,94.325
2050,20,Appartment,Rural,2.0,75.6014,67.0
2050,20,Appartment,Urban,2.0,75.6014,67.0
2050,20,Detached,Rural,2.0,75.6014,67.0
2050,20,Detached,Urban,2.0,75.6014,67.0
2050,20,High-rise,Rural,2.0,75.6014,67.0
2050,20,High-rise,Urban,2.0,75.6014,67.0
2050,20,Semi-detached,Rural,2.0,75.6014,67.0
2050,20,Semi-detached,Urban,2.0,75.6014,67.0
2050,21,Appartment,Rural,1.9682,81.7809,72.5
2050,21,Appartment,Urban,1.9682,81.7809,72.5
2050,21,Detached,Rural,1.9682,81.7809,72.5
2050,21,Detached,Urban,1.9682,81.7809,72.5
2050,21,High-rise,Rural,1.9682,81.7809,72.5
2050,21,High-rise,Urban,1.9682,81.7809,72.5
2050,21,Semi-detached,Rural,1.9682,81.7809,72.5
2050,21,Semi-detached,Urban,1.9682,81.7809,72.5
2050,22,Appartment,Rural,1.9682,81.7809,72.5
2050,22,Appartment,Urban,1.9682,81.7809,72.5
2050,22,Detached,Rural,1.9682,81.7809,72.5
2050,22,Detached,Urban,1.9682,81.7809,72.5
2050,22,High-rise,Rural,1.9682,81.7809,72.5
2050,22,High-rise,Urban,1.9682,81.7809,72.5
2050,22,Semi-detached,Rural,1.9682,81.7809,72.5
2050,22,Semi-detached,Urban,1.9682,81.7809,72.5
2050,23,Appartment,Rural,1.9045,67.9593,60.3
2050,23,Appartment,Urban,1.9045,67.9593,60.3
2050,23,Detached,Rural,1.8766,67.9257,60.3
2050,23,Detached,Urban,1.8766,67.9257,60.3
2050,23,High-rise,Rural,2.5551,67.9232,60.3
2050,23,High-rise,Urban,2.5551,67.9232,60.3
2050,23,Semi-detached,Rural,1.8876,67.9395,60.3
2050,23,Semi-detached,Urban,1.8876,67.9395,60.3
2050,24,Appartment,Rural,1.9682,81.7809,72.5
2050,24,Appartment,Urban,1.9682,81.7809,72.5
2050,24,Detached,Rural,1.9682,81.7809,72.5
2050,24,Detached,Urban,1.9682,81.7809,72.5
2050,24,High-rise,Rural,1.9682,81.7809,72.5
2050,24,High-rise,Urban,1.9682,81.7809,72.5
2050,24,Semi-detached,Rural,1.9682,81.7809,72.5
2050,24,Semi-detached,Urban,1.9682,81.7809,72.5
2050,25,Appartment,Rural,1.9682,81.7809,72.5
2050,25,Appartment,Urban,1.9682,81.7809,72.5
2050,25,Detached,Rural,1.9682,81.7809,72.5
2050,25,Detached,Urban,1.9682,81.7809,72.5
2050,25,High-rise,Rural,1.9682,81.7809,72.5
2050,25,High-rise,Urban,1.9682,81.7809,72.5
2050,25,Semi-detached,Rural,1.9682,81.7809,72.5
2050,25,Semi-detached,Urban,1.9682,81.7809,72.5
2050,26,Appartment,Rural,1.9682,81.7809,72.5
2050,26,Appartment,Urban,1.9682,81.7809,72.5
2050,26,Detached,Rural,1.9682,81.7809,72.5
2050,26,Detached,Urban,1.9682,81.7809,72.5
2050,26,High-rise,Rural,1.9682,81.7809,72.5
2050,26,High-rise,Urban,1.9682,81.7809,72.5
2050,26,Semi-detached,Rural,1.9682,81.7809,72.5
2050,26,Semi-detached,Urban,1.9682,81.7809,72.5
2050,3,Appartment,Rural,1.9682,81.7809,72.5
2050,3,Appartment,Urban,1.9682,81.7809,72.5
2050,3,Detached,Rural,1.9682,81.7809,72.5
2050,3,Detached,Urban,1.9682,81.7809,72.5
2050,3,High-rise,Rural,1.9682,81.7809,72.5
2050,3,High-rise,Urban,1.9682,81.7809,72.5
2050,3,Semi-detached,Rural,1.9682,81.7809,72.5
2050,3,Semi-detached,Urban,1.9682,81.7809,72.5
2050,4,Appartment,Rural,1.9682,81.7809,72.5
2050,4,Appartment,Urban,1.9682,81.7809,72.5
2050,4,Detached,Rural,1.9682,81.7809,72.5
2050,4,Detached,Urban,1.9682,81.7809,72.5
2050,4,High-rise,Rural,1.9682,81.7809,72.5
2050,4,High-rise,Urban,1.9682,81.7809,72.5
2050,4,Semi-detached,Rural,1.9682,81.7809,72.5
2050,4,Semi-detached,Urban,1.9682,81.7809,72.5
2050,5,Appartment,Rural,1.9682,81.7809,72.5
2050,5,Appartment,Urban,1.9682,81.7809,72.5
2050,5,Detached,Rural,1.9682,81.7809,72.5
2050,5,Detached,Urban,1.9682,81.7809,72.5
2050,5,High-rise,Rural,1.9682,81.7809,72.5
2050,5,High-rise,Urban,1.9682,81.7809,72.5
2050,5,Semi-detached,Rural,1.9682,81.7809,72.5
2050,5,Semi-detached,Urban,1.9682,81.7809,72.5
2050,6,Appartment,Rural,1.9682,81.7809,72.5
2050,6,Appartment,Urban,1.9682,81.7809,72.5
2050,6,Detached,Rural,1.9682,81.7809,72.5
2050,6,Detached,Urban,1.9682,81.7809,72.5
2050,6,High-rise,Rural,1.9682,81.7809,72.5
2050,6,High-rise,Urban,1.9682,81.7809,72.5
2050,6,Semi-detached,Rural,1.9682,81.7809,72.5
2050,6,Semi-detached,Urban,1.9682,81.7809,72.5
2050,7,Appartment,Rural,1.9682,81.7809,72.5
2050,7,Appartment,Urban,1.9682,81.7809,72.5
2050,7,Detached,Rural,1.9682,81.7809,72.5
2050,7,Detached,Urban,1.9682,81.7809,72.5
2050,7,High-rise,Rural,1.9682,81.7809,72.5
2050,7,High-rise,Urban,1.9682,81.7809,72.5
2050,7,Semi-detached,Rural,1.9682,81.7809,72.5
2050,7,Semi-detached,Urban,1.9682,81.7809,72.5
2050,8,Appartment,Rural,1.9682,81.7809,72.5
2050,8,Appartment,Urban,1.9682,81.7809,72.5
2050,8,Detached,Rural,1.9682,81.7809,72.5
2050,8,Detached,Urban,1.9682,81.7809,72.5
2050,8,High-rise,Rural,1.9682,81.7809,72.5
2050,8,High-rise,Urban,1.9682,81.7809,72.5
2050,8,Semi-detached,Rural,1.9682,81.7809,72.5
2050,8,Semi-detached,Urban,1.9682,81.7809,72.5
2050,9,Appartment,Rural,1.9682,81.7809,72.5
2050,9,Appartment,Urban,1.9682,81.7809,72.5
2050,9,Detached,Rural,1.9682,81.7809,72.5
2050,9,Detached,Urban,1.9682,81.7809,72.5
2050,9,High-rise,Rural,1.9682,81.7809,72.5
2050,9,High-rise,Urban,1.9682,81.7809,72.5
2050,9,Semi-detached,Rural,1.9682,81.7809,72.5
2050,9,Semi-detached,Urban,1.9682,81.7809,72.5
2060,1,Appartment,Rural,1.9682,109.3044,96.9
2060,1,Appartment,Urban,1.9682,109.3044,96.9
2060,1,Detached,Rural,1.9682,109.3044,96.9
2060,1,Detached,Urban,1.9682,109.3044,96.9
2060,1,High-rise,Rural,1.9682,109.3044,96.9
2060,1,High-rise,Urban,1.9682,109.3044,96.9
2060,1,Semi-detached,Rural,1.9682,109.3044,96.9
2060,1,Semi-detached,Urban,1.9682,109.3044,96.9
2060,10,Appartment,Rural,1.9682,90.241,80.0
2060,10,Appartment,Urban,1.9682,90.241,80.0
2060,10,Detached,Rural,1.9682,90.241,80.0
2060,10,Detached,Urban,1.9682,90.241,80.0
2060,10,High-rise,Rural,1.9682,90.241,80.0
2060,10,High-rise,Urban,1.9682,90.241,80.0
2060,10,Semi-detached,Rural,1.9682,90.241,80.0
2060,10,Semi-detached,Urban,1.9682,90.241,80.0
2060,11,Appartment,Rural,2.9459,91.7877,81.9
2060,11,Appartment,Urban,2.9459,91.7877,81.9
2060,11,Detached,Rural,2.9459,91.7877,81.9
2060,11,Detached,Urban,2.9459,91.7877,81.9
2060,11,High-rise,Rural,2.9459,91.7877,81.9
2060,11,High-rise,Urban,2.9459,91.7877,81.9
2060,11,Semi-detached,Rural,2.9459,91.7877,81.9
2060,11,Semi-detached,Urban,2.9459,91.7877,81.9
2060,12,Appartment,Rural,2.5,102.5625,91.0
2060,12,Appartment,Urban,2.5,102.5625,91.0
2060,12,Detached,Rural,2.5,102.5625,91.0
2060,12,Detached,Urban,2.5,102.5625,91.0
2060,12,High-rise,Rural,1.9682,102.6491,91.0
2060,12,High-rise,Urban,1.9682,102.6491,91.0
2060,12,Semi-detached,Rural,2.5,102.5625,91.0
2060,12,Semi-detached,Urban,2.5,102.5625,91.0
2060,13,Appartment,Rural,1.9682,90.241,80.0
2060,13,Appartment,Urban,1.9682,90.241,80.0
2060,13,Detached,Rural,1.9682,90.241,80.0
2060,13,Detached,Urban,1.9682,90.241,80.0
2060,13,High-rise,Rural,1.9682,90.241,80.0
2060,13,High-rise,Urban,1.9682,90.241,80.0
2060,13,Semi-detached,Rural,1.9682,90.241,80.0
2060,13,Semi-detached,Urban,1.9682,90.241,80.0
2060,14,Appartment,Rural,1.9682,87.985,78.0
2060,14,Appartment,Urban,1.9682,87.985,78.0
2060,14,Detached,Rural,1.9682,87.985,78.0
2060,14,Detached,Urban,1.9682,87.985,78.0
2060,14,High-rise,Rural,1.9682,87.985,78.0
2060,14,High-rise,Urban,1.9682,87.985,78.0
2060,14,Semi-detached,Rural,1.9682,87.985,78.0
2060,14,Semi-detached,Urban,1.9682,87.985,78.0
2060,15,Appartment,Rural,1.9682,87.985,78.0
2060,15,Appartment,Urban,1.9682,87.985,78.0
2060,15,Detached,Rural,1.9682,87.985,78.0
2060,15,Detached,Urban,1.9682,87.985,78.0
2060,15,High-rise,Rural,1.9682,87.985,78.0
2060,15,High-rise,Urban,1.9682,87.985,78.0
2060,15,Semi-detached,Rural,1.9682,87.985,78.0
2060,15,Semi-detached,Urban,1.9682,87.985,78.0
2060,16,Appartment,Rural,1.9682,87.985,78.0
2060,16,Appartment,Urban,1.9682,87.985,78.0
2060,16,Detached,Rural,1.9682,87.985,78.0
2060,16,Detached,Urban,1.9682,87.985,78.0
2060,16,High-rise,Rural,1.9682,87.985,78.0
2060,16,High-rise,Urban,1.9682,87.985,78.0
2060,16,Semi-detached,Rural,1.9682,87.985,78.0
2060,16,Semi-detached,Urban,1.9682,87.985,78.0
2060,17,Appartment,Rural,1.9682,90.241,80.0
2060,17,Appartment,Urban,1.9682,90.241,80.0
2060,17,Detached,Rural,1.9682,90.241,80.0
2060,17,Detached,Urban,1.9682,90.241,80.0
2060,17,High-rise,Rural,1.9682,90.241,80.0
2060,17,High-rise,Urban,1.9682,90.241,80.0
2060,17,Semi-detached,Rural,1.9682,90.241,80.0
2060,17,Semi-detached,Urban,1.9682,90.241,80.0
2060,18,Appartment,Rural,1.9682,90.241,80.0
2060,18,Appartment,Urban,1.9682,90.241,80.0
2060,18,Detached,Rural,1.9682,90.241,80.0
2060,18,Detached,Urban,1.9682,90.241,80.0
2060,18,High-rise,Rural,1.9682,90.241,80.0
2060,18,High-rise,Urban,1.9682,90.241,80.0
2060,18,Semi-detached,Rural,1.9682,90.241,80.0
2060,18,Semi-detached,Urban,1.9682,90.241,80.0
2060,19,Appartment,Rural,1.9682,90.241,80.0
2060,19,Appartment,Urban,1.9682,90.241,80.0
2060,19,Detached,Rural,1.9682,90.241,80.0
2060,19,Detached,Urban,1.9682,90.241,80.0
2060,19,High-rise,Rural,1.9682,90.241,80.0
2060,19,High-rise,Urban,1.9682,90.241,80.0
2060,19,Semi-detached,Rural,1.9682,90.241,80.0
2060,19,Semi-detached,Urban,1.9682,90.241,80.0
2060,2,Appartment,Rural,4.1634,110.184,100.1
2060,2,Appartment,Urban,4.1634,110.184,100.1
2060,2,Detached,Rural,4.1634,110.184,100.1
2060,2,Detached,Urban,4.1634,110.184,100.1
2060,2,High-rise,Rural,4.1634,110.184,100.1
2060,2,High-rise,Urban,4.1634,110.184,100.1
2060,2,Semi-detached,Rural,4.1634,110.184,100.1
2060,2,Semi-detached,Urban,4.1634,110.184,100.1
2060,20,Appartment,Rural,2.0,85.7568,76.0
2060,20,Appartment,Urban,2.0,85.7568,76.0
2060,20,Detached,Rural,2.0,85.7568,76.0
2060,20,Detached,Urban,2.0,85.7568,76.0
2060,20,High-rise,Rural,2.0,85.7568,76.0
2060,20,High-rise,Urban,2.0,85.7568,76.0
2060,20,Semi-detached,Rural,2.0,85.7568,76.0
2060,20,Semi-detached,Urban,2.0,85.7568,76.0
2060,21,Appartment,Rural,1.9682,90.241,80.0
2060,21,Appartment,Urban,1.9682,90.241,80.0
2060,21,Detached,Rural,1.9682,90.241,80.0
2060,21,Detached,Urban,1.9682,90.241,80.0
2060,21,High-rise,Rural,1.9682,90.241,80.0
2060,21,High-rise,Urban,1.9682,90.241,80.0
2060,21,Semi-detached,Rural,1.9682,90.241,80.0
2060,21,Semi-detached,Urban,1.9682,90.241,80.0
2060,22,Appartment,Rural,1.9682,90.241,80.0
2060,22,Appartment,Urban,1.9682,90.241,80.0
2060,22,Detached,Rural,1.9682,90.241,80.0
2060,22,Detached,Urban,1.9682,90.241,80.0
2060,22,High-rise,Rural,1.9682,90.241,80.0
2060,22,High-rise,Urban,1.9682,90.241,80.0
2060,22,Semi-detached,Rural,1.9682,90.241,80.0
2060,22,Semi-detached,Urban,1.9682,90.241,80.0
2060,23,Appartment,Rural,1.9045,77.0881,68.4
2060,23,Appartment,Urban,1.9045,77.0881,68.4
2060,23,Detached,Rural,1.8766,77.05,68.4
2060,23,Detached,Urban,1.8766,77.05,68.4
2060,23,High-rise,Rural,2.5551,77.0472,68.4
2060,23,High-rise,Urban,2.5551,77.0472,68.4
2060,23,Semi-detached,Rural,1.8876,77.0657,68.4
2060,23,Semi-detached,Urban,1.8876,77.0657,68.4
2060,24,Appartment,Rural,1.9682,90.241,80.0
2060,24,Appartment,Urban,1.9682,90.241,80.0
2060,24,Detached,Rural,1.9682,90.241,80.0
2060,24,Detached,Urban,1.9682,90.241,80.0
2060,24,High-rise,Rural,1.9682,90.241,80.0
2060,24,High-rise,Urban,1.9682,90.241,80.0
2060,24,Semi-detached,Rural,1.9682,90.241,80.0
2060,24,Semi-detached,Urban,1.9682,90.241,80.0
2060,25,Appartment,Rural,1.9682,90.241,80.0
2060,25,Appartment,Urban,1.9682,90.241,80.0
2060,25,Detached,Rural,1.9682,90.241,80.0
2060,25,Detached,Urban,1.9682,90.241,80.0
2060,25,High-rise,Rural,1.9682,90.241,80.0
2060,25,High-rise,Urban,1.9682,90.241,80.0
2060,25,Semi-detached,Rural,1.9682,90.241,80.0
2060,25,Semi-detached,Urban,1.9682,90.241,80.0
2060,26,Appartment,Rural,1.9682,90.241,80.0
2060,26,Appartment,Urban,1.9682,90.241,80.0
2060,26,Detached,Rural,1.9682,90.241,80.0
2060,26,Detached,Urban,1.9682,90.241,80.0
2060,26,High-rise,Rural,1.9682,90.241,80.0
2060,26,High-rise,Urban,1.9682,90.241,80.0
2060,26,Semi-detached,Rural,1.9682,90.241,80.0
2060,26,Semi-detached,Urban,1.9682,90.241,80.0
2060,3,Appartment,Rural,1.9682,90.241,80.0
2060,3,Appartment,Urban,1.9682,90.241,80.0
2060,3,Detached,Rural,1.9682,90.241,80.0
2060,3,Detached,Urban,1.9682,90.241,80.0
2060,3,High-rise,Rural,1.9682,90.241,80.0
2060,3,High-rise,Urban,1.9682,90.241,80.0
2060,3,Semi-detached,Rural,1.9682,90.241,80.0
2060,3,Semi-detached,Urban,1.9682,90.241,80.0
2060,4,Appartment,Rural,1.9682,90.241,80.0
2060,4,Appartment,Urban,1.9682,90.241,80.0
2060,4,Detached,Rural,1.9682,90.241,80.0
2060,4,Detached,Urban,1.9682,90.241,80.0
2060,4,High-rise,Rural,1.9682,90.241,80.0
2060,4,High-rise,Urban,1.9682,90.241,80.0
2060,4,Semi-detached,Rural,1.9682,90.241,80.0
2060,4,Semi-detached,Urban,1.9682,90.241,80.0
2060,5,Appartment,Rural,1.9682,90.241,80.0
2060,5,Appartment,Urban,1.9682,90.241,80.0
2060,5,Detached,Rural,1.9682,90.241,80.0
2060,5,Detached,Urban,1.9682,90.241,80.0
2060,5,High-rise,Rural,1.9682,90.241,80.0
2060,5,High-rise,Urban,1.9682,90.241,80.0
2060,5,Semi-detached,Rural,1.9682,90.241,80.0
2060,5,Semi-detached,Urban,1.9682,90.241,80.0
2060,6,Appartment,Rural,1.9682,90.241,80.0
2060,6,Appartment,Urban,1.9682,90.241,80.0
2060,6,Detached,Rural,1.9682,90.241,80.0
2060,6,Detached,Urban,1.9682,90.241,80.0
2060,6,High-rise,Rural,1.9682,90.241,80.0
2060,6,High-rise,Urban,1.9682,90.241,80.0
2060,6,Semi-detached,Rural,1.9682,90.241,80.0
2060,6,Semi-detached,Urban,1.9682,90.241,80.0
2060,7,Appartment,Rural,1.9682,90.241,80.0
2060,7,Appartment,Urban,1.9682,90.241,80.0
2060,7,Detached,Rural,1.9682,90.241,80.0
2060,7,Detached,Urban,1.9682,90.241,80.0
2060,7,High-rise,Rural,1.9682,90.241,80.0
2060,7,High-rise,Urban,1.9682,90.241,80.0
2060,7,Semi-detached,Rural,1.9682,90.241,80.0
2060,7,Semi-detached,Urban,1.9682,90.241,80.0
2060,8,Appartment,Rural,1.9682,90.241,80.0
2060,8,Appartment,Urban,1.9682,90.241,80.0
2060,8,Detached,Rural,1.9682,90.241,80.0
2060,8,Detached,Urban,1.9682,90.241,80.0
