typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20000101","2000","52","2000","8","ALB","Albania","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11554","false","-1","N/A",,"false","11554","false",,"false","26892",,"26892","0","false","false",
"C","A","20000101","2000","52","2000","8","ALB","Albania","X","Export","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","265390","false","-1","N/A",,"false","265390","false",,"false",,"364828","364828","0","false","false",
"C","A","20000101","2000","52","2000","12","DZA","Algeria","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6021796","false","-1","N/A",,"false","6021796","false",,"false","10493872",,"10493872","0","false","false",
"C","A","20000101","2000","52","2000","20","AND","Andorra","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","227","false","-1","N/A",,"false","227","false",,"false","1043",,"1043","0","false","false",
"C","A","20000101","2000","52","2000","28","ATG","Antigua and Barbuda","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2446","false","-1","N/A",,"false","2446","false",,"false","9385",,"9385","0","false","false",
"C","A","20000101","2000","52","2000","31","AZE","Azerbaijan","X","Export","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13102434","false","-1","N/A",,"false","13102434","false",,"false",,"9234348","9234348","0","false","false",
"C","A","20000101","2000","52","2000","32","ARG","Argentina","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2632594","false","-1","N/A",,"false","2632594","false",,"false","4831447",,"4831447","0","false","false",
"C","A","20000101","2000","52","2000","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","187858993","false","-1","N/A",,"false","187858993","false",,"false",,"311681739","311681739","0","false","false",
"C","A","20000101","2000","52","2000","36","AUS","Australia","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6197094","false","-1","N/A",,"false","6197094","false",,"false",,"12486055","12486055","0","false","false",
"C","A","20000101","2000","52","2000","36","AUS","Australia","X","Export","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1405907003","false","-1","N/A",,"false","1405907003","false",,"false",,"2188574625","2188574625","0","false","false",
"C","A","20000101","2000","52","2000","40","AUT","Austria","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","251455092","true","-1","N/A",,"false","251455092","true",,"false","386992476",,"386992476","6","false","false",
"C","A","20000101","2000","52","2000","40","AUT","Austria","X","Export","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","91771536","true","-1","N/A",,"false","91771536","true",,"false",,"139961762","139961762","6","false","false",
"C","A","20000101","2000","52","2000","44","BHS","Bahamas","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4095","false","-1","N/A",,"false","4095","false",,"false","16613",,"16613","0","false","false",
"C","A","20000101","2000","52","2000","44","BHS","Bahamas","X","Export","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2270","false","-1","N/A",,"false","2270","false",,"false",,"1750","1750","0","false","false",
"C","A","20000101","2000","52","2000","48","BHR","Bahrain","M","Import","0","W00","World","0","W00","World","H0","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","68452","false","-1","N/A",,"false","68452","false",,"false","214808",,"214808","0","true","false",
"C","A","20000101","2000","52","2000","48","BHR","Bahrain","X","Export","0","W00","World","0","W00","World","H0","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","52370090","false","-1","N/A",,"false","52370090","false",,"false",,"79595225","79595225","0","true","false",
"C","A","20000101","2000","52","2000","50","BGD","Bangladesh","M","Import","0","W00","World","0","W00","World","H0","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13870618","false","-1","N/A",,"false","13870618","false",,"false","22020694",,"22020694","0","true","false",
"C","A","20000101","2000","52","2000","50","BGD","Bangladesh","X","Export","0","W00","World","0","W00","World","H0","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","90","false","-1","N/A",,"false","90","false",,"false",,"104","104","0","true","false",
"C","A","20000101","2000","52","2000","51","ARM","Armenia","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","246460","false","-1","N/A",,"false","246460","false",,"false","435245",,"435245","0","false","false",
"C","A","20000101","2000","52","2000","52","BRB","Barbados","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","925225","true","-1","N/A",,"false","925225","true",,"false","1514131",,"1514131","6","false","false",
"C","A","20000101","2000","52","2000","56","BEL","Belgium","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","430850174","false","-1","N/A",,"false","430850174","false",,"false","719511170",,"719511170","0","false","false",
"C","A","20000101","2000","52","2000","56","BEL","Belgium","X","Export","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","61432258","false","-1","N/A",,"false","61432258","false",,"false",,"98807054","98807054","0","false","false",
"C","A","20000101","2000","52","2000","72","BWA","Botswana","M","Import","0","W00","World","0","W00","World","H1","HS","true","7601","Aluminium; unwrought","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8133","false","-1","N/A",,"false","8133","false",,"false","38056",,"38056","0","false","false",
