Time,Region,Sector,Element,Steel,Concrete,Wood,Cu,Aluminium,Glass
2050,22,Vehicles,freight,0.788,0.0,0.253,0.695,0.837,0.458
2050,23,Electricity,grid,0.765,0.0,0.253,0.738,0.799,0.458
2050,23,Electricity,storage,0.765,0.0,0.253,0.738,0.799,0.458
2050,23,Electricity,generation,0.765,0.0,0.253,0.738,0.799,0.458
2050,23,Buildings,commercial,0.826,0.0,0.253,0.689,0.854,0.381
2050,23,Buildings,rural,0.826,0.0,0.253,0.689,0.854,0.381
2050,23,Buildings,urban,0.826,0.0,0.253,0.689,0.854,0.381
2050,23,Vehicles,passenger,0.788,0.0,0.253,0.695,0.837,0.458
2050,23,Vehicles,freight,0.788,0.0,0.253,0.695,0.837,0.458
2050,24,Electricity,grid,0.765,0.0,0.253,0.738,0.799,0.458
2050,24,Electricity,storage,0.765,0.0,0.253,0.738,0.799,0.458
2050,24,Electricity,generation,0.765,0.0,0.253,0.738,0.799,0.458
2050,24,Buildings,commercial,0.826,0.0,0.253,0.689,0.854,0.381
2050,24,Buildings,rural,0.826,0.0,0.253,0.689,0.854,0.381
2050,24,Buildings,urban,0.826,0.0,0.253,0.689,0.854,0.381
2050,24,Vehicles,passenger,0.788,0.0,0.253,0.695,0.837,0.458
2050,24,Vehicles,freight,0.788,0.0,0.253,0.695,0.837,0.458
2050,25,Electricity,grid,0.765,0.0,0.253,0.738,0.799,0.458
2050,25,Electricity,storage,0.765,0.0,0.253,0.738,0.799,0.458
2050,25,Electricity,generation,0.765,0.0,0.253,0.738,0.799,0.458
2050,25,Buildings,commercial,0.826,0.0,0.253,0.689,0.854,0.381
2050,25,Buildings,rural,0.826,0.0,0.253,0.689,0.854,0.381
2050,25,Buildings,urban,0.826,0.0,0.253,0.689,0.854,0.381
2050,25,Vehicles,passenger,0.788,0.0,0.253,0.695,0.837,0.458
2050,25,Vehicles,freight,0.788,0.0,0.253,0.695,0.837,0.458
2050,26,Electricity,grid,0.765,0.0,0.253,0.738,0.799,0.458
2050,26,Electricity,storage,0.765,0.0,0.253,0.738,0.799,0.458
2050,26,Electricity,generation,0.765,0.0,0.253,0.738,0.799,0.458
2050,26,Buildings,commercial,0.826,0.0,0.253,0.689,0.854,0.381
2050,26,Buildings,rural,0.826,0.0,0.253,0.689,0.854,0.381
2050,26,Buildings,urban,0.826,0.0,0.253,0.689,0.854,0.381
2050,26,Vehicles,passenger,0.788,0.0,0.253,0.695,0.837,0.458
2050,26,Vehicles,freight,0.788,0.0,0.253,0.695,0.837,0.458
