Year,Region,Building_type,steel,concrete,wood,copper,aluminium,glass,brick
2020,1,1,2.4122964641121163,402.6985517324076,69.97600008563657,0.182895495,0.48702393882815265,2.401479821846145,109.98877741030137
2020,1,2,2.4122964641121163,402.6985517324076,69.97600008563657,0.182895495,0.48702393882815265,2.401479821846145,109.98877741030137
2020,1,3,44.139259798251864,931.8113115334932,19.55863956556641,0.18289549500000002,0.4926670973393458,2.955170054304199,218.67508071917692
2020,1,4,70.5,534.9838536,22.0,0.182895495,0.49,2.65,32.66666667
2020,2,1,6.580754244235316,320.8208150015872,60.23284574252878,0.182895495,0.49,5.118219196363267,165.65945447206718
2020,2,2,6.580754244235316,320.8208150015872,60.23284574252878,0.182895495,0.49,5.118219196363267,165.65945447206718
2020,2,3,57.744026475166294,727.1769236020676,20.186862785919757,0.182895495,0.49,3.0,178.17632433948935
2020,2,4,70.5,301.6666667,22.0,0.182895495,0.49,3.0,32.66666667
2020,3,1,28.402290566878186,590.0390746170369,44.40261823837232,0.18289549499999996,0.49,5.190240250931741,566.0387573030439
2020,3,2,28.402290566878186,590.0390746170369,44.40261823837232,0.18289549499999996,0.49,5.190240250931741,566.0387573030439
2020,3,3,49.00034369970633,950.6822732209476,19.400042553296974,0.18289549500000002,0.49000000000000005,2.2525822820058576,233.99792143510933
2020,3,4,70.0,677.1673282,22.0,0.182895495,0.49,2.0,107.0
2020,4,1,5.635820678517615,548.9658983499224,46.897440104432356,0.182895495,0.49,5.072630382851844,518.5585033141033
2020,4,2,5.635820678517615,548.9658983499224,46.897440104432356,0.182895495,0.49,5.072630382851844,518.5585033141033
2020,4,3,18.148777943492735,950.6634205743458,19.40022176134324,0.182895495,0.49,2.252564872191194,233.98916781131086
2020,4,4,3.82222369582666,677.1673282,22.0,0.182895495,0.49,2.0,107.0
2020,5,1,29.875688596042068,560.5589920753474,40.15185824006359,0.18289549500000002,0.49000000000000005,5.715771204224546,625.2844668436935
2020,5,2,29.875688596042068,560.5589920753474,40.15185824006359,0.18289549500000002,0.49000000000000005,5.715771204224546,625.2844668436935
2020,5,3,49.0,940.0,19.761796875,0.182895495,0.49,2.032407407,234.0
2020,5,4,,,,,,,
2020,6,1,27.504678021477943,541.7926846069001,43.61433423732088,0.182895495,0.49,5.4238118351458,567.1670255398196
2020,6,2,27.504678021477943,541.7926846069001,43.61433423732088,0.182895495,0.49,5.4238118351458,567.1670255398196
2020,6,3,49.0,950.686749818323,19.4,0.182895495,0.49,2.252586416,234.0
2020,6,4,,,,,,,
2020,7,1,18.34430904359128,632.265690026981,48.089026092464856,0.18289549499999996,0.49096532720727487,4.546965040668051,519.1362277535492
2020,7,2,18.34430904359128,632.265690026981,48.089026092464856,0.18289549499999996,0.49096532720727487,4.546965040668051,519.1362277535492
2020,7,3,50.801145665,965.1479633,19.2,0.182895495,0.49,2.4685728955,212.591503
2020,7,4,,,,,,,
2020,8,1,4.70205848401403,508.9079589896068,50.10780716588606,0.18289549500000002,0.49205115509260977,4.848644449517275,459.0019021710499
2020,8,2,4.70205848401403,508.9079589896068,50.10780716588606,0.18289549500000002,0.49205115509260977,4.848644449517275,459.0019021710499
2020,8,3,18.075,965.1479633,19.2,0.182895495,0.49,2.4685728955,212.591503
2020,8,4,,,,,,,
2020,9,1,3.897719746788998,478.2707033089233,53.98615651363179,0.182895495,0.49172114273367723,4.570166664826606,392.0216789834826
2020,9,2,3.897719746788998,478.2707033089233,53.98615651363179,0.182895495,0.49172114273367723,4.570166664826606,392.0216789834826
2020,9,3,18.075,965.1479633,19.2,0.182895495,0.49,2.4685728955,212.591503
2020,9,4,,,,,,,
2020,10,1,17.161306433310198,567.0272003970655,40.27097641420182,0.18315979201045687,0.49,5.636834513959595,624.2545970842299
2020,10,2,17.161306433310198,567.0272003970655,40.27097641420182,0.18315979201045687,0.49,5.636834513959595,624.2545970842299
2020,10,3,50.801145665,965.1479633,19.2,0.182895495,0.49,2.4685728955,212.591503
2020,10,4,,,,,,,
2020,11,1,28.237491080314992,627.3643473208684,51.75387740778562,0.182937104479378,0.49021485748345883,3.023781392241749,324.3294907503098
2020,11,2,28.237491080314992,627.3643473208684,51.75387740778562,0.182937104479378,0.49021485748345883,3.023781392241749,324.3294907503098
2020,11,3,52.628037496530986,947.5416331748983,18.272397190885698,0.182895495,0.4915272488608995,3.024460555950087,259.89141235360586
2020,11,4,70.5,534.9838536,22.0,0.182895495,0.49,2.65,32.66666667
2020,12,1,22.683263976730448,719.8689089308863,61.361784150688756,0.18289549500000002,0.49,2.9735201676600678,370.42317550468925
2020,12,2,22.683263976730448,719.8689089308863,61.361784150688756,0.18289549500000002,0.49,2.9735201676600678,370.42317550468925
2020,12,3,52.60229133,965.1479633,19.0,0.182895495,0.49,2.4685728955,212.591503
2020,12,4,,,,,,,
2020,13,1,25.925419344437262,616.3835875798762,63.10244055358443,0.18289549500000002,0.49000000000000005,2.8700319037496866,284.4528993423255
2020,13,2,25.925419344437262,616.3835875798762,63.10244055358443,0.18289549500000002,0.49000000000000005,2.8700319037496866,284.4528993423255
2020,13,3,52.60957937693735,961.0498822558466,19.00122161675638,0.18289549500000002,0.49,2.9998574780450897,257.2834975115689
2020,13,4,70.5,534.9838536,22.0,0.182895495,0.49,2.65,32.66666667
2020,14,1,23.23931187837315,567.519374016495,42.03683621729604,0.18289549500000002,0.49,3.4979850495072524,480.9451036264681
2020,14,2,23.23931187837315,567.519374016495,42.03683621729604,0.18289549500000002,0.49,3.4979850495072524,480.9451036264681
2020,14,3,52.64373829417996,1100.8841659605146,18.50000000602479,0.182895495,0.48999999999999994,2.234286447346706,196.22903525501064
2020,14,4,72.5,700.3396165,22.0,0.182895495,0.49,2.0,112.0
