! Data imported from: X:\user\arpf\Environments\IMAGE_Materials\2_TIMER\outputlib\TIMER_3_4\IMAGE_Materials\SSP2\T2RT\endem\transport\trvl_loadfactor.dat;;;;;;;;
real main.em.dem.trp.trvl.ModeT.loadfactor2[26,7](t) = [;;;;;;;;
unit=person/vehicle;;;;;;;;
;;;;bus;train;car;highspeedtrain;airplane
t;DIM_ 1;class_ 1;class_ 2;class_ 3;class_ 4;class_ 5;class_ 6;class_ 7
1987;12;0;0;27.29722;36.63894;1.780702;310.333;124
1987;13;0;0;28.90917;38.80253;1.827275;310.333;124
1987;14;0;0;28.74703;38.58491;1.822657;310.333;124
1987;15;0;0;30.96046;41.55582;1.884522;310.333;124
1987;16;0;0;27.47697;36.8802;1.785969;310.333;124
1987;17;0;0;25.47487;34.19295;1.726189;310.333;124
1987;18;0;0;40.53845;54.41162;2.127542;310.333;124
1987;19;0;0;30.30605;40.67746;1.866492;310.333;124
1987;20;0;0;41.65152;55.90561;2.153634;310.333;124
1987;21;0;0;34.49768;46.30356;1.978534;310.333;124
1987;22;0;0;33.93525;45.54865;1.963952;310.333;124
1987;23;0;0;23.12549;31.03955;1.652642;310.333;124
1987;24;0;0;23.73183;31.8534;1.672003;310.333;124
1987;25;0;0;38.03925;51.05714;2.067485;310.333;124
1987;26;0;0;39.03563;52.39449;2.091681;310.333;124
1988;1;0;0;22.43702;30.11547;1.630318;310.333;124
1988;2;0;0;21.80261;29.26395;1.60941;310.333;124
1988;3;0;0;27.33455;36.68904;1.781797;310.333;124
1988;4;0;0;30.35607;40.7446;1.867878;310.333;124
1988;5;0;0;27.7629;37.26398;1.794309;310.333;124
1988;6;0;0;28.23413;37.89649;1.80795;310.333;124
1988;7;0;0;30.03169;40.30921;1.858869;310.333;124
1988;8;0;0;37.46418;50.28527;2.053361;310.333;124
1988;9;0;0;41.64608;55.8983;2.153507;310.333;124
1988;10;0;0;27.92152;37.47689;1.798914;310.333;124
1988;11;0;0;23.22841;31.1777;1.655948;310.333;124
1988;12;0;0;27.19849;36.50642;1.777801;310.333;124
1988;13;0;0;28.90243;38.79349;1.827084;310.333;124
1988;14;0;0;28.47748;38.22311;1.814946;310.333;124
1988;15;0;0;30.80046;41.34107;1.880134;310.333;124
1988;16;0;0;27.24438;36.56802;1.77915;310.333;124
1988;17;0;0;25.53578;34.2747;1.728045;310.333;124
1988;18;0;0;39.97424;53.65433;2.114166;310.333;124
1988;19;0;0;29.74321;39.92201;1.850813;310.333;124
1988;20;0;0;40.93701;54.94658;2.13693;310.333;124
1988;21;0;0;34.06337;45.72062;1.967285;310.333;124
1988;22;0;0;33.68463;45.21227;1.957412;310.333;124
1988;23;0;0;22.84358;30.66117;1.643546;310.333;124
1988;24;0;0;23.63004;31.71678;1.668772;310.333;124
1988;25;0;0;37.86763;50.82679;2.063282;310.333;124
1988;26;0;0;38.87511;52.17905;2.087806;310.333;124
1989;1;0;0;22.40554;30.07322;1.629288;310.333;124
1989;2;0;0;21.69333;29.11727;1.605775;310.333;124
1989;3;0;0;27.20223;36.51145;1.777911;310.333;124
1989;4;0;0;30.29127;40.65762;1.866082;310.333;124
1989;5;0;0;27.69436;37.17199;1.792314;310.333;124
1989;6;0;0;28.57719;38.35695;1.817803;310.333;124
1989;7;0;0;29.8796;40.10507;1.854627;310.333;124
1989;8;0;0;37.5143;50.35254;2.054596;310.333;124
1989;9;0;0;41.80038;56.10541;2.157094;310.333;124
1989;10;0;0;27.97662;37.55084;1.800511;310.333;124
1989;11;0;0;23.07412;30.97061;1.65099;310.333;124
1989;12;0;0;27.21281;36.52565;1.778222;310.333;124
1989;13;0;0;29.00078;38.9255;1.829879;310.333;124
1989;14;0;0;28.12276;37.747;1.804738;310.333;124
1989;15;0;0;30.53339;40.9826;1.87278;310.333;124
1989;16;0;0;26.92259;36.1361;1.769663;310.333;124
1989;17;0;0;25.59147;34.34944;1.72974;310.333;124
1989;18;0;0;39.68683;53.26855;2.107312;310.333;124
1989;19;0;0;29.43694;39.51092;1.842212;310.333;124
1989;20;0;0;40.74652;54.6909;2.132449;310.333;124
1989;21;0;0;33.64987;45.16562;1.956503;310.333;124
1989;22;0;0;33.2322;44.605;1.945537;310.333;124
1989;23;0;0;22.64526;30.39498;1.63711;310.333;124
1989;24;0;0;23.54744;31.6059;1.666144;310.333;124
1989;25;0;0;37.81194;50.75203;2.061916;310.333;124
1989;26;0;0;38.79231;52.06791;2.085804;310.333;124
1990;1;0;0;22.46563;30.15388;1.631253;310.333;124
1990;2;0;0;21.66736;29.08242;1.60491;310.333;124
1990;3;0;0;27.03366;36.28519;1.772945;310.333;124
1990;4;0;0;30.3367;40.71861;1.867342;310.333;124
1990;5;0;0;28.04312;37.6401;1.802436;310.333;124
1990;6;0;0;28.56188;38.3364;1.817364;310.333;124
1990;7;0;0;29.8015;40.00024;1.852444;310.333;124
1990;8;0;0;37.33177;50.10754;2.050092;310.333;124
1990;9;0;0;41.69925;55.96967;2.154744;310.333;124
1990;10;0;0;28.16732;37.80681;1.806024;310.333;124
1990;11;0;0;22.95296;30.80797;1.647082;310.333;124
1990;12;0;0;27.5851;37.02534;1.789129;310.333;124
1990;13;0;0;28.59999;38.38755;1.818455;310.333;124
1990;14;0;0;27.68499;37.15942;1.792041;310.333;124
1990;15;0;0;30.15704;40.47746;1.862357;310.333;124
1990;16;0;0;26.51676;35.59139;1.757609;310.333;124
1990;17;0;0;25.25068;33.89203;1.719336;310.333;124
1990;18;0;0;39.43013;52.924;2.101167;310.333;124
1990;19;0;0;29.00218;38.92738;1.829918;310.333;124
1990;20;0;0;40.57128;54.45569;2.128317;310.333;124
1990;21;0;0;33.30897;44.70805;1.947559;310.333;124
1990;22;0;0;32.78785;44.00858;1.933787;310.333;124
1990;23;0;0;22.44505;30.12625;1.630581;310.333;124
1990;24;0;0;23.62766;31.71357;1.668696;310.333;124
1990;25;0;0;37.64908;50.53344;2.057915;310.333;124
1990;26;0;0;38.80562;52.08577;2.086126;310.333;124
1991;1;0;0;22.61875;30.35939;1.636247;310.333;124
1991;2;0;0;21.73246;29.16979;1.607078;310.333;124
1991;3;0;0;26.91756;36.12936;1.769514;310.333;124
1991;4;0;0;30.48834;40.92214;1.871536;310.333;124
1991;5;0;0;28.08258;37.69307;1.803577;310.333;124
1991;6;0;0;28.30458;37.99104;1.809979;310.333;124
1991;7;0;0;29.71099;39.87875;1.84991;310.333;124
1991;8;0;0;37.51194;50.34937;2.054538;310.333;124
1991;9;0;0;41.83184;56.14763;2.157824;310.333;124
1991;10;0;0;28.36983;38.07862;1.811855;310.333;124
1991;11;0;0;22.88185;30.71254;1.644784;310.333;124
1991;12;0;0;28.21898;37.87615;1.807513;310.333;124
1991;13;0;0;28.66303;38.47217;1.820258;310.333;124
1991;14;0;0;28.17591;37.81834;1.806272;310.333;124
1991;15;0;0;30.75049;41.27399;1.87876;310.333;124
1991;16;0;0;26.82426;36.00412;1.766751;310.333;124
1991;17;0;0;25.24769;33.88802;1.719245;310.333;124
1991;18;0;0;39.51307;53.03532;2.103155;310.333;124
1991;19;0;0;28.50862;38.26491;1.815839;310.333;124
1991;20;0;0;40.00727;53.69866;2.114952;310.333;124
1991;21;0;0;33.06638;44.38244;1.941163;310.333;124
1991;22;0;0;32.47441;43.58788;1.925447;310.333;124
1991;23;0;0;22.3041;29.93707;1.625965;310.333;124
1991;24;0;0;23.71833;31.83528;1.671575;310.333;124
1991;25;0;0;37.53399;50.37896;2.055082;310.333;124
1991;26;0;0;38.8;52.07823;2.08599;310.333;124
1992;1;0;0;22.63148;30.37649;1.636661;310.333;124
1992;2;0;0;21.64419;29.05131;1.604137;310.333;124
1992;3;0;0;26.83534;36.019;1.76708;310.333;124
1992;4;0;0;30.49123;40.92602;1.871616;310.333;124
1992;5;0;0;28.20665;37.8596;1.807158;310.333;124
1992;6;0;0;28.09793;37.71367;1.80402;310.333;124
1992;7;0;0;29.73895;39.91629;1.850694;310.333;124
1992;8;0;0;37.59886;50.46603;2.056679;310.333;124
1992;9;0;0;42.0078;56.38381;2.161904;310.333;124
1992;10;0;0;28.61006;38.40106;1.818743;310.333;124
1992;11;0;0;22.84601;30.66442;1.643625;310.333;124
1992;12;0;0;28.5881;38.3716;1.818115;310.333;124
1992;13;0;0;28.48271;38.23014;1.815096;310.333;124
1992;14;0;0;28.82856;38.69434;1.824981;310.333;124
1992;15;0;0;31.46459;42.23248;1.89827;310.333;124
1992;16;0;0;27.74561;37.24079;1.793806;310.333;124
1992;17;0;0;25.06803;33.64687;1.713729;310.333;124
1992;18;0;0;39.25604;52.69033;2.096988;310.333;124
1992;19;0;0;28.24114;37.90589;1.808152;310.333;124
1992;20;0;0;39.09777;52.4779;2.093179;310.333;124
1992;21;0;0;32.79838;44.02272;1.934067;310.333;124
1992;22;0;0;32.17712;43.18886;1.917495;310.333;124
1992;23;0;0;22.27744;29.90127;1.62509;310.333;124
1992;24;0;0;23.74766;31.87464;1.672505;310.333;124
1992;25;0;0;37.26709;50.02073;2.048493;310.333;124
1992;26;0;0;39.21542;52.63582;2.096011;310.333;124
1993;1;0;0;22.56361;30.28539;1.634451;310.333;124
1993;2;0;0;21.58747;28.97519;1.602244;310.333;124
1993;3;0;0;26.83568;36.01945;1.76709;310.333;124
1993;4;0;0;30.53471;40.98437;1.872816;310.333;124
1993;5;0;0;28.0272;37.61874;1.801975;310.333;124
1993;6;0;0;27.95023;37.51543;1.799747;310.333;124
1993;7;0;0;29.87996;40.10555;1.854637;310.333;124
1993;8;0;0;37.96975;50.96385;2.065784;310.333;124
1993;9;0;0;42.01264;56.39031;2.162016;310.333;124
1993;10;0;0;28.64375;38.44629;1.819707;310.333;124
1993;11;0;0;22.87255;30.70005;1.644483;310.333;124
1993;12;0;0;28.66874;38.47983;1.820421;310.333;124
1993;13;0;0;28.16421;37.80264;1.805934;310.333;124
1993;14;0;0;29.64014;39.78366;1.847924;310.333;124
1993;15;0;0;32.01466;42.97079;1.913132;310.333;124
1993;16;0;0;28.29057;37.97224;1.809576;310.333;124
1993;17;0;0;25.08147;33.66491;1.714142;310.333;124
1993;18;0;0;39.05294;52.41773;2.092099;310.333;124
1993;19;0;0;27.93516;37.49519;1.79931;310.333;124
1993;20;0;0;38.21985;51.29954;2.071896;310.333;124
1993;21;0;0;32.46653;43.5773;1.925236;310.333;124
1993;22;0;0;31.87804;42.78742;1.909454;310.333;124
1993;23;0;0;22.30994;29.9449;1.626156;310.333;124
1993;24;0;0;23.59897;31.67507;1.667784;310.333;124
1993;25;0;0;37.30624;50.07327;2.049461;310.333;124
1993;26;0;0;39.92178;53.58391;2.112917;310.333;124
1994;1;0;0;22.41472;30.08554;1.629588;310.333;124
1994;2;0;0;21.47513;28.82441;1.598487;310.333;124
1994;3;0;0;26.6795;35.80983;1.762455;310.333;124
1994;4;0;0;30.49684;40.93354;1.871771;310.333;124
1994;5;0;0;27.79844;37.31169;1.795342;310.333;124
1994;6;0;0;27.82966;37.35359;1.796249;310.333;124
1994;7;0;0;29.83201;40.04119;1.853297;310.333;124
1994;8;0;0;38.23971;51.32619;2.072381;310.333;124
1994;9;0;0;42.07302;56.47136;2.163414;310.333;124
1994;10;0;0;28.56259;38.33735;1.817385;310.333;124
1994;11;0;0;22.76588;30.55687;1.641028;310.333;124
1994;12;0;0;28.45055;38.18696;1.814173;310.333;124
1994;13;0;0;28.53475;38.29998;1.816587;310.333;124
1994;14;0;0;31.09944;41.74237;1.888324;310.333;124
1994;15;0;0;32.88423;44.13795;1.936344;310.333;124
1994;16;0;0;29.05758;39.00174;1.831491;310.333;124
1994;17;0;0;25.10705;33.69925;1.714929;310.333;124
1994;18;0;0;38.70879;51.9558;2.083782;310.333;124
1994;19;0;0;27.50794;36.92178;1.786875;310.333;124
1994;20;0;0;37.40532;50.20626;2.051908;310.333;124
1994;21;0;0;32.13665;43.13454;1.916409;310.333;124
1994;22;0;0;31.52549;42.31422;1.899922;310.333;124
1994;23;0;0;22.27402;29.89669;1.624977;310.333;124
1994;24;0;0;23.45987;31.48837;1.663353;310.333;124
1994;25;0;0;37.26127;50.01291;2.048349;310.333;124
1994;26;0;0;40.07044;53.78344;2.116454;310.333;124
1995;1;0;0;22.34309;29.98939;1.627243;310.333;124
1995;2;0;0;21.41656;28.74578;1.596523;310.333;124
1995;3;0;0;27.12904;36.41321;1.775757;310.333;124
1995;4;0;0;30.33641;40.71821;1.867333;310.333;124
1995;5;0;0;27.65566;37.12005;1.791187;310.333;124
1995;6;0;0;27.77618;37.28181;1.794695;310.333;124
1995;7;0;0;29.83818;40.04947;1.85347;310.333;124
1995;8;0;0;38.32947;51.44668;2.074568;310.333;124
1995;9;0;0;41.82037;56.13224;2.157558;310.333;124
1995;10;0;0;28.48233;38.22963;1.815085;310.333;124
1995;11;0;0;22.67052;30.42888;1.637931;310.333;124
1995;12;0;0;28.1263;37.75175;1.80484;310.333;124
1995;13;0;0;28.20053;37.85139;1.806982;310.333;124
1995;14;0;0;31.83043;42.72352;1.90817;310.333;124
1995;15;0;0;33.35587;44.771;1.948792;310.333;124
1995;16;0;0;29.29339;39.31825;1.838164;310.333;124
1995;17;0;0;25.08916;33.67524;1.714379;310.333;124
1995;18;0;0;38.29992;51.40701;2.073848;310.333;124
1995;19;0;0;27.06693;36.32983;1.773926;310.333;124
1995;20;0;0;36.74416;49.31884;2.035508;310.333;124
1995;21;0;0;31.77787;42.65298;1.906752;310.333;124
1995;22;0;0;31.14169;41.79907;1.889478;310.333;124
1995;23;0;0;22.16976;29.75675;1.62155;310.333;124
1995;24;0;0;23.3337;31.31901;1.659322;310.333;124
1995;25;0;0;37.04884;49.72779;2.043086;310.333;124
1995;26;0;0;39.73311;53.33068;2.108418;310.333;124
1996;1;0;0;22.31753;29.9551;1.626405;310.333;124
1996;2;0;0;21.31146;28.60472;1.592993;310.333;124
1996;3;0;0;26.87133;36.0673;1.768146;310.333;124
1996;4;0;0;30.20705;40.54458;1.863746;310.333;124
1996;5;0;0;27.61949;37.07151;1.790132;310.333;124
1996;6;0;0;27.70528;37.18665;1.792632;310.333;124
1996;7;0;0;29.65093;39.79815;1.848227;310.333;124
1996;8;0;0;38.20279;51.27664;2.07148;310.333;124
1996;9;0;0;41.61858;55.8614;2.152867;310.333;124
1996;10;0;0;28.32973;38.0248;1.810702;310.333;124
1996;11;0;0;22.60186;30.33673;1.635697;310.333;124
1996;12;0;0;27.84171;37.36977;1.796599;310.333;124
1996;13;0;0;27.89385;37.43975;1.798112;310.333;124
1996;14;0;0;32.31157;43.36931;1.921096;310.333;124
1996;15;0;0;33.33928;44.74874;1.948356;310.333;124
1996;16;0;0;29.4868;39.57784;1.843616;310.333;124
1996;17;0;0;24.96035;33.50235;1.710412;310.333;124
1996;18;0;0;37.89406;50.86226;2.06393;310.333;124
1996;19;0;0;26.71099;35.85209;1.76339;310.333;124
1996;20;0;0;36.14449;48.51395;2.020491;310.333;124
1996;21;0;0;31.45854;42.22437;1.898106;310.333;124
1996;22;0;0;30.77868;41.31184;1.879535;310.333;124
1996;23;0;0;22.04362;29.58744;1.617392;310.333;124
1996;24;0;0;23.21817;31.16395;1.65562;310.333;124
1996;25;0;0;36.8898;49.51431;2.039134;310.333;124
1996;26;0;0;39.29477;52.74232;2.097919;310.333;124
1997;1;0;0;22.17429;29.76283;1.621699;310.333;124
1997;2;0;0;21.18012;28.42843;1.588568;310.333;124
1997;3;0;0;26.60957;35.71597;1.760374;310.333;124
1997;4;0;0;30.02647;40.3022;1.858724;310.333;124
1997;5;0;0;27.51813;36.93546;1.787173;310.333;124
1997;6;0;0;27.4597;36.85703;1.785464;310.333;124
1997;7;0;0;29.56115;39.67764;1.845706;310.333;124
1997;8;0;0;38.11251;51.15547;2.069276;310.333;124
1997;9;0;0;41.56736;55.79264;2.151675;310.333;124
1997;10;0;0;28.26293;37.93513;1.80878;310.333;124
1997;11;0;0;22.47946;30.17244;1.631705;310.333;124
1997;12;0;0;27.69978;37.17926;1.792472;310.333;124
1997;13;0;0;27.57843;37.01639;1.788934;310.333;124
1997;14;0;0;32.28722;43.33663;1.920444;310.333;124
1997;15;0;0;33.25099;44.63023;1.946032;310.333;124
1997;16;0;0;29.37997;39.43445;1.840607;310.333;124
1997;17;0;0;24.8827;33.39811;1.708015;310.333;124
1997;18;0;0;37.73896;50.65408;2.060124;310.333;124
1997;19;0;0;26.4462;35.49668;1.755502;310.333;124
1997;20;0;0;35.58697;47.76563;2.006407;310.333;124
1997;21;0;0;31.36097;42.0934;1.895454;310.333;124
1997;22;0;0;30.60207;41.07479;1.874674;310.333;124
1997;23;0;0;22.01116;29.54388;1.61632;310.333;124
1997;24;0;0;23.11001;31.01877;1.652144;310.333;124
1997;25;0;0;36.88774;49.51155;2.039083;310.333;124
1997;26;0;0;39.07069;52.44156;2.092526;310.333;124
1998;1;0;0;22.09085;29.65084;1.618951;310.333;124
1998;2;0;0;21.04798;28.25107;1.5841;310.333;124
1998;3;0;0;26.43193;35.47752;1.755076;310.333;124
1998;4;0;0;29.87289;40.09606;1.85444;310.333;124
1998;5;0;0;27.58044;37.01908;1.788992;310.333;124
1998;6;0;0;27.44019;36.83083;1.784893;310.333;124
1998;7;0;0;29.43542;39.50889;1.84217;310.333;124
1998;8;0;0;38.06333;51.08946;2.068074;310.333;124
1998;9;0;0;41.43725;55.61801;2.148641;310.333;124
1998;10;0;0;28.30512;37.99176;1.809994;310.333;124
1998;11;0;0;22.35738;30.00858;1.627711;310.333;124
1998;12;0;0;27.52212;36.9408;1.787289;310.333;124
1998;13;0;0;27.5336;36.95621;1.787624;310.333;124
1998;14;0;0;32.24594;43.28123;1.919339;310.333;124
1998;15;0;0;33.20646;44.57046;1.944859;310.333;124
1998;16;0;0;29.65809;39.80775;1.848427;310.333;124
1998;17;0;0;24.77462;33.25306;1.704673;310.333;124
1998;18;0;0;37.42978;50.23909;2.052512;310.333;124
1998;19;0;0;26.75921;35.91681;1.764822;310.333;124
1998;20;0;0;35.16144;47.19448;1.995575;310.333;124
1998;21;0;0;31.69475;42.54141;1.904506;310.333;124
1998;22;0;0;31.57219;42.37691;1.901188;310.333;124
1998;23;0;0;22.07733;29.63269;1.618505;310.333;124
1998;24;0;0;22.97855;30.84232;1.647909;310.333;124
1998;25;0;0;36.8226;49.42411;2.037462;310.333;124
1998;26;0;0;38.98953;52.33263;2.090569;310.333;124
1999;1;0;0;21.95644;29.47043;1.614511;310.333;124
1999;2;0;0;20.90212;28.05529;1.579151;310.333;124
1999;3;0;0;26.37512;35.40128;1.753378;310.333;124
1999;4;0;0;29.6918;39.853;1.849373;310.333;124
1999;5;0;0;27.63308;37.08974;1.790528;310.333;124
1999;6;0;0;27.71415;37.19855;1.79289;310.333;124
1999;7;0;0;29.31444;39.3465;1.838759;310.333;124
1999;8;0;0;38.17467;51.2389;2.070794;310.333;124
1999;9;0;0;41.3471;55.49701;2.146536;310.333;124
1999;10;0;0;28.23387;37.89613;1.807943;310.333;124
1999;11;0;0;22.23956;29.85043;1.623846;310.333;124
1999;12;0;0;27.41908;36.80251;1.784275;310.333;124
1999;13;0;0;27.80041;37.31434;1.795399;310.333;124
1999;14;0;0;32.16624;43.17426;1.917203;310.333;124
1999;15;0;0;32.95723;44.23594;1.938277;310.333;124
1999;16;0;0;29.27917;39.29916;1.837763;310.333;124
1999;17;0;0;24.83053;33.3281;1.706403;310.333;124
1999;18;0;0;36.93697;49.57763;2.040307;310.333;124
1999;19;0;0;26.22348;35.19774;1.748834;310.333;124
1999;20;0;0;34.71454;46.59464;1.984121;310.333;124
1999;21;0;0;31.49551;42.27398;1.899109;310.333;124
1999;22;0;0;31.61971;42.44068;1.902475;310.333;124
1999;23;0;0;22.10073;29.66409;1.619276;310.333;124
1999;24;0;0;22.80302;30.60672;1.642232;310.333;124
1999;25;0;0;36.71925;49.2854;2.034886;310.333;124
1999;26;0;0;38.8858;52.19339;2.088064;310.333;124
2000;1;0;0;21.78706;29.24308;1.608894;310.333;124
2000;2;0;0;20.78329;27.8958;1.575104;310.333;124
2000;3;0;0;26.20478;35.17264;1.748273;310.333;124
2000;4;0;0;29.54862;39.66083;1.845354;310.333;124
2000;5;0;0;27.47175;36.8732;1.785817;310.333;124
2000;6;0;0;27.69627;37.17456;1.79237;310.333;124
2000;7;0;0;29.14829;39.12349;1.834061;310.333;124
2000;8;0;0;38.12457;51.17165;2.06957;310.333;124
2000;9;0;0;41.16586;55.25373;2.142297;310.333;124
2000;10;0;0;28.05648;37.65804;1.802822;310.333;124
2000;11;0;0;22.08554;29.64371;1.618775;310.333;124
2000;12;0;0;27.18488;36.48816;1.777401;310.333;124
2000;13;0;0;27.51028;36.92492;1.786943;310.333;124
2000;14;0;0;31.75415;42.62113;1.906111;310.333;124
2000;15;0;0;32.55566;43.69694;1.927613;310.333;124
2000;16;0;0;28.71142;38.53711;1.82164;310.333;124
2000;17;0;0;24.6016;33.02082;1.699306;310.333;124
2000;18;0;0;36.79343;49.38496;2.036735;310.333;124
2000;19;0;0;25.81193;34.64535;1.73643;310.333;124
2000;20;0;0;34.20494;45.91063;1.97096;310.333;124
2000;21;0;0;31.20337;41.88186;1.891162;310.333;124
2000;22;0;0;31.415;42.16591;1.896923;310.333;124
2000;23;0;0;21.98915;29.51433;1.615592;310.333;124
2000;24;0;0;22.68747;30.45163;1.638482;310.333;124
2000;25;0;0;36.56014;49.07184;2.030914;310.333;124
2000;26;0;0;38.86326;52.16314;2.08752;310.333;124
2001;1;0;0;21.77138;29.22203;1.608372;310.333;124
2001;2;0;0;20.78878;27.90317;1.575292;310.333;124
2001;3;0;0;26.30703;35.30988;1.751339;310.333;124
2001;4;0;0;29.45273;39.53211;1.842657;310.333;124
2001;5;0;0;27.46848;36.8688;1.785721;310.333;124
2001;6;0;0;27.75727;37.25643;1.794145;310.333;124
2001;7;0;0;29.07614;39.02665;1.832017;310.333;124
2001;8;0;0;37.94908;50.9361;2.065278;310.333;124
2001;9;0;0;40.84393;54.82164;2.134742;310.333;124
2001;10;0;0;27.95686;37.52432;1.799939;310.333;124
2001;11;0;0;22.00717;29.53852;1.616188;310.333;124
2001;12;0;0;27.00949;36.25274;1.772231;310.333;124
2001;13;0;0;27.92079;37.47591;1.798893;310.333;124
2001;14;0;0;31.22073;41.90516;1.891635;310.333;124
2001;15;0;0;32.04726;43.01455;1.914008;310.333;124
2001;16;0;0;28.39604;38.1138;1.812608;310.333;124
2001;17;0;0;24.66096;33.1005;1.70115;310.333;124
2001;18;0;0;36.58044;49.09909;2.031421;310.333;124
2001;19;0;0;25.60006;34.36097;1.730001;310.333;124
2001;20;0;0;33.73306;45.27726;1.958678;310.333;124
2001;21;0;0;31.11587;41.76442;1.888773;310.333;124
2001;22;0;0;31.28393;41.98999;1.893357;310.333;124
2001;23;0;0;21.98127;29.50376;1.615332;310.333;124
2001;24;0;0;22.64186;30.39041;1.636999;310.333;124
2001;25;0;0;36.4863;48.97273;2.029067;310.333;124
2001;26;0;0;38.75769;52.02144;2.084966;310.333;124
2002;1;0;0;21.66976;29.08564;1.60499;310.333;124
2002;2;0;0;20.76061;27.86536;1.574331;310.333;124
2002;3;0;0;26.38925;35.42024;1.7538;310.333;124
2002;4;0;0;29.38762;39.44473;1.840823;310.333;124
2002;5;0;0;27.37278;36.74036;1.782918;310.333;124
2002;6;0;0;28.04781;37.6464;1.802571;310.333;124
2002;7;0;0;29.01725;38.94761;1.830346;310.333;124
2002;8;0;0;37.44569;50.26045;2.052905;310.333;124
2002;9;0;0;40.85807;54.84062;2.135074;310.333;124
2002;10;0;0;27.80499;37.32049;1.795532;310.333;124
2002;11;0;0;21.97747;29.49866;1.615206;310.333;124
2002;12;0;0;26.79931;35.97064;1.766012;310.333;124
2002;13;0;0;27.65129;37.11418;1.791059;310.333;124
2002;14;0;0;30.84153;41.39619;1.881261;310.333;124
2002;15;0;0;31.69089;42.53622;1.904401;310.333;124
2002;16;0;0;28.10325;37.72081;1.804174;310.333;124
2002;17;0;0;24.68863;33.13764;1.702008;310.333;124
2002;18;0;0;36.43757;48.90733;2.027847;310.333;124
2002;19;0;0;25.25434;33.89694;1.719448;310.333;124
2002;20;0;0;33.21223;44.5782;1.945011;310.333;124
2002;21;0;0;30.87548;41.44176;1.882193;310.333;124
2002;22;0;0;31.10029;41.74351;1.888348;310.333;124
2002;23;0;0;21.98759;29.51223;1.615541;310.333;124
2002;24;0;0;22.51846;30.22479;1.632978;310.333;124
2002;25;0;0;36.39243;48.84673;2.026716;310.333;124
2002;26;0;0;38.41555;51.56221;2.076663;310.333;124
2003;1;0;0;21.5489;28.92342;1.600956;310.333;124
2003;2;0;0;20.68579;27.76493;1.571775;310.333;124
2003;3;0;0;26.39196;35.42388;1.753881;310.333;124
2003;4;0;0;29.3175;39.35061;1.838845;310.333;124
2003;5;0;0;27.37559;36.74413;1.783001;310.333;124
2003;6;0;0;27.9869;37.56465;1.800809;310.333;124
2003;7;0;0;28.77447;38.62174;1.823439;310.333;124
2003;8;0;0;37.22936;49.97009;2.047559;310.333;124
2003;9;0;0;40.71385;54.64704;2.13168;310.333;124
2003;10;0;0;27.69498;37.17283;1.792332;310.333;124
2003;11;0;0;21.9554;29.46903;1.614476;310.333;124
2003;12;0;0;26.57046;35.66347;1.75921;310.333;124
2003;13;0;0;27.41558;36.7978;1.784172;310.333;124
2003;14;0;0;30.27073;40.63006;1.865513;310.333;124
2003;15;0;0;31.31443;42.03093;1.894188;310.333;124
2003;16;0;0;27.68015;37.15292;1.7919;310.333;124
2003;17;0;0;24.56121;32.96661;1.69805;310.333;124
2003;18;0;0;36.01428;48.33917;2.017212;310.333;124
2003;19;0;0;25.12493;33.72324;1.715478;310.333;124
2003;20;0;0;32.64065;43.81102;1.929876;310.333;124
2003;21;0;0;30.58482;41.05164;1.874199;310.333;124
2003;22;0;0;30.89805;41.47206;1.882812;310.333;124
2003;23;0;0;21.9276;29.43172;1.613556;310.333;124
2003;24;0;0;22.4293;30.10511;1.630065;310.333;124
2003;25;0;0;36.1632;48.53905;2.020962;310.333;124
2003;26;0;0;38.34352;51.46554;2.074911;310.333;124
2004;1;0;0;21.42345;28.75504;1.596755;310.333;124
2004;2;0;0;20.56986;27.60933;1.567805;310.333;124
2004;3;0;0;26.26684;35.25594;1.750135;310.333;124
2004;4;0;0;29.11435;39.07793;1.8331;310.333;124
2004;5;0;0;27.13244;36.41777;1.775857;310.333;124
2004;6;0;0;27.56854;37.00312;1.788645;310.333;124
2004;7;0;0;28.62419;38.42004;1.819148;310.333;124
2004;8;0;0;36.8573;49.47069;2.038326;310.333;124
2004;9;0;0;40.46457;54.31245;2.125796;310.333;124
2004;10;0;0;27.50077;36.91216;1.786665;310.333;124
2004;11;0;0;21.87808;29.36525;1.611915;310.333;124
2004;12;0;0;26.24663;35.22882;1.749529;310.333;124
2004;13;0;0;26.98138;36.21502;1.771401;310.333;124
2004;14;0;0;29.57037;39.69001;1.845965;310.333;124
2004;15;0;0;30.8753;41.44152;1.882188;310.333;124
2004;16;0;0;27.27599;36.61045;1.780079;310.333;124
2004;17;0;0;24.23426;32.52776;1.68784;310.333;124
2004;18;0;0;35.58811;47.76716;2.006435;310.333;124
2004;19;0;0;24.89865;33.41952;1.708508;310.333;124
2004;20;0;0;32.05659;43.02707;1.914259;310.333;124
2004;21;0;0;30.24444;40.59477;1.864784;310.333;124
2004;22;0;0;30.67844;41.17729;1.876778;310.333;124
2004;23;0;0;21.83875;29.31246;1.61061;310.333;124
2004;24;0;0;22.30099;29.9329;1.625863;310.333;124
2004;25;0;0;35.85669;48.12765;2.013235;310.333;124
2004;26;0;0;37.98018;50.97785;2.06604;310.333;124
2005;1;0;0;21.25588;28.53012;1.591122;310.333;124
2005;2;0;0;20.46956;27.4747;1.56436;310.333;124
