! Data imported from: X:\user\arpf\Environments\IMAGE_Materials\2_TIMER\outputlib\TIMER_3_4\IMAGE_Materials\SSP2\T2RT\endem\transport\trp_frgt_Tkm.out;;;;;;;;;
real main.em.dem.trp.frgt.ProjF.TkmGlobalTot[28,8](t) = [;;;;;;;;;
unit= million Tkm;;conversionfactor =0.001;;;;;;;
;;national shipping;train;medium truck;heavy truck;plane;international shipping;;total
t;DIM_ 1;class_ 1;class_ 2;class_ 3;class_ 4;class_ 5;class_ 6;class_ 7;class_ 8
2015;27;0;0;0;0;0;0;0;0
2015;28;1.16E+07;3456961;3824687;1.18E+07;337441.5;9.67E+07;0;1.28E+08
2016;1;302046.6;223203.5;93969.82;245896.2;8171.842;2277172;0;3150460
2016;2;1813347;1467499;925934.9;2453257;99630.85;9732042;0;1.65E+07
2016;3;194769;80746.81;103100.2;295787.7;4024.97;1437769;0;2116197
2016;4;32043.06;3000.22;32630.85;91162.99;6809.923;805175;0;970822.1
2016;5;265914.5;112123;176513.2;482022.8;7834.176;1344855;0;2389263
2016;6;171836.4;12731.38;138238.2;395872.8;8139.674;1952047;0;2678866
2016;7;53417.04;11768.09;102670.2;135020.1;2071.161;1173103;0;1478050
2016;8;93281.87;24584.19;68615.44;162637.8;2078.395;1056521;0;1407719
2016;9;15492.96;9840.12;26335.45;62698.78;2549.656;295025.2;0;411942.2
2016;10;464.0084;58322.12;42503;96390.03;1589.493;516294.4;0;715563.1
2016;11;1367523;92886.9;612060.8;2278449;44266;3.33E+07;0;3.77E+07
2016;12;34303.74;27842.61;113279.5;428109.7;2104.994;4144573;0;4750213
2016;13;68284.3;1941.297;100344.6;115061.5;5950.254;1373851;0;1665433
2016;14;11042.82;41280.07;19694.96;75442.46;234.478;348264;0;495958.8
2016;15;1660.72;35498.75;13678.14;34236.05;1484.408;399955.2;0;486513.3
2016;16;107994;343777.7;68401.58;168737.4;9445.825;1387063;0;2085420
2016;17;0;0;305896.1;403416.2;12500.59;5179683;0;5901496
2016;18;156381.6;79511.9;102633.5;526395.4;5397.658;2237318;0;3107639
2016;19;102386.6;26860.76;69486.77;299191.1;7863.502;2115748;0;2621537
2016;20;4879077;492379.8;388681.1;1793243;52605.15;1.45E+07;0;2.21E+07
2016;21;481098.5;57028.15;145399.1;484395.2;40190.46;7002652;0;8210763
2016;22;497257.3;15063.03;81978.59;275229.8;8926.68;1186605;0;2065060
2016;23;711526.1;59007.04;114732.9;543705.8;15071.54;4201518;0;5645562
2016;24;157459.1;64512.3;47514.14;144921;10031.95;1072370;0;1496808
2016;25;130061.1;15509.26;30109.2;154755.4;1945.927;644949.4;0;977330.3
2016;26;18625.88;7898.806;22598.02;53075.42;890.2192;608158.7;0;711247
2016;27;0;0;0;0;0;0;0;0
2016;28;1.17E+07;3364817;3947000;1.22E+07;361809.8;1.00E+08;0;1.32E+08
2017;1;244586.8;249903;97774.69;256254.5;9049.783;2424550;0;3282119
2017;2;1807663;1429048;927953.3;2467656;106008;1.07E+07;0;1.74E+07
2017;3;157507.8;79062.52;101217.1;290501.2;4445.664;1596793;0;2229527
2017;4;33575.66;2918.913;33718.09;93874.91;7089.964;848145.5;0;1019323
2017;5;276513.3;117940;181289.8;493299.6;7871.426;1314865;0;2391780
2017;6;170931.9;12494.13;140844.6;403198.5;8610.64;1905156;0;2641236
2017;7;43496.66;9582.574;102396.1;134737.1;2289.694;1147199;0;1439701
2017;8;99670.08;20361.93;69728.8;164404.8;2230.744;1031526;0;1387922
2017;9;17770.97;8076.032;27128.48;64259.04;2865.078;324113.1;0;444212.7
2017;10;59414.38;69156.8;46218.33;104055.9;1829.115;513186.1;0;793860.6
2017;11;1411680;90646.95;625048.1;2319677;48147.54;3.53E+07;0;3.98E+07
2017;12;35546.59;28566.64;125526.5;472402.1;2500.306;4517287;0;5181829
2017;13;67712.65;2197.052;106387.8;122310.8;6101.638;1431096;0;1735806
2017;14;8800.434;42840.87;20782.47;79241.88;326.6712;321278.9;0;473271.3
2017;15;2113.633;31506.57;13048.1;32640.5;1592.132;364431.2;0;445332.1
2017;16;106802.2;374652.9;70841.77;174239.8;10827.18;1267914;0;2005278
2017;17;0;0;318250.7;419760.6;12515.04;5110409;0;5860935
2017;18;269456.2;78246.78;112048.7;574339.9;6133.167;2313296;0;3353520
2017;19;94709.46;26808.1;71844.35;308997.9;8348.203;2208893;0;2719601
2017;20;5473056;506403.3;406214.3;1860724;59637.2;1.55E+07;0;2.38E+07
2017;21;529566.7;65001.93;152983.8;509181;43954.81;7560174;0;8860862
2017;22;538169;20523.74;85415.63;287191.1;10151.98;1202288;0;2143740
2017;23;703412.2;58307.8;115877.9;544612.5;15875.29;4341882;0;5779967
2017;24;165652.1;66263.3;49251.85;148846.5;10972.01;1111478;0;1552463
2017;25;140830.2;16391.96;32659.48;167629.9;2197.469;731949.1;0;1091658
2017;26;15364.35;7395.613;21822.12;50926.31;938.1733;573895.5;0;670342.1
2017;27;0;0;0;0;0;0;0;0
2017;28;1.25E+07;3414297;4056273;1.25E+07;392509;1.06E+08;0;1.38E+08
2018;1;254656.1;248582.5;100714;264749.4;10410.45;2415976;0;3295088
2018;2;1922710;1674354;937546.1;2505988;110054.1;1.08E+07;0;1.80E+07
2018;3;141187.2;73300.64;99201;284966.3;4808.21;1648521;0;2251985
2018;4;34610.84;2746.188;34696.51;96329.59;7179.537;843228.9;0;1018792
2018;5;287073.8;126310.8;181995.4;494581.2;8551.371;1266108;0;2364621
2018;6;220886.9;12186.87;141907;406341.1;9491.661;1797644;0;2588458
2018;7;43789.37;10647.22;103908.2;136849.9;2514.195;1101367;0;1399076
2018;8;103230.8;21361.46;75944.28;178347.6;2519.202;912716.9;0;1294120
2018;9;18584.07;8407.231;29450.97;69465.34;3051.858;337483.8;0;466443.3
2018;10;57422.88;66481.14;46061.14;103122.1;1708.519;501460.5;0;776256.3
2018;11;1381086;88542.39;632355.9;2343965;51073.86;3.53E+07;0;3.98E+07
2018;12;34060.21;28442.13;131520.9;493719;2685.649;4643871;0;5334299
2018;13;86318.72;2369.062;107469;123823.4;6680.619;1433664;0;1760324
2018;14;8829.264;40607.21;21515.51;81761.64;396.7421;311780;0;464890.4
2018;15;1717.683;25604.4;16144.48;40474.5;2027.296;323654.2;0;409622.6
2018;16;101977.7;425662.9;74388.85;182699.1;11777.04;1160126;0;1956632
2018;17;0;0;322772.5;425984.7;12754.89;4803432;0;5564944
2018;18;320853.4;78441.8;118370.1;607034.8;6945.51;2333380;0;3465026
2018;19;76049.96;26952.18;72133.54;310164.3;8999.897;2214943;0;2709243
2018;20;5340125;531562.4;453629.6;2065720;65538.16;1.56E+07;0;2.41E+07
2018;21;521141.4;67491.21;157073.3;522328.4;47303.3;7817920;0;9133257
2018;22;676762;25490.47;96247.77;323796;11036.25;1193932;0;2327265
2018;23;701428.1;56377.62;116167.3;541975.2;16510.85;4283049;0;5715508
2018;24;174840.9;67732.24;50930.78;152863.4;11815.07;1120850;0;1579032
2018;25;165146.1;15859.48;31548.49;161871.3;2156.604;784577.1;0;1161159
2018;26;13969.75;6793.302;23250.39;53965.68;964.3722;515275.8;0;614219.3
2018;27;0;0;0;0;0;0;0;0
2018;28;1.27E+07;3732307;4176943;1.30E+07;418955.2;1.06E+08;0;1.40E+08
2019;1;282313.2;243376.3;98593.35;259941.9;10714.84;2329449;0;3224388
2019;2;1933800;1579537;931101.1;2501078;114612.1;1.05E+07;0;1.75E+07
2019;3;152874.1;72833.82;101252.1;291552.5;5018.433;1615100;0;2238631
2019;4;36285.02;2698.092;37101.21;102858.7;7431.101;802181.1;0;988555.3
2019;5;260980.2;114369.9;191506.1;520405.3;8479.241;1239799;0;2335540
2019;6;246876.2;12128.02;143130.8;410372.5;9628.471;1718039;0;2540175
2019;7;62366.48;9425.949;102462.5;135046.3;2478.474;1085655;0;1397435
2019;8;108653.9;23871.59;81534.13;191171.3;2481.781;877338.8;0;1285051
2019;9;20803;9365.882;32056.22;75420.78;3181.649;327231.8;0;468059.3
2019;10;58994.42;64668.96;43622.61;97343.99;1923.123;482358;0;748911.1
2019;11;1408953;87736.79;641075.3;2373525;53017.12;3.47E+07;0;3.92E+07
2019;12;36260.96;27813.85;137394.5;514878;2820.898;4699018;0;5418186
2019;13;86300.23;2271.187;109227.1;126053.5;7631.541;1375068;0;1706551
2019;14;30176.82;32321.42;22668.73;85922.65;433.2091;318956;0;490478.8
2019;15;0;17390.41;16004.4;40251.23;1668.163;322937;0;398251.2
2019;16;143502.3;531200.8;74518.3;183062.7;12599.67;1173808;0;2118692
2019;17;0;6293.85;329000.2;434360.5;13185.63;4645499;0;5428339
2019;18;341690.9;70628.63;120194.8;617456.6;6991.619;2345647;0;3502610
2019;19;85963.8;24996.99;76954.7;330484;9391.132;2160420;0;2688211
2019;20;5446404;516372.2;457003.3;2074659;70106.2;1.52E+07;0;2.38E+07
2019;21;532520.1;69677.66;163867.2;545181.6;50910.13;7870027;0;9232183
2019;22;640828.9;29076.2;99880.73;335918.3;9869.389;1192388;0;2307961
2019;23;693978.9;56126.96;115143;533669.2;16837.53;4168776;0;5584531
2019;24;187544.3;67899.72;51535.7;153805.5;12251.8;1118225;0;1591262
2019;25;161175.5;14279.26;29978.95;153977.7;1896.944;791916.8;0;1153225
2019;26;20237.79;8379.596;24824.54;57422.47;969.8251;491682.2;0;603516.4
2019;27;0;0;0;0;0;0;0;0
2019;28;1.30E+07;3694741;4231632;1.31E+07;436530;1.04E+08;0;1.38E+08
2020;1;239829.3;196600.8;83616.34;221114.9;8655.513;2077246;0;2827063
2020;2;1554548;1269762;822479;2219881;92134.62;9341981;0;1.53E+07
2020;3;123192;58692.34;81592.95;234944.4;4044.05;1460644;0;1963109
2020;4;35911.5;2178.429;31910.67;88366.8;5999.841;705039.5;0;869406.8
2020;5;253924.9;92106.56;183645.2;498885.8;6828.665;1145776;0;2181167
2020;6;220014.8;9783.001;115455.7;331024.7;7766.753;1520954;0;2204999
2020;7;50673.09;7658.632;99235.18;130934.4;2013.773;1006389;0;1296904
2020;8;93264.49;19617.59;76495.96;179296.7;2039.519;819775.9;0;1190490
2020;9;18930.33;7690.9;30452.14;71530.8;2612.647;295606.4;0;426823.3
2020;10;53407.43;52371.87;37822.81;84261.04;1557.432;433894.4;0;663314.9
2020;11;1162888;70348.43;555699.9;2055957;42509.77;3.09E+07;0;3.48E+07
2020;12;32227.06;22176.03;130513.4;488658.6;2249.108;4300559;0;4976383
2020;13;90011.27;1831.178;105385.1;121829.3;6153.043;1212668;0;1537878
2020;14;23986.3;25690.95;20589.99;77921.77;344.3399;307501.7;0;456035
2020;15;0;14134.42;18106.82;45579.17;1355.835;321543.2;0;400719.5
2020;16;114736.4;424718.5;71158.34;174997.5;10602.86;1120210;0;1916424
2020;17;0;5101.609;289456.8;382551.4;10687.88;4186277;0;4874075
2020;18;341943.3;57045.21;108874.8;560352.9;5646.979;2177032;0;3250895
2020;19;71090.12;20037.01;72752.95;312119.8;7527.715;1920910;0;2404438
2020;20;5220859;414001.8;436920.2;1976483;56207.7;1.38E+07;0;2.19E+07
2020;21;456997.2;56306.48;145203.8;483551.9;41140.44;7271072;0;8454272
2020;22;540957.2;23467.82;91666.02;307671.2;7965.725;1086411;0;2058139
2020;23;671630.1;44706.35;107764.2;496776.7;13411.46;3690034;0;5024323
2020;24;185910.1;55049.87;48320.23;143534.7;9933.174;1023216;0;1465964
2020;25;142970.1;11605.08;32671.38;168000.3;1541.69;712527.1;0;1069316
2020;26;16657.97;6897.348;20753.85;47902.96;798.275;436032.3;0;529042.7
2020;27;0;0;0;0;0;0;0;0
2020;28;1.17E+07;2969580;3818544;1.19E+07;351728.8;9.33E+07;0;1.24E+08
2021;1;289184.7;0;87526.59;232359.2;5787.765;2120903;0;2735762
2021;2;1718884;80374.87;897441.3;2435818;94881.03;9656988;0;1.49E+07
2021;3;83225.74;4665.086;71959.52;208316.4;3799.969;1504152;0;1876119
2021;4;42617.7;2242.458;37652.45;104226.8;5688.189;710825.7;0;903253.3
2021;5;251728.7;16286.65;197347.7;535972.3;5620.625;1189378;0;2196334
2021;6;243155.8;4475.718;128534.9;369828;5593.068;1516213;0;2267800
2021;7;51844.46;1742.301;102790;135815.8;1762.496;1017543;0;1311498
2021;8;99761.53;163.0765;82886.5;194506.7;2163.348;869166.1;0;1248647
2021;9;21586.28;6311.407;33046.29;77577.98;2150.873;303194.1;0;443867
2021;10;59138.66;29415.14;41236.16;91897.46;1117.123;433764.4;0;656569
2021;11;1280420;29809.12;608583.8;2254428;28131.59;3.20E+07;0;3.62E+07
2021;12;36734.62;7249.477;142730.1;534325.9;1568.742;4571513;0;5294122
2021;13;80493.38;309.2895;120007.4;138949;5249.065;1247200;0;1592208
2021;14;643.9097;8509.03;22017.02;83303.37;303.5473;320533.7;0;435310.5
2021;15;1501.583;6732.38;19039.86;48008.25;1325.757;355173.4;0;431781.2
2021;16;101610.6;109620.2;77412.14;190858.7;13027.15;1160735;0;1653263
2021;17;0;0;310107.1;410573.8;8308.352;4227121;0;4956110
2021;18;359348.5;6433.379;118791.8;613108.7;4760.537;2177845;0;3280288
2021;19;90813.32;10519.79;75249.98;322476.9;6381.612;1937526;0;2442968
2021;20;5661128;240539.7;475370;2145135;59176.13;1.48E+07;0;2.34E+07
2021;21;457212.5;6196.533;140352.3;467941.3;14628.97;7688794;0;8775125
2021;22;604909.3;2722.364;98674.32;331355.6;6422.017;1110356;0;2154440
2021;23;696080.3;42881.71;108562.8;498689.4;10283.41;3740142;0;5096639
2021;24;260121.9;5837.826;47972.27;142099.7;8011.628;1058187;0;1522231
2021;25;163904.7;1.115541;35240.5;181566.5;1399.705;720285.3;0;1102398
2021;26;14763.99;201.0218;26228.46;60510.31;577.6953;431887.7;0;534169.2
2021;27;0;0;0;0;0;0;0;0
2021;28;1.27E+07;623239.6;4106761;1.28E+07;298120.4;9.68E+07;0;1.27E+08
2022;1;292318.9;248055.7;100489;264939.9;11757.98;2374238;0;3291799
2022;2;1958533;1599739;943009.5;2533066;129430.5;1.06E+07;0;1.78E+07
2022;3;156343.8;74486.87;103550.2;298169.6;5733.518;1651756;0;2290040
2022;4;43452.68;2773.384;39280.05;108737.7;9048.899;824566.4;0;1027859
2022;5;265192.4;116215.8;204784.2;556150.3;10253.77;1259809;0;2412406
2022;6;252637.2;12411.04;146470.9;419948.9;10038.95;1758131;0;2599638
2022;7;65318.46;9872.104;107312.3;141651.6;3366.503;1137042;0;1464563
2022;8;117939.2;25911.6;88501.84;207508.3;3553.03;952314;0;1395728
2022;9;22454.74;10109.52;34601.45;81409.12;4186.289;353213.6;0;505974.8
2022;10;60686.59;66523.9;44873.86;100136.2;1978.285;496193.7;0;770392.5
2022;11;1415651;88153.91;644123.1;2384809;59973.49;3.48E+07;0;3.94E+07
2022;12;37636.57;27632.78;149230.4;557965.3;3913.393;4756655;0;5533034
2022;13;88334.06;2324.712;128370.1;148642.5;12060.76;1407474;0;1787206
2022;14;28292.83;30303.54;21253.49;80558.37;487.4393;299043.2;0;459938.8
2022;15;1549.864;18216.57;19962.56;50365.42;2648.478;371489.2;0;464232.1
2022;16;143290.2;530415.4;77220.51;190362.8;17477.01;1172072;0;2130838
2022;17;0;6578.551;343882.5;454008.8;15809.16;4855637;0;5675916
2022;18;369984.3;72445.66;128312.5;662393.7;10654.38;2405993;0;3649783
2022;19;91907.95;25075.81;78095.05;334674.6;11687.75;2167232;0;2708673
2022;20;5732388;517837.7;493761.7;2228214;115930.4;1.53E+07;0;2.44E+07
2022;21;547699.4;71663.8;168538.2;560721.8;60588.88;8164788;0;9574000
2022;22;656558.8;29789.91;105624.8;354664.3;23392.4;1221656;0;2391686
2022;23;698889.3;55336.31;113521;526151.5;18126.62;4110051;0;5522076
2022;24;265666.8;69939.59;53083.95;158426.2;22926.17;1151819;0;1721861
2022;25;169284.7;14997.68;37295.74;192290.8;3140.968;831760.2;0;1248770
2022;26;22012.53;9114.438;27416.67;63213.55;1302.165;534799.9;0;657859.3
2022;27;0;0;0;0;0;0;0;0
2022;28;1.35E+07;3735926;4402566;1.37E+07;569467.3;1.05E+08;0;1.41E+08
2023;1;292545.4;250987.3;100845.1;266056.7;11756.32;2371889;0;3294080
2023;2;1956499;1624984;960061.5;2579145;129801.1;1.08E+07;0;1.80E+07
2023;3;157101.4;75835.3;106127.2;305757.8;5698.705;1675150;0;2325670
2023;4;43833.85;2865.152;40221.27;111347.3;9164.441;838252;0;1045684
2023;5;266851.5;118314.5;211921.4;575508.8;10334.06;1291506;0;2474436
2023;6;253652.1;12653.53;147331.1;422664.5;9950.313;1759046;0;2605298
2023;7;67809.1;10105.77;111287;147329.2;3555.231;1192422;0;1532509
2023;8;122315.7;26870.91;92022.34;215644.1;3728.413;995901.9;0;1456483
2023;9;22807.45;10189.73;34585.67;81460.42;4152.216;349832.7;0;503028.1
2023;10;61070.01;66892.66;45328.14;101103.5;1981.46;499000.1;0;775375.9
2023;11;1412215;88994.45;647869.4;2398433;59235.43;3.47E+07;0;3.93E+07
2023;12;37709.74;27870.12;150712.6;563245.1;4012.041;4775514;0;5559064
2023;13;89344.68;2419.967;134263.5;155477.3;12647.29;1454730;0;1848883
2023;14;27979.22;30665.5;21779.47;82627.3;456.0862;301540.1;0;465047.6
2023;15;1601.42;19221.42;20983.45;52988.53;2812.924;389481.5;0;487089.3
2023;16;143753.1;538330.8;78758.5;194246.3;17555.16;1183056;0;2155700
2023;17;0;6584.421;351459.6;464252;15932.73;4932505;0;5770734
2023;18;377112.7;75280.72;136167.6;703250.5;10981.85;2535115;0;3837908
2023;19;92330.93;25388.73;79651.91;341339.7;11835.17;2194974;0;2745521
2023;20;5795885;538516.6;520345.4;2348147;122389.7;1.57E+07;0;2.50E+07
2023;21;555745.3;73304.79;175044.6;582749.1;61852.28;8390950;0;9839646
2023;22;676296.1;30525.17;112018.4;376139.7;24384.21;1298431;0;2517795
2023;23;702139.8;56043.39;116107.6;537830.6;18053.53;4167259;0;5597434
2023;24;267592.1;71090.28;54008.45;161105.7;23047;1161070;0;1737914
2023;25;172351.6;15326.44;38205.95;197113.3;3198.268;849870.3;0;1276066
2023;26;22608.72;9425.21;28342.3;65313.86;1363.686;551599.2;0;678652.9
2023;27;0;0;0;0;0;0;0;0
2023;28;1.36E+07;3808687;4515450;1.40E+07;579879.6;1.06E+08;0;1.43E+08
2024;1;291485.1;253619.9;100856.9;266276.2;11740.33;2351722;0;3275701
2024;2;1942022;1638856;966589.1;2598456;129189;1.07E+07;0;1.80E+07
2024;3;156955.4;76717.05;107448;309789.1;5680.611;1676067;0;2332658
2024;4;44084.77;2929.259;41088.17;113762;9361.756;847278.5;0;1058504
2024;5;266832.6;119440.9;215067.3;584059.2;10371.57;1297999;0;2493771
2024;6;253011.5;12948.74;149671.4;429794.7;9892.504;1748330;0;2603649
2024;7;67041.32;10240.01;111680.1;148773.9;3507.902;1149448;0;1490691
2024;8;124126.5;27641.15;94313.49;220965.7;3802.043;1009925;0;1480774
2024;9;23194.23;10506.78;35674.57;83972.3;4201.598;358390;0;515939.5
2024;10;61289.03;66908.21;45859.96;102229.3;1993.823;500790.4;0;779070.8
2024;11;1408191;89856.83;653116;2417804;59016.44;3.45E+07;0;3.91E+07
2024;12;37972.96;28355.57;154133;575575.5;4137.914;4828953;0;5629128
2024;13;90092.91;2496.6;138507.3;160426.2;13224.14;1486143;0;1890890
2024;14;27629.37;31010.84;22349.48;84882.48;431.3974;303617;0;469920.5
2024;15;1620.095;20054.62;21700.55;54914.93;2896.758;395229.2;0;496416.1
2024;16;142857.7;539384.3;79161.61;195342.1;17450.22;1175179;0;2149375
2024;17;0;6567.468;351786;467470;15219.93;4464753;0;5305796
2024;18;380764.9;78005.46;143011.9;739116.9;11348.09;2628699;0;3980946
2024;19;92644.41;25731.92;81616.93;349773.3;12022.58;2223296;0;2785085
2024;20;5828755;557795.8;541208.3;2442386;128374;1.60E+07;0;2.55E+07
2024;21;560021.1;74794.98;181555.8;604944.2;63401.69;8530741;0;1.00E+07
2024;22;677311.2;31112.1;116871.5;392781.1;24992.63;1308459;0;2551528
2024;23;698359.6;56205.18;117050.9;541801.9;17907.65;4147677;0;5579003
2024;24;267829.5;71851.77;54466.02;162379.8;23055.82;1157645;0;1737228
2024;25;174364.9;15766.75;39526.55;204111.2;3282.493;867580.1;0;1304632
2024;26;23077.53;9736.852;29283.01;67439.36;1414.091;564765.2;0;695716
2024;27;0;0;0;0;0;0;0;0
2024;28;1.36E+07;3858535;4593594;1.43E+07;587917.1;1.06E+08;0;1.43E+08
2025;1;291587.5;256585.7;101116.4;267143.7;11844.15;2347420;0;3275697
2025;2;1939439;1658101;978279.5;2631228;129743.5;1.08E+07;0;1.81E+07
2025;3;157450.6;77368.9;108592.8;313273.4;5710.614;1682935;0;2345331
2025;4;44506.68;2970.347;42037.1;116415.1;9607.326;861533.6;0;1077070
2025;5;268227.4;121076.3;219479.9;596073.9;10487.86;1316261;0;2531607
2025;6;254243.3;13279.06;152802.1;439109.9;9941.491;1764434;0;2633810
2025;7;67805.15;10415.3;113786.3;152244.2;3561.691;1155755;0;1503567
2025;8;126759.5;28490.8;97089.24;227417.2;3914.631;1034321;0;1517992
2025;9;23830.68;10960.17;37372.89;87877.02;4325.467;375386.8;0;539753
2025;10;61705.93;66640.44;46442.14;103502.8;2022.452;505119.7;0;785433.5
2025;11;1409789;91069.8;662405.1;2452358;59372.41;3.47E+07;0;3.94E+07
2025;12;38420.65;28943.32;158381.4;591042.4;4286.557;4923510;0;5744584
2025;13;91124.42;2579.976;143100.8;165803.3;13865.19;1524270;0;1940743
2025;14;27590.39;31772.59;23342.7;88773.22;418.106;311931.4;0;483828.4
2025;15;1650.434;20912.46;22520.24;57085.66;3013.689;405313.5;0;510496
2025;16;142536.8;540645.3;79700.96;196759.3;17495;1174185;0;2151323
2025;17;0;6547.464;356296.3;475206.9;15138.56;4368398;0;5221587
2025;18;387090.2;80912.38;150386.4;777689.6;11825.25;2742719;0;4150623
2025;19;93225.4;26105.41;83652.41;358565.4;12249.74;2260283;0;2834082
2025;20;5882804;575283.3;562143.3;2537317;134733.5;1.63E+07;0;2.60E+07
2025;21;568294.9;76370.57;189085.1;630450.4;65533.85;8772585;0;1.03E+07
2025;22;685554;31755.43;122191;410906.6;25813.28;1342887;0;2619107
2025;23;695865.5;56006.94;117708.1;544618.5;17885.74;4141027;0;5573112
2025;24;269906.6;73008.64;55452.4;165259.2;23297.17;1168272;0;1755196
2025;25;177755.7;16287.63;41196.97;212891.4;3389.065;897432.1;0;1348953
2025;26;23661.89;10077.64;30357.15;69875.66;1466.368;583172.1;0;718610.8
2025;27;0;0;0;0;0;0;0;0
2025;28;1.37E+07;3914167;4694919;1.47E+07;600942.7;1.07E+08;0;1.45E+08
2026;1;291304.9;259400.3;101253;267690.5;12054.84;2337595;0;3269298
2026;2;1936340;1678942;989967.2;2664373;131393.2;1.08E+07;0;1.82E+07
2026;3;158236.6;78544.52;110747.6;319701;5853.273;1703667;0;2376750
2026;4;44973.57;3022.271;43169.61;119572;10091.75;877468.5;0;1098298
2026;5;269545.3;122694.1;223581;607252.9;10749.07;1331468;0;2565290
2026;6;255754.4;13658.56;156130.8;448978.5;10179.88;1782272;0;2666974
2026;7;68802.38;10647.36;116327;156394.5;3704.195;1167845;0;1523721
2026;8;129658.1;29471.76;100275.7;234805.9;4146.883;1061293;0;1559651
2026;9;24547.52;11506.12;39368.09;92463.73;4581.236;394801.3;0;567268.1
2026;10;62042.68;66153.7;46928.27;104578.7;2076.692;507716.7;0;789496.8
2026;11;1408935;91767.26;669188.8;2477945;60487.73;3.47E+07;0;3.94E+07
2026;12;38769.12;29362.9;162335.7;605618.4;4478.462;5007653;0;5848217
2026;13;92420.65;2695.528;149669.7;173464.7;14722.57;1576874;0;2009847
2026;14;27978.89;32724.56;24235.9;92230.07;425.7597;320386.7;0;497981.9
2026;15;1675.976;21736.13;23244.54;59017.07;3166.032;413362.3;0;522202.1
2026;16;142089;543400.1;80408.01;198603.9;17731.08;1174663;0;2156895
2026;17;0;6560.679;360780.1;483065.2;15305.38;4296348;0;5162060
2026;18;394086.4;84386.59;158840.9;821917.7;12791.31;2867917;0;4339940
2026;19;93650.84;26422.81;85523.16;366710.6;12632.88;2293956;0;2878896
2026;20;5932478;594166.4;583977.6;2636255;143538.2;1.67E+07;0;2.66E+07
2026;21;577629.5;78385.24;198298.3;661581.9;69121;9055124;0;1.06E+07
2026;22;694529.6;32507.8;127921.2;430496.8;27537.69;1378606;0;2691600
2026;23;692840.1;55647.46;118274.6;547056.9;18147.14;4126779;0;5558745
2026;24;272467.2;74491.8;56768.55;169105.3;24017.41;1183743;0;1780594
2026;25;182277.6;17062.09;43723.37;226076.5;3659.337;942460.8;0;1415260
2026;26;24353.48;10530.74;31810.02;73154.14;1562.176;608042.3;0;749452.9
2026;27;0;0;0;0;0;0;0;0
2026;28;1.38E+07;3975889;4802749;1.50E+07;624155.3;1.09E+08;0;1.47E+08
2027;1;290035.4;262576.2;101104.1;267437.4;12226.27;2315334;0;3248714
2027;2;1927390;1710379;998832.1;2691148;132302.2;1.08E+07;0;1.82E+07
2027;3;157102.8;79930.96;111631.3;322617.4;5869.57;1695317;0;2372469
2027;4;45291.27;3061.689;44132.77;122204.4;10374.77;887174.4;0;1112239
2027;5;270384.2;125202.9;227677.4;618010.1;10957.08;1342487;0;2594718
2027;6;255883.8;13975.96;158635;456608.9;10286.81;1780685;0;2676075
