Model;Scenario;Region;Variable;Unit;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2060;2070;2080;2090;2100
IMAGE;SSP2;NAF;Energy Service|Transportation|Freight|Road;billion tkm/yr;117;173;227;230;266;295;344;395;447;504;646;801;960;1115;1258
IMAGE;SSP2;OCE;Energy Service|Transportation|Freight|Road;billion tkm/yr;161;175;189;192;221;244;269;296;317;342;403;458;511;559;599
IMAGE;SSP2;RCAM;Energy Service|Transportation|Freight|Road;billion tkm/yr;85;99;117;120;158;178;201;233;265;300;359;417;477;534;581
IMAGE;SSP2;RSAF;Energy Service|Transportation|Freight|Road;billion tkm/yr;28;43;73;69;100;124;155;193;236;292;417;566;743;935;1134
IMAGE;SSP2;RSAM;Energy Service|Transportation|Freight|Road;billion tkm/yr;327;428;527;446;592;654;730;824;918;1023;1182;1341;1479;1585;1667
IMAGE;SSP2;RSAS;Energy Service|Transportation|Freight|Road;billion tkm/yr;84;115;162;201;254;324;398;487;585;705;937;1195;1480;1763;2040
IMAGE;SSP2;RUS;Energy Service|Transportation|Freight|Road;billion tkm/yr;163;211;241;246;276;288;306;326;348;380;431;462;488;515;542
IMAGE;SSP2;SAF;Energy Service|Transportation|Freight|Road;billion tkm/yr;100;118;144;122;150;158;176;198;221;245;295;344;388;430;469
IMAGE;SSP2;SEAS;Energy Service|Transportation|Freight|Road;billion tkm/yr;392;456;587;629;820;990;1137;1280;1409;1550;1763;1919;2053;2155;2227
IMAGE;SSP2;STAN;Energy Service|Transportation|Freight|Road;billion tkm/yr;29;39;46;64;80;91;104;116;126;136;165;193;223;254;290
IMAGE;SSP2;TUR;Energy Service|Transportation|Freight|Road;billion tkm/yr;93;113;196;227;309;373;429;491;556;617;657;667;670;674;666
IMAGE;SSP2;UKR;Energy Service|Transportation|Freight|Road;billion tkm/yr;76;99;87;99;112;132;151;172;191;213;232;245;254;264;269
IMAGE;SSP2;USA;Energy Service|Transportation|Freight|Road;billion tkm/yr;3261;3234;3333;3042;3610;3844;4094;4298;4445;4615;4965;5302;5618;5877;6078
IMAGE;SSP2;WAF;Energy Service|Transportation|Freight|Road;billion tkm/yr;102;138;207;256;325;372;453;550;661;803;1173;1669;2276;2967;3747
IMAGE;SSP2;WEU;Energy Service|Transportation|Freight|Road;billion tkm/yr;2701;2699;2813;2612;3115;3278;3460;3719;3976;4308;4789;5131;5431;5626;5756
IMAGE;SSP2;World;Energy Service|Transportation|Freight|Road;billion tkm/yr;11770;13353;15659;15723;19364;21529;23699;26023;28245;30805;34737;38147;41350;44183;46694
IMAGE;SSP2;BRA;Energy Service|Transportation|Passenger;billion pkm/yr;1171;1565;1985;2147;2254;2486;2642;2899;3147;3437;4015;4495;4889;5228;5540
IMAGE;SSP2;CAN;Energy Service|Transportation|Passenger;billion pkm/yr;845;964;1135;1249;1451;1558;1619;1705;1774;1845;1954;2035;2087;2092;2046
IMAGE;SSP2;CEU;Energy Service|Transportation|Passenger;billion pkm/yr;1050;1217;1318;1644;1770;1918;1975;2105;2197;2283;2385;2412;2409;2399;2393
