Index,class_ 1,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 2,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9
2046,21334072.57,16769388.01,166864278.4,35861034.1,30367118.44,9513440.904,14736037.09,36844077.05,87135330.14,340156704.8,19696237.9,136607596.9,541324229.4,101559328,49270696.72,33150896.55,18532748.38,63638624.32,26341728.62,41530130.42,29855906.5,42056126.78,50315997.04,48787455.13,88790264.54,125549162.1
2047,21333992.48,17067730.01,166788005.5,35733313.03,30519494.99,9521184.254,14791406.73,36556255.66,88171989.72,349441624.4,19314432.05,137016077.5,530511428.3,104004346.1,50253941.87,33003221.26,18605777.83,65415769.78,27552802.38,42156566,30566304.88,42404736.57,51408199.25,49987633.97,92606357.07,134491873.9
2048,21327770.8,17314448.36,166582849.7,35659374.64,30855656.66,9655614.69,14681848.12,36506093.08,89364769.66,359169675.8,19298299.11,137504255,520606100.6,106261696.1,51534470.78,32950696.97,18648592.19,67350829.53,28844853.7,43045507.3,31283100.56,43052004.5,52629111,51137409,96422524.32,143891694.8
2049,21313293.15,17507961.93,166358890.9,35640439.91,31354598.35,9926685.459,14419964.1,36635415.55,90740148.47,369338984.1,19574781.35,138077315.4,511402463.1,108324145.9,53130740.2,32975721.48,18659134.19,69421033.64,30242182.04,44186605.5,31987571.7,44004563.8,54001814.78,52252509.58,100226034.3,153726640
2050,21343010.01,17728562.92,166095018.6,35804644.19,32056432.43,10425467.06,14039626.07,37168284.73,92568428.49,380542218.4,20234253.95,138850495.4,506346615.2,110382671.2,55240903.29,33071741.73,18656573.62,71741970.29,31552234.08,45530506.26,32703787.24,45356079.78,55536166.46,53497763.31,104028833.1,163944290.1
2051,21360322.56,17882009.81,165737961.5,35937299.27,32837592.17,11013810.42,13543970.01,37835751.81,94474280.36,391843880.3,21016828.82,139673968.4,500574711.8,112147803.1,57601512.6,33194820.99,18635325.14,74069998.88,32919398.57,47000218.01,33363473.15,46894547.2,57142133.14,54733854.6,107692858,174464854.8
2052,21401908.87,17655055.81,165250410.5,35954820.95,33682288.03,11457467.97,13139925.06,38480964.1,96709799.73,403394465,21896690.49,140675486.6,484504614.5,113507474.9,60564075.25,33250908.84,18659669.09,77485536.09,34987336.14,49216764.68,33977274.08,48720122.19,58737482.1,55817720.16,114566004.4,185122668.8
2053,21492488.43,17439757.43,164850979.3,35922306.32,34356472.9,11830241.36,12902646.11,39211293.82,98857190.66,414703383.7,22465408.86,141735944.8,468681275.5,114888093.2,63314104.76,33227466.49,18716274.05,81004580.03,37198252.39,51246220.83,34539761.39,50296266.8,60205669.19,56849258.62,122146986.5,195900672.4
2054,21621409.3,17248298.73,164586394.7,35838219.3,34877157.49,12138462.02,12814269.06,39906138.41,100960400.1,425691382.3,22799183.36,142838658,453234556.2,116269227.7,65762635.18,33143700.86,18801599.05,84696706.03,39556083.17,53090412.52,35065652.09,51628668.23,61532473.24,57767082.59,130478365.4,206715046.6
2055,21814676.98,17491339.4,164735231.5,35843930.49,35096422.24,12492579.72,12876499.01,40768541.4,102799499.8,436204694.6,22641845.07,143898366.1,449565138.6,118306448.6,67381666.02,33059896.08,18905532.32,87581336.99,41463224.31,53864196.29,35591686.88,52293387.38,62669655.66,58966478.82,136734841.9,217608324.2
2056,22018911.18,17766519.3,164909626.9,35835478.16,35164254.92,12754150.75,13089329.08,41583662.06,104625781.7,446269084.8,22282328,144954812.7,445967734.3,120426087.6,68771461.14,32911510.53,19035018.15,90528203.86,43447125.23,54395704.65,36079122.54,52702024.65,63665509.58,60248875.47,143496968.5,228417390.6
2057,22268429.35,18058087.04,165202934.6,35797450.62,35087544.11,12930930.31,13463334.39,42669260.38,106617005.1,455448997.2,21625821.06,145977028.9,441668092.3,122503652.9,69780980.87,32745234.12,19205119.35,93492428.98,45593504.52,54675716.84,36507923.24,52869808.66,64512487.72,61573674.98,150784304.9,239008701.5
2058,22505740.66,18383472.82,165597296.6,35735128.51,34890931.68,13018545.34,13976189.07,43685010.27,108571850.7,464027238.5,20834443.43,147013955,437581461.2,124662389.4,70541091.27,32557383.22,19393269.4,96519364.78,47838778.53,54737758.24,36896500.53,52812119.12,65224764.93,62984133.91,158659204.8,249345956.2
2059,22755545.49,18740266.99,165909480.5,35628910.29,34582377,13004825.66,14633512.05,44784394.33,110483792.1,471902699.6,19926597.14,147991181.1,433506126.9,126916657.5,71046330.5,32341983.45,19604551.71,99561038.72,50202706.32,54592106.92,37228566.16,52526558.58,65799008.74,64480784.23,167159179.3,259349778.4
2060,22971643.17,19143635.32,166208217.7,35472839.46,34190892.5,12886779.83,15431988.4,45655708.72,112154021.2,479593236,19045015.1,148990270.7,430370426.1,129380208.9,71418106.94,32072921.52,19813414.67,102684528.9,52592984.83,54277738.49,37521273.1,52041860.58,66270020.59,66097019.75,176374370.1,268971467.1
