time,class_ 1,class_ 2,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26
2017,44976444.39327382,242194592.10350144,54044298.665829025,28935024.51026842,17607894.401153497,9361727.361507025,71684777.78194919,137508025.73584402,73548167.28017187,12597116.683170373,343808522.33721787,114762722.63477759,81044987.87113336,6403399.62453917,20848765.917709306,47504110.76071178,77712512.46587837,419695945.06377023,41622729.15621423,1243347884.1333234,190926252.14832035,98452223.2081444,89186334.07081759,25847520.25626454,123064140.73656657,54480017.20577861
2018,50104165.89590806,259119867.42949432,61402644.46988058,31804199.764361147,21566917.462374706,28690355.261852846,40163078.29635024,115310490.3264823,77936471.36409877,25017298.63708806,323091979.31453145,103260397.73958279,42331521.28700282,6443609.739765801,19555321.294883218,34242576.72973477,21771227.962082237,507686548.15776855,63071554.29199395,1330787444.9554079,212723332.66195306,106462439.3404735,81443221.31247498,30604386.52382299,157442207.54708582,49479182.23091405
2019,46028110.918735474,251435507.95783317,46173130.19865983,27535476.253878336,75287812.10812874,162537.11904247236,52266510.562260754,115391344.40497585,85837681.61964922,16193056.3474872,304388878.02244884,93880958.60931467,41076041.243696764,15054556.01192395,26785204.593800463,97182156.44961224,27744505.481529832,490428853.3025229,66234057.136533424,1472877960.4841106,230508497.39659044,142814592.02181756,64663903.398168124,28692098.761700716,140010273.31360704,50388031.74287742
2020,22965619.091185622,134416848.8325456,28273927.678636387,15090774.839290414,24673953.677822527,76632.45231133873,60682906.707470566,128594203.54209408,79455853.6756075,7701132.462074155,114282449.79128416,14334303.636602523,26533443.1293659,6308883.920831579,13521630.307429107,44548532.43058983,93189940.89898773,168363640.02021873,14685766.60673318,541468520.7176244,76699679.73620787,39715918.21284873,35093060.754901655,19200514.87532472,86826831.09735611,36292950.958725855
2021,21818365.061930906,272612934.06114966,7108256.856394681,13270015.480456728,26743735.747822233,18368108.355069432,91608090.57070485,47273320.59759952,86437294.69419459,2726203.5507320277,183172245.18603143,85454282.87689765,144760261.7499812,7529550.39058889,27998173.197945822,119684227.3202753,189719026.8265857,215780367.45459113,40893278.60470617,1881749679.569009,52746127.31341207,81969973.0790762,45012561.02964383,36317688.41928104,108928137.58184808,53421758.50668489
2022,59025334.99193418,220551715.3567175,59028087.13832375,43960797.284312434,49104735.82036803,127606894.5762842,73703659.77486153,160384092.6533962,87020785.89668538,7675178.710170765,431481105.2868512,102014535.14102693,87034527.54047279,17719.936608879525,29558432.50528647,29642140.740294524,328282970.6850426,545144100.4996438,48028612.168440044,1113392058.746155,247647691.21427038,126120477.90583213,92228795.49924178,37481097.60876628,142800596.28619993,60809115.339395
2023,32966905.423613075,223765718.4197366,80736921.72536916,36482998.153926775,104656594.06636465,59228486.63954198,83615897.04962379,167955101.4127642,81167627.71553998,13824496.463209694,265629569.10659197,48496839.51767978,70602762.76049843,20620.292559250494,32804233.561121117,81626149.30898988,135655993.77471566,526009665.29026526,37582494.89229618,1485684173.9145832,196161043.19846824,125018864.48145257,109270456.92058995,27944881.925281834,102016676.90266876,59536258.90823225
2024,34575147.33571555,212576365.86066088,68761636.77161625,39029715.64039934,63534536.012008466,91752910.07529745,78825731.4762012,177268264.41986823,77333107.92728981,17668335.201375972,297570364.9450004,82206093.14874254,60204646.23001902,13489.128878365933,33080591.15811984,72525163.72664596,209149555.08641997,552727383.5077066,46484872.05690918,1394195401.4805772,224121688.3741147,129644132.50894904,90868993.6835415,25739649.317790862,134330685.8921002,64019328.09653499
2025,37752211.209242865,210580989.1081556,55877841.79135988,30750239.87396299,56086993.175674446,81885942.93054308,71861798.98474874,176239143.67407396,97678068.7797933,16463766.4556136,287834575.9973068,65602742.07902133,51001925.86598655,9904.739974595856,28380445.774458125,52549054.23178843,185104509.1595186,349971460.68825746,36258126.389187045,866242441.2884392,157870672.30007708,87702364.90255526,70951853.23610596,27791580.55320177,117102413.39055772,62200617.59480427
2026,36945975.95539292,230317329.95496163,67489561.56715573,34811055.61309985,58272738.49429766,89207720.30859828,81767477.98777959,192416882.4364432,96835637.45024933,19369656.498221714,291155036.5104027,65377940.73803426,60362249.093110256,15076.027676187969,29347476.73289198,58742666.88483389,205141555.9717293,412920035.0733247,35301369.43674516,935779868.1029168,182684667.86587003,98054038.66206649,74744029.25477187,31494378.941625044,141809926.68769553,68111267.91367264
