Time,type_data,unit,Region,category,technology,sub_technology,material,value,min,max
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,lithium,1.85,0.7,3
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,manganese,2450,56.5,3000
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,molybdenum,0,75.30000000000001,126
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,neodymium,180,0,217.19375
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,nickel,3500,111,4800
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,niobium,0.4,0.3,37.699999999999996
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,plastics,28500,6300,39000
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,praseodymium,35,0,50.625
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,selenium,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,silicon,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,silver,0,0.03,0.03
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,steel,143000,92120,179000
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,tantalum,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,terbium,7,0,7
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,tin,0.25,0.2,0.3
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,titanium,63,49,77
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,vanadium,0.00035,0.0002,90.39999999999999
2020,inflow,kg/MW,World,generation,WON,WON_DD-PMSG,zinc,70,0,5500
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,aluminium,3550,500,4200
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,boron,0,0,7.3625
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,chromium,2600,239,4000
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,cobalt,4.5,3,6
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,concrete,404000,317800,414000
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,copper,2545,1130,10000
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,dysprosium,6,0,42
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,gallium,0.07500000000000001,0.05,0.1
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,glass,7490,7280,7490
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,graphite,10,3,17
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,indium,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,lead,0,6720,6720
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,lithium,1.85,0.7,3
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,manganese,2450,56.5,3000
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,molybdenum,0,75.30000000000001,126
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,neodymium,28,0,217.19375
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,nickel,3500,111,4800
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,niobium,0.4,0.3,37.699999999999996
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,plastics,28500,6300,39000
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,praseodymium,9,0,50.625
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,selenium,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,silicon,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,silver,0,0.03,0.03
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,steel,143000,92120,179000
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,tantalum,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,terbium,1,0,7
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,tin,0.25,0.2,0.3
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,titanium,63,49,77
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,vanadium,0.00035,0.0002,90.39999999999999
2020,inflow,kg/MW,World,generation,WON,WON_DD-EESG,zinc,70,0,5500
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,aluminium,1600,600,2600
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,boron,0,239,845.5
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,chromium,345,75.315,510
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,cobalt,5,3,6720
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,concrete,12121.212121212122,12121.212121212122,12121.212121212122
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,copper,7428.535353535353,11007.070707070707,11007.070707070707
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,dysprosium,2,6,50.625
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,gallium,0.065,0.03,0.1
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,glass,9790.90909090909,1484,10000
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,graphite,7,5,9
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,indium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,lead,7633.737373737374,56.5,8547.474747474747
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,lithium,1.45,0.9,2
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,manganese,5100,111,7800
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,molybdenum,0,37.657000000000004,37.657000000000004
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,neodymium,12,12,150
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,nickel,4000,116,6100
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,niobium,0.8,0.4,7
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,plastics,19000,10000,28000
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,praseodymium,0,6,88
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,selenium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,silicon,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,silver,0.03,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,steel,274500,500,419000
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,tantalum,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,terbium,0,0.4,0.8
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,tin,0.7,0.4,1
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,titanium,130.5,61,200
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,vanadium,0.00035,0.0001,0.0006
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-DFIG,zinc,75,20,478.7878787878788
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,aluminium,1600,600,2600
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,boron,0,239,845.5
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,chromium,345,75.315,510
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,cobalt,5,3,6720
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,concrete,12121.212121212122,12121.212121212122,12121.212121212122
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,copper,7428.535353535353,11007.070707070707,11007.070707070707
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,dysprosium,6,6,50.625
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,gallium,0.065,0.03,0.1
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,glass,9790.90909090909,1484,10000
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,graphite,7,5,9
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,indium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,lead,7633.737373737374,56.5,8547.474747474747
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,lithium,1.45,0.9,2
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,manganese,5100,111,7800
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,molybdenum,0,37.657000000000004,37.657000000000004
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,neodymium,51,12,150
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,nickel,4000,116,6100
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,niobium,0.8,0.4,7
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,plastics,19000,10000,28000
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,praseodymium,4,6,88
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,selenium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,silicon,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,silver,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,steel,274500,500,419000
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,tantalum,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,terbium,1,0.4,0.8
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,tin,0.7,0.4,1
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,titanium,130.5,61,200
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,vanadium,0.00035,0.0001,0.0006
2020,inflow,kg/MW,World,generation,WOFF,WOFF_GB-PMSG,zinc,75,20,478.7878787878788
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,aluminium,1600,600,2600
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,boron,0,239,845.5
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,chromium,345,75.315,510
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,cobalt,5,3,6720
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,concrete,12121.212121212122,12121.212121212122,12121.212121212122
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,copper,7428.535353535353,11007.070707070707,11007.070707070707
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,dysprosium,17,6,50.625
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,gallium,0.065,0.03,0.1
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,glass,9790.90909090909,1484,10000
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,graphite,7,5,9
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,indium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,lead,7633.737373737374,56.5,8547.474747474747
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,lithium,1.45,0.9,2
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,manganese,5100,111,7800
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,molybdenum,0,37.657000000000004,37.657000000000004
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,neodymium,180,12,150
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,nickel,4000,116,6100
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,niobium,0.8,0.4,7
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,plastics,19000,10000,28000
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,praseodymium,35,6,88
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,selenium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,silicon,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,silver,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,steel,274500,500,419000
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,tantalum,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,terbium,35,0.4,0.8
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,tin,0.7,0.4,1
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,titanium,130.5,61,200
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,vanadium,0.00035,0.0001,0.0006
2020,inflow,kg/MW,World,generation,WOFF,WOFF_DD-PMSG,zinc,75,20,478.7878787878788
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,aluminium,10528.5060885,9774,11283.012177
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,chromium,161.21134,152.635477,169.787203
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,cobalt,0.9294865000000001,0.8844830000000001,0.9744900000000001
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,concrete,38572.07362,37632.147240000006,39512
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,copper,5825.663337,5728,5923.326674
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,gallium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,germanium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,glass,57250.5,44560,69941
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,graphite,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,indium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,lead,2.5860749999999997,0.148477,5.023673
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,lithium,0.9527779999999999,0.9080699999999999,0.997486
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,manganese,1066.4610675,1025.122135,1107.8
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,molybdenum,2.3986175000000003,2.287667,2.5095680000000002
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,nickel,1,1,1.3
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,plastics,6540.5,5231,7850
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,selenium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,silicon,4000,2941.8032399999997,7000
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,silver,20,1,80
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,steel,54140,51701,56579
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,tin,350.54,124.08,577
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,titanium,26.063547,24.910548000000002,27.216546
2020,inflow,kg/MW,World,generation,SPV,SPV_c-Si,zinc,1453.8617985,1388.054266,1519.669331
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,aluminium,10528.5060885,9774,11283.012177
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,chromium,161.21134,152.635477,169.787203
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,cobalt,0.9294865000000001,0.8844830000000001,0.9744900000000001
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,concrete,38572.07362,37632.147240000006,39512
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,copper,5825.663337,5728,5923.326674
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,gallium,52,52,52
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,germanium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,glass,57250.5,44560,69941
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,graphite,262,262,262
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,indium,15,15,15
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,lead,2.5860749999999997,0.148477,5.023673
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,lithium,0.9527779999999999,0.9080699999999999,0.997486
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,manganese,1066.4610675,1025.122135,1107.8
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,molybdenum,2.3986175000000003,2.287667,2.5095680000000002
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,nickel,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,plastics,6540.5,5231,7850
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,selenium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,silicon,150,150,150
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,silver,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,steel,54140,51701,56579
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,tin,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,titanium,26.063547,24.910548000000002,27.216546
2020,inflow,kg/MW,World,generation,SPV,SPV_AsGa,zinc,1453.8617985,1388.054266,1519.669331
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,aluminium,10528.5060885,9774,11283.012177
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,cadmium,50,12,244.26
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,chromium,161.21134,152.635477,169.787203
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,cobalt,0.9294865000000001,0.8844830000000001,0.9744900000000001
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,concrete,38572.07362,37632.147240000006,39512
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,copper,5825.663337,5728,5923.326674
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,gallium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,germanium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,glass,57250.5,44560,69941
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,graphite,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,indium,9.53888888888889,0,15.9
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,lead,2.5860749999999997,0.148477,5.023673
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,lithium,0.9527779999999999,0.9080699999999999,0.997486
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,manganese,1066.4610675,1025.122135,1107.8
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,molybdenum,2.3986175000000003,2.287667,2.5095680000000002
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,nickel,15.795,15.59,16
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,plastics,6540.5,5231,7850
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,selenium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,silicon,0,0,0
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,silver,80,80,80
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,steel,54140,51701,56579
2020,inflow,kg/MW,World,generation,SPV,SPV_CdTe,tellurium,52,11,242.87
