Time,type_data,unit,Region,sector,technology,sub_technology,material,value,min,max
2020,inflow,kg/MW,World,generation,SPV,CIGS,steel,54140,51701,56579
2020,inflow,kg/MW,World,generation,SPV,CIGS,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,CIGS,tin,5.95,5.95,5.95
2020,inflow,kg/MW,World,generation,SPV,CIGS,titanium,26.063547,24.910548000000002,27.216546
2020,inflow,kg/MW,World,generation,SPV,CIGS,zinc,1453.8617985,1388.054266,1519.669331
2020,inflow,kg/MW,World,generation,SPV,a-Si,aluminium,10528.5060885,9774,11283.012177
2020,inflow,kg/MW,World,generation,SPV,a-Si,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,a-Si,chromium,161.21134,152.635477,169.787203
2020,inflow,kg/MW,World,generation,SPV,a-Si,cobalt,0.9294865000000001,0.8844830000000001,0.9744900000000001
2020,inflow,kg/MW,World,generation,SPV,a-Si,concrete,38572.07362,37632.147240000006,39512
2020,inflow,kg/MW,World,generation,SPV,a-Si,copper,5825.663337,5728,5923.326674
2020,inflow,kg/MW,World,generation,SPV,a-Si,gallium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,a-Si,germanium,30.9,10,79
2020,inflow,kg/MW,World,generation,SPV,a-Si,glass,57250.5,44560,69941
2020,inflow,kg/MW,World,generation,SPV,a-Si,graphite,62.833333333333336,48,73
2020,inflow,kg/MW,World,generation,SPV,a-Si,indium,3.6909333333333336,0,13.41
2020,inflow,kg/MW,World,generation,SPV,a-Si,lead,2.5860749999999997,0.148477,5.023673
2020,inflow,kg/MW,World,generation,SPV,a-Si,lithium,0.9527779999999999,0.9080699999999999,0.997486
2020,inflow,kg/MW,World,generation,SPV,a-Si,manganese,1066.4610675,1025.122135,1107.8
2020,inflow,kg/MW,World,generation,SPV,a-Si,molybdenum,2.3986175000000003,2.287667,2.5095680000000002
2020,inflow,kg/MW,World,generation,SPV,a-Si,nickel,334,334,334
2020,inflow,kg/MW,World,generation,SPV,a-Si,plastics,6540.5,5231,7850
2020,inflow,kg/MW,World,generation,SPV,a-Si,selenium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,a-Si,silicon,150,75,150
2020,inflow,kg/MW,World,generation,SPV,a-Si,silver,0,0,0
2020,inflow,kg/MW,World,generation,SPV,a-Si,steel,54140,51701,56579
2020,inflow,kg/MW,World,generation,SPV,a-Si,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,SPV,a-Si,tin,83.87,5.32,143.21
2020,inflow,kg/MW,World,generation,SPV,a-Si,titanium,26.063547,24.910548000000002,27.216546
2020,inflow,kg/MW,World,generation,SPV,a-Si,zinc,1453.8617985,1388.054266,1519.669331
2020,inflow,kg/MW,World,generation,SPVR,c-Si,aluminium,25793.753867545456,24711.002225999997,26876.50550909091
2020,inflow,kg/MW,World,generation,SPVR,c-Si,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,chromium,66.85581100699301,64.323964,69.38765801398601
2020,inflow,kg/MW,World,generation,SPVR,c-Si,cobalt,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,concrete,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,copper,1592.6304660594403,1476.5875109999997,1708.673421118881
2020,inflow,kg/MW,World,generation,SPVR,c-Si,gallium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,germanium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,glass,45389,45389,45389
2020,inflow,kg/MW,World,generation,SPVR,c-Si,graphite,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,indium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,lead,110.87399400349652,87.628861,134.11912700699304
2020,inflow,kg/MW,World,generation,SPVR,c-Si,lithium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,manganese,152.65782402447553,91.574949,213.74069904895106
2020,inflow,kg/MW,World,generation,SPVR,c-Si,molybdenum,2.390491006993007,2.374706,2.406276013986014
2020,inflow,kg/MW,World,generation,SPVR,c-Si,nickel,1,1,1.3
2020,inflow,kg/MW,World,generation,SPVR,c-Si,plastics,11433,6618,16248
2020,inflow,kg/MW,World,generation,SPVR,c-Si,selenium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,silicon,4000,2941.8032399999997,7000
2020,inflow,kg/MW,World,generation,SPVR,c-Si,silver,20,1,80
2020,inflow,kg/MW,World,generation,SPVR,c-Si,steel,4758.5,1538,7979
2020,inflow,kg/MW,World,generation,SPVR,c-Si,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,c-Si,tin,350.54,124.08,577
2020,inflow,kg/MW,World,generation,SPVR,c-Si,titanium,2.5297420104895103,0.9715109999999999,4.087973020979021
2020,inflow,kg/MW,World,generation,SPVR,c-Si,zinc,29.445531003496505,27.750849,31.140213006993008
2020,inflow,kg/MW,World,generation,SPVR,c-Si,zirconium,4.380066503496504,3.41545,5.344683006993008
2020,inflow,kg/MW,World,generation,SPVR,AsGa,aluminium,25793.753867545456,24711.002225999997,26876.50550909091
2020,inflow,kg/MW,World,generation,SPVR,AsGa,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,chromium,66.85581100699301,64.323964,69.38765801398601
2020,inflow,kg/MW,World,generation,SPVR,AsGa,cobalt,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,concrete,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,copper,1592.6304660594403,1476.5875109999997,1708.673421118881
2020,inflow,kg/MW,World,generation,SPVR,AsGa,gallium,52,52,52
2020,inflow,kg/MW,World,generation,SPVR,AsGa,germanium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,glass,45389,45389,45389
2020,inflow,kg/MW,World,generation,SPVR,AsGa,graphite,262,262,262
2020,inflow,kg/MW,World,generation,SPVR,AsGa,indium,15,15,15
2020,inflow,kg/MW,World,generation,SPVR,AsGa,lead,110.87399400349652,87.628861,134.11912700699304
2020,inflow,kg/MW,World,generation,SPVR,AsGa,lithium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,manganese,152.65782402447553,91.574949,213.74069904895106
2020,inflow,kg/MW,World,generation,SPVR,AsGa,molybdenum,2.390491006993007,2.374706,2.406276013986014
2020,inflow,kg/MW,World,generation,SPVR,AsGa,nickel,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,plastics,11433,6618,16248
2020,inflow,kg/MW,World,generation,SPVR,AsGa,selenium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,silicon,150,150,150
2020,inflow,kg/MW,World,generation,SPVR,AsGa,silver,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,steel,4758.5,1538,7979
2020,inflow,kg/MW,World,generation,SPVR,AsGa,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,tin,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,AsGa,titanium,2.5297420104895103,0.9715109999999999,4.087973020979021
2020,inflow,kg/MW,World,generation,SPVR,AsGa,zinc,29.445531003496505,27.750849,31.140213006993008
2020,inflow,kg/MW,World,generation,SPVR,AsGa,zirconium,4.380066503496504,3.41545,5.344683006993008
2020,inflow,kg/MW,World,generation,SPVR,CdTe,aluminium,25793.753867545456,24711.002225999997,26876.50550909091
2020,inflow,kg/MW,World,generation,SPVR,CdTe,cadmium,50,12,244.26
2020,inflow,kg/MW,World,generation,SPVR,CdTe,chromium,66.85581100699301,64.323964,69.38765801398601
2020,inflow,kg/MW,World,generation,SPVR,CdTe,cobalt,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CdTe,concrete,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CdTe,copper,1592.6304660594403,1476.5875109999997,1708.673421118881
2020,inflow,kg/MW,World,generation,SPVR,CdTe,gallium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CdTe,germanium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CdTe,glass,45389,45389,45389
2020,inflow,kg/MW,World,generation,SPVR,CdTe,graphite,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CdTe,indium,9.53888888888889,0,15.9
2020,inflow,kg/MW,World,generation,SPVR,CdTe,lead,110.87399400349652,87.628861,134.11912700699304
2020,inflow,kg/MW,World,generation,SPVR,CdTe,lithium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CdTe,manganese,152.65782402447553,91.574949,213.74069904895106
2020,inflow,kg/MW,World,generation,SPVR,CdTe,molybdenum,2.390491006993007,2.374706,2.406276013986014
2020,inflow,kg/MW,World,generation,SPVR,CdTe,nickel,15.795,15.59,16
2020,inflow,kg/MW,World,generation,SPVR,CdTe,plastics,11433,6618,16248
2020,inflow,kg/MW,World,generation,SPVR,CdTe,selenium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CdTe,silicon,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CdTe,silver,80,80,80
2020,inflow,kg/MW,World,generation,SPVR,CdTe,steel,4758.5,1538,7979
2020,inflow,kg/MW,World,generation,SPVR,CdTe,tellurium,52,11,242.87
2020,inflow,kg/MW,World,generation,SPVR,CdTe,tin,52.629999999999995,21.4,83.86
2020,inflow,kg/MW,World,generation,SPVR,CdTe,titanium,2.5297420104895103,0.9715109999999999,4.087973020979021
2020,inflow,kg/MW,World,generation,SPVR,CdTe,zinc,29.445531003496505,27.750849,31.140213006993008
2020,inflow,kg/MW,World,generation,SPVR,CdTe,zirconium,4.380066503496504,3.41545,5.344683006993008
2020,inflow,kg/MW,World,generation,SPVR,CIGS,aluminium,25793.753867545456,24711.002225999997,26876.50550909091
2020,inflow,kg/MW,World,generation,SPVR,CIGS,cadmium,1.3,1.3,1.3
2020,inflow,kg/MW,World,generation,SPVR,CIGS,chromium,66.85581100699301,64.323964,69.38765801398601
2020,inflow,kg/MW,World,generation,SPVR,CIGS,cobalt,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CIGS,concrete,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CIGS,copper,1592.6304660594403,1476.5875109999997,1708.673421118881
2020,inflow,kg/MW,World,generation,SPVR,CIGS,gallium,5,1,124
2020,inflow,kg/MW,World,generation,SPVR,CIGS,germanium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CIGS,glass,45389,45389,45389
2020,inflow,kg/MW,World,generation,SPVR,CIGS,graphite,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CIGS,indium,15,3,83.79
2020,inflow,kg/MW,World,generation,SPVR,CIGS,lead,110.87399400349652,87.628861,134.11912700699304
2020,inflow,kg/MW,World,generation,SPVR,CIGS,lithium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CIGS,manganese,152.65782402447553,91.574949,213.74069904895106
2020,inflow,kg/MW,World,generation,SPVR,CIGS,molybdenum,2.390491006993007,2.374706,2.406276013986014
2020,inflow,kg/MW,World,generation,SPVR,CIGS,nickel,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CIGS,plastics,11433,6618,16248
2020,inflow,kg/MW,World,generation,SPVR,CIGS,selenium,35,6,110
2020,inflow,kg/MW,World,generation,SPVR,CIGS,silicon,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CIGS,silver,80,80,80
2020,inflow,kg/MW,World,generation,SPVR,CIGS,steel,4758.5,1538,7979
2020,inflow,kg/MW,World,generation,SPVR,CIGS,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,CIGS,tin,5.95,5.95,5.95
2020,inflow,kg/MW,World,generation,SPVR,CIGS,titanium,2.5297420104895103,0.9715109999999999,4.087973020979021
2020,inflow,kg/MW,World,generation,SPVR,CIGS,zinc,29.445531003496505,27.750849,31.140213006993008
2020,inflow,kg/MW,World,generation,SPVR,CIGS,zirconium,4.380066503496504,3.41545,5.344683006993008
2020,inflow,kg/MW,World,generation,SPVR,a-Si,aluminium,25793.753867545456,24711.002225999997,26876.50550909091
2020,inflow,kg/MW,World,generation,SPVR,a-Si,cadmium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,a-Si,chromium,66.85581100699301,64.323964,69.38765801398601
2020,inflow,kg/MW,World,generation,SPVR,a-Si,cobalt,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,a-Si,concrete,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,a-Si,copper,1592.6304660594403,1476.5875109999997,1708.673421118881
2020,inflow,kg/MW,World,generation,SPVR,a-Si,gallium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,a-Si,germanium,30.9,10,79
2020,inflow,kg/MW,World,generation,SPVR,a-Si,glass,45389,45389,45389
2020,inflow,kg/MW,World,generation,SPVR,a-Si,graphite,62.833333333333336,48,73
2020,inflow,kg/MW,World,generation,SPVR,a-Si,indium,3.6909333333333336,0,13.41
2020,inflow,kg/MW,World,generation,SPVR,a-Si,lead,110.87399400349652,87.628861,134.11912700699304
2020,inflow,kg/MW,World,generation,SPVR,a-Si,lithium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,a-Si,manganese,152.65782402447553,91.574949,213.74069904895106
2020,inflow,kg/MW,World,generation,SPVR,a-Si,molybdenum,2.390491006993007,2.374706,2.406276013986014
2020,inflow,kg/MW,World,generation,SPVR,a-Si,nickel,334,334,334
2020,inflow,kg/MW,World,generation,SPVR,a-Si,plastics,11433,6618,16248
2020,inflow,kg/MW,World,generation,SPVR,a-Si,selenium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,a-Si,silicon,150,75,150
2020,inflow,kg/MW,World,generation,SPVR,a-Si,silver,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,a-Si,steel,4758.5,1538,7979
2020,inflow,kg/MW,World,generation,SPVR,a-Si,tellurium,0,0,0
2020,inflow,kg/MW,World,generation,SPVR,a-Si,tin,83.87,5.32,143.21
2020,inflow,kg/MW,World,generation,SPVR,a-Si,titanium,2.5297420104895103,0.9715109999999999,4.087973020979021
2020,inflow,kg/MW,World,generation,SPVR,a-Si,zinc,29.445531003496505,27.750849,31.140213006993008
2020,inflow,kg/MW,World,generation,SPVR,a-Si,zirconium,4.380066503496504,3.41545,5.344683006993008
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,aluminium,740,740,740
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,chromium,2200,2200,2200
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,cobalt,326,326,326
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,concrete,0,0,0
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,copper,3200,3200,3200
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,glass,132810,132810,132810
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,manganese,2000,2000,2000
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,molybdenum,200,200,200
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,nickel,940,940,940
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,niobium,1091.5,0,2183
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,silver,24.849999999999998,6.405,40.355
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,steel,240000,240000,240000
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,titanium,25,25,25
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,vanadium,1.9,1.9,1.9
2020,inflow,kg/MW,World,generation,CSP,parabolic trough,zinc,650,650,650
2020,inflow,kg/MW,World,generation,CSP,solar tower,aluminium,23000,23000,23000
2020,inflow,kg/MW,World,generation,CSP,solar tower,boron,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,cement,72000,72000,72000
2020,inflow,kg/MW,World,generation,CSP,solar tower,chromium,3700,3700,3700
2020,inflow,kg/MW,World,generation,CSP,solar tower,cobalt,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,concrete,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,copper,1400,1400,1400
2020,inflow,kg/MW,World,generation,CSP,solar tower,dysprosium,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,glass,111800,111800,111800
2020,inflow,kg/MW,World,generation,CSP,solar tower,lead,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,magnesium,2600,2600,2600
2020,inflow,kg/MW,World,generation,CSP,solar tower,manganese,5700,5700,5700
2020,inflow,kg/MW,World,generation,CSP,solar tower,molybdenum,56,56,56
2020,inflow,kg/MW,World,generation,CSP,solar tower,neodymium,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,nickel,1800,1800,1800
2020,inflow,kg/MW,World,generation,CSP,solar tower,niobium,140,140,140
2020,inflow,kg/MW,World,generation,CSP,solar tower,plastics,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,praseodymium,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,silver,26.5,16,120.19000000000001
2020,inflow,kg/MW,World,generation,CSP,solar tower,steel,400000,400000,400000
2020,inflow,kg/MW,World,generation,CSP,solar tower,tantalum,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,terbium,0,0,0
2020,inflow,kg/MW,World,generation,CSP,solar tower,vanadium,1.7,1.7,1.7
2020,inflow,kg/MW,World,generation,CSP,solar tower,zinc,1400,1400,1400
2020,inflow,kg/MW,World,generation,HYD,tech1,aluminium,1695.6666666666667,52,3400
2020,inflow,kg/MW,World,generation,HYD,tech1,chromium,6947.5,1500,12395
2020,inflow,kg/MW,World,generation,HYD,tech1,concrete,7655750,5766000,10533000
2020,inflow,kg/MW,World,generation,HYD,tech1,copper,2643.75,1050,6735
2020,inflow,kg/MW,World,generation,HYD,tech1,lead,179.5,59,300
2020,inflow,kg/MW,World,generation,HYD,tech1,magnesium,68.5,37,100
2020,inflow,kg/MW,World,generation,HYD,tech1,manganese,1796.5,200,3393
2020,inflow,kg/MW,World,generation,HYD,tech1,molybdenum,290,250,330
2020,inflow,kg/MW,World,generation,HYD,tech1,nickel,7587,7587,7587
2020,inflow,kg/MW,World,generation,HYD,tech1,steel,83575,24800,177000
2020,inflow,kg/MW,World,generation,HYD,tech1,zinc,326.5,253,400
2020,inflow,kg/MW,World,generation,GEO,tech1,aluminium,14760.375,1448,45200
2020,inflow,kg/MW,World,generation,GEO,tech1,chromium,39034,13663,64405
2020,inflow,kg/MW,World,generation,GEO,tech1,concrete,309000,159000,459000
2020,inflow,kg/MW,World,generation,GEO,tech1,copper,5233.571428571428,597,18885
2020,inflow,kg/MW,World,generation,GEO,tech1,lead,416,416,416
2020,inflow,kg/MW,World,generation,GEO,tech1,magnesium,208,208,208
2020,inflow,kg/MW,World,generation,GEO,tech1,manganese,6890,4325,9455
2020,inflow,kg/MW,World,generation,GEO,tech1,molybdenum,7209,7209,7209
2020,inflow,kg/MW,World,generation,GEO,tech1,nickel,66089,12023,120155
2020,inflow,kg/MW,World,generation,GEO,tech1,niobium,128,128,128
2020,inflow,kg/MW,World,generation,GEO,tech1,plastics,2917,2917,2917
2020,inflow,kg/MW,World,generation,GEO,tech1,steel,544709,124933,1206000
2020,inflow,kg/MW,World,generation,GEO,tech1,tantalum,32.05,0.1,64
2020,inflow,kg/MW,World,generation,GEO,tech1,zinc,1917,1917,1917
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,aluminium,15630.515403194006,1533.3611987381703,47864.58990536277
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,chromium,41335.09739747634,14468.44893533123,68201.74585962144
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,concrete,327215.8911671924,168373.22555205046,486058.55678233434
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,copper,5542.096242676881,632.1938091482649,19998.29160094637
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,lead,440.52365930599365,440.52365930599365,440.52365930599365
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,magnesium,220.26182965299682,220.26182965299682,220.26182965299682
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,manganese,7296.17310725552,4579.963525236592,10012.382689274447
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,molybdenum,7633.978509463722,7633.978509463722,7633.978509463722
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,nickel,69985.01951892744,12731.769124605677,127238.2699132492
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,niobium,135.54574132492112,135.54574132492112,135.54574132492112
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,plastics,3088.9603706624603,3088.9603706624603,3088.9603706624603
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,steel,576820.1969637224,132297.93828864352,1277095.0315457413
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,tantalum,33.939382886435325,0.10589511041009464,67.77287066246056
2020,inflow,kg/MW,World,generation,GeoCHP,tech1,zinc,2030.009266561514,2030.009266561514,2030.009266561514
2020,inflow,kg/MW,World,generation,WAVE,tech1,aluminium,1319,1319,1319
2020,inflow,kg/MW,World,generation,WAVE,tech1,concrete,3146317,3146317,3146317
2020,inflow,kg/MW,World,generation,WAVE,tech1,copper,11679,11679,11679
2020,inflow,kg/MW,World,generation,WAVE,tech1,plastics,76268,76268,76268
2020,inflow,kg/MW,World,generation,WAVE,tech1,steel,999819,999819,999819
2020,inflow,kg/MW,World,generation,OREN,tech1,aluminium,8889.662702839014,8889.662702839014,8889.662702839014
2020,inflow,kg/MW,World,generation,OREN,tech1,concrete,1445720.0357176515,1445720.0357176515,1445720.0357176515
2020,inflow,kg/MW,World,generation,OREN,tech1,copper,4906.018823145778,4906.018823145778,4906.018823145778
2020,inflow,kg/MW,World,generation,OREN,tech1,glass,30278.176136363636,30278.176136363636,30278.176136363636
2020,inflow,kg/MW,World,generation,OREN,tech1,plastics,17717.6875,17717.6875,17717.6875
2020,inflow,kg/MW,World,generation,OREN,tech1,steel,303062.6875,303062.6875,303062.6875
2020,inflow,kg/MW,World,generation,FREE12,tech1,aluminium,0,0,0
2020,inflow,kg/MW,World,generation,FREE12,tech1,concrete,0,0,0
2020,inflow,kg/MW,World,generation,FREE12,tech1,copper,0,0,0
2020,inflow,kg/MW,World,generation,FREE12,tech1,glass,0,0,0
2020,inflow,kg/MW,World,generation,FREE12,tech1,plastics,0,0,0
2020,inflow,kg/MW,World,generation,FREE12,tech1,steel,0,0,0
2020,inflow,kg/MW,World,generation,H2P,tech1,steel,151660,151660,151660
2020,inflow,kg/MW,World,generation,H2P,tech1,aluminium,5241,5241,5241
2020,inflow,kg/MW,World,generation,H2P,tech1,plastics,4883,4883,4883
2020,inflow,kg/MW,World,generation,H2P,tech1,glass,17.08,17.08,17.08
2020,inflow,kg/MW,World,generation,H2P,tech1,copper,145.7,145.7,145.7
2020,inflow,kg/MW,World,generation,H2P,tech1,lead,758.1,758.1,758.1
2020,inflow,kg/MW,World,generation,H2CHP,tech1,steel,160608,160608,160608
2020,inflow,kg/MW,World,generation,H2CHP,tech1,aluminium,5550.2210734537775,5550.2210734537775,5550.2210734537775
2020,inflow,kg/MW,World,generation,H2CHP,tech1,plastics,5171.098931821179,5171.098931821179,5171.098931821179
2020,inflow,kg/MW,World,generation,H2CHP,tech1,glass,18.087726757220093,18.087726757220093,18.087726757220093
2020,inflow,kg/MW,World,generation,H2CHP,tech1,copper,154.29635764209414,154.29635764209414,154.29635764209414
2020,inflow,kg/MW,World,generation,H2CHP,tech1,lead,802.8281999208756,802.8281999208756,802.8281999208756
2020,inflow,kg/MW,World,generation,BioST,tech1,aluminium,600,271,1300
2020,inflow,kg/MW,World,generation,BioST,tech1,cobalt,67.282,67.282,67.282
2020,inflow,kg/MW,World,generation,BioST,tech1,concrete,213360,159000,213360
2020,inflow,kg/MW,World,generation,BioST,tech1,copper,762,454,762
2020,inflow,kg/MW,World,generation,BioST,tech1,manganese,145,112,199
2020,inflow,kg/MW,World,generation,BioST,tech1,nickel,9.666666666666666,8,11
2020,inflow,kg/MW,World,generation,BioST,tech1,steel,72900,33595,72900
2020,inflow,kg/MW,World,generation,BioST,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,BioCC,tech1,aluminium,263,263,263
2020,inflow,kg/MW,World,generation,BioCC,tech1,cobalt,67.282,67.282,67.282
2020,inflow,kg/MW,World,generation,BioCC,tech1,concrete,89184,89184,89184
2020,inflow,kg/MW,World,generation,BioCC,tech1,copper,762,762,762
2020,inflow,kg/MW,World,generation,BioCC,tech1,manganese,145,112,199
2020,inflow,kg/MW,World,generation,BioCC,tech1,nickel,9.666666666666666,8,11
2020,inflow,kg/MW,World,generation,BioCC,tech1,steel,33421,33421,33421
2020,inflow,kg/MW,World,generation,BioCC,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,BioCS,tech1,aluminium,263,263,1300
2020,inflow,kg/MW,World,generation,BioCS,tech1,cobalt,74.782,74.782,74.782
2020,inflow,kg/MW,World,generation,BioCS,tech1,concrete,89184,89184,243270
2020,inflow,kg/MW,World,generation,BioCS,tech1,copper,1454,545,1454
2020,inflow,kg/MW,World,generation,BioCS,tech1,manganese,3761,3761,3761
2020,inflow,kg/MW,World,generation,BioCS,tech1,nickel,9.666666666666666,8,11
2020,inflow,kg/MW,World,generation,BioCS,tech1,steel,43139,43139,79560
2020,inflow,kg/MW,World,generation,BioCS,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,BioCHP,tech1,aluminium,50,50,50
2020,inflow,kg/MW,World,generation,BioCHP,tech1,cobalt,67.282,67.282,67.282
2020,inflow,kg/MW,World,generation,BioCHP,tech1,concrete,243797,243797,243797
2020,inflow,kg/MW,World,generation,BioCHP,tech1,copper,2937,2937,2937
2020,inflow,kg/MW,World,generation,BioCHP,tech1,manganese,145,112,199
2020,inflow,kg/MW,World,generation,BioCHP,tech1,nickel,9.666666666666666,8,11
2020,inflow,kg/MW,World,generation,BioCHP,tech1,steel,6181,6181,6181
2020,inflow,kg/MW,World,generation,BioCHP,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,BioCHPCS,tech1,aluminium,263,263,263
2020,inflow,kg/MW,World,generation,BioCHPCS,tech1,cobalt,74.782,74.782,74.782
2020,inflow,kg/MW,World,generation,BioCHPCS,tech1,concrete,243797,243797,243797
2020,inflow,kg/MW,World,generation,BioCHPCS,tech1,copper,3629,3629,3629
2020,inflow,kg/MW,World,generation,BioCHPCS,tech1,manganese,3771.8,3771.8,3771.8
2020,inflow,kg/MW,World,generation,BioCHPCS,tech1,nickel,9.666666666666666,8,11
2020,inflow,kg/MW,World,generation,BioCHPCS,tech1,steel,43139,43139,79560
2020,inflow,kg/MW,World,generation,BioCHPCS,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,NUC,tech1,aluminium,168.88888888888889,18,577
2020,inflow,kg/MW,World,generation,NUC,tech1,cadmium,0.4,0.4,0.4
2020,inflow,kg/MW,World,generation,NUC,tech1,chromium,1038.142857142857,110,5444
2020,inflow,kg/MW,World,generation,NUC,tech1,cobalt,0.121,0.121,0.121
2020,inflow,kg/MW,World,generation,NUC,tech1,concrete,276096.5,170000,383900
2020,inflow,kg/MW,World,generation,NUC,tech1,copper,1374,726,2000
2020,inflow,kg/MW,World,generation,NUC,tech1,dysprosium,1444,1444,1444
2020,inflow,kg/MW,World,generation,NUC,tech1,indium,1.7,1.4,2
2020,inflow,kg/MW,World,generation,NUC,tech1,lead,131.125,4,492
2020,inflow,kg/MW,World,generation,NUC,tech1,magnesium,7.5,6,9
2020,inflow,kg/MW,World,generation,NUC,tech1,manganese,320.1111111111111,148,467
2020,inflow,kg/MW,World,generation,NUC,tech1,molybdenum,58.11,2.5,164
2020,inflow,kg/MW,World,generation,NUC,tech1,nickel,674.2133333333334,12.4,3355
