Passenger Planes,Freight Planes,Trains,High Speed Trains,Freight Trains,Small Ships,Medium Ships,Large Ships,Very Large Ships,Light Commercial Vehicles,Medium Freight Trucks,Heavy Freight Trucks,Midi Buses,Regular Buses,Inland Ships,Bikes
1,0.5,1,1,1,0.002,0.054,0.358,0.586,1,1,1,0.059720153,0.940279847,1,1
