Time,unit,Region,sector,technology,sub_technology,material,value,min,max
2020,kg/count,World,vehicles,reg_bus,BEV,rubber,430.795,430.795,430.795
2020,kg/count,World,vehicles,reg_bus,BEV,lead,0,0,0
2020,kg/count,World,vehicles,reg_bus,FCV,steel,8220.757,8123.119845798462,8416.031308403077
2020,kg/count,World,vehicles,reg_bus,FCV,aluminium,2819.479,2640.2117602240796,2909.1126198879597
2020,kg/count,World,vehicles,reg_bus,FCV,copper,37.1375,33.78737289749554,43.83775420500894
2020,kg/count,World,vehicles,reg_bus,FCV,plastics,1301.298,1301.298,1301.298
2020,kg/count,World,vehicles,reg_bus,FCV,glass,332.752,332.752,332.752
2020,kg/count,World,vehicles,reg_bus,FCV,rubber,430.795,430.795,430.795
2020,kg/count,World,vehicles,reg_bus,FCV,lead,0,0,0
2020,kg/count,World,vehicles,reg_bus,Trolley,steel,8220.757,8123.119845798462,8416.031308403077
2020,kg/count,World,vehicles,reg_bus,Trolley,aluminium,2819.479,2640.2117602240796,2909.1126198879597
2020,kg/count,World,vehicles,reg_bus,Trolley,copper,37.1375,33.78737289749554,43.83775420500894
2020,kg/count,World,vehicles,reg_bus,Trolley,plastics,1301.298,1301.298,1301.298
2020,kg/count,World,vehicles,reg_bus,Trolley,glass,332.752,332.752,332.752
2020,kg/count,World,vehicles,reg_bus,Trolley,rubber,430.795,430.795,430.795
2020,kg/count,World,vehicles,reg_bus,Trolley,lead,0,0,0
2020,kg/count,World,vehicles,bicycle,,steel,0.26,0.26,0.26
2020,kg/count,World,vehicles,bicycle,,aluminium,0,0,0
2020,kg/count,World,vehicles,bicycle,,copper,0,0,0
2020,kg/count,World,vehicles,bicycle,,glass,0,0,0
2020,kg/count,World,vehicles,bicycle,,wood,0,0,0
2020,kg/count,World,vehicles,bicycle,,lead,0,0,0
