Planes,Freight Planes,Trains,High Speed Trains,Freight Trains,Small Ships,Medium Ships,Large Ships,Very Large Ships,Light Commercial Vehicles,Medium Freight Trucks,Heavy Freight Trucks,Midi Buses,Regular Buses,Inland Ships,Bikes,Cars
1940,1940,1825,1971,1825,1807,1807,1807,1807,1896,1896,1896,1895,1895,1895,1900,1900
