Passenger Planes,Freight Planes,Trains,High Speed Trains,Freight Trains,Small Ships,Medium Ships,Large Ships,Very Large Ships,Light Commercial Vehicles,Medium Freight Trucks,Heavy Freight Trucks,Midi Buses,Regular Buses,Inland Ships,Bikes
0.819,0.493,1,0.6875,0.4473,0.71,0.71,0.65,0.5,1,1,1,0.43,0.43,0.71,1
