regions,waste,materials,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1,losses,Aluminium,27.898972937841744,28.50660382547332,29.169925110441493,29.9327826013916,30.789732512143722,31.690296294395278,32.625594084106694,33.57882737200124,34.5601332226092,35.57525778309875,36.59846104698842,43.45101463823489,38.46623706853828,39.29847390352321,40.15008086541984,41.002053785338774,41.80535899087721,42.62893428312766,43.44880599405008,44.27567416135579,46.26759716898927,45.896801775890225,46.54824673107362,47.154891348136914,47.74821527014265,48.18461304207656,48.70262754509522,49.262693329379694,49.95127146682988,50.79942390792796,51.74678662245804,52.791381548752376,53.92539620347196,55.19200713718281,56.58189240394202,58.08572232992207,59.6240024720494,61.207853460239264,63.09516462438434,64.75886924452756,66.34674472554455,67.84303521887867,69.2528507447863,70.3297329733229,71.61570157908551,72.92980291069397,74.32330386434646,75.79733151548666,77.37388645625178,86.89950558544695,81.88335381795221,81.31314509727096,80.4141253450027,79.40515836753222,77.90242369878492,76.9104908379064,75.79640704764738,74.57330474303396,73.21393582180718,71.7173052233812,70.08276669197903,68.30102221210896,66.42166153503864,64.4903312652005,62.496732922467814,60.36045423042468,58.11491112605339,55.762371860285036,53.302697066050996,50.74178250591271,48.105641365362615,45.44366018683617,42.79753285952243,40.18942028952887,37.65118183742316,35.15083236121869,32.69720959282087,30.298707043707473,27.9439412595979,25.623175886940217,25.372082204922293,25.3071238046407,25.262151891238517,25.247794599737972,25.25454933184706,25.29811981897887,25.351960577573784,25.43509159612853,25.523530022083285,25.67360823947239
1,losses,Concrete,8853.45489192908,9140.588018933226,9463.579559670861,9804.054254767469,10368.347734957246,10964.257587533559,11600.188192411044,12244.59544560599,12857.19054360018,13217.549353901737,13440.082140616681,23309.290288213273,13797.448973850696,14049.44071697189,14362.490505823045,14858.093577491052,15398.252908273556,15951.900275052993,16530.181440964512,17123.083089880238,19054.80264675712,18268.08636927402,18814.734832678718,19362.89540311702,19936.075624325676,20507.666200248004,21058.08584195604,21684.736273073333,22363.57699661481,23059.843722277248,23759.0698580534,24484.685756577324,25312.451963742576,26121.384843096952,26925.724571589497,27748.650727900545,28586.57632009354,29343.592066364014,30074.93066194986,30838.0174992561,31619.29031409783,32425.08934155478,33217.34723031232,34019.07260859701,34841.84647666543,35596.953774709036,36337.403562910695,37105.50574529641,37934.80339682098,51848.18946144587,41094.38687133511,40616.991213060996,40159.679610596555,39687.30017349474,39230.360474559464,38823.02910581577,38436.949060219995,38054.34291750308,37668.023246320496,37258.74039097396,36805.715449035386,36294.59267500445,35748.76722455049,35168.71649100213,34582.42882704586,33982.276479968576,33340.77383590678,32660.32517981375,31942.755556611974,31187.741903728685,30408.29855692195,29629.138723446806,28829.064833346827,28024.441187218294,27212.712046340148,26388.896299252934,25563.61004753735,24757.03694166908,23957.15996327255,23162.22370537181,22661.903199848693,22555.346679673316,22442.30947774218,22330.544502749988,22221.458389975964,22101.124248882352,21972.756664740344,21840.5459980966,21701.072533334256,21556.40796227083
1,losses,Cu,12.61733751973787,12.924095802589742,13.26857196286186,13.64625784521906,14.08290129791701,14.55201686492133,15.056518061718656,15.567790681964254,16.083771104268983,16.56509217035601,17.03013043243906,20.631238875509457,17.995743295552323,18.40303558711994,18.840844316586725,19.321787723740197,19.73047342007282,20.232505746538664,20.745498185696135,21.27554817487755,22.66987096446926,22.569653691267796,23.085648346410927,23.59715677722781,24.121828099666473,24.36513995049979,24.861044194928027,25.418404589606844,26.051537587997593,26.777281555646937,27.497382220904377,28.26580636257513,29.094883446869567,30.04167371804541,30.9736511297872,31.901151754086452,32.81448166728677,33.72237672872437,35.109436380053005,35.93176474603438,36.77578264033917,37.60858688505347,38.3877391363984,38.583494031497,39.4271004243481,40.361734500278885,41.391282668065855,42.506602782908516,43.747107703448506,59.28359431717797,47.180612568807035,46.5302039727043,45.83190623615296,45.19470970993281,43.44794396417636,43.22434776539713,43.099523067127805,43.0194366210324,42.9014436134714,42.74256158144401,42.52213752282195,42.17315181900513,41.78729951626053,41.399689628273435,40.957559387937536,40.383174005329735,39.67296242440496,38.81605774214431,37.81515197570138,36.67544204174034,35.42293830009478,34.088825316760364,32.693253980656316,31.257859093920473,29.853831990686366,28.406700531427028,26.932588062949446,25.481736834387426,24.025363683589788,22.54472881497125,22.513172554585168,22.58017974874749,22.65006865712658,22.768240085865752,22.906735763445006,23.10536000518988,23.308319814748184,23.56442713881775,23.821151137133928,24.1601415694034
1,losses,Glass,42.1961952193943,43.23478227562815,44.43489916717452,45.74230714273051,47.13795244579701,48.67312963433136,50.367752702540685,52.077502354088054,53.81775977230229,55.534691747784905,57.263801380215014,75.67223646781164,60.513815552960374,62.0716549851507,63.734423812938516,65.50692778817859,67.40242518455298,69.29356296685448,71.2325883267468,73.18825301958252,77.45687768801717,76.73893549940054,78.33119314190351,79.86647142501508,81.44652708283306,82.94134501214671,84.33973753105661,85.91187179973966,87.70885303179038,89.62751701878872,91.58998425605554,93.69620742006768,95.965455160415,98.25000158975661,100.64931468937493,103.21259187250756,105.82542498911715,108.44167284335671,111.11125631060501,113.67775999806214,116.18586880319359,118.661693708058,121.00928698940156,123.30996011428073,125.64764060473476,127.94415478946452,130.21409680551193,132.6203352551329,135.15627070527202,179.6646835972781,136.29949303346493,129.9720228528506,123.58164835042257,117.25659003337842,111.11419017331973,105.03694287889878,99.02668342516428,93.12370593624179,87.33632362773784,81.66566000268595,76.11507683406418,70.67308316776305,65.35750398314053,60.19523170465085,55.1980697008987,50.36748033351044,45.71265645051248,41.24047087469699,36.95560823857782,32.86479406375736,28.977274105239964,25.307142846776202,21.86329020505569,18.647602305818808,15.659810265816754,12.898189006657972,10.360094333022646,8.042632293203729,5.943287781712225,4.059608836566365,3.9989565956991737,3.9770823324566384,3.9550157976035036,3.932910839060334,3.9108464792417035,3.888861725562663,3.8709787461712626,3.8526578938981415,3.8338136876718196,3.814830781040704
1,losses,Steel,306.65650550796477,313.2259708533078,320.60293098157075,328.9376419492878,339.3623150548271,350.57821155976933,362.71687469382005,375.5428447923325,388.7834652437671,400.92377684707054,412.0877112126317,501.01661462136553,431.0474755480959,439.8964225183594,449.6943300299535,460.7852926981927,471.9540493754698,482.5204269071438,493.0111460848714,503.93924832223024,524.6732338605692,525.8888773251126,535.6391933432504,544.4999110525002,552.8918301711794,560.2036374715587,566.3880351893209,573.537476247207,583.1973080906321,595.8292520120024,610.7655609450738,627.0734335497561,644.2312302014086,660.8800223235971,678.1295124720355,696.6263654619881,715.5539867912171,734.041726585536,753.0564478596428,774.4062737853675,794.6414803869877,814.2399390134881,832.2243219118639,847.2639738137464,860.6277501341359,870.7045170366193,882.1607500624009,896.6141174491136,915.9501626246987,1150.5690360738977,935.2572225712127,914.8524425270109,891.0982533303029,865.2302259488574,840.6087572669542,818.0343554827064,796.2641030813514,774.6272347480265,752.5088722050616,728.6138152209427,702.5047327000789,675.2181752430921,648.7707921185106,623.7656549025434,601.8445993957547,582.0507811170701,562.4268570784557,542.5432195136963,521.7845620812841,499.57574185094404,476.66183017462004,453.92087548093025,430.82032554220035,408.3297342434413,386.52819669345786,364.8639609298734,343.7884968768929,323.6515109865154,304.0052330509117,284.7312985290297,281.4442417032159,280.6322269211418,280.06853279258166,279.94661669322,280.3337616374789,281.1279837239698,282.04221738863623,283.6105921270994,285.2765357353305,287.95280080682915
1,losses,Wood,232.18754647957712,239.39909911817972,247.31470364441523,255.85834741082402,264.90601587733954,274.62738070001734,285.14461912684544,295.97059896715757,306.9887548573989,317.959005203114,328.985878117972,652.4544972728487,347.3656116015311,357.93201636658773,369.0805128139011,381.03936066166295,393.8283121504124,407.00478576917556,420.75190745912954,434.90153067935876,497.96515023411246,461.90887128182146,475.10480829833745,488.2986655849761,501.87334996442473,515.4876240040568,529.0761623408779,543.6001778628896,558.9779253394453,574.706609156618,590.663519754329,607.0660379034332,623.9413856547693,640.8114828592483,657.8588176409754,675.4606804573885,693.6304409412264,711.8390740460245,729.8396085169235,747.7025554796174,766.0147223404064,784.6099400640309,802.9714027384987,821.4419555013192,840.3468730068917,859.2067190743422,878.027259164283,897.4049800286449,917.1650814114766,1147.8948678559768,1036.4888449629607,1027.6120619923515,1020.1235972073974,1013.7684067620145,1008.5139962679564,1004.2080703269163,1000.5682493209532,997.48983734182,994.9079060814896,992.7374066209878,990.6085185547419,987.3058414706782,982.5921645072008,976.539525972162,969.2219992582054,960.7163636578906,951.1502774652868,940.6011364686506,929.1209519979252,916.7676000564329,903.6570209492066,890.0479607417705,876.028606905128,861.6332211848355,846.8899139568842,831.8402539803558,816.5538263454713,801.0559052224496,785.3643885071683,769.4997270840331,747.2043899117223,743.8588323749707,740.2611879876474,736.4268337257037,732.372834259435,728.1167530029747,723.6762499217702,719.0688527578307,714.3120416404811,709.4232467406034
1,reusable,Aluminium,20.8433334879547,21.28997281747592,21.780410959509137,22.34594517912504,22.98237526950453,23.65391832724041,24.354581437891188,25.06977739811253,25.807064137129196,26.56965772036466,27.339225321193734,32.92574958286746,28.738372916119644,29.368708886920764,30.015440513020266,30.664913682491772,31.286941455146636,31.918472334495114,32.54824919041141,33.18284938386823,34.756106752943936,34.40517193561589,34.90518576612163,35.37058238729684,35.82618194362352,36.18018501573338,36.57483357938132,37.00033545672913,37.52036433843348,38.15349254889796,38.85824756329047,39.63227623152611,40.46983724444857,41.39364318841636,42.4080986771109,43.507411329457724,44.63065264884784,45.783687978552734,47.12980644595332,48.340373851890476,49.491257692118666,50.57480952121318,51.59524757159892,52.407423505445834,53.34197317887147,54.30080748147349,55.32095490780629,56.40583424633262,57.569207964612595,65.15635950592052,66.88978128277132,72.59774140017987,78.27421048193094,84.08756592150769,89.67326588156203,95.96955847663452,102.39319081392556,108.95270834043299,115.59776540238462,122.30104194529969,129.03041793259388,135.72405084315315,142.43192424366768,149.22351877836726,156.06474409780895,162.73516168279468,169.2555108589189,175.57012252298074,181.60553271401602,187.29372879658297,192.63286013511294,197.73029028898787,202.70527052108898,207.6367823625293,212.701671561689,217.73608026372176,222.7997182051065,227.98135966741472,233.2237667463542,238.44728009456952,235.9071575988433,235.34246157621692,234.9622948602452,234.88281033973237,235.00234323076978,235.49691590119767,236.08032789975397,236.9666192585989,237.8977154045997,239.49602534094686
1,reusable,Concrete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.30596806672605,591.2971730503751,894.5416273652493,1202.5829879593405,1516.3724495269582,1838.0706998970388,2167.587762359382,2504.579534611513,2848.8660343102415,3198.9596803240247,3552.409528582108,3906.484850314152,4262.178817140353,4618.442429999153,4978.106079226534,5339.766888744275,5698.183479539097,6052.015336891126,6399.782006964693,6739.479110704903,7071.999417579182,7401.8534507322665,7722.88040089967,8038.04175223427,8345.629105120748,8642.838260934723,8931.765249898897,9218.886297700283,9499.759032563721,9773.090171042959,9561.984472509996,9517.023915473972,9469.3288935621,9422.170676265818,9376.142780580574,9325.368881384962,9271.205343772295,9215.420252361437,9156.570689170572,9095.530785768284
1,reusable,Cu,5.17024238052392,5.2975387728694425,5.439746807351989,5.595247203201759,5.776469627921475,5.97049867181352,6.178458152178395,6.3892037385763425,6.601386064178042,6.79729784749589,6.985261820708851,8.426599530630137,7.381802416354259,7.546532211602187,7.723838270262536,7.919815179405204,8.079970230430687,8.284568157171037,8.493768426028387,8.710799963118607,9.291891886449285,9.259677778220254,9.472405177317551,9.68413367437692,9.901413723071537,9.988085717007483,10.196238053710857,10.430978774529002,10.697463021298015,11.005184543399713,11.309570871261586,11.634440669585063,11.985390193489494,12.391961552569576,12.789414497358992,13.181866421108012,13.56749047067704,13.950834281887088,14.558605844507401,14.902359516908945,15.258250263383568,15.609945687890754,15.938451677087134,15.991298541618807,16.34421736002787,16.732117940593795,17.157976038883376,17.61831833389309,18.13213952417052,24.44088361757874,21.427462468279153,23.012944336476803,24.623751425072417,26.313459029522928,27.213505949318602,29.223730496227713,31.40866270797555,33.73774739499578,36.14465764014317,38.62947391084019,41.170447738764324,43.69522626038571,46.30189539843521,49.04505127261448,51.86732573299554,54.66275987972557,57.40753700484352,60.057769631275065,62.59015199200084,64.97911904016664,67.24038183559657,69.39602475464949,71.44517055959273,73.40963715083583,75.49178221087104,77.42625761622068,79.22469647934322,81.05989961856235,82.78909999725136,84.26945613635317,83.88871029051612,84.10039894197634,84.31862544056376,84.78051955753898,85.33629606819834,86.19877730434966,87.0725982852075,88.22167880787609,89.37033479170671,90.95659079423675
1,reusable,Glass,4.633582354821877,4.745178103493659,4.873944190463005,5.01512349113792,5.166729474096519,5.333114179568888,5.516094855518526,5.700856910078581,5.889153298566374,6.075705323988975,6.263735060253948,8.170713991972722,6.616314668363517,6.784317905707493,6.963112641682965,7.152890979384928,7.35495109046859,7.5562557322568775,7.762309845464675,7.970010327024101,8.415644585072307,8.3463817541257,8.514139552616292,8.675362550803047,8.840747713753249,8.996627998865028,9.141821962757364,9.3046201161953,9.491461951536207,9.69226031521334,9.898853756654464,10.121390581300453,10.361907887206446,10.60541711098912,10.862760066804228,11.138416840531988,11.419194891808813,11.700562440274858,11.988691884578724,12.266271831581054,12.535959265690343,12.80069335631377,13.05133923728161,13.296173827097524,13.543845926768686,13.787258727601788,14.028529866741348,14.284375955176063,14.554447849197043,19.15193504388056,20.77816925191032,26.283522282611905,31.81836284164774,37.39619176013813,43.05441079814406,48.747098261977754,54.458916058902005,60.19729708359118,65.95605265972642,71.72227956123308,77.4825873127584,83.2044093191053,88.87909668310586,94.51648920180975,100.11228441071944,105.64281687389251,111.09663018030382,116.45751705620972,121.70092097475745,126.80557877944409,131.76155577945588,136.59602999607517,141.340803066768,146.00844629583491,150.60788364093898,155.14307514981988,159.61078135242852,164.00213558398838,168.31111779657493,172.5333755540704,169.95565531721473,169.02599912940698,168.08817139814877,167.14871066006407,166.21097536777228,165.276623336413,164.51659671227853,163.73796049067073,162.93708172605218,162.13030819422983
