Year,Region,Building_type,steel,concrete,wood,copper,aluminium,glass,brick
2020,1,1,69.93785671138195,875.0716519624999,60.561026576252026,0.266526296,1.0975731966875,4.4547060400208505,384.1039827111111
2020,1,2,69.93785671138195,875.0716519624999,60.561026576252026,0.266526296,1.0975731966875,4.4547060400208505,384.1039827111111
2020,1,3,101.20544642857143,960.0447123607146,42.03632903312854,0.266526296,1.125146393375,4.238190004489779,259.515625
2020,1,4,118.0,654.62549615,45.02265806625708,0.266526296,1.07,3.844112566979557,112.0
2020,2,1,57.04862436209074,657.4138985725373,59.20204571546205,0.266526296,1.088382131125,5.698881784079642,384.1039827111111
2020,2,2,57.04862436209074,657.4138985725373,59.20204571546205,0.266526296,1.088382131125,5.698881784079642,384.1039827111111
2020,2,3,108.76118327500001,906.3509093857145,43.75000000000001,0.266526296,1.07,4.8892354157487805,259.515625
2020,2,4,118.0,547.2378902,48.1,0.266526296,1.07,4.93544757549756,112.0
2020,3,1,56.4896875,966.04888435767,67.18975509212603,0.266526296,1.07,4.565042056823395,371.9774130513889
2020,3,2,56.4896875,966.04888435767,67.18975509212603,0.266526296,1.07,4.565042056823395,371.9774130513889
2020,3,3,98.4130174025,1086.0215476232145,40.01132903312854,0.266526296,1.07,3.740167115403445,273.63671875
2020,3,4,107.5036075,906.579166675,45.02265806625708,0.266526296,1.07,3.48033423080689,145.5
2020,4,1,7.508019376866818,966.04888435767,67.18975509212603,0.266526296,1.07,4.565042056823395,371.9774130513889
2020,4,2,7.508019376866818,966.04888435767,67.18975509212603,0.266526296,1.07,4.565042056823395,371.9774130513889
2020,4,3,10.98611184791333,1086.0215476232145,40.01132903312854,0.266526296,1.07,3.740167115403445,273.63671875
2020,4,4,3.82222369582666,906.579166675,45.02265806625708,0.266526296,1.07,3.48033423080689,145.5
2020,5,1,56.4896875,963.611704851513,67.56475509212603,0.266526296,1.07,4.565042056823395,371.9774130513889
