Year,Region,Building_type,steel,concrete,wood,copper,aluminium,glass,brick,plastics
2020,1,1,2.4122964641121163,402.6985517324076,69.97600008563657,0.266526296,4.173,2.401479821846145,109.98877741030137,1.0098071215287028
2020,1,2,2.4122964641121163,402.6985517324076,69.97600008563657,0.266526296,4.173,2.401479821846145,109.98877741030137,1.0098071215287028
2020,1,3,44.139259798251864,931.8113115334932,19.55863956556641,0.26652629600000005,1.261,2.955170054304199,218.67508071917692,1.2078956486479826
2020,1,4,44.139259798251864,931.8113115334932,19.55863956556641,0.26652629600000005,1.261,2.955170054304199,218.67508071917692,1.2078956486479826
2020,2,1,6.580754244235316,320.8208150015872,60.23284574252878,0.266526296,1.7550000000000001,5.118219196363267,165.65945447206718,1.199406238
2020,2,2,6.580754244235316,320.8208150015872,60.23284574252878,0.266526296,1.7550000000000001,5.118219196363267,165.65945447206718,1.199406238
2020,2,3,57.744026475166294,727.1769236020676,20.186862785919757,0.266526296,2.2295000000000003,3.0,178.17632433948935,1.199406238
2020,2,4,57.744026475166294,727.1769236020676,20.186862785919757,0.266526296,2.2295000000000003,3.0,178.17632433948935,1.199406238
2020,3,1,28.402290566878186,590.0390746170369,44.40261823837232,0.26652629600000005,2.314,5.190240250931741,566.0387573030439,1.199406238
2020,3,2,28.402290566878186,590.0390746170369,44.40261823837232,0.26652629600000005,2.314,5.190240250931741,566.0387573030439,1.199406238
2020,3,3,49.00034369970633,950.6822732209476,19.400042553296974,0.266526296,1.261,2.2525822820058576,233.99792143510933,1.199406238
2020,3,4,49.00034369970633,950.6822732209476,19.400042553296974,0.266526296,1.261,2.2525822820058576,233.99792143510933,1.199406238
2020,4,1,25.913554873241953,548.9658983499224,46.897440104432356,0.266526296,2.314,5.072630382851844,518.5585033141033,1.199406238
2020,4,2,25.913554873241953,548.9658983499224,46.897440104432356,0.266526296,2.314,5.072630382851844,518.5585033141033,1.199406238
2020,4,3,49.0017911493108,950.6634205743458,19.40022176134324,0.266526296,1.261,2.252564872191194,233.98916781131086,1.199406238
2020,4,4,49.0017911493108,950.6634205743458,19.40022176134324,0.266526296,1.261,2.252564872191194,233.98916781131086,1.199406238
2020,5,1,29.875688596042068,560.5589920753474,40.15185824006359,0.266526296,2.314,5.715771204224546,625.2844668436935,1.1991596321506264
