type,years,Canada,US,Mexico,Rest C.Am.,Brazil,Rest S.Am.,N.Africa,W.Africa,E.Africa,South Africa,W.Europe,C.Europe,Turkey,Ukraine,Stan,Russia,M.East,India,Korea,China,SE.Asia,Indonesia,Japan,Oceania,Rest S.Asia,Rest S.Africa
aboveground,2031,105029.37982431802,555927.4427155135,96923.33713062812,21536.432784397555,235808.7337469286,146438.22987257034,135490.95116266853,96997.22201318388,123436.0647149881,66726.46572993143,365261.16459748294,119299.15414266738,74361.84293904468,72050.74067494694,66004.40561112248,221189.24547674137,211596.6872327623,745596.3857826341,19268.395768759216,1073175.1774481414,132541.61091571208,63533.06991115203,38137.44269473391,91416.990274041,98088.12428380788,71505.94981558454
aboveground,2032,106996.43545690834,552876.1287986072,100871.53573324447,23330.817586138637,241432.7260964817,153516.4598064581,140883.64319360314,105696.66408833285,137422.7146892561,68477.30016355077,359659.84841680597,125543.39824888216,76652.06667049376,72004.95489817095,68298.4847821055,219850.9475757012,216795.34249772926,796775.5139574433,19998.60217435482,1085494.5406497566,138426.1744257938,68260.92364654182,37785.18970448363,94102.1175743095,106985.44644499688,75711.03967599537
aboveground,2033,109927.84928752802,556315.9927084561,104734.80484535855,25647.009306720054,245477.77283426133,162463.96856504277,146536.85538510053,114347.47302047006,151212.98861677406,70656.72820095625,357974.9063461677,133309.1783657247,78841.37355412534,71796.77613585538,70378.86367894283,219875.8696737399,221698.632686347,841547.6851872178,20019.891629605394,1100512.1899346,144164.4839708031,73379.34443265593,37536.32578574884,97424.98448320777,114245.30150617838,80485.8271044624
aboveground,2034,113729.60482696326,564918.4667260002,108831.76060073574,28477.42170213619,249958.9213707807,171427.00469599466,151620.06478759658,122693.44211828274,164375.58344405194,72118.21290493447,355471.92195254326,146566.02174216328,81475.7614593813,71917.55724368627,71632.91343724239,220668.24394103614,227299.0825523987,888110.9169683713,19796.430322048545,1119019.4073642371,149999.250666843,78114.04894034746,37264.9493429805,100198.2489423219,120818.9945884462,85432.38057347943
aboveground,2035,118725.77195059927,575239.2930801364,112961.6686374505,31131.011983497716,253752.79208927698,180185.3985636138,156523.6552145189,130086.77788359455,177216.5988062264,73800.4275108218,353768.4674153611,162820.2724906608,83836.64507641106,71901.67814572937,71996.93831560639,219039.6906726954,234372.04886878002,927443.7239416402,19626.510721383307,1137418.3385712302,155838.00821001423,82538.4735052072,36979.83287597607,102869.65242435988,126334.09574627325,91371.82967153683
aboveground,2036,125772.14439057886,580616.2082010227,117381.0139081156,33474.34576748105,258125.86572588788,188439.7494686918,161288.41774447847,136537.08440237612,190722.10848411763,75418.34110607106,344735.5591511872,170701.53570204787,86510.98574435232,72029.6499837861,72111.038550621,217136.63997344935,243462.0733762801,965877.1756922447,19399.056759834377,1154503.3865027863,161838.7426214932,86821.0657062435,36769.85953096606,104983.04183846166,131090.4419203816,97710.4380099517
aboveground,2037,133199.02178755074,584737.0897621469,121815.7177286658,35215.45849219201,262552.78285487235,196193.08390452567,165910.7599413474,141895.61479272542,204771.87436616005,77079.77243638832,341171.7706261739,171896.00870614155,88932.3186201498,72422.09137450834,71969.04402334879,216199.60321365346,254929.72592718183,1004599.0749870368,19146.66505392539,1169232.9341781056,167677.6918407456,90898.7072134869,36586.207172188595,106647.82199181714,135171.58378354355,104592.01219901514
aboveground,2038,140100.58528368396,588929.0587479421,125774.91246905684,36636.44503544615,268052.2153775174,202068.15664567924,170545.2814667592,146525.9654713924,219608.87147573152,78477.07371403917,342954.449452123,174744.39450877247,91288.97486535362,73243.62430967276,71870.6023820505,214263.02024464138,265892.68953091494,1046754.2685642034,18863.329193743954,1183509.3326457955,173193.110542552,94570.69756736595,36416.134366157494,107612.97003774284,139318.49440231928,111539.99300028314
aboveground,2039,146282.06284714342,592195.5743928935,129131.67217107958,37678.29187266023,274863.95995555475,207416.01280378056,175537.58203824933,150272.9511162898,235493.09870448068,79996.57268619884,343863.11003188696,174399.1548832309,93823.98543297302,73859.56710762599,72681.85804911083,213577.14592418112,276818.84372470574,1088360.8344025314,18499.423884766566,1197874.6451425476,178420.47617079774,98047.06641327862,36268.865427510726,108834.40960134937,143750.79692214067,119163.86402236167
aboveground,2040,151045.8834955964,594909.3525217611,132578.72632307714,38952.903022031845,282833.65879397985,212127.75331582924,180800.6043097715,154103.09891271143,252970.74198078652,81499.52299727123,345271.95151164965,175334.35952583546,96545.21948121085,74506.4945093533,73674.29903831243,213296.8246107212,287284.2606941397,1134210.0037994022,18078.91769516807,1207885.146084032,182856.64281867293,101120.3980478247,36073.98419575536,109677.61949009952,148670.90133060655,126735.662122778
aboveground,2041,153929.14838444017,597603.7294032099,135840.65797262097,40214.17111171672,291101.8384074116,216693.63405659748,186261.99530997258,159095.06701832806,274178.6345086551,83045.73482767092,346157.9603814811,173277.92220282645,99196.40012954868,75585.06700052558,75157.24298484401,214281.8296996875,297285.2475556227,1175654.541546723,17671.558644975878,1220553.2374823042,187410.05167897424,104061.82719196379,35891.80587500294,110720.34213672637,153909.72398233626,135124.4699526479
aboveground,2042,156521.95947672956,602254.9247316134,139072.1749093524,41860.91581548305,299732.94913262257,221013.31702233784,191884.52307396787,164469.14563271974,298105.08772573853,84411.65044218421,348129.7666531864,171138.8854397517,102268.41328644355,76918.77914596745,76829.47319846957,217056.03575529405,306302.63358362415,1215480.8845664866,17310.153709622024,1233545.8086266497,191889.80023374793,106971.7689343538,35922.566984164325,112056.99471428487,159487.94274464092,143787.16020198475
aboveground,2043,159366.56047670337,605687.7876729434,142202.4099498467,43631.89948256438,307939.405790645,225963.62119449407,197702.63204875946,170551.48513323235,325440.4509868528,86158.76579262705,349884.6150545284,170259.21041842527,105091.49343857558,78331.85382689582,79176.71405589525,221757.0046521806,316091.0919156286,1257905.7024711561,17100.39633488881,1246841.6807869493,196828.52174958785,110043.66402397503,35914.095220336385,113788.48854227489,165556.6731133275,153948.8006283411
aboveground,2044,162751.3627898442,610530.8517827544,145551.56472430032,45669.3347342418,315665.1124661019,230792.36211373223,203670.01467932787,177530.73224422752,357100.0590607058,88149.47770267302,350553.5040268673,169890.01341826288,108278.19498763293,79827.19168591023,81621.49241490041,230280.6254958152,324982.6069673542,1304021.182026133,17106.503001650144,1260951.9954258865,201996.1678137685,113117.3583507734,35933.365795750404,115663.24153632276,172141.29731095026,164675.52434503587
aboveground,2045,164887.04051165454,613843.7763177397,148635.76171427584,47555.856063879284,323195.85163264273,235846.89020068495,210158.7060604516,185063.64678860444,391307.0138137836,90135.43881676257,351711.75166961754,169942.94396410568,111114.02000056922,81273.40455826839,84334.07424186634,239985.8874047927,333299.7243475604,1352699.2451831116,17043.90967227748,1274400.8121405256,207371.6623535907,116431.68742501645,35965.65499078629,117562.33571436362,179345.22524048373,176247.17045184557
aboveground,2046,167083.57748087385,617505.4401706583,151889.02026476286,49619.40889726983,331013.78005254123,240685.33571018992,216783.74545617553,193450.5652456487,430665.77821814944,92215.77049202609,350352.34123045136,169227.02826627105,114087.96070411071,83322.65749230208,87490.56034372177,252175.52692206713,341646.2564917485,1406228.2980083742,17043.078659062456,1289530.4972978763,212926.8466653027,120055.45529629606,36015.71049725748,119195.35275535515,186659.84914625256,188191.9216254443
aboveground,2047,168741.8100407645,622445.9731636819,155140.99194364995,51555.078148598244,338880.54923720803,245888.29692330718,223470.25988158543,202368.85740754436,471986.0812766226,94364.23351558288,351843.55205865356,169289.9178627778,116425.0559029623,85371.65779659121,90732.66305242661,265135.5659008213,350100.1094530043,1458388.183062941,16987.629667087618,1302500.4339307742,218745.46217134435,123434.64014401758,36086.83717700304,120449.78401983906,194522.50886878467,200950.64520041595
aboveground,2048,169811.80181345606,628282.674509916,158207.84413884208,53692.32462570655,346885.4204656607,250939.1669915149,230445.36596361958,211640.20283541546,514469.64117614564,96579.0170709556,351978.40626514907,169512.39836193723,118963.50257113072,87543.074173559,92866.91720096553,275972.7951619094,359050.81816199503,1514636.006017435,17231.74879489424,1315379.6706338774,224728.97695268205,126862.21246135926,36199.383220352946,121677.84768041839,206457.59683151855,213448.6499746081
aboveground,2049,170297.1360679498,635842.9326750278,161426.86573141778,55481.134218666695,355036.63710113784,256341.81611689468,237571.48472004727,221736.8631174249,557860.4154893229,98724.35880467972,353863.159780483,169376.73424629352,121328.65188339952,90048.3015094402,94767.20621972434,283259.8252003501,368416.8796953771,1577816.9808158234,17245.69343034788,1326404.1941207582,230634.79290948706,130228.20100611211,36296.7732006452,122498.39099310146,216846.83742350023,226384.77839953575
aboveground,2050,169606.94186699364,644601.900313098,164595.84787367083,57492.34275611718,362749.0250226888,261405.0138530246,245127.47421556414,232365.81983585047,602058.877818965,100608.88932620805,355789.20899403497,169816.42476083728,123537.98891250213,93380.05817915133,96566.83217083718,289188.61158082937,377475.76438031445,1644352.3628912931,17107.37245763058,1335270.4290788823,235854.12809510666,133494.71585748007,36399.21602807914,123460.68949054983,228290.2315101909,239297.1261233695
aboveground,2051,168727.7214208208,655909.586042385,167813.54987460785,59244.927560608005,370536.1103314784,266495.5131261699,253326.55175942703,243850.5327336684,644004.7848290263,102703.52110234565,357274.076753443,169554.9416420301,126070.40587342299,97598.11880880441,98290.53828940584,294922.46281725494,385729.5967886828,1713462.672352378,17018.09294986927,1346130.9183526405,241579.8797811372,136650.29657782687,36672.42935457876,124630.52561282038,239485.31052106243,253477.8020875394
aboveground,2052,168068.07431839398,667550.1755526542,171029.66432129673,61129.04434608147,378881.52546680113,270897.3907812702,261730.35646796,256242.15496944645,686026.8228195633,104836.87219180608,360731.7571112747,169478.7576820776,128727.70931609639,102434.8615412978,99458.4917132705,297481.29812586313,393728.7479470137,1788946.0825429813,16968.81568958149,1354199.1280869513,247196.781910695,140005.56114180278,36873.656150273695,125779.51122849563,251456.90235469505,268233.9542720956
aboveground,2053,167968.0917770795,680467.8519525293,174410.9795605867,62734.71856931705,386946.9016246721,275199.87851936946,270242.53309682716,270016.2703283583,728611.8836076907,107015.69387010939,362657.2688069305,169429.13634901712,131223.8683492136,107446.9078557319,101152.970399352,301958.6687217265,401957.6653101624,1873794.4287456898,16817.54255540008,1360265.1593910637,252647.73472697003,143278.79733398955,36970.07273020408,127171.22951526684,259328.53111048756,283392.2691572066
aboveground,2054,167696.44916201872,694756.9223089522,178065.8231307763,64469.95501319674,395401.1576990698,279145.39696071343,278219.5341750149,285091.50282986154,770302.1679052203,109313.95706030246,365505.55544904765,169545.1187888206,133849.449012568,112818.20370185516,102835.70157263419,302913.4629010238,410717.99333196954,1965550.6493429155,16672.54405140621,1370378.3020251952,257801.02700430504,146504.43333504818,37096.76898243203,128569.04681314102,269153.8797499555,299380.9684683926
aboveground,2055,167335.0943089663,707570.171970215,181719.78463738612,65856.24800896415,403360.5267929881,282741.4523152115,286629.84380119,301803.7203597159,814189.6522084655,111720.67926724268,367314.8150397343,169780.06876046475,136021.00881685482,118025.56350522541,104388.71486223227,306838.70112541254,420790.7636548467,2055027.1960645332,16465.475532189645,1372979.3277613844,263089.43647353066,150023.87954911977,37065.49838181451,129882.469853632,277208.2740073017,317069.5387081426
aboveground,2056,166548.00273611533,722624.1569485276,185345.64279233458,67309.21448187713,411073.94088705204,286382.7730071548,295249.0219041797,320062.8437305404,857771.4024392578,114204.1480812253,368071.59947019845,169173.75387957745,137637.24839149264,122865.86834340544,105707.51835304701,308811.3036313343,432256.06641485984,2134293.909955575,16261.465218194082,1374717.8129187154,268058.1564193258,153710.7654301944,36929.76115345774,131411.03937673938,285946.9128050283,335070.5535294005
aboveground,2057,165484.11083069467,736376.3692023322,188606.7861854302,68549.06187997696,418323.2721109324,290017.9095479111,303088.27430842933,340034.57685831835,903319.66534609,116800.27204723729,368858.39150341135,167945.49432285,139076.46019448893,126958.11399985693,106785.83373929873,312518.61237453006,443171.90695350314,2213333.081365208,16036.331821079883,1375640.0283770566,272968.91297995823,157276.480951556,36839.167215445814,133020.223002843,294092.026373567,354858.49928158626
aboveground,2058,163346.73857648196,751185.1092589261,191810.8293497121,69975.68961730578,425240.6689679669,293930.57088928035,310993.8894151353,361643.9951044401,951373.9865896235,119469.56463466084,370035.8432614438,167028.24791831666,140245.42946499254,130412.87175310618,108302.97063264153,313571.69366096356,453771.4820059183,2290548.3715073285,15839.397684947946,1377859.695699366,277432.96427291183,161070.29789386477,36726.67141965352,134297.28020646228,302811.5464765568,374791.9891239463
aboveground,2059,162111.9152349162,763578.1344279647,195379.42799078763,71227.31450557936,431405.74908779725,297706.3860402796,318790.5928492714,385006.53810065927,1000641.5356840789,122036.34659757366,368643.01008677983,165773.033923656,141214.3909060863,132758.90071817572,109144.816249734,313236.3662868104,463902.5816012202,2351410.9447752223,15626.54717816241,1379287.3059457561,281776.01131629513,165014.31066175294,36621.53522060371,136067.51495487624,311322.67248405167,397397.6779357376
aboveground,2060,160925.83435617958,775980.169173154,198975.02419849124,72578.99105091396,437155.7175596121,301561.7612043209,326872.2804134333,409990.5778226647,1051072.067925911,124378.27199613462,368153.0456712057,165105.99031628805,142023.25110338637,134672.40130069066,110287.60098647614,313015.33667366405,472846.3213738531,2412309.6698630434,15425.417632836052,1378377.1632282392,286015.3972258514,169100.907238724,36510.52461167651,137395.2795658294,320826.01119616284,419372.53338789026
underground,1971,161.65607330251683,3083.259391932091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
underground,1972,256.3267642619914,3857.5241545813205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
underground,1973,450.8391696946969,5111.7692248048525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
underground,1974,589.8070016285066,5248.241439414937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.8996219607023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.243110501401356,0.0,0.0
underground,1975,687.1040766557505,5731.7828931175545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.139822674056722,0.0,0.0
underground,1976,913.9821360146373,7349.674399991839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.1751964243517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.877033318057567,0.0,0.0
underground,1977,1112.905624824811,9079.81787247781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.6098837422512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.05432981455036,0.0,0.0
underground,1978,1263.0693655848056,10841.013728636677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.1474472466552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.288229974134595,23.22367967110412,0.0,0.0
underground,1979,1427.2881871049697,11899.19127017035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2899.419839977722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.59620856093456,67.42038348106243,0.0,0.0
underground,1980,1516.521450283983,11805.791294842393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3376.7354651181363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.46633230846447,99.74639047380471,0.0,0.0
underground,1981,1684.9062202128016,12684.298099424681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3537.08292701609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.40045357010464,151.63748799167251,0.0,0.0
underground,1982,1514.63543121463,11866.758073209478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3854.737688644931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.81686730304384,210.77517444652563,0.0,0.0
underground,1983,1673.2672145270574,13430.25598682775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4446.643481065508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.8723487187659,140.53668788478325,0.0,0.0
underground,1984,2038.3896238806255,16213.993788362777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5421.1381126955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.5863168959424,244.04828547531915,0.0,0.0
underground,1985,2343.940729593815,17939.460723116346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6502.828197939432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.4006925050988,352.39585726426697,0.0,0.0
underground,1986,2531.80047882766,19437.22485319921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7661.317841856806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.7571446653653,456.39644604954015,0.0,0.0
underground,1987,2826.533769812825,20824.658391468973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8802.939514705997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.5185975515377,490.8725113307991,0.0,0.0
underground,1988,3179.90312588056,22673.701525801545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10534.656363489446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.3940681571064,604.0101379657084,0.0,0.0
underground,1989,3346.3846659292576,24107.282134218618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12021.769566245443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.5365411343935,674.9553224532159,0.0,0.0
underground,1990,3325.429311585459,24763.80710431418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13251.599852345036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.6500476271806,748.9114327252069,0.0,0.0
underground,1991,3065.5650647136313,24247.801454600645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14002.498280764336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.9077451646544,674.3453156609982,0.0,0.0
underground,1992,3045.68741432376,25581.010756715546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14517.946896792928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.6032678551342,637.838970122173,0.0,0.0
underground,1993,3251.159404775714,26598.835355182997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14385.57410886037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.6606347225393,751.2729113437443,0.0,0.0
underground,1994,3684.6547351850168,28378.526928566916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15702.111211468084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0049390251934,892.7810629498133,0.0,0.0
underground,1995,4021.3725424701843,29326.272447165855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16958.60840563556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.616912992978,1045.8761641916965,0.0,0.0
underground,1996,4298.631350825799,30945.491383847188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17939.444066700093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.553996280694,1196.3022559910407,0.0,0.0
underground,1997,4882.229469635892,33116.93243360497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19434.4913036218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.8791984738841,1339.1888250129364,0.0,0.0
underground,1998,5513.929231095526,35145.565717353755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21118.509269132934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.9810474504163,1502.5133661619805,0.0,0.0
underground,1999,6322.699495372491,37829.62694913171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22755.126867481278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.140504643337,1732.1464582084095,0.0,0.0
underground,2000,7066.86442933109,40640.60120121531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25122.887408102873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694.8560860076523,1908.4707577783452,0.0,0.0
underground,2001,7288.3133401786445,41912.90327457313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26266.618470335125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697.1863495654243,1992.0423905657087,0.0,0.0
underground,2002,7654.66114811448,43875.911921431674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27008.134025704752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.109311742261,2184.949332879717,0.0,0.0
underground,2003,7752.892604884563,46747.27966388142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27817.05123967865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1748.3805790327287,2401.372861141826,0.0,0.0
underground,2004,8031.976088629624,50349.43224058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29690.64987847551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.0967903417072,2675.1102392328335,0.0,0.0
underground,2005,8324.502072202658,53064.34516303208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31420.30542698874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949.7804276288286,2869.628111508588,0.0,0.0
underground,2006,8601.693095276274,55150.56395698864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34117.075521126564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039.5727494199539,3021.685582594755,0.0,0.0
underground,2007,8765.788178681772,56712.79674485928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36959.53115365798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.83523772874589,0.0,0.0,0.0,2146.201017381518,3254.8626780114823,0.0,0.0
underground,2008,8692.281983075496,56990.18261057094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38014.14832205547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.919558145357414,0.0,0.0,0.0,2120.5209733564534,3378.418918355127,0.0,0.0
underground,2009,8135.307448189555,54005.25335958777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35524.43731157152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.439658980531316,0.0,0.0,0.0,1893.9978433504077,3390.474378857443,0.0,0.0
underground,2010,8407.32507436978,55859.02364474093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37844.957198331475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.53242659578218,0.0,0.0,0.0,2098.0345446654505,3471.294217714364,0.0,0.0
underground,2011,8757.056559946948,57221.041865518055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40320.219862106336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.60160807767642,0.0,0.0,0.0,2118.4730965498075,3651.707200891198,0.0,0.0
underground,2012,8863.275586751855,59600.02945266654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40975.21236526374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.70711548607878,0.0,0.0,0.0,2223.0654252520153,3939.1028467135807,0.0,0.0
underground,2013,9232.91168211176,60108.00890874564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41452.152447986446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.7155081796386,0.0,0.0,0.0,2402.8622203723967,4130.515532865905,0.0,0.0
underground,2014,9790.097840756933,61996.6440618624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43342.079697946225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.78854997641338,0.0,0.0,0.0,2531.466600364691,4346.577272916112,0.0,0.0
underground,2015,9910.540517243622,64990.311053622485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45840.96729005933,468.5702266892959,0.0,0.0,0.0,0.0,0.0,0.0,233.81755763248907,0.0,0.0,0.0,2722.675932807711,4536.552484855917,0.0,0.0
underground,2016,10076.909276410697,67271.86574335262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48232.52530605117,1062.0765433601985,0.0,0.0,0.0,0.0,0.0,0.0,269.0846524340999,0.0,0.0,0.0,2872.7405219103953,4759.301453265356,0.0,0.0
underground,2017,10643.160774480111,71004.71476598193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50787.69986880288,1600.8991196036577,0.0,0.0,0.0,0.0,0.0,0.0,321.27976754811004,0.0,0.0,0.0,3026.3663911794006,5046.815809660306,0.0,0.0
underground,2018,11145.578232146872,75236.02069588662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53521.36385917221,2153.218190049825,0.0,0.0,0.0,0.0,0.0,0.0,378.78527859041554,0.0,0.0,0.0,3190.652657926409,5396.323305376678,0.0,0.0
underground,2019,11535.263388049694,79937.67824495831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57008.60738876428,2738.176288930049,0.0,0.0,0.0,0.0,0.0,0.0,447.4665279156805,0.0,0.0,0.0,3370.528635375645,5985.426817883015,0.0,0.0
underground,2020,10230.773460928945,76521.8792711567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48103.232237363845,1613.0202987063044,0.0,0.0,0.0,0.0,0.0,0.0,442.8474597465572,0.0,0.0,0.0,3061.109757801048,5685.428117635659,0.0,0.0
underground,2021,10963.20396222466,82555.60306030922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55723.824782378484,2607.7101340810423,0.0,0.0,0.0,0.0,0.0,0.0,526.3584417395348,1095.5493925143264,0.0,0.0,3205.449308758246,5984.117195163663,0.0,0.0
underground,2022,11053.589966191601,85029.02735902574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57677.16959111449,3220.44351930575,25.24586074168107,0.0,0.0,0.0,0.0,0.0,598.6983286824416,4795.187957508544,0.0,0.0,3281.7236763711194,6376.942082774392,0.0,0.0
underground,2023,11107.095606616165,86223.49275472813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59375.79536865598,3812.9699910089535,140.76280853383867,0.0,0.0,0.0,0.0,0.0,671.3384331099868,9082.20775403002,0.0,0.0,3356.4784658567437,6785.630203203834,0.0,0.0
underground,2024,11191.936633418678,86793.42342899198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60737.6563819059,4383.428376777085,279.61856472579643,0.0,0.0,0.0,0.0,0.0,717.8178061621169,13450.156860458368,0.0,0.0,3387.328746698232,7017.032872442971,0.0,0.0
underground,2025,11326.76197060753,88383.63100189557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62209.04838444303,4954.851144453041,424.4195666689821,0.0,0.0,191.0433076719959,0.0,0.0,746.1029333564679,17110.173318499485,0.0,0.0,3432.073590261729,7605.065713161166,0.0,0.0
