type,time,Canada,US,Mexico,Rest C.Am.,Brazil,Rest S.Am.,N.Africa,W.Africa,E.Africa,South Africa,W.Europe,C.Europe,Turkey,Ukraine,Stan,Russia,M.East,India,Korea,China,SE.Asia,Indonesia,Japan,Oceania,Rest S.Asia,Rest S.Africa
oth,2011,0.0,0.0,0.0,0.0,0.0,0.0,531.5470715365782,0.0,17.085927953970977,874.9118459851119,0.0,0.0,303.21130630730073,663.9894592061567,0.0,1068.2972339875635,1505.028568970241,2170.4771991214147,844.4144600623493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oth,2012,0.0,0.0,0.0,0.0,0.0,0.0,596.2032422346772,0.0,57.07399772848989,873.5746382003892,0.0,0.0,288.99131930741294,659.2428478317032,0.0,1053.3553978950672,1483.5158530561603,2372.7857753232543,831.4611486940764,0.0,0.0,0.0,0.0,37.51985921797442,0.0,0.0
oth,2013,0.0,0.0,0.0,0.0,0.0,0.0,582.8080916872177,0.0,42.14971777078564,939.706916656063,0.0,0.0,232.85352655509575,639.308980141083,0.0,969.804638067088,1533.5274609890027,2620.9680226011183,836.0814133039362,0.0,0.0,0.0,0.0,48.70577159714303,0.0,0.0
oth,2014,0.0,0.0,0.0,0.0,0.0,0.0,565.3476153787432,0.0,60.946217936134566,1160.3132234400678,0.0,0.0,200.45013696099858,575.1984174889299,0.0,918.3660945908141,1616.1108941006469,3093.0878931257926,894.0756402353105,0.0,0.0,0.0,0.0,62.61260196211877,0.0,0.0
oth,2015,0.0,0.0,0.0,0.0,0.0,0.0,641.7237180309461,0.0,80.68834579004485,1265.274497175487,0.0,0.0,216.06764097151998,506.6205957659601,0.0,901.5640010168156,1490.4085823222515,3488.6817033287966,1004.1618480558794,0.0,0.0,0.0,0.0,69.39718589627425,0.0,0.0
oth,2016,0.0,0.0,0.0,0.0,0.0,0.0,627.4675809109744,0.0,100.84730169520759,1539.1915896544497,0.0,0.0,290.93895837835043,534.1586141317604,0.0,799.8243203694938,1706.20804574418,4209.506065196575,1113.8052461940633,0.0,0.0,0.0,0.0,83.85489380965078,0.0,0.0
oth,2017,0.0,0.0,0.0,0.0,0.0,0.0,730.7012159239309,0.0,141.8456700302167,2027.8086292850385,0.0,0.0,845.3826557074365,555.8463141035633,0.0,865.9028030389863,1864.436252631064,5304.1723807938915,1327.0663150891814,0.0,0.0,0.0,0.0,81.95075377975604,0.0,0.0
oth,2018,0.0,0.0,0.0,0.0,0.0,0.0,1150.070138831905,0.0,230.54756096713552,2516.763576506163,0.0,0.0,1152.3887694854825,611.5843184824498,0.0,902.3446640118292,2191.512792777171,6528.909906784297,1646.8366991622274,0.0,0.0,0.0,0.0,92.85536292325584,0.0,0.0
oth,2019,0.0,0.0,0.0,0.0,0.0,0.0,1418.358008381029,0.0,266.84864515261773,2545.4614976128933,0.0,0.0,1339.020835542899,836.7052366695992,0.0,972.0901347174092,3148.319266216099,7666.258585827705,2181.8901574217252,0.0,0.0,0.0,0.0,371.8976015416169,0.0,0.0
oth,2020,0.0,0.0,0.0,0.0,0.0,0.0,1193.0803598726543,0.0,271.91553337242243,2963.547312872067,0.0,0.0,1334.3500484862016,825.0551025336109,0.0,541.5817853736452,2872.200839222114,8029.711832724596,2422.8472130679324,0.0,1303.0892526038238,0.0,0.0,643.0818422143499,0.0,0.0
oth,2021,0.0,0.0,0.0,0.0,0.0,0.0,1176.2162439068652,0.0,301.62054850812655,3006.26035307522,0.0,0.0,1599.40065641562,867.7659877610162,0.0,656.456354201001,3171.5532590997886,15480.324240836693,2621.3961208246637,0.0,1057.7196272874176,0.0,0.0,690.8592563251599,0.0,0.0
oth,2022,0.0,0.0,0.0,0.0,0.0,0.0,1004.9881540404874,0.0,268.0000671933763,2685.6293859908556,0.0,0.0,1889.6685306446145,969.5286378154846,0.0,679.0949162378083,2265.9205961721177,26206.416162960497,2891.1833473072606,0.0,1222.903185111595,0.0,0.0,739.3252693101072,0.0,0.0
oth,2023,0.0,0.0,0.0,0.0,0.0,0.0,786.6365371674983,0.0,219.8953504180434,2519.895274837528,0.0,0.0,2878.91506056553,991.8407401242681,0.0,685.6257451692818,1742.324415588949,26371.087205584307,3170.911124574627,0.0,1614.9175907586737,0.0,0.0,797.9623936943315,0.0,0.0
oth,2024,0.0,0.0,0.0,0.0,0.0,0.0,541.0265539780175,0.0,157.11097920291195,2299.559548642734,0.0,0.0,2269.4153746824204,1010.5233565230568,0.0,685.5985829392076,1452.2286298195922,26813.081268780064,3245.849574480705,0.0,1941.550619478249,0.0,0.0,818.0367915433803,0.0,0.0
oth,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.26879243210112,2212.371845134819,0.0,0.0,0.0,1008.922473221065,0.0,50.81410872320157,0.0,22154.782662211208,1156.3481092079996,0.0,0.0,0.0,0.0,802.2040260830547,0.0,0.0
oth,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.608496632323327,2090.530672499322,0.0,0.0,0.0,965.9320027624964,0.0,0.0,0.0,15517.326455932282,0.0,0.0,0.0,0.0,0.0,136.90561181885596,0.0,0.0
oth,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0415329778748,0.0,0.0,0.0,872.9448261784753,0.0,0.0,0.0,16878.15706924977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oth,2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.3062367980294,0.0,0.0,0.0,715.0302752490404,0.0,0.0,0.0,4600.020230024096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oth,2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.2803822526373,0.0,0.0,0.0,469.76009290680923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oth,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.3363254992041,0.0,0.0,0.0,71.18659144078447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0154877167124,0.0,0.0,0.0,0.0
oth,2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.7306739892585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907.795506185655,0.0,0.0,0.0,0.0
oth,2032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.4358134077479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.596195595699,0.0,0.0,0.0,0.0
oth,2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.3705776420696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3893.8585397819884,0.0,0.0,0.0,0.0
oth,2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.94962467925143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4490.046305337457,0.0,0.0,0.0,0.0
oth,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4833.231006817405,0.0,0.0,0.0,0.0
oth,2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.04646113463923,0.0,0.0,0.0,0.0,0.0,0.0,5252.451355111327,0.0,0.0,0.0,0.0
oth,2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.11162052133795,0.0,0.0,0.0,0.0,0.0,0.0,5757.719412789331,0.0,0.0,0.0,56.246114022077215
oth,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.2668385080665,0.0,0.0,0.0,0.0,0.0,0.0,6472.957981399014,0.0,0.0,0.0,126.64871813688602
oth,2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.4798207999818,0.0,0.0,0.0,0.0,0.0,0.0,7149.724746081018,0.0,0.0,1364.1143963524974,199.75097520527322
oth,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.6818330371486,0.0,0.0,0.0,0.0,0.0,0.0,7793.794005970593,0.0,0.0,3112.8719566920454,194.7784733101779
oth,2041,0.0,0.0,0.0,0.0,0.0,0.0,406.3934136886487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.323442203121,0.0,0.0,0.0,0.0,0.0,0.0,8519.253299555254,0.0,0.0,4954.549062607308,121.10115442985659
oth,2042,0.0,0.0,0.0,0.0,0.0,0.0,811.4410106558068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.6428076133056,0.0,3277.821648466178,0.0,0.0,0.0,0.0,9245.091122254857,0.0,0.0,6337.560407394461,0.0
oth,2043,0.0,0.0,0.0,0.0,0.0,0.0,1143.270765764179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617.196372635512,0.0,8019.987541337943,0.0,0.0,0.0,0.0,9948.634153888788,0.0,0.0,7239.144245425665,0.0
oth,2044,0.0,0.0,0.0,0.0,0.0,0.0,1431.7723332323048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235.1347560985428,0.0,11682.51850470896,0.0,0.0,0.0,0.0,10578.390518584565,0.0,0.0,7727.301870227379,0.0
oth,2045,0.0,0.0,0.0,0.0,0.0,0.0,1701.202847012114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.33828412070125,0.0,13556.15276737495,0.0,0.0,0.0,0.0,11144.819757124395,0.0,0.0,7900.808234821263,0.0
oth,2046,0.0,0.0,0.0,0.0,0.0,0.0,1978.0064967138433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14752.212221999585,0.0,0.0,0.0,0.0,11818.088852679963,0.0,0.0,7695.5008325572335,0.0
oth,2047,0.0,0.0,0.0,0.0,0.0,0.0,2261.421661621521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16154.275749653376,0.0,0.0,0.0,0.0,12178.280011347155,0.0,0.0,7246.922567408016,0.0
oth,2048,0.0,0.0,0.0,0.0,0.0,0.0,2563.7075062712156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17681.484877174607,0.0,0.0,0.0,0.0,12394.260607044196,0.0,0.0,8957.36084675994,0.0
oth,2049,0.0,0.0,0.0,0.0,0.0,0.0,2894.4525564185565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19330.917230701707,0.0,0.0,0.0,0.0,12453.028139562337,0.0,0.0,10164.40053818926,0.0
oth,2050,0.0,0.0,0.0,0.0,0.0,0.0,3245.888378718983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20608.29863305855,0.0,0.0,0.0,0.0,12264.0584443594,0.0,0.0,10748.470358664867,0.0
oth,2051,0.0,0.0,0.0,0.0,0.0,0.0,3630.0108179977706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22322.58475700473,0.0,0.0,0.0,0.0,11654.846113435475,0.0,0.0,10850.239004365045,0.0
oth,2052,0.0,0.0,0.0,0.0,0.0,0.0,4062.3914267395203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24054.96678521307,0.0,0.0,0.0,0.0,10750.94230238428,0.0,0.0,10660.907018694128,0.0
oth,2053,0.0,0.0,0.0,0.0,0.0,0.0,4508.346490214355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25856.485975398286,0.0,0.0,0.0,0.0,9300.491328796623,0.0,0.0,7172.778969019539,0.0
oth,2054,0.0,0.0,0.0,0.0,0.0,0.0,4999.385985980815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27718.211657338146,0.0,0.0,0.0,0.0,7746.692527873986,0.0,0.0,3590.3203489596126,0.0
oth,2055,0.0,0.0,0.0,0.0,0.0,0.0,5428.526096972319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29692.102607128018,0.0,0.0,0.0,0.0,6029.502764237144,0.0,0.0,0.0,0.0
oth,2056,0.0,0.0,0.0,0.0,0.0,0.0,5858.28528753684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31728.521450423927,0.0,0.0,0.0,0.0,3881.581035093643,0.0,0.0,0.0,0.0
oth,2057,0.0,0.0,0.0,0.0,0.0,0.0,6268.177638231669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33534.90408663133,0.0,0.0,0.0,0.0,1125.8489378573322,0.0,0.0,0.0,0.0
oth,2058,0.0,0.0,0.0,0.0,0.0,0.0,6634.650867456697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35133.613248810165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oth,2059,0.0,0.0,0.0,0.0,0.0,0.0,6845.351083312258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37111.01109126917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oth,2060,0.0,0.0,0.0,0.0,0.0,0.0,7036.9853953856145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38535.620622203714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
