regions,flow,sector,category,elements,materials,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
E.Africa,inflow,electricity,grid,lines,Steel,2.8068667432522796,2.5324095090154017,5.694832950443103,8.853550910033555,11.755078627121804,14.655282196291273,18.74905602628068,15.958093530776768,13.613133423928181,12.241641090081703,11.170640324654686,9.016277065776432,11.511894266877551,13.102361704079405,13.551684376887147,14.280572524567887,16.208146776193264,15.392109749013596,15.457738748906868,16.65005628720335,16.526375993099872,14.481861744790852,14.435030096708696,14.297966730185951,13.1985613298217,13.134138105589658,14.580072486536356,16.628215244287425,18.70257410668795,21.270313071647596,25.656613875668974,30.810150382021344,35.601123128509194,39.16523173916367,42.70592804156602,43.14392954017955,51.298469096337996,59.24418169106345,70.03646233905087,81.47985474750178,96.15082087469548,86.18589629820619,84.80230536306995,83.13129920525932,90.5244579464218,86.69961132330718,102.06111996495652,116.36033278119882,118.28751876499905,110.06009696778204,113.55026062434987,110.93001827898586,118.0010196659508,152.64411886697062,198.35097859804108,266.24668978066734,368.93039367599647,459.5324057008757,547.6119061725655,635.8897105660957,701.5727684070807,733.638250103876,757.7240894306071,760.4289038487091,748.4409816329315,740.9760003371273,740.5373290079999,750.7201933711427,778.9301134069874,827.604279098346,908.7937698013712,1012.7621011407289,1144.0418165901974,1309.303588620528,1483.5566248204207,1671.3509014809422,1849.6081025735218,2002.5848166764965,2118.013078058978,2213.91739291831,2237.598911683581,2243.2678375327155,2243.61884974219,2226.4759810013643,2224.9647450438842,2239.166668728961,2271.9841868914687,2324.7111592125952,2399.0394037789306,2462.3991545476747
India,inflow,electricity,grid,lines,Steel,20.834378988111755,18.79729676246979,35.81762912562273,52.81057720347407,68.37581980223413,83.13096795820596,104.68449743872706,91.12378397877737,80.09281281776147,75.95344927426598,80.8378518810973,82.12242473546644,103.58132929507742,126.90291419798191,145.1335724596237,156.33852971311498,169.82147170409746,177.93835749005365,180.35294242195855,180.98395946060475,179.8106398621833,175.70349043127524,171.21705818084666,169.5496664750651,171.44449151219663,175.63281630566215,177.2058419339379,179.856884439118,181.72133822218188,191.9914100731997,207.805441800969,219.49149970539193,235.29602651138967,253.1082241225686,260.23033194904696,264.61940632680944,283.0823170778927,323.9888752828154,377.34374322322,462.6409048042636,582.8994234596039,691.8567456542542,791.7833722614845,945.2411251016746,1031.9766701711596,1113.3927070442699,1254.4714106027523,1348.77824677125,1286.7948057171425,1206.8078831116695,1558.3464127272712,1775.8556835923223,1638.7362930185282,1517.9288475447963,1462.7619571348546,888.6549094103369,776.1180044491006,816.5543240234261,999.4924868252614,1291.620587011842,1689.5220116374687,1745.963037356209,1979.4545500513957,2158.6171839371723,2154.98683240315,2093.6854579332335,1995.7045950987115,1984.664844882827,1955.389503954714,2027.4053515382927,2071.9120321875876,2102.6390500970015,2128.864991684935,2194.378869224023,2248.2109762663817,2384.418755027292,2525.438016528021,2681.481496257814,2867.135043409655,3061.1142981080875,3236.7584539882723,3479.139699918581,3766.35679179579,4055.9318253633332,4300.082802660177,4435.012471697747,4513.107860948001,4495.385864775148,4276.795826938761,4074.021537672396
Indonesia,inflow,electricity,grid,lines,Steel,0.7105812740356411,0.6410268321091924,1.68509683478776,3.2680181839833473,5.385092768935143,7.774744117764384,10.883555905450242,11.876145281577747,12.342284513815379,12.202847265219592,12.12393254638592,11.821696727787689,12.984311218977037,13.96447785542138,15.290450653421692,17.032830415120717,18.773295303795262,19.13103845262274,19.4860571411617,20.484932593922213,21.159652497605993,22.708643078240762,25.742897581216734,31.033336662332704,36.91108229516476,40.98137769756388,43.609301342267074,47.12709906999116,46.186107129943885,40.54637626756812,35.11334454968663,29.308014108305443,20.76221876663554,17.5508865759313,17.680137489014413,19.943132347103884,23.19586227220302,27.84279917019929,32.5316920380209,40.76763430560427,51.6254916602818,62.665661353202104,74.77925399575949,81.66227048689598,82.62356151062566,79.2125104552236,85.52295589238179,97.1664384112609,109.90328682285899,125.70020991859548,142.78056702364646,139.9103785232685,125.12233622313902,115.02471032872475,106.05389398447079,97.87719726998903,108.99420023473546,130.97317966892598,151.7243513286173,180.38490926864247,211.7532473516977,233.94158858345128,254.7642703651203,269.20668542857356,270.50577905678324,266.4458682945898,259.7342878020951,244.72905537137447,231.79355920302268,218.0321272956181,204.61833169392838,193.193926607552,187.85968564953563,184.78849223505622,188.58986531205952,197.17312626553897,203.81697340881254,209.97161096098696,216.29673216143894,219.4837415912123,218.65114103259785,222.6766342992727,225.26565146539957,227.75645305139534,234.4300479615715,244.11280737167885,250.7281181662037,260.6084960269521,272.5966325890346,283.1580157022943
Japan,inflow,electricity,grid,lines,Steel,14.903057201311787,13.07953365246777,21.60180588883455,30.680362437088093,44.60123717013837,56.86245290647892,70.01466565167202,67.74496621330846,66.49367809077066,56.21972249587838,48.0269710263758,42.55312039996735,39.663023121291054,37.21537871238123,41.50879844259645,39.8260532598836,40.10603337724182,37.986214980328455,36.107565826841046,31.584474971239906,33.147086259817826,30.799254989754967,38.50428521047104,41.27766539799335,43.69146675903104,45.00464877722808,48.46242270108009,44.966069216542586,41.71221142438837,35.89638919786947,30.76342601014475,23.64320325323705,17.245820743273093,12.697740124049643,14.51805909586894,16.861547207887643,18.275767454315996,25.158714021822245,37.450519253709366,37.685140184810614,41.41121976811681,46.32772116618246,52.32837862903434,57.91424089953897,71.90213305167609,79.06549720831653,86.01751938847823,88.14102827169356,86.94188596428063,90.08573371481302,84.44019100378097,78.79234936320657,71.44580475569603,58.2332836623069,39.99047388032079,40.42172310805721,33.934449419526416,31.43056662725778,28.161629695831515,26.6783872744002,20.77999907278533,20.262854936774904,17.60990403396817,20.118010505525387,21.536965636853257,20.81737476500741,22.141155475802503,22.689460660256454,23.759707633117642,24.630855352076733,24.94774590373734,27.1511213555118,29.02642906772169,31.120148350631112,33.95666281145703,37.05579057519565,38.53279172462999,40.90295185993271,42.99525005782167,45.09594658235535,48.581653401443916,51.200150686548184,52.42036054066023,53.93792334030817,53.81480326329964,50.9828364443286,48.971608447519614,47.43798390131989,45.39304829322093,44.40765594489436
Korea,inflow,electricity,grid,lines,Steel,0.9160969980448053,0.8263679819957845,2.0781489216971183,3.3246738446661777,4.469189749445053,5.604850176903088,7.383515703432354,7.047400171904308,6.351076840887239,5.772500724702235,5.599096255441604,4.658431809849813,5.962479856919408,6.2911184638524835,7.650245155095194,9.116768718648474,9.697936255898766,8.703360810949269,9.057369647743025,7.968029987455,7.014483518247675,7.360661129284674,8.106123909511536,9.408588499189209,12.45955119961192,14.452698561875659,16.267637732107456,18.681423520278074,19.75576115132289,17.006115022538836,14.67880141871393,15.421642064125548,14.457066451956445,14.723701210438515,17.344531215569898,18.89029109495329,15.878712549823396,15.45722941977541,16.747948192170018,17.721896030895735,22.090910002456535,30.704194361258327,33.76742673249147,32.77088537521733,32.62065234453894,28.137337801343087,21.632628798765328,19.322275860451267,20.79314832964785,21.59418474615403,25.65593756138804,28.825728530399207,28.966283466150614,23.14159375274316,17.57045039381802,10.74268560313682,6.0980712442171585,10.573245925707912,20.782315544128448,56.11974774711645,65.39461537433262,72.0585956786639,65.45084771780769,55.32349707717836,20.526289253852482,11.459456923706494,2.876785289925184,0.9395430828073922,0.857824105016188,0.31759972535405523,0.10956442828387522,0.0,0.8631342761008786,3.71382461819414,6.025715899688123,9.032026152550648,11.626574112352767,16.194081929469505,16.736515110391718,16.520301112839967,16.146362257982883,16.621048892811007,13.422607870270015,12.39430050208384,12.18761198294806,11.612082434512237,10.490082744144104,10.528938371698096,10.368784416709552,10.857706398890192
M.East,inflow,electricity,grid,lines,Steel,3.5956729366086835,3.191139786169172,8.978653480758798,15.996390349848054,26.979090046376797,42.22278328629834,61.80435271341586,75.83496053532656,90.7325311592012,101.47764783925373,110.48120390000038,116.220043321493,117.56259915271825,116.38564177147536,114.67992980748264,107.58086961930255,99.15180706347599,92.41858564903389,84.31369643703226,76.45201562975403,70.7825686916338,68.02054116918168,69.92261669623673,75.34614504735997,81.59957952191016,89.71264341047429,96.39541481483933,99.66218850493856,103.26168320422005,107.98907816700576,114.3835459825475,122.31524584421969,139.7547581302271,156.6700369961579,175.720733966965,195.05546159755738,221.97676819194044,250.87609148814335,277.4772777942367,316.6290360683485,344.3246332674577,362.8856587259509,366.11480442611725,384.4300970548279,367.0266636617673,374.05983699984483,375.25655646291045,369.9302496337753,341.59520522013236,333.24634620360536,282.01418145295435,225.34868687055007,188.86325159932812,179.36909760326736,167.9767930787275,189.06152821229287,229.08809178755212,265.7487922152299,282.40180771468675,310.72976579353247,329.5778210560772,337.44282308056313,337.8166665391508,347.0909373997739,360.4315468151802,397.0010214721068,458.79145312623024,519.4345458344217,574.7096517586933,613.3071854729579,630.3165492048812,617.8490669142864,617.237111743494,608.7666861100697,599.5310236953899,594.7818010185728,599.6768272999188,601.8379021359478,615.2575613163773,630.4716654361409,637.3542573130812,640.1868784743533,639.7371037693412,639.3758361250835,652.4412245602025,683.9472601550806,712.0364810192847,734.6197033283051,747.8682916000755,738.7595894897948
Mexico,inflow,electricity,grid,lines,Steel,7.5739087361058886,6.7743064085869165,13.291623223319332,19.883902100092246,28.059911847641356,38.36920078034866,50.311837256703214,50.69155282773184,56.286062278019756,58.8855489423044,58.159138400434344,57.594625811381434,59.56270299099308,52.804327444567626,49.0194663557737,45.73194101410365,41.74444786893652,37.31905381825887,37.78495714559581,39.64140160795002,40.06785715277098,42.471164779004916,48.61916940707206,53.19876351124721,61.275125859381426,64.27538019038485,61.471039411855365,56.92136444732071,54.87616621782912,51.310443123177315,58.84028326187637,72.98796105712513,88.76347777949273,100.262518914895,111.81800839336157,113.48193623896772,108.77343757302708,100.7425813599251,95.58972105624963,71.57522899214537,58.19023449727202,59.40701444776399,62.36963350985128,67.19740530381884,92.5544443678029,119.89263162250676,137.50455495923333,160.05240093630692,187.52536588937187,194.0704705009187,187.02425103984567,177.69604691340768,153.73077460416818,117.94407552593538,96.97239862325893,101.15210355784788,111.77334350404624,145.53056642241413,185.44484990272937,225.69754780595704,240.9887018627705,251.93958310078304,249.33745291169288,247.0857801917726,244.51293842901535,251.80273190340023,258.3204746949559,260.7997783649572,255.37095736400798,250.5830954881866,241.29979613776257,231.66770931116253,225.7038156567384,227.6453371102147,226.2788324553147,228.31435390067003,230.70115128405803,232.38797357430917,233.52875596573253,236.81852668571588,239.11034429330243,241.5262958663506,247.36444000581383,254.44540020834705,262.10400326104974,269.21210800287713,273.06077153870416,274.95241714027094,277.7773982817035,280.9632390579101
N.Africa,inflow,electricity,grid,lines,Steel,7.966968388951838,7.181019483240825,10.486191689127345,13.749985143234403,16.853529958753043,21.377834553445258,32.25805775299133,34.94706376158863,38.61698125088673,44.36460406262386,49.8040331028812,46.557551214727624,49.52252656997714,54.19946067581011,55.457762586901886,55.102371668117314,59.47486319300614,61.13780242138815,58.53894251644696,57.51527250606792,56.96688314314345,55.871417228078606,59.544237879199585,62.620617417197025,64.82231265247148,67.0863446137698,67.43392763942553,59.74747617134777,56.12644743456319,58.29859384494728,59.954969290513056,62.35027158933656,74.10549281639304,87.31483995904831,93.50920693630135,99.4320571222894,115.89887501439776,123.5673516786964,132.39506987037274,145.7135844330675,170.20864128905234,178.92512359158712,198.16114598836973,211.50229161487403,235.44787243654145,253.52866524700272,298.3205177036404,338.5312997689788,366.7239320638645,363.7206140802184,338.828811971618,270.0387265697343,193.6513157080256,124.71939821354407,78.99003330155426,56.77241837615117,63.77772921569614,85.12436266752064,125.72650390850785,164.07879980343037,202.35467811633455,241.27476199474793,273.56597410535295,287.7902629206352,298.03408258769156,301.57322186998937,297.37039657232805,291.2815676851299,294.09566434109377,301.46314431696334,312.3749592579893,326.5156468684033,342.77378305493846,357.5545201962471,374.9773472523904,392.1638592038485,408.6843147411937,426.1778200616755,443.7072955973424,460.2896031426777,481.15017336714357,502.9156168188621,522.5429743105387,535.4035514562463,547.5766296602753,555.0698043003387,553.9742288134703,551.94055261891,553.0903574904007,552.3330384157716
Oceania,inflow,electricity,grid,lines,Steel,28.534175275247247,25.45045573955553,35.84504248608393,48.2100293410708,62.486956536718324,77.96590066402034,100.07934127953908,99.53299092446696,97.9548340075452,95.66554664062149,90.86333354678167,86.35083285482393,95.12116697398297,99.6971517639742,100.67598085075687,101.56957429566022,94.43764665588049,75.85122103176751,58.34199687378508,41.966513164682304,32.16746335176578,28.06839484114148,30.672012457402978,40.322732961919485,49.93811789622122,54.046902185736634,58.261924659908296,60.75967681683039,54.77938714547739,54.63393257843189,55.09943030618197,54.157795885613446,67.7602426999627,82.66057152119235,91.67636539801785,97.2377624833233,104.98174828457547,90.85782278476171,87.28050805249634,85.06206009838479,92.62736955919594,96.17132645201299,108.83969159095591,113.17340880395047,113.66437706829602,106.9301951386451,106.35682299423475,112.36457168365632,143.88648195390536,201.9196279069116,205.3803142450268,215.52205817693692,220.2841695660666,180.65761002455451,154.37680549324966,149.30424969304994,134.82038365439408,113.19687155337967,116.43182826369747,88.78697950766424,100.23376739101799,118.88924565394625,149.78889733088886,169.37354279306226,182.6880584300871,185.54536871005973,175.973168211266,154.16961116598162,140.3349868758215,124.2963424650841,115.68368333428833,114.33096066890731,123.46404921761052,131.7458968008642,143.9776274864085,152.30223072106446,154.58801253850234,153.14230786173323,146.8035972124448,141.68574507822308,140.88728755761912,143.43004884032436,148.4153639233071,157.13072370336073,163.67836876386278,169.80199717454968,176.62507303544703,178.01478660490707,183.47495035174944,185.42747839450584
Rest C.Am.,inflow,electricity,grid,lines,Steel,1.7097812405646449,1.5332402492355346,2.9354780866491845,4.863852043074456,7.128549141004461,9.799678968618297,13.040343952059485,13.403230172142612,13.021405932512105,12.47947729707876,11.611495271824733,11.050862821735633,12.318056351464012,13.631564474320141,14.317650488921736,14.76996188449575,13.49128621237249,11.305405338058838,9.10644481322017,7.6623655229267,6.41667282709185,6.347795890472753,7.080829041582639,8.70012875932609,9.543912829550981,10.96901039241488,12.573633892143148,14.375051416855408,15.284819835367292,16.741735895208,17.785249641646875,18.20058418497698,17.637187852586926,17.654717507847018,18.02017751352943,18.04798584138124,18.79627361605922,20.277846621935897,22.376476015530994,22.972697999134894,23.86866976643284,24.999677769151766,25.08492232735532,23.86789527969633,27.591877887223166,28.677435104868376,29.419450881106116,31.404664371183447,33.4849444863529,30.646856857251507,29.85623281836482,29.26159886794942,29.335183684456293,30.245355638304567,32.99589954956587,37.80074178966993,44.19935098108008,48.84839703518656,51.63633409587512,57.51054344873318,64.21289380671541,73.46117451703279,88.73231725429717,110.63354250906295,126.73899032518638,137.05596214949782,136.40927237466357,126.88803644733889,108.00895401560598,93.54481450626099,82.59219313523155,82.08025298588564,86.2673917912788,97.2141286501626,104.14320262222012,112.76401318102046,116.02901970751402,120.07270360675358,117.77103600358667,119.33423825508739,116.44268930767919,116.25308075973365,111.20244124214801,111.11852287296058,105.30016991179926,102.92006534296945,97.17438241008152,96.27956056131664,92.46553698491496,93.34497872797091
Rest S.Africa,inflow,electricity,grid,lines,Steel,6.581204331588476,5.937685308852126,16.29561704377248,26.644893683148542,41.72023599555131,61.410292810539765,82.14075206764889,82.22187832048918,82.29090077905522,72.25606774010768,54.12481379190369,36.06300447520177,27.629039855650735,21.6829962464302,21.86514447413559,24.339484628791237,26.327733735123754,27.032006140402945,23.26109147523109,18.239638789947,14.61630761874192,11.183823687196323,10.052610186388868,10.437238390140696,11.125358631771155,11.43721058339968,12.275841536124096,11.173295057192686,11.221481021834343,11.915326820031332,17.86276953614409,29.262419866637767,45.467842848261384,60.719502014002586,75.4512336605818,80.42265548953672,73.26911821240796,58.8526875099848,45.03757134556251,28.746850255615318,28.590203042455553,34.727256184990786,51.07921293138975,70.23012082615173,99.49911926352264,125.22287665715946,150.37474410335088,164.3102224507443,177.55825499850562,179.595323462076,147.8081547179406,120.05936026838842,103.20132415141127,91.22998915927644,89.9198832299298,118.39714279904886,146.17593417586153,168.01163818741955,185.6428422297661,196.30358575674435,206.03366497390206,216.38911800522675,232.1032895524668,246.5694139788784,271.37165505695054,297.4866594791834,325.9204767608197,349.4346787035475,378.4181602810015,396.8862892760058,419.8721763717503,440.31694929391074,475.714928449112,510.15122772256774,553.9785743694558,593.3660758336256,638.4175981739622,665.4977900609618,691.37197363491,708.4253231191951,734.7107632415189,758.5883066037466,789.2878607061418,823.9883844879707,876.2419044592137,918.723932127563,973.4707822650096,1025.5622267197687,1096.2614563288228,1143.2435950365414
Rest S.Am.,inflow,electricity,grid,lines,Steel,15.54468127133099,14.021897446648536,23.27937177999501,36.15741143379276,53.341773190033116,71.7294213482371,96.36057881660305,101.78637377451773,104.06401582342828,102.71620143955447,101.34500511087671,97.77314543217402,108.16480749921544,124.87091959053006,136.5929652325577,141.73710477090773,139.31000212152563,124.8646955428244,99.8614532168176,77.2303085119079,62.11055314016702,56.851091284296885,61.32034051200167,74.94378890790865,94.02871218389626,114.68633094931873,132.60945463995583,155.2482235695077,167.87973307182864,171.61692319852165,166.42523517611417,159.11162021577962,132.75304081062492,111.78535936809195,99.52056415604667,96.99672546259944,95.86321202296382,116.75477280931817,146.33907765723274,168.32651002135566,187.7319621096118,210.03070672115996,218.4973527102451,234.8346253437071,264.7601025615131,279.33618813832896,288.61267916998014,292.26222999154453,271.55471221294255,248.03522608374655,216.76143259602026,186.32995055534184,168.81211302264913,168.01881288813894,164.45381674691905,192.80284912437457,219.41767554647168,243.5880181545842,258.54119693946075,285.2558586383343,311.6489826424551,355.1017513522774,416.4194389706902,477.4816799854351,520.9727205277864,549.0215990004086,557.345632251311,526.42443285115,490.11389923109147,449.6377911048178,413.2922883560321,379.98544870117064,373.24159410698496,371.00935804325024,378.6996938290778,386.5110106271722,400.89494003243124,407.3633560001891,418.9111317827303,424.0717944158802,431.18023012921276,427.47593322807444,424.3380666404825,413.9278022564124,403.46080106634537,393.2440758110255,390.09649587779745,390.8859872475566,394.0886655026567,401.881949172095
Rest S.Asia,inflow,electricity,grid,lines,Steel,2.6472537113424024,2.3894796524517044,3.4213613789056248,4.687253062006827,8.670084958557899,12.012034217879407,15.681084597396907,17.088542645349463,18.4945748061916,16.85566559247669,15.848244333761226,15.770334165380094,17.84062611834843,21.167337070953366,23.03977713074775,26.322340908991592,29.294180180603647,30.279474760580566,28.354908106798945,29.462964625735285,31.18133621938254,31.44624132909573,33.583945889759846,38.30498360300457,42.63443527799376,42.351468998198534,44.241922117936156,44.3541092174549,43.26209054730179,41.882683749811044,42.04189993040639,40.88688977601839,39.451615726522995,36.899580192672204,35.68568606070778,34.486880434920685,33.84653638600712,36.93012174559877,47.09396079640114,53.459960051344154,64.40822566025842,72.72569932970531,78.54314261503248,78.3076970185472,86.8651661994583,109.63759887678454,135.22231098330386,162.89377824213994,185.78170804847971,202.79395103141482,183.20340270654194,168.84322542193715,143.6117713297775,131.42343192904033,123.046624974563,141.77582413641605,156.20223529652029,203.60283850915536,247.30932228543358,295.5536859095782,342.4120961524909,394.2297212593799,405.8687524767529,406.57451206597716,387.8064942990868,355.0117155255908,309.2544826139795,280.1581420019418,260.62134486060467,256.2375901362334,262.4925062050831,278.7818649991356,299.40617781951977,322.51086193560485,347.1616585000546,370.12720933494893,395.4370450464228,455.5624639896089,496.15686356491415,541.253459839751,583.2291047593701,627.7048665216981,594.0079536771678,594.3110966189842,567.9021115386032,550.8053001924222,520.9486240287966,536.2190790287049,531.0558107112477,552.5414056507038
Russia,inflow,electricity,grid,lines,Steel,186.0472048074272,167.3096811260238,201.59593335583247,243.19150548309557,275.9369266688747,302.54428821417144,365.7321411767054,318.54451134459674,262.70898144360314,219.70610835878819,183.61345686301178,128.24874012434765,130.9476319332933,136.7884057391683,142.4728306774572,146.72240396928433,139.17569847544857,131.792294635381,124.93409026340123,112.16836530045796,100.49762572671945,95.95031117556476,86.93546392103319,73.72753709681267,74.79408260464942,83.74218535691782,124.10013954632349,218.0923002879734,312.5450952249611,375.80393042780344,428.55851234790293,433.1078051126964,338.7014812654011,242.6026597696194,168.1605463405926,90.90400476149452,80.89149959468311,129.27039355378125,194.30622560835664,239.7749613842237,317.2124275984349,372.70035691819277,410.7542015632,429.35407788401005,462.6198419390739,488.16526043253725,465.7890521532585,443.50785967725,408.0397622536546,399.69783018306305,335.9461263451576,339.71561342908564,349.261505806667,371.00222548614886,375.27297991266937,405.52771641615976,345.84673301868446,281.41139960736115,206.75669286262965,155.03944732504095,102.71350118835002,96.78269952670546,111.13533446670128,150.15306654254232,134.62632284021157,128.23158778302454,138.59994851484518,125.90467959705518,118.48479329855049,139.72478450443552,176.564796671517,221.6217904509077,295.71375046320867,394.9955316917452,501.7117634994189,619.9659569138919,727.8303889768401,795.5782795006323,790.6471941326695,760.6466849056698,703.3058354081699,607.0900461227817,549.9401357310763,492.63339256922393,476.62723399320964,441.6374580182176,453.19886408804723,419.0590093319837,404.4666132489615,360.7771877271572
SE.Asia,inflow,electricity,grid,lines,Steel,3.7379653687643124,3.37155540541987,6.375218647591749,9.532785227002966,13.095406586654391,17.575721255180053,23.504118800549698,23.457974386818076,24.93793062596775,25.605088898484723,26.826467780965476,27.622719097368634,32.57683480914063,35.982376244242005,39.66856573005555,39.61414126885046,38.803861812929256,37.101113310917555,35.561537988078435,38.24985917773521,43.54258331875384,52.573270941755325,61.70152656906831,73.18603223876251,79.16383901811771,85.84349870027448,89.42807168927561,96.27979734367604,97.07243837256841,102.07805346635003,108.43826963760108,110.49976547869903,104.30690880456308,101.93200176515022,94.54394412434692,87.20030478699827,89.40281137678151,96.66111361469642,106.37114209518516,120.49302184347073,130.95715718440593,138.4625587930515,157.61211115891015,180.9352324971542,195.70808581141347,225.42152165445842,254.6477985609013,268.9006918369956,297.3944830388362,359.61227644865204,343.60551650095033,315.61377033843,290.06384706148447,254.96121987868062,194.78411271469486,203.282634765884,234.48488596659416,280.8917914566777,302.8143100842919,334.00200364846165,358.26612765400984,373.3562300985114,372.07039598652506,385.0865702968963,387.0278177104738,394.1474462502095,396.14130800204913,396.23154794393525,392.09413682698624,379.1800871747834,366.02800813008406,354.1454205570029,351.33500695005307,354.6197809011804,369.4127376418642,385.2419277651043,405.11998533308866,421.9935775051253,435.9207052164069,442.0698459391011,452.11675592613983,458.4144946023532,461.3952912852175,462.09480245758175,470.2346649728465,469.3547639730622,468.98242771810305,465.47221903025206,463.74840469957564,459.2371121553757
South Africa,inflow,electricity,grid,lines,Steel,13.541933143551145,12.24507762118705,16.91616127923606,24.32478311959777,32.046130391113586,40.828047171954196,54.703945725231335,60.76362078879773,64.18625279304274,68.10880256464537,72.02126402538819,70.83629135833054,70.65851789519898,76.72672534064955,84.86515849927929,85.63813022256059,89.96147469420607,95.28202725079474,94.46300076866632,86.97535931278392,83.70836482072225,75.2245866335819,62.31358342040337,46.578825615763016,33.945770131061956,23.230832118787866,17.509226496525084,16.30396997430015,18.58245567962045,20.819236202679647,22.929703622404936,21.97324475903181,20.968266399863367,18.120748780407318,21.214751639224986,24.671198215783043,29.84847396098026,35.47065902871576,43.688163141522374,40.22218952788705,37.36455253984321,35.368827759347866,40.78722896365291,53.61147335161016,69.34093176370733,96.33696890432365,129.5922606277242,151.09176295275267,150.49991747088498,168.9882431607994,153.14940964569016,127.88690697675987,114.41729643082249,111.92606113085952,97.36732333120003,108.61022347157223,124.75271800930923,136.85296577942236,162.8851569180938,188.0362473593386,186.50463706433183,183.85340075909082,181.06435888830666,158.41818129573252,134.98349087626033,133.76794375810283,130.8089981459297,120.84879191381376,119.88643928539649,116.78136069161907,115.19152182814535,111.72750759352067,115.3733309417057,120.73250911991633,126.7052291586659,133.70437524886685,143.73752006865772,151.22242354276443,156.2174208818661,159.0541070367677,163.38445844511142,167.75088277191287,171.9579813698311,178.02649899935585,187.95418541015042,196.54178551105437,205.84483732692127,215.33112420140924,222.4278443792107,225.97367906919578
Stan,inflow,electricity,grid,lines,Steel,13.810990492816616,12.459701592759327,23.601446361588,41.12308673278671,58.58717248402453,76.04899866779276,96.76407864781682,92.88467519597748,77.30776033675002,62.83046162074391,50.23739138310761,35.79317666495842,35.478053811896565,40.68871657616233,44.033935873309076,43.71885319043672,43.5758252113906,40.79614285462161,36.4614058084762,32.214751535898436,30.152726309574238,27.30001836078341,23.13267593406715,20.586901527705095,18.743553611996354,16.522909975139886,17.856808145961413,43.384264783657436,68.29924933149518,92.92625946114612,116.64472204953937,134.95822025654786,108.43728721406207,82.42603131539909,57.010702360285194,33.710997946775585,13.457445292492583,17.88881958880629,26.685882361067495,42.48521233502421,56.24666069739334,74.37668173973869,88.61942046575285,102.23798173786648,96.87265952345194,91.13778365336911,83.02933993405101,75.02518307627244,61.778878855104814,56.39303106975467,55.92084420466037,67.31623162892646,78.47043190188565,99.7017594949007,125.9166531769538,156.21352409979465,157.99008284353542,166.17592415054744,161.1309870871961,157.75808836815824,143.14067965858212,147.56763346229488,145.3473472848969,139.34023081313205,121.67510335808088,105.29475410205401,81.88875479559121,61.22842684539484,58.083150199186576,65.72756184897153,80.75396606098296,100.1841748139621,125.81548594146687,143.2527587498373,161.48382756014604,179.21001430330827,195.89024644867843,194.96244835902564,190.85001056140166,183.3655410817173,170.95431558630784,152.42809066163068,150.21274745988455,150.38245753583394,150.3203436335499,148.55473282000168,150.0555225134977,150.81301726428399,145.20495526088578,143.89365484254543
Turkey,inflow,electricity,grid,lines,Steel,2.3556590716380446,2.1116343983658594,4.001786478214816,5.93448989730804,13.932828744174861,21.876052929386418,30.163670931927243,34.21383651587895,38.191301324825375,31.95480895593047,25.661394135102498,19.341557508530894,15.090561077894183,10.963419462909798,10.27022384073452,12.055149539744141,15.208758262135657,19.240858857534896,24.063175033567614,30.264863233973895,33.52433798515243,34.31414529274767,33.64704079525253,32.086606758165175,28.346494841759462,25.07231457283978,25.878776421303474,28.200737160397473,32.34563398617781,40.73747100136343,51.94300776720081,59.80014043332535,66.0653994234082,69.95237838821303,67.39339637194743,61.01713242763966,53.48307180602781,55.864221301828024,62.61311109268054,76.92539830502679,92.8227882550685,112.86194443598475,120.46320687292386,133.38652510416574,138.57421641953596,157.1546311983129,174.95893685001982,185.3506786722298,178.48453212761524,179.7766109381296,147.4064581802752,128.8241003319523,170.62073973883108,146.01972445623932,120.90466424188828,129.07630983663338,123.15190689120651,63.58806171654841,80.23601158131781,101.67054735497801,103.44526581153382,112.00844298967739,123.7121242611951,138.60059663871786,142.5062141931468,156.21094684949261,159.45188935825658,163.26295287866284,164.53694815908787,170.68967445760808,173.2136269209848,182.75276856512963,190.63687294856706,200.53897975878462,205.2130554305369,212.13415974103953,208.6038366110528,209.68205699057418,205.45366567937285,203.20802526631746,202.6459467503718,209.51663060798685,212.5857411943127,218.3681706324091,220.9237052089294,214.5713520966039,204.91983132069112,193.87610446092717,179.28359113490228,167.25760394229212
