region,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
CAN,Mt/yr,2.802244695118315,3.1222062140214133,3.386325002595835,3.929904487999461,3.693612776379672,3.5504896059416824,3.394151575669679,3.243872748445157,2.8134152528901084,2.195495409490139,2.009098007651819,2.2772597364287663,2.6478246012099143,3.029324305920486,3.8336586950831375,4.246571165704997,4.157692959158576,3.648658732448529,2.8104851950398837,2.3281152180812894,1.8679638554510887,1.8321464616196177,1.9753114036710844,2.452058846555225,3.2086420171008014,3.727171230698084,4.1149763534160195,4.63711684410955,4.984685484846551,4.954307643776055,4.802247141661706,4.713599558007467,4.617218912398711,4.66113161317244,4.171629971873439,4.08970346879922,3.5179313534913996,3.141940778000693,2.9514651997227923,3.011332311279978,2.9921896484595196,3.4447945366026373,3.6701553384526506,3.8302739966130246,4.180063535909349,4.518233817776105,4.679505038311604,3.9173737487183287,3.486405482420898,2.526030517113712,2.00013054622585,1.175611168770198,1.2063485528718978,0.8786666826052855,0.9762768037645607,0.5015473978938014,0.37474938336337615,0.40063756492993824,0.35939337905634794,0.3270682480100382,0.39795650208632405,0.42060795179072413,0.4690955351757943,0.548069517167411,0.6506783670670441,0.6985370067959688,0.8153977815986254,0.9155405788808126,1.0152409227825736,1.0203004895433099,0.971851314726335,0.8864985222646725,0.7952609997153461,0.6132106042015477,0.4428386665918385,0.30372385112348954,0.18406498492280163,0.0700465611366086,0.010531255090086362,0.005416089877856538,0.022822235773195303,0.053462130528720356,0.09893590390348973,0.15472049048503464,0.21219623391556394,0.2489822360601635,0.2572537887802573,0.2227794702823215,0.17799433857761018,0.1261019601460579
USA,Mt/yr,22.84665186435988,21.743596301472742,21.042741511740623,26.250463625019517,25.435155046443086,26.795891657576497,30.614978451401214,31.15974013612052,25.995253459877354,19.83302058298959,20.405375149775914,23.499722970843646,28.33294627468817,32.60637206314665,37.75751540297,35.964321698267085,33.135039824335756,29.256552243965114,23.74128651049882,22.853466843633335,20.930407129458736,20.91751533110799,22.16762778789907,26.4928454757485,28.905282972063002,32.08358904587323,34.59158122746181,37.031442748628535,36.284833898285754,32.585006162683015,29.815845344855916,27.682271460220857,26.799994167114626,26.7763399864819,27.412486064224076,23.25999974142425,17.143154203665862,14.607882772039858,13.678747897077619,14.208027319693993,18.16713371367981,24.212302376996895,27.080941793441514,28.44414959933249,29.97697432905444,31.592603561512014,32.09654511116089,25.382615961947987,22.883497336966773,16.66702605055286,11.28126419479862,6.2854972014216415,6.2854972014216415,3.692775926716719,4.281482969574037,3.026811923740808,1.8678973950210545,2.353152515240893,2.378802698997422,2.292919324892517,3.854459416527719,3.6647023734972963,3.4907610352306095,3.458443340530631,3.112205807966475,1.6144327525486344,1.716884317073412,1.8062657531817083,1.8882327081531582,1.8828559577659232,1.8561472971160868,1.5490240847525043,1.1483288666910565,0.6002243814369722,0.22268630034867393,0.0,0.0,0.0,0.471734440704206,1.006664615162569,1.551001150759692,2.2113376593757925,2.94217675587414,3.3353228467038036,3.7621403234220026,4.316760564149169,4.78385663131356,5.2169524682416775,5.516006870134274,5.718194152384177
MEX,Mt/yr,2.934366607056049,3.05605340598952,3.274345377834264,3.4566990919225136,3.2556181754134634,3.492185788342293,4.0935594444033585,4.780699769499141,5.358144351658024,4.987287204870499,4.02748521036894,3.401303693361803,2.542437867144147,1.2917945321518935,1.3201624370245324,2.323006905989196,2.854995271626123,3.3015036585166895,4.1948484588875345,4.901428610419615,4.6401319400446335,4.49027504134281,3.5063551449842536,3.2920693642130794,3.7859630629705308,5.448691393556989,5.625942644533002,7.529727250283924,7.481027574597121,6.859333579482157,4.466618801132784,4.749264238644058,4.282941936942675,5.136703663940253,5.853004881191788,7.241160024315311,5.811407892160399,5.757502386626554,5.538426262651146,5.277848733568533,4.808626552881799,6.124075672329274,6.379295064978868,6.532627293731641,6.898575523130186,7.709761501181643,8.179986873097068,6.541210681931784,5.649574696770136,4.255983242280183,3.118475676385288,2.541737244878567,3.581318963131772,4.253937718337032,5.298628139853165,5.95932707319311,6.086039987412136,6.417295135370568,6.5502636579945674,6.6044040089999045,6.638721528596544,6.535900086517586,6.389204053621922,6.293670895906952,6.20353404672815,6.078594318366204,6.002617311603788,5.923582905977045,5.8514930725782275,5.799797572446006,5.795339921256749,5.807228201533638,5.823078086238269,5.796747690750346,5.764245380285336,5.720560766285203,5.652915904425455,5.56276693020968,5.5791496515184456,5.7012241888315875,5.921134370671347,6.282837185436497,6.708390227114371,7.045649584653015,7.278458347651258,7.4098200676420545,7.396653238249328,7.294863307044952,7.19741659509541,7.110720361614061
RCAM,Mt/yr,1.7512170860666323,1.621767767041597,1.7135488447851386,1.9314837741651403,2.1505872641967385,2.290195726365552,2.314144486358623,2.1031316588247306,1.8501302508923327,1.4294107139326733,1.3471883179534037,1.5176271242554342,1.6598205386060578,1.7342828950609763,1.848707391028396,2.054227249546517,2.0822660104219066,1.8888040566369426,1.8063860232094207,1.7578355921128193,1.4468213492052622,1.4474485987738421,1.8106977862395788,2.181796455887063,2.561341575656867,2.992047047188138,3.2882291878385588,3.5691448598842825,3.420164378449429,3.291290461721617,3.0729682450199753,3.1334090527293954,3.365687556056524,3.783514583006631,4.154338694339482,4.62293605373255,3.848604958013906,3.2261166729181574,3.122530394996218,3.069333345477209,2.9971447804323703,3.938523473517594,4.555989562177938,4.531103026459684,4.8002756167785305,5.14556933463287,5.472660899827762,4.4476361330045,4.286472275960752,3.558565703862371,2.9952869957607997,2.6256656897649986,3.4806484113584175,3.7910426534996007,4.3434919977656925,4.6658974611481385,4.815110182208059,5.0326539850220255,5.163976609946223,5.293669685047483,5.455196650740594,5.560584520048069,5.685168998589125,5.812080434695494,5.8731664281737,5.829248297533111,5.758873144286069,5.621410343069244,5.48200943889349,5.382181971318163,5.348523516029568,5.357166879132195,5.387169253994623,5.404225886885108,5.415477535848,5.402915103316742,5.362599855701247,5.310984243664835,5.313306806534859,5.307208396441846,5.284487053804284,5.266128109606374,5.194302906511825,5.033917100171599,4.853084604156192,4.677672075447232,4.478376840074867,4.325739199957298,4.219700254287973,4.1453442738839295
BRA,Mt/yr,4.56621098000526,5.522679395743976,5.2141537306085235,6.85722235551013,7.240364361092526,6.866133847337626,7.311232816843619,8.994720799827382,6.755191327903378,5.9598571913954315,5.874658976463349,5.803827569665044,4.543124847506845,5.588991753475591,4.824965757904078,4.705021660840171,3.1094925724941502,3.2412975690013197,3.609621823500021,3.6491397978113342,4.218794773379004,5.742046750412966,8.995733851346968,8.93095293243585,10.294815081219122,9.416916823928862,8.175314869039472,5.871222563574848,6.133129091083544,5.507204967571861,5.94150703409561,6.29461028097499,6.628432828911921,7.342625578685899,10.092940346932425,12.638956978802137,12.146364205110554,13.092648926834084,13.3458601325368,11.642939323689099,10.31192273610479,9.948744391886022,6.856679666108687,4.258121720139151,4.909414612456294,5.848563181695797,8.812517302645093,8.812517302645093,10.300523931971087,8.288589956896095,6.37964614566882,5.153725134921285,6.710974521931233,6.97339363354331,8.13925902241202,8.845879156262223,8.804125909424787,9.072179579913751,9.047954447899796,8.879073108429527,8.630748406040986,8.297037474932033,7.95471025377208,7.73137529238889,7.563612370813649,7.427180921134415,7.40259867585696,7.387187357335579,7.416819629165015,7.463826566755462,7.50911685271399,7.530914114362615,7.5211975970843925,7.396837421339262,7.24541271191557,7.05826899093162,6.863373301130027,6.694768378151229,6.3180230522954535,5.462551505976824,4.629578051364483,3.818756761751748,3.0039739515921062,2.4225165620366598,2.312235272762919,2.1964815862156537,2.0329579305391072,1.8243323065598858,1.6402319217675667,1.4989213804308115
RSAM,Mt/yr,3.4614435086811,2.7664570178528254,2.851922387954707,2.9746554065166664,3.374833960425309,3.5038937796312566,4.640524476553095,5.008215570586381,4.919993027289478,3.8749566411595113,3.4312410401669444,2.9722982849981605,2.2953760486894383,2.7426570425814134,3.64776424531521,3.897198971925217,3.309562583674663,3.5302096993327594,3.716847490797771,4.261931978543626,5.178589683550975,6.24079326492432,6.626644822305396,6.290949137714754,6.486926314203645,6.095519892488438,5.11370646502529,5.135459002952032,4.969411045772472,3.2411476822077647,3.152352324031702,5.101389413649488,6.174408979013154,7.397449266421854,10.014013673894684,11.999685542590091,10.249934067281448,10.35473243422675,10.751638532096191,10.166906941601711,8.818677308443203,9.10766595335205,6.8303760914224485,4.794886208347412,4.5300699016246195,5.058840353943237,6.679999949577616,6.679999949577616,7.302805201645515,6.12802812292429,5.178053012496304,4.443454941520682,5.77019520268433,6.24315215324808,7.223722235453046,7.5021151498333705,7.491032688702234,7.704846510492186,7.644252780119461,7.551207289732735,7.602972704394743,7.588010975197079,7.594980651275463,7.69389858798405,7.75331546236649,7.674864966059571,7.616490203352326,7.511531517519596,7.407576303528255,7.3371380176927445,7.320496644339509,7.329162300690608,7.348581857637896,7.313426789944627,7.292598554090553,7.275102965940891,7.24943106256527,7.225448477409495,7.3067895082500725,7.38283578528152,7.453327103821498,7.539863023069488,7.601050718385355,7.528923766369156,7.429255784677771,7.2817536802475615,7.067771040266875,6.8497401133767655,6.680580108802786,6.537446250833817
NAF,Mt/yr,2.035413390247837,2.858757400618445,2.9797241553677907,3.3076745937686076,3.637366928640277,3.803589998693661,3.4953935379845262,3.69852720630155,3.240568510602624,3.0480201995921887,3.110032541798445,2.8485869383372497,2.9205986007687543,3.057417407213312,2.7047088898998144,2.7121275436281076,2.8949971932954175,2.6586516808431773,2.863994850333495,3.11926452260888,2.910230260957225,2.7809168748790674,2.6997196181556857,2.7587618067239847,2.820391355755894,3.070548676536833,3.0546401405434964,3.028171785305707,3.4300505782643413,3.660520634793778,3.793969500373535,4.022778332421682,4.572557612938326,4.5846015962534485,5.050262645432463,6.224032325472159,7.099968797814228,7.485180672236988,7.546577357430595,7.574015853300233,5.631894723233865,4.878200078262251,4.844557297166683,4.897099455708267,5.340011807358931,7.308707121269333,8.306259866829764,6.958047777159258,7.051230752026983,6.144013051972655,5.018674399525156,3.974782450527809,4.898298086257365,4.598508487042565,4.939474094741482,5.480004971040637,6.073571795264002,6.777366568467322,7.399190154768924,7.802994996635251,8.0103129393928,7.99303867205438,7.9452108152336764,7.923051107653675,7.874382285048041,7.790889464729128,7.7012452584126905,7.59754980071236,7.537416892502907,7.5042987878235765,7.52384910733511,7.5815037085170705,7.6625258254631845,7.710239318070181,7.791979089861963,7.886981900390123,7.998610290305679,8.134071059416382,8.449860589848756,8.801991430728055,9.172278157948991,9.531899364488973,9.880912118673063,10.040157035456184,10.104813347090253,10.062329998455937,9.924533529443583,9.672324098502148,9.411904834269686,9.1858690436746
WAF,Mt/yr,2.294616560371156,2.3319540390943403,2.1409793078759796,2.1478105734126403,2.4411247604920723,2.4616202535112337,2.4629513112913672,2.514968352553369,2.330550978822507,2.1446752506887052,2.092151097565832,2.0517201342249054,2.411544496894514,2.9140102205324263,3.0153555338371447,3.264040290272857,3.373619432656857,3.2662683636087637,3.122319717265276,3.171222551072046,3.141440256524037,3.246802309131779,3.4730137738281073,3.654490314722672,3.89331741892367,4.133657051416903,4.325280039762607,4.296130500638833,4.615924413296014,4.9347336744194505,5.017553026182222,5.440851399277897,5.82089278576556,5.962001533292735,6.37629073671019,6.936354473896789,7.210467320934984,7.246246982353793,7.349471187027734,8.087726852749892,8.06508296876905,7.939896655063828,7.826622455762009,7.592524641623608,7.209183288964661,7.851309247387832,8.633661401411654,7.529707943835399,8.187620863450386,7.909370320192354,7.38176611826089,7.011041985250364,8.982359855562098,9.20976307136203,9.797737861115955,10.553577487588564,11.229584628260586,11.897139693433383,12.495382140106376,12.94196642079674,13.247098645670519,13.400056190496198,13.5064685041215,13.635899942001085,13.740884142649694,13.82383874052483,13.894762983382805,13.942777124039441,14.049414278777945,14.223178093135484,14.503657002934933,14.884680972745148,15.344551061487191,15.789377922840478,16.27903502831885,16.801437716087655,17.361947904051828,17.9493566206556,18.876161735932694,20.13465988412359,21.79495731066897,23.822391523678878,26.031325495802655,27.976400444513796,29.649179025905898,30.934252560773142,31.93019071260694,32.76883970699467,33.43740112812236,33.94015573343031
EAF,Mt/yr,1.1380550710684119,1.165326037905417,1.1645928783283934,1.163147972329767,1.281293547151481,1.4005089670441262,1.3513379974237996,1.3412705719791291,1.3253692343945986,1.3216880819721264,1.3431955153365867,1.3626701312047707,1.3653128665778906,1.4171831081675226,1.5314712493602822,1.5954784068579841,1.7227607700376975,1.7961670054376744,1.8215231526298872,1.7276486525050572,1.7164363884741278,1.6716221913239628,1.801136200126735,1.9278910515228251,2.1249266698354456,2.2191386207940313,2.385729046425444,2.3979615726680823,2.536971375658545,2.5921995461105642,2.7141185508756096,2.8621577583421094,3.127100178590682,3.3739996776805157,3.6865563766248153,4.0823474152528885,3.987820098418554,3.9678562831697066,3.7453560619385966,9.444715016491305,10.834886526510155,10.605209975417022,10.256535931141599,10.126510945940229,4.840559508342214,4.159055833628851,5.567809813090554,5.199573858757569,5.975778257805483,5.828156557765061,5.450622465352773,5.020311890382817,6.463458612128756,6.724525237401194,7.236231440778272,7.735647621428714,8.306880215768157,8.81415827581859,9.297470730741065,9.70948870969608,10.098670442927546,10.463043641517283,10.855986739432566,11.326968573777659,11.807623707411386,12.273562192060078,12.754187839276762,13.225476412219368,13.7859567533995,14.423612803662838,15.190917722233388,16.09382565580504,17.128736039169087,18.118435779047942,19.115694972489187,20.055486378639294,20.900468110558954,21.67536617923605,22.800505395936682,23.964989974602467,25.19936871814556,26.547010904844758,27.981345123328037,29.143071515308627,30.3914958137291,31.728791953809555,33.108043171128124,34.429560422755195,35.496310229178356,36.26714747063708
SAF,Mt/yr,0.8117737036129673,0.8751047690200178,0.9065856592878179,0.9122201220934858,0.8137180716705036,0.7387571183846724,0.7230862045412475,0.8917707098550126,1.102560287241157,1.2103175759961675,1.2022010737820727,1.3124141441691808,0.9698343476504622,0.7220132248399842,0.8049702742100087,0.9889845699835187,0.9459561138976202,1.1376545794462394,1.1015984058499293,0.9029384843561855,0.7164259317087829,0.6983006007303809,0.8393338124829487,1.0755683663857483,1.2839153343956486,1.281514753304754,1.2579609894627974,1.2606749099359986,1.2143376844923106,1.2224739539092144,1.4198539245277615,1.743133094923548,1.993342137580879,2.4018496573053256,2.7980986850023646,2.8458617347496835,2.307002492372267,2.1813009720092817,1.9576802137544553,1.6215574830643145,1.503590133927022,1.7894569196665742,1.6047108862247885,1.3111224020804322,1.7081056195663926,2.231600456316261,2.7703020229768134,2.495094936349865,2.4464749755255655,1.733781321555633,0.9389375605370558,0.4187013175227431,0.7521796086731369,1.0679979680359164,1.5679765228761169,2.1491856587363367,2.468518840551599,2.7722796576537982,2.9544774059993886,3.0273335344159986,3.0102551816563627,2.927098972506973,2.8219695079158607,2.765526932279984,2.7396514619393413,2.7329726642123404,2.756035743602985,2.8010304108254354,2.8501772638013247,2.9080983645697387,2.979312443401416,3.0548623635808,3.1300443026575104,3.183775035076213,3.218934930556724,3.2285850081952225,3.2155265703974907,3.1796600426044783,3.187194768268974,3.1585261161784453,3.099053823989268,3.010987161227749,2.9385731952044427,2.8047301119326713,2.685079038412711,2.6043040711636607,2.5669156216782376,2.5245215242155483,2.5004536333551197,2.503512390027451
