Year,Tech Type,steel,copper,aluminium
2020,Oil Offshore Pipeline,4.00E+05,0.21,3315.3
2020,Oil Onshore Pipeline,1.40E+05,0.00E+00,0.00E+00
2020,Gas Distribution Pipeline,16127.57,0,0
2020,Gas Transmission Pipeline,395164.2751,0.061630435,974.3478261
