year,region,region_name,shipping_type,source,ton_km_mega
2037,16,RUS,international shipping,preprocessed,1287443.0
2037,17,ME,international shipping,preprocessed,5092594.0
2037,18,INDIA,international shipping,preprocessed,4087020.0
2037,19,KOR,international shipping,preprocessed,2628328.0
2037,20,CHN,international shipping,preprocessed,19484750.0
2037,21,SEAS,international shipping,preprocessed,11988360.0
2037,22,INDO,international shipping,preprocessed,1762017.0
2037,23,JAP,international shipping,preprocessed,4092053.0
2037,24,OCE,international shipping,preprocessed,1373741.0
2037,25,RSAS,international shipping,preprocessed,1450502.0
2037,26,RSAF,international shipping,preprocessed,951691.7
2037,27,Unused,international shipping,preprocessed,0.0
2037,28,World Total,international shipping,preprocessed,125233700.0
2038,1,CAN,international shipping,preprocessed,2469713.0
2038,2,USA,international shipping,preprocessed,12163930.0
2038,3,MEX,international shipping,preprocessed,2133029.0
2038,4,RCAM,international shipping,preprocessed,1122574.0
2038,5,BRA,international shipping,preprocessed,1675018.0
2038,6,RSAM,international shipping,preprocessed,2151257.0
2038,7,NAF,international shipping,preprocessed,1551123.0
2038,8,WAF,international shipping,preprocessed,1522103.0
2038,9,EAF,international shipping,preprocessed,661924.1
2038,10,SAF,international shipping,preprocessed,615888.6
2038,11,WEU,international shipping,preprocessed,36925350.0
2038,12,CEU,international shipping,preprocessed,5727278.0
2038,13,TUR,international shipping,preprocessed,2130795.0
2038,14,UKR,international shipping,preprocessed,429762.4
2038,15,STAN,international shipping,preprocessed,526388.8
2038,16,RUS,international shipping,preprocessed,1300683.0
2038,17,ME,international shipping,preprocessed,5184422.0
2038,18,INDIA,international shipping,preprocessed,4209404.0
2038,19,KOR,international shipping,preprocessed,2652030.0
2038,20,CHN,international shipping,preprocessed,19674070.0
2038,21,SEAS,international shipping,preprocessed,12242100.0
2038,22,INDO,international shipping,preprocessed,1799600.0
2038,23,JAP,international shipping,preprocessed,4102122.0
2038,24,OCE,international shipping,preprocessed,1390720.0
2038,25,RSAS,international shipping,preprocessed,1501850.0
2038,26,RSAF,international shipping,preprocessed,987754.7
2038,27,Unused,international shipping,preprocessed,0.0
2038,28,World Total,international shipping,preprocessed,126850900.0
2039,1,CAN,international shipping,preprocessed,2485322.0
2039,2,USA,international shipping,preprocessed,12252670.0
2039,3,MEX,international shipping,preprocessed,2171281.0
2039,4,RCAM,international shipping,preprocessed,1146272.0
2039,5,BRA,international shipping,preprocessed,1706671.0
2039,6,RSAM,international shipping,preprocessed,2193538.0
2039,7,NAF,international shipping,preprocessed,1590755.0
2039,8,WAF,international shipping,preprocessed,1560839.0
2039,9,EAF,international shipping,preprocessed,684975.3
2039,10,SAF,international shipping,preprocessed,623445.0
2039,11,WEU,international shipping,preprocessed,37195560.0
2039,12,CEU,international shipping,preprocessed,5771966.0
2039,13,TUR,international shipping,preprocessed,2191339.0
2039,14,UKR,international shipping,preprocessed,437795.0
2039,15,STAN,international shipping,preprocessed,533223.1
2039,16,RUS,international shipping,preprocessed,1311443.0
2039,17,ME,international shipping,preprocessed,5274904.0
2039,18,INDIA,international shipping,preprocessed,4325413.0
2039,19,KOR,international shipping,preprocessed,2675808.0
2039,20,CHN,international shipping,preprocessed,19841930.0
2039,21,SEAS,international shipping,preprocessed,12478910.0
2039,22,INDO,international shipping,preprocessed,1835665.0
2039,23,JAP,international shipping,preprocessed,4110604.0
2039,24,OCE,international shipping,preprocessed,1407724.0
2039,25,RSAS,international shipping,preprocessed,1546327.0
2039,26,RSAF,international shipping,preprocessed,1020068.0
2039,27,Unused,international shipping,preprocessed,0.0
2039,28,World Total,international shipping,preprocessed,128374400.0
2040,1,CAN,international shipping,preprocessed,2506486.0
2040,2,USA,international shipping,preprocessed,12339490.0
2040,3,MEX,international shipping,preprocessed,2212007.0
2040,4,RCAM,international shipping,preprocessed,1167445.0
2040,5,BRA,international shipping,preprocessed,1740051.0
2040,6,RSAM,international shipping,preprocessed,2235037.0
2040,7,NAF,international shipping,preprocessed,1629618.0
2040,8,WAF,international shipping,preprocessed,1612845.0
2040,9,EAF,international shipping,preprocessed,710927.6
2040,10,SAF,international shipping,preprocessed,632705.4
2040,11,WEU,international shipping,preprocessed,37456000.0
2040,12,CEU,international shipping,preprocessed,5804533.0
2040,13,TUR,international shipping,preprocessed,2250314.0
2040,14,UKR,international shipping,preprocessed,445451.8
2040,15,STAN,international shipping,preprocessed,540348.0
2040,16,RUS,international shipping,preprocessed,1319567.0
2040,17,ME,international shipping,preprocessed,5364208.0
2040,18,INDIA,international shipping,preprocessed,4435556.0
2040,19,KOR,international shipping,preprocessed,2697046.0
2040,20,CHN,international shipping,preprocessed,19992680.0
2040,21,SEAS,international shipping,preprocessed,12700540.0
2040,22,INDO,international shipping,preprocessed,1870154.0
2040,23,JAP,international shipping,preprocessed,4116767.0
2040,24,OCE,international shipping,preprocessed,1424273.0
2040,25,RSAS,international shipping,preprocessed,1590749.0
2040,26,RSAF,international shipping,preprocessed,1050883.0
2040,27,Unused,international shipping,preprocessed,0.0
2040,28,World Total,international shipping,preprocessed,129845700.0
2041,1,CAN,international shipping,preprocessed,2524988.0
2041,2,USA,international shipping,preprocessed,12421010.0
2041,3,MEX,international shipping,preprocessed,2258032.0
2041,4,RCAM,international shipping,preprocessed,1191011.0
2041,5,BRA,international shipping,preprocessed,1782615.0
2041,6,RSAM,international shipping,preprocessed,2279457.0
2041,7,NAF,international shipping,preprocessed,1673762.0
2041,8,WAF,international shipping,preprocessed,1672365.0
2041,9,EAF,international shipping,preprocessed,743176.5
2041,10,SAF,international shipping,preprocessed,646235.0
2041,11,WEU,international shipping,preprocessed,37714160.0
2041,12,CEU,international shipping,preprocessed,5820142.0
2041,13,TUR,international shipping,preprocessed,2282768.0
2041,14,UKR,international shipping,preprocessed,452035.2
2041,15,STAN,international shipping,preprocessed,549336.1
2041,16,RUS,international shipping,preprocessed,1327660.0
2041,17,ME,international shipping,preprocessed,5449768.0
2041,18,INDIA,international shipping,preprocessed,4546661.0
2041,19,KOR,international shipping,preprocessed,2708941.0
2041,20,CHN,international shipping,preprocessed,20107640.0
2041,21,SEAS,international shipping,preprocessed,12897430.0
2041,22,INDO,international shipping,preprocessed,1902619.0
2041,23,JAP,international shipping,preprocessed,4121442.0
2041,24,OCE,international shipping,preprocessed,1441506.0
2041,25,RSAS,international shipping,preprocessed,1649965.0
2041,26,RSAF,international shipping,preprocessed,1092842.0
2041,27,Unused,international shipping,preprocessed,0.0
2041,28,World Total,international shipping,preprocessed,131257600.0
2042,1,CAN,international shipping,preprocessed,2543794.0
2042,2,USA,international shipping,preprocessed,12499310.0
2042,3,MEX,international shipping,preprocessed,2304187.0
2042,4,RCAM,international shipping,preprocessed,1213082.0
2042,5,BRA,international shipping,preprocessed,1825780.0
2042,6,RSAM,international shipping,preprocessed,2323397.0
2042,7,NAF,international shipping,preprocessed,1716772.0
2042,8,WAF,international shipping,preprocessed,1731851.0
2042,9,EAF,international shipping,preprocessed,777283.7
2042,10,SAF,international shipping,preprocessed,659403.5
2042,11,WEU,international shipping,preprocessed,37963780.0
2042,12,CEU,international shipping,preprocessed,5841001.0
2042,13,TUR,international shipping,preprocessed,2316701.0
2042,14,UKR,international shipping,preprocessed,458667.3
2042,15,STAN,international shipping,preprocessed,557941.7
2042,16,RUS,international shipping,preprocessed,1336567.0
2042,17,ME,international shipping,preprocessed,5534655.0
2042,18,INDIA,international shipping,preprocessed,4654156.0
2042,19,KOR,international shipping,preprocessed,2714599.0
2042,20,CHN,international shipping,preprocessed,20216680.0
2042,21,SEAS,international shipping,preprocessed,13084930.0
2042,22,INDO,international shipping,preprocessed,1934058.0
2042,23,JAP,international shipping,preprocessed,4125935.0
2042,24,OCE,international shipping,preprocessed,1457942.0
2042,25,RSAS,international shipping,preprocessed,1708214.0
2042,26,RSAF,international shipping,preprocessed,1133807.0
2042,27,Unused,international shipping,preprocessed,0.0
2042,28,World Total,international shipping,preprocessed,132634500.0
2043,1,CAN,international shipping,preprocessed,2563484.0
2043,2,USA,international shipping,preprocessed,12575340.0
2043,3,MEX,international shipping,preprocessed,2350294.0
2043,4,RCAM,international shipping,preprocessed,1233797.0
2043,5,BRA,international shipping,preprocessed,1869069.0
2043,6,RSAM,international shipping,preprocessed,2366995.0
2043,7,NAF,international shipping,preprocessed,1758734.0
2043,8,WAF,international shipping,preprocessed,1791214.0
2043,9,EAF,international shipping,preprocessed,812444.4
2043,10,SAF,international shipping,preprocessed,672308.7
2043,11,WEU,international shipping,preprocessed,38221180.0
2043,12,CEU,international shipping,preprocessed,5865070.0
2043,13,TUR,international shipping,preprocessed,2351765.0
2043,14,UKR,international shipping,preprocessed,465300.3
2043,15,STAN,international shipping,preprocessed,566201.1
2043,16,RUS,international shipping,preprocessed,1346829.0
2043,17,ME,international shipping,preprocessed,5618995.0
2043,18,INDIA,international shipping,preprocessed,4759263.0
2043,19,KOR,international shipping,preprocessed,2717335.0
2043,20,CHN,international shipping,preprocessed,20328340.0
2043,21,SEAS,international shipping,preprocessed,13268180.0
2043,22,INDO,international shipping,preprocessed,1964648.0
2043,23,JAP,international shipping,preprocessed,4130781.0
2043,24,OCE,international shipping,preprocessed,1473806.0
2043,25,RSAS,international shipping,preprocessed,1765330.0
2043,26,RSAF,international shipping,preprocessed,1174583.0
2043,27,Unused,international shipping,preprocessed,0.0
2043,28,World Total,international shipping,preprocessed,134011300.0
2044,1,CAN,international shipping,preprocessed,2584009.0
2044,2,USA,international shipping,preprocessed,12630090.0
2044,3,MEX,international shipping,preprocessed,2396166.0
2044,4,RCAM,international shipping,preprocessed,1255017.0
2044,5,BRA,international shipping,preprocessed,1912131.0
2044,6,RSAM,international shipping,preprocessed,2410086.0
2044,7,NAF,international shipping,preprocessed,1799725.0
2044,8,WAF,international shipping,preprocessed,1850460.0
2044,9,EAF,international shipping,preprocessed,847679.1
2044,10,SAF,international shipping,preprocessed,684975.7
2044,11,WEU,international shipping,preprocessed,38485930.0
2044,12,CEU,international shipping,preprocessed,5890893.0
2044,13,TUR,international shipping,preprocessed,2388254.0
2044,14,UKR,international shipping,preprocessed,472048.8
2044,15,STAN,international shipping,preprocessed,574092.8
2044,16,RUS,international shipping,preprocessed,1359022.0
2044,17,ME,international shipping,preprocessed,5702861.0
2044,18,INDIA,international shipping,preprocessed,4862377.0
2044,19,KOR,international shipping,preprocessed,2721171.0
2044,20,CHN,international shipping,preprocessed,20442980.0
2044,21,SEAS,international shipping,preprocessed,13444120.0
2044,22,INDO,international shipping,preprocessed,1994820.0
2044,23,JAP,international shipping,preprocessed,4135202.0
2044,24,OCE,international shipping,preprocessed,1489325.0
2044,25,RSAS,international shipping,preprocessed,1821282.0
2044,26,RSAF,international shipping,preprocessed,1215235.0
2044,27,Unused,international shipping,preprocessed,0.0
2044,28,World Total,international shipping,preprocessed,135370000.0
2045,1,CAN,international shipping,preprocessed,2599373.0
2045,2,USA,international shipping,preprocessed,12703140.0
2045,3,MEX,international shipping,preprocessed,2441719.0
2045,4,RCAM,international shipping,preprocessed,1276884.0
2045,5,BRA,international shipping,preprocessed,1954611.0
2045,6,RSAM,international shipping,preprocessed,2452475.0
2045,7,NAF,international shipping,preprocessed,1839278.0
2045,8,WAF,international shipping,preprocessed,1909604.0
2045,9,EAF,international shipping,preprocessed,882394.4
2045,10,SAF,international shipping,preprocessed,697406.0
2045,11,WEU,international shipping,preprocessed,38755570.0
2045,12,CEU,international shipping,preprocessed,5918255.0
2045,13,TUR,international shipping,preprocessed,2425519.0
2045,14,UKR,international shipping,preprocessed,478800.4
2045,15,STAN,international shipping,preprocessed,581647.3
2045,16,RUS,international shipping,preprocessed,1371089.0
2045,17,ME,international shipping,preprocessed,5786248.0
2045,18,INDIA,international shipping,preprocessed,4963929.0
2045,19,KOR,international shipping,preprocessed,2727502.0
2045,20,CHN,international shipping,preprocessed,20559570.0
2045,21,SEAS,international shipping,preprocessed,13613630.0
2045,22,INDO,international shipping,preprocessed,2024440.0
2045,23,JAP,international shipping,preprocessed,4139470.0
2045,24,OCE,international shipping,preprocessed,1504659.0
2045,25,RSAS,international shipping,preprocessed,1876105.0
2045,26,RSAF,international shipping,preprocessed,1255797.0
2045,27,Unused,international shipping,preprocessed,0.0
2045,28,World Total,international shipping,preprocessed,136739100.0
2046,1,CAN,international shipping,preprocessed,2615116.0
2046,2,USA,international shipping,preprocessed,12759650.0
2046,3,MEX,international shipping,preprocessed,2489321.0
2046,4,RCAM,international shipping,preprocessed,1301357.0
2046,5,BRA,international shipping,preprocessed,2001922.0
2046,6,RSAM,international shipping,preprocessed,2496205.0
2046,7,NAF,international shipping,preprocessed,1883570.0
2046,8,WAF,international shipping,preprocessed,1979990.0
2046,9,EAF,international shipping,preprocessed,922941.8
2046,10,SAF,international shipping,preprocessed,710931.0
2046,11,WEU,international shipping,preprocessed,39027540.0
2046,12,CEU,international shipping,preprocessed,5939675.0
2046,13,TUR,international shipping,preprocessed,2459039.0
2046,14,UKR,international shipping,preprocessed,485573.2
2046,15,STAN,international shipping,preprocessed,588539.3
2046,16,RUS,international shipping,preprocessed,1382783.0
2046,17,ME,international shipping,preprocessed,5864995.0
2046,18,INDIA,international shipping,preprocessed,5068768.0
2046,19,KOR,international shipping,preprocessed,2733388.0
2046,20,CHN,international shipping,preprocessed,20647850.0
2046,21,SEAS,international shipping,preprocessed,13765110.0
2046,22,INDO,international shipping,preprocessed,2051901.0
2046,23,JAP,international shipping,preprocessed,4145097.0
2046,24,OCE,international shipping,preprocessed,1520204.0
2046,25,RSAS,international shipping,preprocessed,1938810.0
2046,26,RSAF,international shipping,preprocessed,1304789.0
2046,27,Unused,international shipping,preprocessed,0.0
2046,28,World Total,international shipping,preprocessed,138085100.0
2047,1,CAN,international shipping,preprocessed,2636482.0
2047,2,USA,international shipping,preprocessed,12826480.0
2047,3,MEX,international shipping,preprocessed,2536464.0
2047,4,RCAM,international shipping,preprocessed,1325790.0
2047,5,BRA,international shipping,preprocessed,2047602.0
2047,6,RSAM,international shipping,preprocessed,2539162.0
2047,7,NAF,international shipping,preprocessed,1926245.0
2047,8,WAF,international shipping,preprocessed,2050177.0
2047,9,EAF,international shipping,preprocessed,962655.1
2047,10,SAF,international shipping,preprocessed,724066.5
2047,11,WEU,international shipping,preprocessed,39302710.0
2047,12,CEU,international shipping,preprocessed,5960338.0
2047,13,TUR,international shipping,preprocessed,2491058.0
2047,14,UKR,international shipping,preprocessed,492296.0
2047,15,STAN,international shipping,preprocessed,595070.6
2047,16,RUS,international shipping,preprocessed,1394100.0
2047,17,ME,international shipping,preprocessed,5942983.0
2047,18,INDIA,international shipping,preprocessed,5172909.0
2047,19,KOR,international shipping,preprocessed,2741334.0
2047,20,CHN,international shipping,preprocessed,20737490.0
2047,21,SEAS,international shipping,preprocessed,13912950.0
2047,22,INDO,international shipping,preprocessed,2078945.0
2047,23,JAP,international shipping,preprocessed,4150308.0
2047,24,OCE,international shipping,preprocessed,1535602.0
2047,25,RSAS,international shipping,preprocessed,2000557.0
2047,26,RSAF,international shipping,preprocessed,1353459.0
2047,27,Unused,international shipping,preprocessed,0.0
2047,28,World Total,international shipping,preprocessed,139437200.0
2048,1,CAN,international shipping,preprocessed,2658192.0
2048,2,USA,international shipping,preprocessed,12892470.0
2048,3,MEX,international shipping,preprocessed,2583248.0
2048,4,RCAM,international shipping,preprocessed,1349867.0
2048,5,BRA,international shipping,preprocessed,2091591.0
2048,6,RSAM,international shipping,preprocessed,2581075.0
2048,7,NAF,international shipping,preprocessed,1968049.0
2048,8,WAF,international shipping,preprocessed,2120212.0
2048,9,EAF,international shipping,preprocessed,1001483.0
2048,10,SAF,international shipping,preprocessed,736828.6
2048,11,WEU,international shipping,preprocessed,39576040.0
2048,12,CEU,international shipping,preprocessed,5979899.0
2048,13,TUR,international shipping,preprocessed,2521330.0
2048,14,UKR,international shipping,preprocessed,498956.1
2048,15,STAN,international shipping,preprocessed,601221.6
2048,16,RUS,international shipping,preprocessed,1405293.0
2048,17,ME,international shipping,preprocessed,6020358.0
2048,18,INDIA,international shipping,preprocessed,5275863.0
2048,19,KOR,international shipping,preprocessed,2750780.0
2048,20,CHN,international shipping,preprocessed,20825460.0
2048,21,SEAS,international shipping,preprocessed,14057980.0
2048,22,INDO,international shipping,preprocessed,2105592.0
2048,23,JAP,international shipping,preprocessed,4155674.0
2048,24,OCE,international shipping,preprocessed,1550798.0
2048,25,RSAS,international shipping,preprocessed,2061583.0
2048,26,RSAF,international shipping,preprocessed,1401712.0
2048,27,Unused,international shipping,preprocessed,0.0
2048,28,World Total,international shipping,preprocessed,140771600.0
2049,1,CAN,international shipping,preprocessed,2680148.0
2049,2,USA,international shipping,preprocessed,12957550.0
2049,3,MEX,international shipping,preprocessed,2629727.0
2049,4,RCAM,international shipping,preprocessed,1373468.0
2049,5,BRA,international shipping,preprocessed,2134096.0
2049,6,RSAM,international shipping,preprocessed,2622025.0
2049,7,NAF,international shipping,preprocessed,2009177.0
2049,8,WAF,international shipping,preprocessed,2190127.0
2049,9,EAF,international shipping,preprocessed,1039490.0
2049,10,SAF,international shipping,preprocessed,749275.9
2049,11,WEU,international shipping,preprocessed,39847000.0
2049,12,CEU,international shipping,preprocessed,5998864.0
2049,13,TUR,international shipping,preprocessed,2549633.0
2049,14,UKR,international shipping,preprocessed,505658.1
2049,15,STAN,international shipping,preprocessed,606970.5
2049,16,RUS,international shipping,preprocessed,1416347.0
2049,17,ME,international shipping,preprocessed,6097499.0
2049,18,INDIA,international shipping,preprocessed,5377902.0
2049,19,KOR,international shipping,preprocessed,2761155.0
2049,20,CHN,international shipping,preprocessed,20914050.0
2049,21,SEAS,international shipping,preprocessed,14198540.0
2049,22,INDO,international shipping,preprocessed,2131915.0
2049,23,JAP,international shipping,preprocessed,4161122.0
2049,24,OCE,international shipping,preprocessed,1565843.0
2049,25,RSAS,international shipping,preprocessed,2122008.0
2049,26,RSAF,international shipping,preprocessed,1449595.0
2049,27,Unused,international shipping,preprocessed,0.0
2049,28,World Total,international shipping,preprocessed,142089200.0
2050,1,CAN,international shipping,preprocessed,2702305.0
2050,2,USA,international shipping,preprocessed,13020900.0
2050,3,MEX,international shipping,preprocessed,2675932.0
2050,4,RCAM,international shipping,preprocessed,1396647.0
2050,5,BRA,international shipping,preprocessed,2175393.0
2050,6,RSAM,international shipping,preprocessed,2662146.0
2050,7,NAF,international shipping,preprocessed,2049810.0
2050,8,WAF,international shipping,preprocessed,2259826.0
2050,9,EAF,international shipping,preprocessed,1076766.0
2050,10,SAF,international shipping,preprocessed,761517.6
2050,11,WEU,international shipping,preprocessed,40118040.0
2050,12,CEU,international shipping,preprocessed,6017256.0
2050,13,TUR,international shipping,preprocessed,2576442.0
2050,14,UKR,international shipping,preprocessed,512572.4
2050,15,STAN,international shipping,preprocessed,612405.6
2050,16,RUS,international shipping,preprocessed,1427332.0
2050,17,ME,international shipping,preprocessed,6174016.0
2050,18,INDIA,international shipping,preprocessed,5479261.0
2050,19,KOR,international shipping,preprocessed,2772188.0
2050,20,CHN,international shipping,preprocessed,20998990.0
2050,21,SEAS,international shipping,preprocessed,14341870.0
2050,22,INDO,international shipping,preprocessed,2154626.0
2050,23,JAP,international shipping,preprocessed,4166793.0
2050,24,OCE,international shipping,preprocessed,1581139.0
2050,25,RSAS,international shipping,preprocessed,2181960.0
2050,26,RSAF,international shipping,preprocessed,1497234.0
2050,27,Unused,international shipping,preprocessed,0.0
2050,28,World Total,international shipping,preprocessed,143393300.0
2051,1,CAN,international shipping,preprocessed,2733351.0
2051,2,USA,international shipping,preprocessed,13091860.0
2051,3,MEX,international shipping,preprocessed,2713742.0
2051,4,RCAM,international shipping,preprocessed,1421391.0
2051,5,BRA,international shipping,preprocessed,2210125.0
2051,6,RSAM,international shipping,preprocessed,2699735.0
2051,7,NAF,international shipping,preprocessed,2100999.0
2051,8,WAF,international shipping,preprocessed,2346337.0
2051,9,EAF,international shipping,preprocessed,1119527.0
2051,10,SAF,international shipping,preprocessed,776304.9
2051,11,WEU,international shipping,preprocessed,40414460.0
2051,12,CEU,international shipping,preprocessed,6021678.0
2051,13,TUR,international shipping,preprocessed,2591461.0
2051,14,UKR,international shipping,preprocessed,516691.0
2051,15,STAN,international shipping,preprocessed,622474.3
2051,16,RUS,international shipping,preprocessed,1438058.0
2051,17,ME,international shipping,preprocessed,6245887.0
2051,18,INDIA,international shipping,preprocessed,5582861.0
2051,19,KOR,international shipping,preprocessed,2767681.0
2051,20,CHN,international shipping,preprocessed,21028360.0
2051,21,SEAS,international shipping,preprocessed,14495310.0
2051,22,INDO,international shipping,preprocessed,2176766.0
2051,23,JAP,international shipping,preprocessed,4166888.0
2051,24,OCE,international shipping,preprocessed,1606399.0
2051,25,RSAS,international shipping,preprocessed,2247062.0
2051,26,RSAF,international shipping,preprocessed,1551709.0
2051,27,Unused,international shipping,preprocessed,0.0
2051,28,World Total,international shipping,preprocessed,144687100.0
2052,1,CAN,international shipping,preprocessed,2764486.0
2052,2,USA,international shipping,preprocessed,13162520.0
2052,3,MEX,international shipping,preprocessed,2751084.0
2052,4,RCAM,international shipping,preprocessed,1445859.0
2052,5,BRA,international shipping,preprocessed,2243893.0
2052,6,RSAM,international shipping,preprocessed,2736028.0
2052,7,NAF,international shipping,preprocessed,2152107.0
2052,8,WAF,international shipping,preprocessed,2432649.0
2052,9,EAF,international shipping,preprocessed,1161767.0
2052,10,SAF,international shipping,preprocessed,790937.4
2052,11,WEU,international shipping,preprocessed,40710330.0
2052,12,CEU,international shipping,preprocessed,6025950.0
2052,13,TUR,international shipping,preprocessed,2605626.0
2052,14,UKR,international shipping,preprocessed,520705.8
2052,15,STAN,international shipping,preprocessed,632487.2
2052,16,RUS,international shipping,preprocessed,1448787.0
2052,17,ME,international shipping,preprocessed,6317052.0
2052,18,INDIA,international shipping,preprocessed,5684919.0
2052,19,KOR,international shipping,preprocessed,2762910.0
2052,20,CHN,international shipping,preprocessed,21056160.0
2052,21,SEAS,international shipping,preprocessed,14648160.0
2052,22,INDO,international shipping,preprocessed,2198783.0
2052,23,JAP,international shipping,preprocessed,4167117.0
2052,24,OCE,international shipping,preprocessed,1631641.0
2052,25,RSAS,international shipping,preprocessed,2311250.0
2052,26,RSAF,international shipping,preprocessed,1605406.0
2052,27,Unused,international shipping,preprocessed,0.0
2052,28,World Total,international shipping,preprocessed,145968600.0
2053,1,CAN,international shipping,preprocessed,2795653.0
2053,2,USA,international shipping,preprocessed,13233190.0
2053,3,MEX,international shipping,preprocessed,2788014.0
2053,4,RCAM,international shipping,preprocessed,1470061.0
2053,5,BRA,international shipping,preprocessed,2276758.0
2053,6,RSAM,international shipping,preprocessed,2771591.0
2053,7,NAF,international shipping,preprocessed,2202582.0
2053,8,WAF,international shipping,preprocessed,2518775.0
2053,9,EAF,international shipping,preprocessed,1203564.0
2053,10,SAF,international shipping,preprocessed,805412.1
2053,11,WEU,international shipping,preprocessed,41005650.0
2053,12,CEU,international shipping,preprocessed,6030180.0
2053,13,TUR,international shipping,preprocessed,2618017.0
2053,14,UKR,international shipping,preprocessed,524604.6
2053,15,STAN,international shipping,preprocessed,642455.1
2053,16,RUS,international shipping,preprocessed,1459497.0
2053,17,ME,international shipping,preprocessed,6387515.0
2053,18,INDIA,international shipping,preprocessed,5785216.0
2053,19,KOR,international shipping,preprocessed,2757777.0
2053,20,CHN,international shipping,preprocessed,21082410.0
2053,21,SEAS,international shipping,preprocessed,14799600.0
2053,22,INDO,international shipping,preprocessed,2220431.0
2053,23,JAP,international shipping,preprocessed,4167509.0
2053,24,OCE,international shipping,preprocessed,1656886.0
2053,25,RSAS,international shipping,preprocessed,2374541.0
2053,26,RSAF,international shipping,preprocessed,1658378.0
2053,27,Unused,international shipping,preprocessed,0.0
2053,28,World Total,international shipping,preprocessed,147236300.0
2054,1,CAN,international shipping,preprocessed,2826765.0
2054,2,USA,international shipping,preprocessed,13303460.0
2054,3,MEX,international shipping,preprocessed,2824554.0
2054,4,RCAM,international shipping,preprocessed,1494011.0
2054,5,BRA,international shipping,preprocessed,2308792.0
2054,6,RSAM,international shipping,preprocessed,2806404.0
2054,7,NAF,international shipping,preprocessed,2252460.0
2054,8,WAF,international shipping,preprocessed,2604710.0
2054,9,EAF,international shipping,preprocessed,1244917.0
2054,10,SAF,international shipping,preprocessed,819716.9
2054,11,WEU,international shipping,preprocessed,41299140.0
2054,12,CEU,international shipping,preprocessed,6034402.0
2054,13,TUR,international shipping,preprocessed,2629439.0
2054,14,UKR,international shipping,preprocessed,528404.4
2054,15,STAN,international shipping,preprocessed,652349.5
2054,16,RUS,international shipping,preprocessed,1470159.0
2054,17,ME,international shipping,preprocessed,6457281.0
2054,18,INDIA,international shipping,preprocessed,5883554.0
2054,19,KOR,international shipping,preprocessed,2751950.0
2054,20,CHN,international shipping,preprocessed,21106880.0
2054,21,SEAS,international shipping,preprocessed,14948620.0
2054,22,INDO,international shipping,preprocessed,2241657.0
2054,23,JAP,international shipping,preprocessed,4168072.0
2054,24,OCE,international shipping,preprocessed,1682150.0
2054,25,RSAS,international shipping,preprocessed,2437095.0
2054,26,RSAF,international shipping,preprocessed,1710663.0
2054,27,Unused,international shipping,preprocessed,0.0
2054,28,World Total,international shipping,preprocessed,148487600.0
2055,1,CAN,international shipping,preprocessed,2857739.0
2055,2,USA,international shipping,preprocessed,13372500.0
2055,3,MEX,international shipping,preprocessed,2860824.0
2055,4,RCAM,international shipping,preprocessed,1517670.0
2055,5,BRA,international shipping,preprocessed,2340032.0
2055,6,RSAM,international shipping,preprocessed,2840430.0
2055,7,NAF,international shipping,preprocessed,2301550.0
2055,8,WAF,international shipping,preprocessed,2690529.0
2055,9,EAF,international shipping,preprocessed,1285782.0
2055,10,SAF,international shipping,preprocessed,833814.9
2055,11,WEU,international shipping,preprocessed,41587490.0
2055,12,CEU,international shipping,preprocessed,6038545.0
2055,13,TUR,international shipping,preprocessed,2640235.0
2055,14,UKR,international shipping,preprocessed,532030.4
2055,15,STAN,international shipping,preprocessed,662107.2
2055,16,RUS,international shipping,preprocessed,1480799.0
2055,17,ME,international shipping,preprocessed,6526359.0
2055,18,INDIA,international shipping,preprocessed,5979612.0
2055,19,KOR,international shipping,preprocessed,2745520.0
2055,20,CHN,international shipping,preprocessed,21129160.0
2055,21,SEAS,international shipping,preprocessed,15094960.0
2055,22,INDO,international shipping,preprocessed,2262353.0
2055,23,JAP,international shipping,preprocessed,4168759.0
2055,24,OCE,international shipping,preprocessed,1707419.0
2055,25,RSAS,international shipping,preprocessed,2498702.0
2055,26,RSAF,international shipping,preprocessed,1762247.0
2055,27,Unused,international shipping,preprocessed,0.0
2055,28,World Total,international shipping,preprocessed,149717200.0
2056,1,CAN,international shipping,preprocessed,2889074.0
2056,2,USA,international shipping,preprocessed,13442210.0
2056,3,MEX,international shipping,preprocessed,2895710.0
2056,4,RCAM,international shipping,preprocessed,1542800.0
2056,5,BRA,international shipping,preprocessed,2372838.0
2056,6,RSAM,international shipping,preprocessed,2875133.0
2056,7,NAF,international shipping,preprocessed,2355542.0
2056,8,WAF,international shipping,preprocessed,2790929.0
2056,9,EAF,international shipping,preprocessed,1333772.0
2056,10,SAF,international shipping,preprocessed,848730.1
2056,11,WEU,international shipping,preprocessed,41866240.0
2056,12,CEU,international shipping,preprocessed,6040358.0
2056,13,TUR,international shipping,preprocessed,2647795.0
2056,14,UKR,international shipping,preprocessed,535840.9
2056,15,STAN,international shipping,preprocessed,672224.3
2056,16,RUS,international shipping,preprocessed,1493121.0
2056,17,ME,international shipping,preprocessed,6594177.0
2056,18,INDIA,international shipping,preprocessed,6077294.0
2056,19,KOR,international shipping,preprocessed,2735501.0
2056,20,CHN,international shipping,preprocessed,21132790.0
2056,21,SEAS,international shipping,preprocessed,15234530.0
