year,region,region_name,shipping_type,source,ton_km_mega
1990,15,STAN,international shipping,preprocessed,142907.9
1990,16,RUS,international shipping,preprocessed,847743.3
1990,17,ME,international shipping,preprocessed,1830412.0
1990,18,INDIA,international shipping,preprocessed,328424.1
1990,19,KOR,international shipping,preprocessed,891013.5
1990,20,CHN,international shipping,preprocessed,2872496.0
1990,21,SEAS,international shipping,preprocessed,1892527.0
1990,22,INDO,international shipping,preprocessed,417885.2
1990,23,JAP,international shipping,preprocessed,4754283.0
1990,24,OCE,international shipping,preprocessed,581096.8
1990,25,RSAS,international shipping,preprocessed,249610.5
1990,26,RSAF,international shipping,preprocessed,213026.1
1990,27,Unused,international shipping,preprocessed,0.0
1990,28,World Total,international shipping,preprocessed,55966350.0
1991,1,CAN,international shipping,preprocessed,1758187.0
1991,2,USA,international shipping,preprocessed,6184693.0
1991,3,MEX,international shipping,preprocessed,416100.4
1991,4,RCAM,international shipping,preprocessed,522128.9
1991,5,BRA,international shipping,preprocessed,493472.9
1991,6,RSAM,international shipping,preprocessed,687077.3
1991,7,NAF,international shipping,preprocessed,748019.6
1991,8,WAF,international shipping,preprocessed,409877.8
1991,9,EAF,international shipping,preprocessed,147019.4
1991,10,SAF,international shipping,preprocessed,392740.1
1991,11,WEU,international shipping,preprocessed,28710540.0
1991,12,CEU,international shipping,preprocessed,1471879.0
1991,13,TUR,international shipping,preprocessed,319792.9
1991,14,UKR,international shipping,preprocessed,263805.4
1991,15,STAN,international shipping,preprocessed,138319.7
1991,16,RUS,international shipping,preprocessed,815218.2
1991,17,ME,international shipping,preprocessed,1904674.0
1991,18,INDIA,international shipping,preprocessed,348116.3
1991,19,KOR,international shipping,preprocessed,948179.2
1991,20,CHN,international shipping,preprocessed,3050611.0
1991,21,SEAS,international shipping,preprocessed,2196998.0
1991,22,INDO,international shipping,preprocessed,452323.6
1991,23,JAP,international shipping,preprocessed,4925048.0
1991,24,OCE,international shipping,preprocessed,609984.9
1991,25,RSAS,international shipping,preprocessed,252967.4
1991,26,RSAF,international shipping,preprocessed,221850.1
1991,27,Unused,international shipping,preprocessed,0.0
1991,28,World Total,international shipping,preprocessed,58389620.0
1992,1,CAN,international shipping,preprocessed,1828050.0
1992,2,USA,international shipping,preprocessed,6633884.0
1992,3,MEX,international shipping,preprocessed,488121.0
1992,4,RCAM,international shipping,preprocessed,521968.8
1992,5,BRA,international shipping,preprocessed,514829.3
1992,6,RSAM,international shipping,preprocessed,754282.2
1992,7,NAF,international shipping,preprocessed,742321.4
1992,8,WAF,international shipping,preprocessed,451996.1
1992,9,EAF,international shipping,preprocessed,143024.9
1992,10,SAF,international shipping,preprocessed,392959.8
1992,11,WEU,international shipping,preprocessed,31309850.0
1992,12,CEU,international shipping,preprocessed,1371212.0
1992,13,TUR,international shipping,preprocessed,354167.1
1992,14,UKR,international shipping,preprocessed,212968.4
1992,15,STAN,international shipping,preprocessed,112389.4
1992,16,RUS,international shipping,preprocessed,660625.1
1992,17,ME,international shipping,preprocessed,2102470.0
1992,18,INDIA,international shipping,preprocessed,367539.5
1992,19,KOR,international shipping,preprocessed,1048127.0
1992,20,CHN,international shipping,preprocessed,3409877.0
1992,21,SEAS,international shipping,preprocessed,2621244.0
1992,22,INDO,international shipping,preprocessed,537582.4
1992,23,JAP,international shipping,preprocessed,5302689.0
1992,24,OCE,international shipping,preprocessed,647551.0
1992,25,RSAS,international shipping,preprocessed,275431.9
1992,26,RSAF,international shipping,preprocessed,241126.1
1992,27,Unused,international shipping,preprocessed,0.0
1992,28,World Total,international shipping,preprocessed,63046290.0
1993,1,CAN,international shipping,preprocessed,1792776.0
1993,2,USA,international shipping,preprocessed,6670794.0
1993,3,MEX,international shipping,preprocessed,536250.4
1993,4,RCAM,international shipping,preprocessed,478304.5
1993,5,BRA,international shipping,preprocessed,506699.3
1993,6,RSAM,international shipping,preprocessed,810342.0
1993,7,NAF,international shipping,preprocessed,688723.2
1993,8,WAF,international shipping,preprocessed,450966.2
1993,9,EAF,international shipping,preprocessed,137838.4
1993,10,SAF,international shipping,preprocessed,374319.2
1993,11,WEU,international shipping,preprocessed,31929440.0
1993,12,CEU,international shipping,preprocessed,1251727.0
1993,13,TUR,international shipping,preprocessed,370911.2
1993,14,UKR,international shipping,preprocessed,170366.1
1993,15,STAN,international shipping,preprocessed,90947.41
1993,16,RUS,international shipping,preprocessed,528626.3
1993,17,ME,international shipping,preprocessed,2145731.0
1993,18,INDIA,international shipping,preprocessed,366301.3
1993,19,KOR,international shipping,preprocessed,1063688.0
1993,20,CHN,international shipping,preprocessed,3697066.0
1993,21,SEAS,international shipping,preprocessed,2864189.0
1993,22,INDO,international shipping,preprocessed,589953.3
1993,23,JAP,international shipping,preprocessed,5325518.0
1993,24,OCE,international shipping,preprocessed,624834.4
1993,25,RSAS,international shipping,preprocessed,290633.5
1993,26,RSAF,international shipping,preprocessed,241957.9
1993,27,Unused,international shipping,preprocessed,0.0
1993,28,World Total,international shipping,preprocessed,63998900.0
1994,1,CAN,international shipping,preprocessed,1863572.0
1994,2,USA,international shipping,preprocessed,7010902.0
1994,3,MEX,international shipping,preprocessed,596517.9
1994,4,RCAM,international shipping,preprocessed,484937.8
1994,5,BRA,international shipping,preprocessed,543698.7
1994,6,RSAM,international shipping,preprocessed,883755.1
1994,7,NAF,international shipping,preprocessed,660179.5
1994,8,WAF,international shipping,preprocessed,438062.4
1994,9,EAF,international shipping,preprocessed,137338.0
1994,10,SAF,international shipping,preprocessed,375207.8
1994,11,WEU,international shipping,preprocessed,31180580.0
1994,12,CEU,international shipping,preprocessed,1287186.0
1994,13,TUR,international shipping,preprocessed,400877.9
1994,14,UKR,international shipping,preprocessed,135665.4
1994,15,STAN,international shipping,preprocessed,74266.53
1994,16,RUS,international shipping,preprocessed,422390.0
1994,17,ME,international shipping,preprocessed,2156364.0
1994,18,INDIA,international shipping,preprocessed,369084.4
1994,19,KOR,international shipping,preprocessed,1115231.0
1994,20,CHN,international shipping,preprocessed,4233974.0
1994,21,SEAS,international shipping,preprocessed,3231863.0
1994,22,INDO,international shipping,preprocessed,651094.2
1994,23,JAP,international shipping,preprocessed,5537164.0
1994,24,OCE,international shipping,preprocessed,636221.4
1994,25,RSAS,international shipping,preprocessed,312013.5
1994,26,RSAF,international shipping,preprocessed,242042.9
1994,27,Unused,international shipping,preprocessed,0.0
1994,28,World Total,international shipping,preprocessed,64980190.0
1995,1,CAN,international shipping,preprocessed,1941695.0
1995,2,USA,international shipping,preprocessed,7337186.0
1995,3,MEX,international shipping,preprocessed,655868.4
1995,4,RCAM,international shipping,preprocessed,494205.4
1995,5,BRA,international shipping,preprocessed,596735.1
1995,6,RSAM,international shipping,preprocessed,952563.1
1995,7,NAF,international shipping,preprocessed,642829.4
1995,8,WAF,international shipping,preprocessed,407126.1
1995,9,EAF,international shipping,preprocessed,145906.6
1995,10,SAF,international shipping,preprocessed,374133.5
1995,11,WEU,international shipping,preprocessed,30660830.0
1995,12,CEU,international shipping,preprocessed,1362661.0
1995,13,TUR,international shipping,preprocessed,405452.8
1995,14,UKR,international shipping,preprocessed,124117.1
1995,15,STAN,international shipping,preprocessed,85975.57
1995,16,RUS,international shipping,preprocessed,486735.7
1995,17,ME,international shipping,preprocessed,2105901.0
1995,18,INDIA,international shipping,preprocessed,391875.2
1995,19,KOR,international shipping,preprocessed,1146467.0
1995,20,CHN,international shipping,preprocessed,4656948.0
1995,21,SEAS,international shipping,preprocessed,3634234.0
1995,22,INDO,international shipping,preprocessed,682739.9
1995,23,JAP,international shipping,preprocessed,5654100.0
1995,24,OCE,international shipping,preprocessed,655991.7
1995,25,RSAS,international shipping,preprocessed,322116.5
1995,26,RSAF,international shipping,preprocessed,235195.4
1995,27,Unused,international shipping,preprocessed,0.0
1995,28,World Total,international shipping,preprocessed,66159590.0
1996,1,CAN,international shipping,preprocessed,1999110.0
1996,2,USA,international shipping,preprocessed,7523355.0
1996,3,MEX,international shipping,preprocessed,676691.4
1996,4,RCAM,international shipping,preprocessed,510915.0
1996,5,BRA,international shipping,preprocessed,662144.7
1996,6,RSAM,international shipping,preprocessed,1003914.0
1996,7,NAF,international shipping,preprocessed,626749.4
1996,8,WAF,international shipping,preprocessed,392062.4
1996,9,EAF,international shipping,preprocessed,150677.1
1996,10,SAF,international shipping,preprocessed,378568.1
1996,11,WEU,international shipping,preprocessed,30449510.0
1996,12,CEU,international shipping,preprocessed,1475020.0
1996,13,TUR,international shipping,preprocessed,431117.6
1996,14,UKR,international shipping,preprocessed,139469.8
1996,15,STAN,international shipping,preprocessed,88735.98
1996,16,RUS,international shipping,preprocessed,540485.5
1996,17,ME,international shipping,preprocessed,1985602.0
1996,18,INDIA,international shipping,preprocessed,415242.5
1996,19,KOR,international shipping,preprocessed,1238544.0
1996,20,CHN,international shipping,preprocessed,4949951.0
1996,21,SEAS,international shipping,preprocessed,4099783.0
1996,22,INDO,international shipping,preprocessed,706865.3
1996,23,JAP,international shipping,preprocessed,5769185.0
1996,24,OCE,international shipping,preprocessed,670969.4
1996,25,RSAS,international shipping,preprocessed,328785.1
1996,26,RSAF,international shipping,preprocessed,223202.0
1996,27,Unused,international shipping,preprocessed,0.0
1996,28,World Total,international shipping,preprocessed,67436660.0
1997,1,CAN,international shipping,preprocessed,2035488.0
1997,2,USA,international shipping,preprocessed,7723967.0
1997,3,MEX,international shipping,preprocessed,729583.8
1997,4,RCAM,international shipping,preprocessed,514960.3
1997,5,BRA,international shipping,preprocessed,713710.9
1997,6,RSAM,international shipping,preprocessed,1067738.0
1997,7,NAF,international shipping,preprocessed,634572.1
1997,8,WAF,international shipping,preprocessed,398890.6
1997,9,EAF,international shipping,preprocessed,152083.8
1997,10,SAF,international shipping,preprocessed,382620.4
1997,11,WEU,international shipping,preprocessed,31583400.0
1997,12,CEU,international shipping,preprocessed,1618221.0
1997,13,TUR,international shipping,preprocessed,454717.7
1997,14,UKR,international shipping,preprocessed,163677.7
1997,15,STAN,international shipping,preprocessed,96460.61
1997,16,RUS,international shipping,preprocessed,619141.7
1997,17,ME,international shipping,preprocessed,1989478.0
1997,18,INDIA,international shipping,preprocessed,447154.4
1997,19,KOR,international shipping,preprocessed,1345825.0
1997,20,CHN,international shipping,preprocessed,5116294.0
1997,21,SEAS,international shipping,preprocessed,4479631.0
1997,22,INDO,international shipping,preprocessed,733241.7
1997,23,JAP,international shipping,preprocessed,5739700.0
1997,24,OCE,international shipping,preprocessed,699022.9
1997,25,RSAS,international shipping,preprocessed,341771.1
1997,26,RSAF,international shipping,preprocessed,223417.8
1997,27,Unused,international shipping,preprocessed,0.0
1997,28,World Total,international shipping,preprocessed,70004780.0
1998,1,CAN,international shipping,preprocessed,2064335.0
1998,2,USA,international shipping,preprocessed,7895866.0
1998,3,MEX,international shipping,preprocessed,789154.3
1998,4,RCAM,international shipping,preprocessed,526144.6
1998,5,BRA,international shipping,preprocessed,753565.8
1998,6,RSAM,international shipping,preprocessed,1131683.0
1998,7,NAF,international shipping,preprocessed,625976.9
1998,8,WAF,international shipping,preprocessed,417891.8
1998,9,EAF,international shipping,preprocessed,144975.0
1998,10,SAF,international shipping,preprocessed,384507.3
1998,11,WEU,international shipping,preprocessed,31389800.0
1998,12,CEU,international shipping,preprocessed,1729072.0
1998,13,TUR,international shipping,preprocessed,512658.2
1998,14,UKR,international shipping,preprocessed,182543.8
1998,15,STAN,international shipping,preprocessed,99879.57
1998,16,RUS,international shipping,preprocessed,636038.3
1998,17,ME,international shipping,preprocessed,2020605.0
1998,18,INDIA,international shipping,preprocessed,470163.2
1998,19,KOR,international shipping,preprocessed,1387417.0
1998,20,CHN,international shipping,preprocessed,5194164.0
1998,21,SEAS,international shipping,preprocessed,4581698.0
1998,22,INDO,international shipping,preprocessed,775135.4
1998,23,JAP,international shipping,preprocessed,5524089.0
1998,24,OCE,international shipping,preprocessed,700236.6
1998,25,RSAS,international shipping,preprocessed,351091.0
