! Data imported from: X:\user\arpf\Environments\IMAGE_Materials\2_TIMER\outputlib\TIMER_3_4\IMAGE_Materials\SSP2\T2RT\endem\transport\trp_trvl_pkm.out;;;;;;;;;
real main.em.dem.trp.trvl.ProjT.pkm_global_tot[28,8](t) = [;;;;;;;;;
unit=tera pkm;;conversion factor =1000;;;;;;;
;;walking;cycling;bus;train;car;highspeed train;plane;total
t;DIM_ 1;class_ 1;class_ 2;class_ 3;class_ 4;class_ 5;class_ 6;class_ 7;class_ 8
1975;22;0.003663047;0.001569878;0.03894795;0.002848142;0.03002629;0;0.003327588;0.08038289
1975;23;0.03326877;0.01425806;0.365945;0.1577409;0.5382481;0;0.03027108;1.139732
1975;24;0.002475375;0.001060874;0.0388913;0.02083176;0.258243;0;0.0185218;0.3400241
1975;25;0.004445089;0.001905038;0.0289186;0.01062192;0.01706491;0;0.006749456;0.06970501
1975;26;0.007433718;0.003185878;0.02982666;0.01396701;0.006631624;0;0.00426629;0.06531118
1975;27;0;0;0;0;0;0;0;0
1975;28;0.5803819;0.2487351;3.937292;5.616546;9.22992;0;1.291961;20.90484
1976;1;0.004539452;0.001945479;0.06310734;0.0466001;0.4735919;0;0.03376705;0.6235514
1976;2;0.03771476;0.01616346;0.7012964;0.3611942;3.568702;0;0.4955258;5.180597
1976;3;0.005844977;0.002504991;0.07090229;0.003976766;0.08325147;0;0.01042564;0.1769061
1976;4;0.003363716;0.001441592;0.03900153;0.000744816;0.04581662;0;0.0114391;0.1018074
1976;5;0.0155897;0.006681302;0.1475616;0.02337315;0.2623074;0;0.01632988;0.471843
1976;6;0.01343714;0.005758775;0.1648431;0.02118498;0.1842248;0;0.01724442;0.4066932
1976;7;0.003917023;0.001678723;0.04351132;0.007227947;0.03901553;0;0.01288442;0.108235
1976;8;0.01534153;0.006574939;0.08299635;0.002478527;0.01696092;0;0.01043535;0.1347876
1976;9;0.007173509;0.003074362;0.03620712;0.002541182;0.006813836;0;0.007215035;0.06302505
1976;10;0.03552734;0.01522601;0.1088632;0.09863174;0.04720319;0;0.006684726;0.3121363
1976;11;0.1246036;0.05340154;0.6164736;0.6285647;2.642721;0;0.2029418;4.268707
1976;12;0.02943397;0.01261456;0.1355228;0.4709596;0.3379914;0;0.02183511;1.008358
1976;13;0.007775499;0.003332357;0.03188142;0.06678502;0.1030427;0;0.002035229;0.2148522
1976;14;0.01969641;0.008441319;0.06818721;0.429686;0.08939385;0;0.05936071;0.6747655
