! Data imported from: X:\user\arpf\Environments\IMAGE_Materials\2_TIMER\outputlib\TIMER_3_4\IMAGE_Materials\SSP2\T2RT\endem\transport\trp_trvl_pkm.out;;;;;;;;;
real main.em.dem.trp.trvl.ProjT.pkm_global_tot[28,8](t) = [;;;;;;;;;
unit=tera pkm;;conversion factor =1000;;;;;;;
;;walking;cycling;bus;train;car;highspeed train;plane;total
t;DIM_ 1;class_ 1;class_ 2;class_ 3;class_ 4;class_ 5;class_ 6;class_ 7;class_ 8
2003;9;0.01925125;0.008250536;0.09490859;6.82E-05;0.02860605;0;0.01805301;0.1691377
2003;10;0.03929723;0.01684166;0.1879797;0.004086961;0.07255699;0;0.02449513;0.3452577
2003;11;0.2030216;0.08700898;1.083815;0.6185814;4.377007;0;0.5858747;6.955309
2003;12;0.02791272;0.01196259;0.2097212;0.1516437;0.5293415;0;0.02566462;0.9562463
2003;13;0.01194474;0.005119173;0.07341497;0.0204174;0.1959707;0;0.02318932;0.3300563
2003;14;0.008642277;0.003703834;0.05878616;0.09245585;0.1264011;0;0.006080544;0.2960698
2003;15;0.009973157;0.004274208;0.1419706;0.04539867;0.09596776;0;0.01417408;0.3117585
2003;16;0.06049356;0.02592582;0.6838552;0.4659009;0.5082566;0;0.1465827;1.891015
2003;17;0.06969746;0.02987035;0.6059091;0;1.034536;0;0.1858634;1.925877
2003;18;0.07468521;0.03200794;0.4059116;0.2187089;0.3998652;0;0.03998739;1.171166
2003;19;0.02228776;0.009551894;0.3211392;0.02426731;0.3417009;0;0.0445938;0.7635408
2003;20;0.09876877;0.04232947;1.581792;0.3250538;1.168404;0;0.1673013;3.383649
2003;21;0.05482943;0.02349832;0.3956701;0.008927418;0.5869282;0;0.1333376;1.203191
2003;22;0.02270548;0.009730913;0.1784707;0;0.2652112;0;0.02213648;0.4982547
2003;23;0.06129577;0.02626962;0.7498825;0.1795965;0.9601234;0;0.122721;2.099889
2003;24;0.00439512;0.001883612;0.07194746;0.03242014;0.4351479;0;0.05795206;0.6037462
2003;25;0.02609176;0.01118219;0.1642883;0.02846349;0.1566797;0;0.02244888;0.4091543
2003;26;0.01501923;0.006436812;0.07446629;0.000659714;0.02325269;0;0.01212123;0.131956
2003;27;0;0;0;0;0;0;0;0
2003;28;1.086334;0.4655712;9.659569;2.577057;20.85073;0;2.877851;37.51711
2004;1;0.006025238;0.002582246;0.09443091;0.03384946;0.6237577;0;0.06699738;0.8276429
2004;2;0.06675421;0.02860895;0.9651982;0.2643233;6.843541;0;1.00111;9.169536
2004;3;0.02919731;0.01251313;0.2718097;0.02552063;0.5063059;0;0.03834915;0.8836958
2004;4;0.009389842;0.004024219;0.08549738;0.001015824;0.1493886;0;0.03488028;0.2841962
2004;5;0.03796737;0.01627174;0.3569292;0.02569847;0.6644648;0;0.04780207;1.149134
2004;6;0.03377663;0.0144757;0.3530221;0.0139366;0.5535786;0;0.05350516;1.022295
2004;7;0.02270715;0.009731641;0.2163878;0.008040143;0.330146;0;0.04043003;0.6274428
2004;8;0.0608432;0.02607565;0.3209065;0.000157221;0.1034141;0;0.02315963;0.5345563
2004;9;0.02055183;0.008807926;0.1007287;6.35E-05;0.03051895;0;0.01989345;0.1805643
2004;10;0.04126345;0.01768434;0.1975525;0.004183439;0.07678798;0;0.02506087;0.3625325
2004;11;0.2072733;0.08883081;1.103112;0.633084;4.432836;0;0.6360131;7.101149
2004;12;0.02964714;0.01270592;0.225386;0.1502454;0.5703739;0;0.02730255;1.015661
2004;13;0.01177928;0.005048265;0.07261034;0.01595606;0.194818;0;0.02527258;0.3254846
2004;14;0.009150364;0.003921585;0.06249597;0.100951;0.1307199;0;0.00623715;0.3134761
2004;15;0.01018609;0.004365466;0.1482796;0.039561;0.1001649;0;0.01585771;0.3184147
2004;16;0.06415477;0.0274949;0.7256559;0.5055283;0.5362054;0;0.1464243;2.005464
2004;17;0.07297883;0.03127664;0.6375486;0;1.093624;0;0.1811185;2.016547
2004;18;0.08002927;0.03429825;0.4381335;0.2227694;0.4337195;0;0.04601743;1.254967
2004;19;0.02257108;0.009673321;0.3221282;0.02433468;0.3463123;0;0.04822742;0.773247
2004;20;0.114618;0.04912205;1.799007;0.3794684;1.371938;0;0.2124659;3.92662
2004;21;0.05953271;0.02551397;0.4234466;0.009246692;0.6319033;0;0.1567672;1.306411
2004;22;0.02321259;0.00994825;0.1792973;0;0.2690728;0;0.02785207;0.509383
2004;23;0.06177174;0.02647363;0.7520803;0.1808725;0.9688596;0;0.1261385;2.116196
2004;24;0.004601188;0.001971937;0.07503084;0.03475564;0.4548056;0;0.06086611;0.6320313
2004;25;0.02805665;0.01202428;0.1773106;0.03285371;0.1643224;0;0.02539862;0.4399663
2004;26;0.01661143;0.007119188;0.08191986;0.000595882;0.02584374;0;0.0138547;0.1459448
2004;27;0;0;0;0;0;0;0;0
2004;28;1.144651;0.490564;10.18591;2.707011;21.60742;0;3.107002;39.24256
2005;1;0.006149256;0.002635394;0.09499247;0.03783344;0.6304313;0;0.07263617;0.844678
2005;2;0.06792077;0.0291089;0.9745794;0.2869757;6.918842;0;1.05235;9.329777
2005;3;0.03086412;0.01322748;0.2878014;0.0258646;0.5368166;0;0.03956993;0.9341441
2005;4;0.009674834;0.004146359;0.08694658;0.001132992;0.152461;0;0.03846005;0.2928218
2005;5;0.03868995;0.01658141;0.3641083;0.0265194;0.6737396;0;0.0513647;1.171003
2005;6;0.03546251;0.01519821;0.3702866;0.01420208;0.5836419;0;0.05452871;1.07332
2005;7;0.02308629;0.009894127;0.2196766;0.008245545;0.3358563;0;0.04116013;0.637919
2005;8;0.05723796;0.02453056;0.2989903;0.00016311;0.09721051;0;0.02474892;0.5028814
2005;9;0.02151321;0.009219946;0.1046435;6.13E-05;0.03196577;0;0.02160712;0.1890108
2005;10;0.04324771;0.01853473;0.2065926;0.004022518;0.08100699;0;0.02656137;0.3799659
2005;11;0.2075172;0.08893488;1.100222;0.6285408;4.404503;0;0.6800119;7.10973
2005;12;0.03063494;0.01312926;0.2372471;0.1346496;0.6028153;0;0.03102471;1.049501
2005;13;0.01222496;0.005239266;0.07401231;0.01828699;0.200235;0;0.02780075;0.3377993
2005;14;0.009227141;0.00395449;0.06314107;0.1022832;0.1308226;0;0.006677675;0.3161062
2005;15;0.01014276;0.004346896;0.1509172;0.03256299;0.1014562;0;0.01763424;0.3170602
2005;16;0.06511932;0.02790829;0.7140412;0.5394436;0.5255439;0;0.1635594;2.035616
2005;17;0.07790307;0.03338701;0.6883228;0;1.175847;0;0.1771525;2.152613
2005;18;0.08519754;0.03651324;0.4562271;0.2494905;0.4537317;0;0.05485282;1.336013
2005;19;0.02291667;0.009821433;0.323978;0.02535588;0.3519848;0;0.05102961;0.7850864
2005;20;0.1220514;0.05230771;1.935373;0.3592056;1.48515;0;0.2271848;4.181272
2005;21;0.05986945;0.02565806;0.4199567;0.01610035;0.6288233;0;0.1634567;1.313864
2005;22;0.02326819;0.009972079;0.1793071;0;0.2712667;0;0.02678919;0.5106032
2005;23;0.06132501;0.02628214;0.7407137;0.1821449;0.9609477;0;0.1294775;2.100891
2005;24;0.004626604;0.001982831;0.07488775;0.03424653;0.4538334;0;0.06594578;0.6355229
2005;25;0.02816915;0.01207249;0.1819051;0.02938766;0.1602326;0;0.02996345;0.4417304
2005;26;0.0161797;0.006934158;0.08140976;0.000661294;0.02593078;0;0.01103599;0.1421517
2005;27;0;0;0;0;0;0;0;0
2005;28;1.17022;0.5015213;10.43028;2.757381;21.9751;0;3.286584;40.12108
2006;1;0.006171893;0.002645096;0.09438412;0.03910132;0.6319819;0;0.07350297;0.8477873
2006;2;0.06876969;0.02947271;0.9848762;0.3110806;7.021022;0;1.03116;9.446382
2006;3;0.03242805;0.01389773;0.3016018;0.02665511;0.5650427;0;0.04185306;0.9814785
2006;4;0.009867772;0.004229044;0.08801518;0.001204065;0.1552562;0;0.04008911;0.2986614
2006;5;0.03931884;0.01685092;0.3711999;0.02817873;0.6821516;0;0.05233696;1.190037
2006;6;0.0370708;0.01588748;0.3857014;0.01456933;0.6169224;0;0.05184601;1.121997
2006;7;0.02435975;0.01043989;0.2300707;0.009410968;0.352771;0;0.04605481;0.6731071
2006;8;0.05520852;0.02366079;0.2864927;0.000180381;0.09386417;0;0.02564456;0.4850512
2006;9;0.02371587;0.01016395;0.1158187;7.31E-05;0.03566895;0;0.02292229;0.208363
2006;10;0.04445604;0.01905259;0.2111592;0.004130395;0.08369621;0;0.02808755;0.390582
2006;11;0.2102818;0.09011964;1.115957;0.6030463;4.466788;0;0.7182856;7.204479
2006;12;0.03205497;0.01373772;0.250037;0.1275068;0.6410899;0;0.03379335;1.09822
2006;13;0.01369098;0.005867518;0.08493225;0.01792354;0.2309927;0;0.0249212;0.3783282
2006;14;0.009764208;0.004184661;0.06607667;0.1122789;0.1364874;0;0.00571339;0.3345052
2006;15;0.01078723;0.004623099;0.1611207;0.03221183;0.108074;0;0.0203894;0.3372063
2006;16;0.06894077;0.02954605;0.7556436;0.5684423;0.5569766;0;0.1755234;2.155073
2006;17;0.08239011;0.03531004;0.7265784;0;1.242903;0;0.1894173;2.276599
2006;18;0.0887939;0.03805453;0.4705702;0.2561595;0.4714679;0;0.06736306;1.392409
2006;19;0.023222;0.009952293;0.3253543;0.02466358;0.3569217;0;0.0554326;0.7955465
2006;20;0.1292859;0.05540825;2.04053;0.3812226;1.585843;0;0.236828;4.429118
2006;21;0.0578745;0.02480326;0.3970217;0.01712101;0.5969211;0;0.176299;1.270041
2006;22;0.02210761;0.009474318;0.168528;0;0.256911;0;0.02816312;0.485184
2006;23;0.06038627;0.02587985;0.7267557;0.1776222;0.9504126;0;0.1276756;2.068732
2006;24;0.004732943;0.002028406;0.07562137;0.03449618;0.4592666;0;0.0739842;0.6501297
2006;25;0.02902832;0.01244071;0.1944837;0.02928756;0.1603854;0;0.02957779;0.4552035
2006;26;0.01717038;0.007358731;0.08785599;0.000654982;0.0282229;0;0.009592533;0.1508555
2006;27;0;0;0;0;0;0;0;0
2006;28;1.201879;0.5150893;10.71639;2.817221;22.48804;0;3.386457;41.12508
2007;1;0.006521961;0.002795077;0.09798437;0.04113559;0.6716901;0;0.07585525;0.8959824
2007;2;0.06965092;0.02984997;0.996024;0.3002443;7.12643;0;1.046133;9.568333
2007;3;0.03433602;0.01471543;0.3186474;0.02555268;0.5989248;0;0.04704934;1.039226
2007;4;0.01059271;0.004539735;0.0940122;0.001876257;0.1668075;0;0.0427743;0.3206027
2007;5;0.0426144;0.01826332;0.3971398;0.029953;0.7436725;0;0.05813921;1.289782
2007;6;0.03911543;0.01676376;0.4054111;0.01570407;0.6574321;0;0.04945475;1.183881
2007;7;0.025943;0.01111842;0.2440805;0.008700618;0.3763033;0;0.05070952;0.7168554
2007;8;0.05542135;0.023752;0.2859429;0.000193828;0.09449493;0;0.02711594;0.4869209
2007;9;0.0253006;0.01084311;0.1223257;6.51E-05;0.0380058;0;0.02574584;0.2222861
2007;10;0.04864252;0.0208468;0.2310649;0.004086804;0.09259069;0;0.03013195;0.4273637
2007;11;0.2131359;0.09134161;1.126835;0.6042317;4.513114;0;0.7542741;7.302932
2007;12;0.03375395;0.01446555;0.2609378;0.1352154;0.6764027;0;0.03582582;1.156601
2007;13;0.01534899;0.006578096;0.09647192;0.01166269;0.2628849;0;0.03119413;0.4241408
2007;14;0.01102154;0.00472352;0.07669235;0.1208542;0.1593434;0;0.004944284;0.3775794
2007;15;0.01181296;0.005062697;0.1777015;0.03427058;0.119609;0;0.02081369;0.3692704
2007;16;0.06877421;0.02947465;0.7531841;0.57057;0.5483544;0;0.1795085;2.149866
2007;17;0.08582826;0.03678354;0.7583719;0;1.288515;0;0.2021026;2.371602
2007;18;0.1025175;0.04393608;0.5508087;0.2741181;0.5581858;0;0.07804823;1.607614
2007;19;0.02408678;0.01032286;0.3350018;0.02391599;0.3721108;0;0.05975556;0.8251938
2007;20;0.1357929;0.05819699;2.115582;0.4055516;1.678522;0;0.2583903;4.652036
2007;21;0.06208329;0.02660665;0.4252568;0.01769806;0.6421087;0;0.1887468;1.3625
2007;22;0.02271825;0.009735314;0.171937;0;0.2648326;0;0.02949493;0.4987181
2007;23;0.05892;0.02525144;0.7045693;0.1774402;0.9304943;0;0.1218246;2.0185
2007;24;0.004855935;0.002081116;0.07664494;0.03543432;0.4683991;0;0.0796089;0.6670243
2007;25;0.03312173;0.01419503;0.2295204;0.03172934;0.1854237;0;0.02540338;0.5193936
2007;26;0.01838244;0.007878185;0.09391915;0.000629275;0.0305126;0;0.01018278;0.1615044
2007;27;0;0;0;0;0;0;0;0
2007;28;1.260294;0.540121;11.14607;2.870834;23.26517;0;3.533228;42.61571
2008;1;0.006627962;0.002840554;0.09891839;0.04331343;0.6819564;0;0.07677751;0.9104342
2008;2;0.06739562;0.02888383;0.9673266;0.2408332;6.953797;0;0.9993988;9.257635
2008;3;0.03566528;0.01528512;0.3323225;0.02482287;0.6256531;0;0.04570819;1.079457
2008;4;0.01047712;0.004490197;0.09136204;0.00307651;0.1628894;0;0.04480905;0.3171043
2008;5;0.04641112;0.01989049;0.4195939;0.03167225;0.8227224;0;0.06440473;1.404695
2008;6;0.04162873;0.01784088;0.4295906;0.0168579;0.6950065;0;0.05902476;1.259949
2008;7;0.02778139;0.01190631;0.2634936;0.00716424;0.4041212;0;0.05318723;0.7676539
2008;8;0.06405946;0.02745406;0.3261001;0.00021745;0.108623;0;0.03635967;0.5628138
2008;9;0.02762249;0.0118382;0.135347;6.13E-05;0.0423243;0;0.02549076;0.2426841
2008;10;0.04884588;0.02093394;0.2313877;0.004019958;0.09374608;0;0.03021669;0.4291503
2008;11;0.2097428;0.08988861;1.105258;0.5937191;4.420789;0;0.7666734;7.186071
2008;12;0.03562997;0.01526914;0.2748761;0.1313073;0.7240777;0;0.03993638;1.221097
2008;13;0.01477023;0.006330034;0.09249458;0.01239396;0.251724;0;0.03044811;0.4081609
2008;14;0.01139344;0.004882873;0.07900973;0.1257607;0.1645673;0;0.004719123;0.3903332
2008;15;0.01238825;0.00530925;0.1932385;0.02320419;0.1299717;0;0.023142;0.387254
2008;16;0.07305743;0.03131032;0.838603;0.5407656;0.6069788;0;0.1930435;2.283759
2008;17;0.09120131;0.03908627;0.8121545;0;1.369048;0;0.2085788;2.520069
2008;18;0.1151228;0.04933832;0.6277621;0.2927453;0.643142;0;0.07717075;1.805281
2008;19;0.02363981;0.01013134;0.3281409;0.02213914;0.3671071;0;0.0587015;0.8098597
2008;20;0.150867;0.06465729;2.417896;0.4275972;1.84525;0;0.2621782;5.168446
2008;21;0.06232238;0.02670911;0.42706;0.02251852;0.6389471;0;0.1902032;1.36776
2008;22;0.0240988;0.01032756;0.181691;0;0.2816145;0;0.03117328;0.5289052
2008;23;0.05740825;0.02460353;0.6823259;0.1756652;0.9089814;0;0.117725;1.966709
2008;24;0.004979081;0.00213389;0.07751133;0.03848367;0.4768628;0;0.08396862;0.6839394
2008;25;0.0340026;0.01457254;0.2441672;0.03018393;0.1829024;0;0.02737821;0.5332068
2008;26;0.02057252;0.008816792;0.1040399;0.000534239;0.03415021;0;0.0126324;0.180746
2008;27;0;0;0;0;0;0;0;0
2008;28;1.317712;0.5647305;11.78167;2.809057;23.63696;0;3.56305;43.67318
2009;1;0.006616498;0.002835617;0.1008753;0.02805261;0.7038506;0;0.06668549;0.9089162
2009;2;0.06522909;0.02795375;0.9447848;0.2008243;6.804735;0;0.9196598;8.963187
2009;3;0.03519344;0.0150829;0.3307108;0.02467384;0.620333;0;0.03918239;1.065176
2009;4;0.010766;0.004614004;0.09451722;0.003167321;0.1690127;0;0.0437705;0.3258477
2009;5;0.0468371;0.02007305;0.413865;0.03183604;0.8385436;0;0.06643324;1.417588
2009;6;0.04144738;0.01776315;0.4253367;0.01704737;0.6956347;0;0.05723093;1.25446
2009;7;0.03030634;0.01298843;0.2823159;0.01699736;0.4410445;0;0.05377061;0.8374231
2009;8;0.06500336;0.02785858;0.3332949;0.000230398;0.1121277;0;0.03259165;0.5711066
2009;9;0.02907382;0.01246014;0.1427595;5.81E-05;0.04511428;0;0.02596152;0.2554273
2009;10;0.0474736;0.02034583;0.2236064;0.003869553;0.09151174;0;0.03028654;0.4170937
2009;11;0.2058612;0.08822516;1.095689;0.5809513;4.360918;0;0.7214051;7.05305
2009;12;0.03513221;0.01505494;0.273982;0.1215082;0.7232487;0;0.03571267;1.204639
2009;13;0.01487028;0.006372977;0.09305549;0.01287;0.2517875;0;0.03193958;0.4108958
2009;14;0.01021158;0.004376369;0.07671693;0.09781165;0.156279;0;0.004449457;0.3498449
2009;15;0.01221236;0.005233871;0.1862834;0.0297524;0.124926;0;0.02334765;0.3817556
2009;16;0.07561252;0.03240537;0.8825397;0.5627034;0.6327259;0;0.1776431;2.36363
2009;17;0.09546894;0.04091525;0.8651183;0;1.424041;0;0.2124479;2.637992
2009;18;0.1254642;0.05377038;0.6944782;0.3042932;0.707497;0;0.08194645;1.96745
2009;19;0.02414891;0.01034932;0.3359795;0.02112384;0.3782051;0;0.0576153;0.8274219
2009;20;0.1520207;0.06515174;2.407527;0.4270995;1.872563;0;0.2836114;5.207973
2009;21;0.066184;0.02836452;0.4626216;0.02635822;0.6780782;0;0.1907668;1.452373
2009;22;0.02724577;0.01167302;0.2052688;0;0.3212804;0;0.03308581;0.5985539
2009;23;0.05665871;0.02428229;0.6752677;0.1717092;0.9047526;0;0.1083708;1.941041
2009;24;0.004993867;0.002140229;0.07705352;0.03938877;0.4775722;0;0.08482242;0.685971
2009;25;0.03536147;0.01515492;0.2569995;0.02857978;0.1899592;0;0.02846086;0.5545157
2009;26;0.02219505;0.009512163;0.1129215;0.000590015;0.03732785;0;0.01245476;0.1950014
2009;27;0;0;0;0;0;0;0;0
2009;28;1.341588;0.574958;11.99357;2.751496;23.76307;0;3.423653;43.84834
2010;1;0.007021477;0.003009205;0.1045489;0.03584985;0.7443882;0;0.06967144;0.964489
2010;2;0.06837004;0.02930143;0.9810136;0.2130892;7.143626;0;0.9560881;9.391489
2010;3;0.03579693;0.01534154;0.3337911;0.02636966;0.6318298;0;0.04031328;1.083442
2010;4;0.01092867;0.004683708;0.09549463;0.003092881;0.1721032;0;0.04446916;0.3307723
2010;5;0.05170408;0.02215889;0.4447767;0.04057481;0.9285437;0;0.07713471;1.564893
2010;6;0.04375825;0.01875354;0.4423107;0.01700268;0.7308418;0;0.07173534;1.324402
2010;7;0.03241194;0.01389083;0.3024647;0.01935149;0.4775102;0;0.04997571;0.8956048
2010;8;0.07368264;0.03157828;0.3780647;0.000251981;0.1285847;0;0.03519891;0.6473612
2010;9;0.03137079;0.0134446;0.1530272;9.49E-05;0.048923;0;0.02875494;0.2756154
2010;10;0.04911716;0.02105021;0.2301995;0.003989711;0.09576965;0;0.0314075;0.4315337
2010;11;0.2063788;0.0884468;1.092886;0.5433282;4.367736;0.03804533;0.7341056;7.070927
2010;12;0.03551729;0.01522139;0.2744548;0.1206984;0.7335579;0;0.03749403;1.216944
2010;13;0.01459327;0.006254252;0.09247236;0.01376408;0.2514036;0.000198904;0.02455498;0.4032414
2010;14;0.01074086;0.004603214;0.07924972;0.1059813;0.1623222;0;0.005072691;0.3679699
2010;15;0.01261161;0.005404975;0.1931412;0.02832815;0.129351;0;0.02539895;0.3942359
2010;16;0.07796446;0.03341334;0.9091353;0.5712623;0.6516824;0;0.1936933;2.437151
2010;17;0.09901742;0.04243606;0.9101083;0;1.463315;0;0.2211679;2.736044
2010;18;0.1350913;0.05789629;0.745841;0.3202502;0.768091;0;0.09124605;2.118416
2010;19;0.02490294;0.01067268;0.3413446;0.01743966;0.3908497;0.003791693;0.06413117;0.8531324
2010;20;0.1650942;0.07075464;2.551094;0.4536722;2.052216;0.0192893;0.343725;5.655846
2010;21;0.06885312;0.02950845;0.4720141;0.0312062;0.6952711;0;0.2140883;1.510941
2010;22;0.02979139;0.01276406;0.2205434;0;0.3487569;0;0.04270571;0.6545615
2010;23;0.05724226;0.0245324;0.6759241;0.1395873;0.9244577;0.02790264;0.1113765;1.961023
2010;24;0.005212945;0.002234119;0.07936461;0.03522612;0.4983332;0;0.09569316;0.7160642
2010;25;0.03806689;0.01631438;0.2787241;0.02758125;0.2046514;0;0.03160229;0.5969403
2010;26;0.02390098;0.01024328;0.1198615;0.000609144;0.04006664;0;0.01530772;0.2099893
2010;27;0;0;0;0;0;0;0;0
2010;28;1.409142;0.6039126;12.50185;2.768602;24.78418;0.08922787;3.656112;45.81303
2011;1;0.007258852;0.003110928;0.1054139;0.04060507;0.7688146;0;0.07190796;0.9971113
2011;2;0.06744942;0.02890685;0.9484385;0.2728799;6.97495;0;0.9725119;9.265137
2011;3;0.03598808;0.01542346;0.333812;0.02697855;0.6361302;0;0.0408952;1.089228
2011;4;0.01065027;0.004564401;0.09245981;0.003138857;0.1683103;0;0.04322114;0.3223448
2011;5;0.05476685;0.02347151;0.4642057;0.04218121;0.9860129;0;0.08695409;1.657592
2011;6;0.0464244;0.01989617;0.4693369;0.01772042;0.7841907;0;0.06752803;1.405097
2011;7;0.03281081;0.01406177;0.3110826;0.01513348;0.4870237;0;0.04651398;0.9066263
2011;8;0.07720409;0.03308748;0.3981215;0.000290852;0.1368819;0;0.03271405;0.6782999
2011;9;0.03252701;0.01394013;0.1564787;0.000112949;0.05040943;0;0.03230635;0.2857746
2011;10;0.05138349;0.02202149;0.2391166;0.004311285;0.1014548;0;0.03315754;0.4514452
2011;11;0.2074612;0.08891147;1.088894;0.5282322;4.380804;0.03780644;0.7753959;7.107505
2011;12;0.03578729;0.01533718;0.2718066;0.1268869;0.7378814;0;0.03845062;1.22615
2011;13;0.01470744;0.006303189;0.0925488;0.01415217;0.2556291;0.000273746;0.02278103;0.4063955
2011;14;0.01121037;0.004804445;0.0799401;0.11858;0.1646779;0;0.004836053;0.3840489
2011;15;0.01276255;0.005469665;0.1990121;0.02837944;0.1339038;0;0.01942656;0.3989542
2011;16;0.08062369;0.03455304;0.9189845;0.6033666;0.6619089;0;0.220842;2.520279
2011;17;0.1022517;0.04382214;0.9413462;0;1.512843;0;0.2251492;2.825412
2011;18;0.1456619;0.06242652;0.8097561;0.3346882;0.8306846;0;0.1009584;2.284176
2011;19;0.02502574;0.01072532;0.3382815;0.01639825;0.3947516;0.004482271;0.0676764;0.8573411
2011;20;0.1814984;0.07778499;2.821321;0.471385;2.259923;0.04169497;0.3642201;6.217828
2011;21;0.07105629;0.0304527;0.4842237;0.03384351;0.7089032;0;0.2307995;1.559279
2011;22;0.03591215;0.01538929;0.2637901;0.00883963;0.420426;0;0.0440622;0.7884194
2011;23;0.05666344;0.02428432;0.6590353;0.1331433;0.9182124;0.02888632;0.1209691;1.941194
2011;24;0.005377968;0.002304842;0.08055924;0.03503773;0.5146098;0;0.1008425;0.738732
2011;25;0.04090263;0.01752971;0.2908026;0.03617724;0.2191065;0;0.03689012;0.6414087
2011;26;0.02728516;0.01169364;0.1383628;0.00065994;0.04673779;0;0.01498265;0.239722
2011;27;0;0;0;0;0;0;0;0
2011;28;1.470651;0.6302766;12.99713;2.913123;25.25518;0.1131437;3.815993;47.1955
2012;1;0.007488528;0.003209351;0.1050721;0.04022548;0.7894771;0;0.0832111;1.028684
2012;2;0.06721582;0.0288053;0.9363004;0.2383719;7.001024;0;0.9641968;9.235914
2012;3;0.03628753;0.01555179;0.3347529;0.02577249;0.6420442;0;0.0438816;1.09829
2012;4;0.01066859;0.004572248;0.09188277;0.00310274;0.1689088;0;0.04376638;0.3229015
2012;5;0.05858746;0.02510891;0.4931395;0.04270178;1.061177;0;0.09251296;1.773228
2012;6;0.0483861;0.02073691;0.4876768;0.01657567;0.8127865;0;0.07830852;1.464471
2012;7;0.03635376;0.01558018;0.3404793;0.02211738;0.5382206;0;0.05177378;1.004525
2012;8;0.08409441;0.03604044;0.4339851;0.000521176;0.1509706;0;0.03322413;0.7388358
2012;9;0.03566225;0.01528382;0.1724641;0.000126584;0.0558719;0;0.03391283;0.3133215
2012;10;0.05186208;0.02222661;0.2402703;0.004173279;0.1042617;0;0.03285607;0.45565
2012;11;0.2040744;0.08746026;1.060779;0.5316883;4.295844;0.03816894;0.7733417;6.991356
2012;12;0.03540483;0.01517321;0.2665937;0.121737;0.7373163;0;0.03682129;1.213046
2012;13;0.01731681;0.007421488;0.1091039;0.0144926;0.3076224;0.000368721;0.02217116;0.4784971
2012;14;0.01126227;0.004826685;0.08278979;0.1095035;0.1714813;0;0.005962728;0.3858263
2012;15;0.01358927;0.005823976;0.2128775;0.03032382;0.1449274;0;0.01725569;0.4247976
2012;16;0.07955005;0.03409287;0.9056281;0.5776926;0.6613314;0;0.2284214;2.486717
2012;17;0.1090135;0.04672007;1.008069;0;1.61418;0;0.2342714;3.012254
2012;18;0.1522254;0.06523943;0.8467811;0.3393088;0.885941;0;0.09760434;2.3871
2012;19;0.0257867;0.01105142;0.3438599;0.01579383;0.4087958;0.004583234;0.07354605;0.8834168
2012;20;0.1965033;0.08421569;3.043427;0.480528;2.484205;0.05521573;0.3877737;6.731868
2012;21;0.07385934;0.03165401;0.4984116;0.03964881;0.7297957;0;0.247419;1.620788
2012;22;0.04242907;0.01818188;0.3129613;0.006845898;0.5032105;0;0.04785418;0.9314829
2012;23;0.05653084;0.02422749;0.6467205;0.1268329;0.9230442;0.02993505;0.1293657;1.936657
2012;24;0.005504532;0.002359085;0.0808599;0.03593755;0.5274678;0;0.1039878;0.7561167
2012;25;0.04064166;0.01741786;0.2813365;0.03463512;0.228498;0;0.03478716;0.6373163
2012;26;0.03120827;0.01337497;0.1609209;0.000660705;0.05499288;0;0.01303193;0.2741897
2012;27;0;0;0;0;0;0;0;0
2012;28;1.531507;0.656356;13.49714;2.859318;26.0034;0.1282717;3.911259;48.58725
2013;1;0.007861246;0.003369056;0.1073987;0.03805858;0.835028;0;0.08823328;1.079949
2013;2;0.07093416;0.03039782;0.9720569;0.2527509;7.422386;0;1.000387;9.748913
2013;3;0.03623324;0.01552853;0.330396;0.02752567;0.6403707;0;0.04659345;1.096648
2013;4;0.01082228;0.00463812;0.09088185;0.003805187;0.1701251;0;0.04727951;0.3275521
2013;5;0.061929;0.02654101;0.5144987;0.04215567;1.136145;0;0.09309571;1.874365
2013;6;0.05035537;0.02158088;0.5034848;0.01644444;0.8513473;0;0.08085994;1.524073
2013;7;0.03731205;0.01599088;0.3497419;0.02183982;0.5563269;0;0.04979301;1.031005
2013;8;0.09921373;0.04252017;0.5148684;0.000545316;0.1813068;0;0.03321769;0.8716721
2013;9;0.03817425;0.01636039;0.1878189;0.000142768;0.06168151;0;0.03121361;0.3353915
2013;10;0.0566522;0.02427952;0.2624511;0.004760405;0.1172971;0;0.03229469;0.4977351
2013;11;0.2060895;0.08832353;1.063213;0.4977019;4.381034;0.03912875;0.7850635;7.060555
2013;12;0.0347071;0.01487441;0.2558791;0.120212;0.7260225;0;0.03734312;1.189038
2013;13;0.01965994;0.008425738;0.1201558;0.01522121;0.3452156;0.00047118;0.03410207;0.5432516
2013;14;0.01114578;0.004776696;0.08141742;0.1068534;0.1729508;0;0.004728594;0.3818727
2013;15;0.01291112;0.005533336;0.2011462;0.02775438;0.1389992;0;0.01725433;0.4035986
2013;16;0.08118517;0.03479363;0.9307661;0.5864068;0.6891792;0;0.2154988;2.53783
2013;17;0.1106782;0.04743353;1.012997;0;1.652183;0;0.2349636;3.058254
2013;18;0.1561993;0.06694254;0.8558665;0.3611106;0.9057081;0;0.1035899;2.449417
2013;19;0.02710426;0.01161611;0.3564781;0.01500983;0.438007;0.004593587;0.07574038;0.9285492
2013;20;0.2104777;0.09020475;3.225041;0.4959731;2.683331;0.07753087;0.4280522;7.21061
