time,sector,unit,technology,material,min,max
2020,vehicles,fraction,midi_bus - PHEV,nickel,0.0,0.0
2020,vehicles,fraction,midi_bus - PHEV,plastics,0.13419,0.16401
2020,vehicles,fraction,midi_bus - PHEV,rubber,0.02358,0.02882
2020,vehicles,fraction,midi_bus - PHEV,steel,0.28683,0.35057
2020,vehicles,fraction,midi_bus - PHEV,titanium,0.0,0.0
2020,vehicles,fraction,midi_bus - PHEV,wood,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,aluminium,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,cobalt,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,copper,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,glass,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,lead,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,lithium,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,manganese,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,neodymium,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,nickel,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,plastics,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,rubber,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,steel,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,titanium,0.0,0.0
2020,vehicles,fraction,midi_bus - Trolley,wood,0.0,0.0
2020,vehicles,fraction,reg_bus - BEV,aluminium,0.17082,0.20878
2020,vehicles,fraction,reg_bus - BEV,cobalt,0.0,0.0
2020,vehicles,fraction,reg_bus - BEV,copper,0.00225,0.00275
2020,vehicles,fraction,reg_bus - BEV,glass,0.02016,0.02464
2020,vehicles,fraction,reg_bus - BEV,lead,0.0,0.0
2020,vehicles,fraction,reg_bus - BEV,lithium,0.0,0.0
2020,vehicles,fraction,reg_bus - BEV,manganese,0.0,0.0
2020,vehicles,fraction,reg_bus - BEV,neodymium,0.0,0.0
2020,vehicles,fraction,reg_bus - BEV,nickel,0.0,0.0
2020,vehicles,fraction,reg_bus - BEV,plastics,0.07884,0.09636
2020,vehicles,fraction,reg_bus - BEV,rubber,0.0261,0.0319
2020,vehicles,fraction,reg_bus - BEV,steel,0.49806,0.60874
2020,vehicles,fraction,reg_bus - BEV,titanium,0.0,0.0
2020,vehicles,fraction,reg_bus - BEV,wood,0.0,0.0
2020,vehicles,fraction,reg_bus - FCV,aluminium,0.17082,0.20878
2020,vehicles,fraction,reg_bus - FCV,cobalt,0.0,0.0
2020,vehicles,fraction,reg_bus - FCV,copper,0.00225,0.00275
2020,vehicles,fraction,reg_bus - FCV,glass,0.02016,0.02464
2020,vehicles,fraction,reg_bus - FCV,lead,0.0,0.0
2020,vehicles,fraction,reg_bus - FCV,lithium,0.0,0.0
2020,vehicles,fraction,reg_bus - FCV,manganese,0.0,0.0
2020,vehicles,fraction,reg_bus - FCV,neodymium,0.0,0.0
2020,vehicles,fraction,reg_bus - FCV,nickel,0.0,0.0
2020,vehicles,fraction,reg_bus - FCV,plastics,0.07884,0.09636
2020,vehicles,fraction,reg_bus - FCV,rubber,0.0261,0.0319
2020,vehicles,fraction,reg_bus - FCV,steel,0.49806,0.60874
2020,vehicles,fraction,reg_bus - FCV,titanium,0.0,0.0
2020,vehicles,fraction,reg_bus - FCV,wood,0.0,0.0
2020,vehicles,fraction,reg_bus - HEV,aluminium,0.17082,0.20878
2020,vehicles,fraction,reg_bus - HEV,cobalt,0.0,0.0
2020,vehicles,fraction,reg_bus - HEV,copper,0.00225,0.00275
2020,vehicles,fraction,reg_bus - HEV,glass,0.02016,0.02464
2020,vehicles,fraction,reg_bus - HEV,lead,0.0,0.0
2020,vehicles,fraction,reg_bus - HEV,lithium,0.0,0.0
2020,vehicles,fraction,reg_bus - HEV,manganese,0.0,0.0
2020,vehicles,fraction,reg_bus - HEV,neodymium,0.0,0.0
2020,vehicles,fraction,reg_bus - HEV,nickel,0.0,0.0
2020,vehicles,fraction,reg_bus - HEV,plastics,0.07884,0.09636
2020,vehicles,fraction,reg_bus - HEV,rubber,0.0261,0.0319
2020,vehicles,fraction,reg_bus - HEV,steel,0.49806,0.60874
2020,vehicles,fraction,reg_bus - HEV,titanium,0.0,0.0
2020,vehicles,fraction,reg_bus - HEV,wood,0.0,0.0
2020,vehicles,fraction,reg_bus - ICE,aluminium,0.17082,0.20878
2020,vehicles,fraction,reg_bus - ICE,cobalt,0.0,0.0
2020,vehicles,fraction,reg_bus - ICE,copper,0.00225,0.00275
2020,vehicles,fraction,reg_bus - ICE,glass,0.02016,0.02464
2020,vehicles,fraction,reg_bus - ICE,lead,0.0,0.0
2020,vehicles,fraction,reg_bus - ICE,lithium,0.0,0.0
2020,vehicles,fraction,reg_bus - ICE,manganese,0.0,0.0
2020,vehicles,fraction,reg_bus - ICE,neodymium,0.0,0.0
2020,vehicles,fraction,reg_bus - ICE,nickel,0.0,0.0
2020,vehicles,fraction,reg_bus - ICE,plastics,0.07884,0.09636
2020,vehicles,fraction,reg_bus - ICE,rubber,0.0261,0.0319
2020,vehicles,fraction,reg_bus - ICE,steel,0.49806,0.60874
2020,vehicles,fraction,reg_bus - ICE,titanium,0.0,0.0
2020,vehicles,fraction,reg_bus - ICE,wood,0.0,0.0
2020,vehicles,fraction,reg_bus - PHEV,aluminium,0.17082,0.20878
2020,vehicles,fraction,reg_bus - PHEV,cobalt,0.0,0.0
2020,vehicles,fraction,reg_bus - PHEV,copper,0.00225,0.00275
2020,vehicles,fraction,reg_bus - PHEV,glass,0.02016,0.02464
2020,vehicles,fraction,reg_bus - PHEV,lead,0.0,0.0
2020,vehicles,fraction,reg_bus - PHEV,lithium,0.0,0.0
2020,vehicles,fraction,reg_bus - PHEV,manganese,0.0,0.0
2020,vehicles,fraction,reg_bus - PHEV,neodymium,0.0,0.0
2020,vehicles,fraction,reg_bus - PHEV,nickel,0.0,0.0
2020,vehicles,fraction,reg_bus - PHEV,plastics,0.07884,0.09636
2020,vehicles,fraction,reg_bus - PHEV,rubber,0.0261,0.0319
2020,vehicles,fraction,reg_bus - PHEV,steel,0.49806,0.60874
2020,vehicles,fraction,reg_bus - PHEV,titanium,0.0,0.0
2020,vehicles,fraction,reg_bus - PHEV,wood,0.0,0.0
2020,vehicles,fraction,reg_bus - Trolley,aluminium,0.17082,0.20878
2020,vehicles,fraction,reg_bus - Trolley,cobalt,0.0,0.0
2020,vehicles,fraction,reg_bus - Trolley,copper,0.00225,0.00275
2020,vehicles,fraction,reg_bus - Trolley,glass,0.02016,0.02464
2020,vehicles,fraction,reg_bus - Trolley,lead,0.0,0.0
2020,vehicles,fraction,reg_bus - Trolley,lithium,0.0,0.0
2020,vehicles,fraction,reg_bus - Trolley,manganese,0.0,0.0
2020,vehicles,fraction,reg_bus - Trolley,neodymium,0.0,0.0
2020,vehicles,fraction,reg_bus - Trolley,nickel,0.0,0.0
2020,vehicles,fraction,reg_bus - Trolley,plastics,0.07884,0.09636
2020,vehicles,fraction,reg_bus - Trolley,rubber,0.0261,0.0319
2020,vehicles,fraction,reg_bus - Trolley,steel,0.49806,0.60874
2020,vehicles,fraction,reg_bus - Trolley,titanium,0.0,0.0
2020,vehicles,fraction,reg_bus - Trolley,wood,0.0,0.0
2050,transport,fraction,bicycle,aluminium,0.414,0.506
2050,transport,fraction,bicycle,cobalt,0.0,0.0
2050,transport,fraction,bicycle,copper,0.0,0.0
2050,transport,fraction,bicycle,glass,0.0,0.0
2050,transport,fraction,bicycle,lead,0.0,0.0
2050,transport,fraction,bicycle,lithium,0.0,0.0
2050,transport,fraction,bicycle,manganese,0.0,0.0
2050,transport,fraction,bicycle,neodymium,0.0,0.0
2050,transport,fraction,bicycle,nickel,0.0,0.0
2050,transport,fraction,bicycle,plastics,0.108,0.132
2050,transport,fraction,bicycle,rubber,0.063,0.077
2050,transport,fraction,bicycle,steel,0.306,0.374
2050,transport,fraction,bicycle,titanium,0.0,0.0
2050,transport,fraction,bicycle,wood,0.0,0.0
2050,vehicles,fraction,HFT - BEV,aluminium,0.0324,0.0396
2050,vehicles,fraction,HFT - BEV,cobalt,0.0,0.0
2050,vehicles,fraction,HFT - BEV,copper,0.0045,0.0055
2050,vehicles,fraction,HFT - BEV,glass,0.0027,0.0033
2050,vehicles,fraction,HFT - BEV,lead,0.0,0.0
2050,vehicles,fraction,HFT - BEV,lithium,0.0,0.0
2050,vehicles,fraction,HFT - BEV,manganese,0.0,0.0
2050,vehicles,fraction,HFT - BEV,neodymium,0.0,0.0
2050,vehicles,fraction,HFT - BEV,nickel,0.0,0.0
2050,vehicles,fraction,HFT - BEV,plastics,0.0504,0.0616
2050,vehicles,fraction,HFT - BEV,rubber,0.0522,0.0638
2050,vehicles,fraction,HFT - BEV,steel,0.6651,0.8129
2050,vehicles,fraction,HFT - BEV,titanium,0.0,0.0
2050,vehicles,fraction,HFT - BEV,wood,0.0,0.0
2050,vehicles,fraction,HFT - FCV,aluminium,0.0324,0.0396
2050,vehicles,fraction,HFT - FCV,cobalt,0.0,0.0
2050,vehicles,fraction,HFT - FCV,copper,0.0045,0.0055
2050,vehicles,fraction,HFT - FCV,glass,0.0027,0.0033
2050,vehicles,fraction,HFT - FCV,lead,0.0,0.0
2050,vehicles,fraction,HFT - FCV,lithium,0.0,0.0
2050,vehicles,fraction,HFT - FCV,manganese,0.0,0.0
2050,vehicles,fraction,HFT - FCV,neodymium,0.0,0.0
2050,vehicles,fraction,HFT - FCV,nickel,0.0,0.0
2050,vehicles,fraction,HFT - FCV,plastics,0.0504,0.0616
2050,vehicles,fraction,HFT - FCV,rubber,0.0522,0.0638
2050,vehicles,fraction,HFT - FCV,steel,0.6651,0.8129
2050,vehicles,fraction,HFT - FCV,titanium,0.0,0.0
2050,vehicles,fraction,HFT - FCV,wood,0.0,0.0
2050,vehicles,fraction,HFT - HEV,aluminium,0.0324,0.0396
2050,vehicles,fraction,HFT - HEV,cobalt,0.0,0.0
2050,vehicles,fraction,HFT - HEV,copper,0.0045,0.0055
2050,vehicles,fraction,HFT - HEV,glass,0.0027,0.0033
2050,vehicles,fraction,HFT - HEV,lead,0.0,0.0
2050,vehicles,fraction,HFT - HEV,lithium,0.0,0.0
2050,vehicles,fraction,HFT - HEV,manganese,0.0,0.0
2050,vehicles,fraction,HFT - HEV,neodymium,0.0,0.0
2050,vehicles,fraction,HFT - HEV,nickel,0.0,0.0
2050,vehicles,fraction,HFT - HEV,plastics,0.0504,0.0616
2050,vehicles,fraction,HFT - HEV,rubber,0.0522,0.0638
2050,vehicles,fraction,HFT - HEV,steel,0.6651,0.8129
2050,vehicles,fraction,HFT - HEV,titanium,0.0,0.0
2050,vehicles,fraction,HFT - HEV,wood,0.0,0.0
2050,vehicles,fraction,HFT - ICE,aluminium,0.0324,0.0396
2050,vehicles,fraction,HFT - ICE,cobalt,0.0,0.0
2050,vehicles,fraction,HFT - ICE,copper,0.0045,0.0055
2050,vehicles,fraction,HFT - ICE,glass,0.0027,0.0033
2050,vehicles,fraction,HFT - ICE,lead,0.0,0.0
2050,vehicles,fraction,HFT - ICE,lithium,0.0,0.0
2050,vehicles,fraction,HFT - ICE,manganese,0.0,0.0
2050,vehicles,fraction,HFT - ICE,neodymium,0.0,0.0
2050,vehicles,fraction,HFT - ICE,nickel,0.0,0.0
2050,vehicles,fraction,HFT - ICE,plastics,0.0504,0.0616
2050,vehicles,fraction,HFT - ICE,rubber,0.0522,0.0638
2050,vehicles,fraction,HFT - ICE,steel,0.6651,0.8129
2050,vehicles,fraction,HFT - ICE,titanium,0.0,0.0
2050,vehicles,fraction,HFT - ICE,wood,0.0,0.0
2050,vehicles,fraction,HFT - PHEV,aluminium,0.0324,0.0396
2050,vehicles,fraction,HFT - PHEV,cobalt,0.0,0.0
2050,vehicles,fraction,HFT - PHEV,copper,0.0045,0.0055
2050,vehicles,fraction,HFT - PHEV,glass,0.0027,0.0033
2050,vehicles,fraction,HFT - PHEV,lead,0.0,0.0
2050,vehicles,fraction,HFT - PHEV,lithium,0.0,0.0
2050,vehicles,fraction,HFT - PHEV,manganese,0.0,0.0
2050,vehicles,fraction,HFT - PHEV,neodymium,0.0,0.0
2050,vehicles,fraction,HFT - PHEV,nickel,0.0,0.0
2050,vehicles,fraction,HFT - PHEV,plastics,0.0504,0.0616
2050,vehicles,fraction,HFT - PHEV,rubber,0.0522,0.0638
2050,vehicles,fraction,HFT - PHEV,steel,0.6651,0.8129
2050,vehicles,fraction,HFT - PHEV,titanium,0.0,0.0
2050,vehicles,fraction,HFT - PHEV,wood,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,aluminium,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,cobalt,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,copper,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,glass,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,lead,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,lithium,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,manganese,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,neodymium,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,nickel,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,plastics,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,rubber,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,steel,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,titanium,0.0,0.0
2050,vehicles,fraction,HFT - Trolley,wood,0.0,0.0
2050,vehicles,fraction,LCV - BEV,aluminium,0.0549,0.0671
2050,vehicles,fraction,LCV - BEV,cobalt,0.0,0.0
2050,vehicles,fraction,LCV - BEV,copper,0.009,0.011
2050,vehicles,fraction,LCV - BEV,glass,0.0054,0.0066
2050,vehicles,fraction,LCV - BEV,lead,0.0,0.0
2050,vehicles,fraction,LCV - BEV,lithium,0.0,0.0
2050,vehicles,fraction,LCV - BEV,manganese,0.0,0.0
2050,vehicles,fraction,LCV - BEV,neodymium,0.0,0.0
2050,vehicles,fraction,LCV - BEV,nickel,0.0,0.0
2050,vehicles,fraction,LCV - BEV,plastics,0.0972,0.1188
2050,vehicles,fraction,LCV - BEV,rubber,0.027,0.033
2050,vehicles,fraction,LCV - BEV,steel,0.5904,0.7216
2050,vehicles,fraction,LCV - BEV,titanium,0.0,0.0
2050,vehicles,fraction,LCV - BEV,wood,0.0,0.0
2050,vehicles,fraction,LCV - FCV,aluminium,0.0549,0.0671
2050,vehicles,fraction,LCV - FCV,cobalt,0.0,0.0
2050,vehicles,fraction,LCV - FCV,copper,0.009,0.011
2050,vehicles,fraction,LCV - FCV,glass,0.0054,0.0066
2050,vehicles,fraction,LCV - FCV,lead,0.0,0.0
2050,vehicles,fraction,LCV - FCV,lithium,0.0,0.0
2050,vehicles,fraction,LCV - FCV,manganese,0.0,0.0
2050,vehicles,fraction,LCV - FCV,neodymium,0.0,0.0
2050,vehicles,fraction,LCV - FCV,nickel,0.0,0.0
2050,vehicles,fraction,LCV - FCV,plastics,0.0972,0.1188
2050,vehicles,fraction,LCV - FCV,rubber,0.027,0.033
2050,vehicles,fraction,LCV - FCV,steel,0.5904,0.7216
2050,vehicles,fraction,LCV - FCV,titanium,0.0,0.0
2050,vehicles,fraction,LCV - FCV,wood,0.0,0.0
2050,vehicles,fraction,LCV - HEV,aluminium,0.0549,0.0671
2050,vehicles,fraction,LCV - HEV,cobalt,0.0,0.0
2050,vehicles,fraction,LCV - HEV,copper,0.009,0.011
2050,vehicles,fraction,LCV - HEV,glass,0.0054,0.0066
2050,vehicles,fraction,LCV - HEV,lead,0.0,0.0
2050,vehicles,fraction,LCV - HEV,lithium,0.0,0.0
2050,vehicles,fraction,LCV - HEV,manganese,0.0,0.0
2050,vehicles,fraction,LCV - HEV,neodymium,0.0,0.0
2050,vehicles,fraction,LCV - HEV,nickel,0.0,0.0
2050,vehicles,fraction,LCV - HEV,plastics,0.0972,0.1188
2050,vehicles,fraction,LCV - HEV,rubber,0.027,0.033
2050,vehicles,fraction,LCV - HEV,steel,0.5904,0.7216
2050,vehicles,fraction,LCV - HEV,titanium,0.0,0.0
2050,vehicles,fraction,LCV - HEV,wood,0.0,0.0
2050,vehicles,fraction,LCV - ICE,aluminium,0.0549,0.0671
2050,vehicles,fraction,LCV - ICE,cobalt,0.0,0.0
2050,vehicles,fraction,LCV - ICE,copper,0.009,0.011
2050,vehicles,fraction,LCV - ICE,glass,0.0054,0.0066
2050,vehicles,fraction,LCV - ICE,lead,0.0,0.0
2050,vehicles,fraction,LCV - ICE,lithium,0.0,0.0
2050,vehicles,fraction,LCV - ICE,manganese,0.0,0.0
2050,vehicles,fraction,LCV - ICE,neodymium,0.0,0.0
2050,vehicles,fraction,LCV - ICE,nickel,0.0,0.0
2050,vehicles,fraction,LCV - ICE,plastics,0.0972,0.1188
2050,vehicles,fraction,LCV - ICE,rubber,0.027,0.033
2050,vehicles,fraction,LCV - ICE,steel,0.5904,0.7216
2050,vehicles,fraction,LCV - ICE,titanium,0.0,0.0
2050,vehicles,fraction,LCV - ICE,wood,0.0,0.0
2050,vehicles,fraction,LCV - PHEV,aluminium,0.0549,0.0671
2050,vehicles,fraction,LCV - PHEV,cobalt,0.0,0.0
2050,vehicles,fraction,LCV - PHEV,copper,0.009,0.011
2050,vehicles,fraction,LCV - PHEV,glass,0.0054,0.0066
2050,vehicles,fraction,LCV - PHEV,lead,0.0,0.0
2050,vehicles,fraction,LCV - PHEV,lithium,0.0,0.0
2050,vehicles,fraction,LCV - PHEV,manganese,0.0,0.0
2050,vehicles,fraction,LCV - PHEV,neodymium,0.0,0.0
2050,vehicles,fraction,LCV - PHEV,nickel,0.0,0.0
2050,vehicles,fraction,LCV - PHEV,plastics,0.0972,0.1188
2050,vehicles,fraction,LCV - PHEV,rubber,0.027,0.033
2050,vehicles,fraction,LCV - PHEV,steel,0.5904,0.7216
2050,vehicles,fraction,LCV - PHEV,titanium,0.0,0.0
2050,vehicles,fraction,LCV - PHEV,wood,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,aluminium,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,cobalt,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,copper,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,glass,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,lead,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,lithium,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,manganese,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,neodymium,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,nickel,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,plastics,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,rubber,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,steel,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,titanium,0.0,0.0
2050,vehicles,fraction,LCV - Trolley,wood,0.0,0.0
2050,vehicles,fraction,MFT - BEV,aluminium,0.0081,0.0099
2050,vehicles,fraction,MFT - BEV,cobalt,0.0,0.0
2050,vehicles,fraction,MFT - BEV,copper,0.0027,0.0033
2050,vehicles,fraction,MFT - BEV,glass,0.0063,0.0077
2050,vehicles,fraction,MFT - BEV,lead,0.0,0.0
2050,vehicles,fraction,MFT - BEV,lithium,0.0,0.0
2050,vehicles,fraction,MFT - BEV,manganese,0.0,0.0
2050,vehicles,fraction,MFT - BEV,neodymium,0.0,0.0
2050,vehicles,fraction,MFT - BEV,nickel,0.0,0.0
2050,vehicles,fraction,MFT - BEV,plastics,0.1764,0.2156
2050,vehicles,fraction,MFT - BEV,rubber,0.0504,0.0616
2050,vehicles,fraction,MFT - BEV,steel,0.5778,0.7062
2050,vehicles,fraction,MFT - BEV,titanium,0.0,0.0
2050,vehicles,fraction,MFT - BEV,wood,0.0,0.0
2050,vehicles,fraction,MFT - FCV,aluminium,0.0081,0.0099
2050,vehicles,fraction,MFT - FCV,cobalt,0.0,0.0
2050,vehicles,fraction,MFT - FCV,copper,0.0027,0.0033
2050,vehicles,fraction,MFT - FCV,glass,0.0063,0.0077
2050,vehicles,fraction,MFT - FCV,lead,0.0,0.0
2050,vehicles,fraction,MFT - FCV,lithium,0.0,0.0
2050,vehicles,fraction,MFT - FCV,manganese,0.0,0.0
2050,vehicles,fraction,MFT - FCV,neodymium,0.0,0.0
2050,vehicles,fraction,MFT - FCV,nickel,0.0,0.0
2050,vehicles,fraction,MFT - FCV,plastics,0.1764,0.2156
2050,vehicles,fraction,MFT - FCV,rubber,0.0504,0.0616
2050,vehicles,fraction,MFT - FCV,steel,0.5778,0.7062
2050,vehicles,fraction,MFT - FCV,titanium,0.0,0.0
2050,vehicles,fraction,MFT - FCV,wood,0.0,0.0
2050,vehicles,fraction,MFT - HEV,aluminium,0.0081,0.0099
2050,vehicles,fraction,MFT - HEV,cobalt,0.0,0.0
2050,vehicles,fraction,MFT - HEV,copper,0.0027,0.0033
2050,vehicles,fraction,MFT - HEV,glass,0.0063,0.0077
2050,vehicles,fraction,MFT - HEV,lead,0.0,0.0
2050,vehicles,fraction,MFT - HEV,lithium,0.0,0.0
2050,vehicles,fraction,MFT - HEV,manganese,0.0,0.0
2050,vehicles,fraction,MFT - HEV,neodymium,0.0,0.0
2050,vehicles,fraction,MFT - HEV,nickel,0.0,0.0
2050,vehicles,fraction,MFT - HEV,plastics,0.1764,0.2156
2050,vehicles,fraction,MFT - HEV,rubber,0.0504,0.0616
2050,vehicles,fraction,MFT - HEV,steel,0.5778,0.7062
2050,vehicles,fraction,MFT - HEV,titanium,0.0,0.0
2050,vehicles,fraction,MFT - HEV,wood,0.0,0.0
2050,vehicles,fraction,MFT - ICE,aluminium,0.0081,0.0099
2050,vehicles,fraction,MFT - ICE,cobalt,0.0,0.0
2050,vehicles,fraction,MFT - ICE,copper,0.0027,0.0033
2050,vehicles,fraction,MFT - ICE,glass,0.0063,0.0077
2050,vehicles,fraction,MFT - ICE,lead,0.0,0.0
2050,vehicles,fraction,MFT - ICE,lithium,0.0,0.0
2050,vehicles,fraction,MFT - ICE,manganese,0.0,0.0
2050,vehicles,fraction,MFT - ICE,neodymium,0.0,0.0
2050,vehicles,fraction,MFT - ICE,nickel,0.0,0.0
2050,vehicles,fraction,MFT - ICE,plastics,0.1764,0.2156
2050,vehicles,fraction,MFT - ICE,rubber,0.0504,0.0616
2050,vehicles,fraction,MFT - ICE,steel,0.5778,0.7062
2050,vehicles,fraction,MFT - ICE,titanium,0.0,0.0
2050,vehicles,fraction,MFT - ICE,wood,0.0,0.0
2050,vehicles,fraction,MFT - PHEV,aluminium,0.0081,0.0099
2050,vehicles,fraction,MFT - PHEV,cobalt,0.0,0.0
2050,vehicles,fraction,MFT - PHEV,copper,0.0027,0.0033
2050,vehicles,fraction,MFT - PHEV,glass,0.0063,0.0077
2050,vehicles,fraction,MFT - PHEV,lead,0.0,0.0
2050,vehicles,fraction,MFT - PHEV,lithium,0.0,0.0
2050,vehicles,fraction,MFT - PHEV,manganese,0.0,0.0
2050,vehicles,fraction,MFT - PHEV,neodymium,0.0,0.0
2050,vehicles,fraction,MFT - PHEV,nickel,0.0,0.0
2050,vehicles,fraction,MFT - PHEV,plastics,0.1764,0.2156
2050,vehicles,fraction,MFT - PHEV,rubber,0.0504,0.0616
2050,vehicles,fraction,MFT - PHEV,steel,0.5778,0.7062
2050,vehicles,fraction,MFT - PHEV,titanium,0.0,0.0
2050,vehicles,fraction,MFT - PHEV,wood,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,aluminium,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,cobalt,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,copper,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,glass,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,lead,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,lithium,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,manganese,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,neodymium,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,nickel,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,plastics,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,rubber,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,steel,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,titanium,0.0,0.0
2050,vehicles,fraction,MFT - Trolley,wood,0.0,0.0
2050,vehicles,fraction,car - BEV,aluminium,0.1249541478,0.1527217362
2050,vehicles,fraction,car - BEV,cobalt,1.62e-05,1.98e-05
2050,vehicles,fraction,car - BEV,copper,0.0669968037,0.0818849823
2050,vehicles,fraction,car - BEV,glass,0.0216567099,0.0264693121
2050,vehicles,fraction,car - BEV,lead,0.001310067,0.001601193
2050,vehicles,fraction,car - BEV,lithium,0.0,0.0
2050,vehicles,fraction,car - BEV,manganese,0.0,0.0
2050,vehicles,fraction,car - BEV,neodymium,0.0008166951,0.0009981829
2050,vehicles,fraction,car - BEV,nickel,0.0,0.0
2050,vehicles,fraction,car - BEV,plastics,0.091445265,0.111766435
2050,vehicles,fraction,car - BEV,rubber,0.0211994973,0.0259104967
2050,vehicles,fraction,car - BEV,steel,0.4299834933,0.5255353807
2050,vehicles,fraction,car - BEV,titanium,0.0,0.0
2050,vehicles,fraction,car - BEV,wood,0.0067062303,0.0081965037
2050,vehicles,fraction,car - FCV,aluminium,0.2244591342,0.2743389418
2050,vehicles,fraction,car - FCV,cobalt,2.394e-05,2.926e-05
2050,vehicles,fraction,car - FCV,copper,0.0121694715,0.0148737985
2050,vehicles,fraction,car - FCV,glass,0.0270432693,0.0330528847
2050,vehicles,fraction,car - FCV,lead,0.0019316619,0.0023609201
2050,vehicles,fraction,car - FCV,lithium,0.0,0.0
2050,vehicles,fraction,car - FCV,manganese,0.0,0.0
2050,vehicles,fraction,car - FCV,neodymium,0.0022561812,0.0027575548
2050,vehicles,fraction,car - FCV,nickel,0.0,0.0
2050,vehicles,fraction,car - FCV,plastics,0.0761074866,0.0930202614
2050,vehicles,fraction,car - FCV,rubber,0.0386332416,0.0472184064
2050,vehicles,fraction,car - FCV,steel,0.4052627064,0.4953210856
2050,vehicles,fraction,car - FCV,titanium,0.0,0.0
2050,vehicles,fraction,car - FCV,wood,0.0,0.0
2050,vehicles,fraction,car - HEV,aluminium,0.08695629,0.10627991
2050,vehicles,fraction,car - HEV,cobalt,2.124e-05,2.596e-05
2050,vehicles,fraction,car - HEV,copper,0.0165750705,0.0202584195
2050,vehicles,fraction,car - HEV,glass,0.023920641,0.029236339
2050,vehicles,fraction,car - HEV,lead,0.0071905734,0.0087884786
2050,vehicles,fraction,car - HEV,lithium,0.0,0.0
2050,vehicles,fraction,car - HEV,manganese,0.0,0.0
2050,vehicles,fraction,car - HEV,neodymium,0.0001378989,0.0001685431
2050,vehicles,fraction,car - HEV,nickel,0.0,0.0
2050,vehicles,fraction,car - HEV,plastics,0.1120627764,0.1369656156
2050,vehicles,fraction,car - HEV,rubber,0.0280980216,0.0343420264
2050,vehicles,fraction,car - HEV,steel,0.5691338928,0.6956080912
2050,vehicles,fraction,car - HEV,titanium,0.0,0.0
2050,vehicles,fraction,car - HEV,wood,0.0,0.0
2050,vehicles,fraction,car - ICE,aluminium,0.08695629,0.10627991
2050,vehicles,fraction,car - ICE,cobalt,2.124e-05,2.596e-05
2050,vehicles,fraction,car - ICE,copper,0.0165750705,0.0202584195
2050,vehicles,fraction,car - ICE,glass,0.023920641,0.029236339
2050,vehicles,fraction,car - ICE,lead,0.0071905734,0.0087884786
2050,vehicles,fraction,car - ICE,lithium,0.0,0.0
2050,vehicles,fraction,car - ICE,manganese,0.0,0.0
2050,vehicles,fraction,car - ICE,neodymium,0.0001378989,0.0001685431
