Region,class_ 1,class_ 2,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26
2046,1676652.839,10710980.3,1499134.583,974311.5134,3524423.46,2833267.286,2535830.704,2681796.578,1170489.479,566703.4741,10520254.22,1912636.5,1457272.34,343115.1051,647633.6185,1423711.637,4802366.003,6937260.917,927631.9752,10038250.16,3198271.532,3463843.885,2393015.936,1390709.243,2251900.793,836359.3535
2047,1684032.018,10764043.03,1505655.254,1006320.688,3635532.69,2913161.601,2629831.732,2783918.691,1227573.239,592312.1359,10369396.37,1905695.904,1479536.856,344659.493,609584.2764,1426645.323,4929611.91,7226624.219,914028.7724,10295254.07,3305972.429,3543615.504,2429867.695,1416837.05,2405347.519,881028.9479
2048,1692367.877,10814705.05,1593510.837,1054878.606,3773829.932,3064133.378,2769463.024,3027522.368,1332882.98,652878.6684,10481703.52,1887129.214,1505085.622,342339.24,600165.0851,1507902.125,5176902.468,7730849.171,957254.2188,10570842.72,3543167.456,3736369.57,2452423.711,1434649.989,2560386.29,959690.901
2049,1703668.987,10879050.61,1671370.67,1102867.662,3908117.637,3209658.944,2915855.185,3352603.904,1445482.634,702956.1,10911719.38,1903900.43,1529115.868,350484.7156,602415.5573,1682546.349,5415343.721,8174682.608,1025230.717,11334480.29,3825305.268,3995947.41,2469860.721,1448008.204,2705265.713,1037732.361
2050,1719103.871,10996796.5,1629001.772,1128493.337,3962658.053,3240323.225,2985238.861,3522195.466,1498999.167,690982.6026,10876501.16,1933505.74,1550272.901,353091.846,626328.902,1581193.911,5487563.319,8354520.094,1004708.006,11013598.33,3870988.668,4227163.747,2505941.689,1466618.844,2783667.519,1076518.49
2051,1709647.934,10806590.9,1591541.504,1148470.876,4020911.868,3233507.124,3063653.33,3681901.124,1560413.003,683932.9588,10629269.12,1874522.159,1528750.645,365382.13,610903.643,1540850.303,5431902.393,8563091.345,943453.8935,10583220.37,3717519.585,4291108.868,2495132.49,1453925.429,2923366.23,1132837.078
2052,1712320.146,10916947.37,1610120.538,1170986.069,4062668.543,3291113.727,3143231.199,3872039.861,1649639.291,710725.7201,10553022.69,1847734.65,1531574.381,371884.4045,649323.8718,1602209.988,5499203.054,8813281.482,947960.3097,10812972.19,3772919.481,4410809.024,2521102.3,1458834.609,3018734.365,1207066.442
2053,1710887.531,11120023.72,1629808.641,1196788.364,4104935.081,3345661.59,3218663.734,4110986.203,1743366.415,755005.7816,10648139.65,1823030.665,1541994.274,371416.0174,685705.5784,1651093.335,5568381.339,9077095.148,951738.9382,11025629.54,3862251,4476323.912,2577979.254,1477240.448,3113399.507,1270171.54
2054,1709443.321,11295373.22,1632789.211,1226406.321,4153703.065,3401196.191,3273509.45,4308459.236,1834815.026,791274.1373,10745567.61,1866384.183,1564507.531,375280.8484,721525.1785,1756265.185,5658813.324,9307751.011,950672.4302,11302641.87,3941463.653,4483132.886,2705857.533,1491468.335,3216505.1,1315455.539
2055,1765980.477,11563355.41,1629535.737,1254307.231,4205911.874,3429983.101,3322684.289,4482750.774,1927501.792,815186.3358,11218046.57,1925518.73,1601514.02,380955.15,746303.1667,2018337.893,5760207.19,9616679.601,980291.4982,11447441.9,4028988.298,4483264.128,2758688.365,1542030.04,3341485.802,1363027.845
2056,1785740.514,11435960.28,1672751.197,1282417.885,4217990.251,3444064.791,3461033.071,4783921.519,2038174.329,827178.2989,11096931.02,1915343.281,1600596.956,391486.7602,768480.059,1973086.244,5790684.757,10123477.37,962398.1104,11281917.71,4070372.891,4468230.651,2745796.531,1540605.114,3592266.35,1436262.561
2057,1720783.185,10892136.18,1694904.127,1293348.726,4232063.306,3476016.727,3508610.778,4969917.864,2107364.257,811338.791,11025123.86,1897236.552,1641337.779,408317.642,812731.3975,1905936.86,5851309.324,10492460.01,942012.3905,11357115.3,4085127.547,4516599.527,2722546.877,1494224.868,3698052.857,1487129.321
2058,1715596.104,10664836.96,1813136.523,1312231.18,4278070.068,3515411.293,3559265.999,5164915.818,2188980.46,805053.2402,11035497.38,1860308.501,1656489.729,430375.7674,885526.6991,1859693.165,5922731.392,10788539.52,940694.6322,11474872.79,4114840.127,4602524.44,2711777.373,1501742.665,3767129.094,1552330.279
2059,1707689.824,10595364.84,1811781.99,1326323.638,4298746.037,3534271.173,3609537.594,5355349.758,2276427.11,793077.4875,11094058.76,1836105.547,1656551.41,426700.9673,900445.7368,1767213.116,5990967.499,10946669.89,936215.4968,11469297.08,4124056.668,4659050.156,2714463.819,1507204.663,3846815.173,1615597.144
2060,1697849.175,10496506.21,1797294.207,1338588.708,4320863.463,3538460.998,3666854.417,5511584.223,2350478.348,801915.2955,11159104.43,1834062.648,1651266.048,419281.9863,852445.0624,1808942.685,6042234.871,11129600,930555.3123,11436229.49,4135264.143,4709101.754,2734014.183,1508011.722,3966229.948,1669624.503
