Region,class_ 1,class_ 2,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26
2028,484909.2551,2873802.591,216043.6923,131506.4692,450766.5615,337233.7209,277135.4708,239122.4655,129683.2553,64729.68913,2554533.083,558723.7369,343097.4498,50378.78701,89771.87092,238232.3775,785944.7979,1482775.213,254302.3264,3422313.086,595389.7814,560844.8104,566257.5372,266870.1008,281536.559,83277.69981
2029,510432.7327,3078354.351,236788.4218,136452.3827,464173.5544,351059.7657,291173.0656,247972.1129,133076.3413,65347.38758,2617477.498,587123.6416,361293.0863,51306.07702,91081.87585,242162.4108,809295.3607,1582941.853,258355.8259,3502335.486,613921.8377,613535.6228,581936.1213,282421.9417,295400.4703,86177.53021
2030,541693.3505,3234037.877,277869.3926,141873.6228,485396.6702,366566.4937,296640.41,252846.9449,135039.717,66983.45981,2692096.57,609929.5325,381723.9538,51373.77169,94154.54557,245764.0193,822982.6426,1654977.386,262496.0796,3577762.898,640482.3835,627562.8546,588902.4215,303394.5599,300053.8554,87282.73633
2031,569023.9938,3145789.783,319929.854,157093.2447,575148.5745,398959.4778,345423.3611,296722.42,146150.5872,83692.00189,2804198.249,598702.3621,391021.8544,52573.43255,105445.0804,272493.033,878456.8536,1748649.747,247173.4247,3462796.105,691862.2862,641953.472,600152.1779,323398.4985,335007.6204,95191.39495
2032,590996.5565,3164374.03,349521.6312,163193.3371,591412.0104,404898.5527,352469.5917,302052.3601,149150.7166,85288.06602,2927057.014,613295.2071,407282.5508,54718.53765,108874.2149,275010.5851,879659.8479,1820561.616,277577.3969,3491162.385,704717.5178,709622.7614,600569.9004,338122.8223,342678.2223,97303.50297
2033,625520.1879,3244389.863,371007.3531,170002.5218,616318.118,421760.5219,362599.6506,308770.6208,152121.6176,87008.43953,3046024.544,635634.28,428090.3779,58316.97766,111102.5945,282046.6554,886707.9187,1876444.527,276720.5563,3524659.161,726323.1071,731669.397,603094.911,362062.3025,353685.2596,99149.90592
2034,661675.9172,3422893.01,384505.6579,177943.475,650426.7989,439360.4645,371855.7398,315989.6882,155334.7882,89757.58562,3183093.55,661569.4649,445424.349,59109.13008,113912.5318,287228.3053,897750.6083,1928496.404,271781.462,3562419.966,749891.4377,752690.272,605884.5456,383151.7184,365882.317,101366.2616
2035,701308.0311,3536087.159,377657.44,178053.0697,688935.0017,448527.6524,385995.9804,323786.0742,158713.9062,93160.63696,3338458.106,681832.712,465244.4351,61667.52848,115183.1572,294780.4485,899826.9052,1906940.761,261653.0792,3576629.577,752777.5598,769346.0956,604926.9497,410292.8669,366247.0349,104734.9363
2036,706345.0539,3650780.418,362624.2695,206269.2059,803817.5301,519880.2715,462338.2127,372636.0892,176452.4539,113485.4391,3694240.86,721929.0431,482277.6435,64245.1231,122003.0239,305639.0077,981215.0749,2018748.833,233539.1784,3358859.21,776297.1728,826205.7526,650921.5493,445832.7079,423039.8487,117420.7779
2037,696247.3824,3748261.104,368306.9557,216691.662,845213.899,543206.0821,476756.9303,381900.8018,180790.5051,117824.5255,3836603.928,749448.791,500068.9844,66566.26834,126085.7483,310846.4373,990473.877,2072267.376,239865.5489,3409198.103,795458.0383,856655.6071,661358.378,469935.2949,437951.2552,120964.8761
2038,686896.6607,3243826.768,372351.0466,228757.8326,885402.2852,571376.0393,493539.7855,395283.2482,186734.2739,123600.695,3949679.228,767594.0073,514828.1292,69804.55808,130961.5555,322585.8859,1003039.595,2122232.984,246759.0206,3457855.01,826039.6583,890461.8945,661099.2304,482283.1954,453039.1363,125781.64
2039,674876.2372,3379506.818,380247.4519,242875.7123,926244.0271,603421.2278,505478.0377,410681.521,192998.6265,129349.7739,4042093.216,775644.4237,528911.4339,73624.61981,136867.252,335993.4203,1017924.632,2165262.622,255241.5007,3535549.184,860471.3766,924748.8937,663691.6745,493468.7105,469401.7331,130511.6621
2040,664184.8727,3359007.064,378069.5816,259413.2323,972457.2501,635357.1188,517598.6675,426394.4413,200530.079,136777.8049,4148072.717,775290.5858,544902.7468,79199.07885,143926.9408,353110.6063,1026680.847,2228732.079,264550.8343,3658496.521,901164.5868,963383.0058,666391.2737,503755.1975,489000.1885,136351.0173
2041,654348.5063,3282312.214,379877.5908,286324.6163,1051057.09,689004.2505,593708.6551,482137.9524,220166.2241,154883.2206,4201448.312,745642.6496,539512.3252,82223.96361,151646.8843,370470.1654,1055122.84,2367853.239,267793.2267,3672673.63,925978.2823,1023481.563,669458.7071,510722.6695,557717.0208,150292.3733
2042,642450.9348,3212902.168,369246.1778,301018.5732,1087130.639,725231.1926,607087.8982,503094.0534,227247.7056,161226.2912,4168303.375,729263.5619,539798.0343,87485.77103,157581.7405,384734.1919,1062947.938,2410749.445,280575.1672,3738273.748,967832.008,1070991.718,657402.2278,510021.6369,582598.5584,156521.7781
