Region,class_ 1,class_ 2,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26
2046,10242185.68,74727679.75,15384022.61,10630384.16,33269103.36,28342247.21,27584093.71,40812169.08,20205925.93,7791546.284,74894472.36,13608353.2,14241047.38,4099909.66,7468327.059,15338580.03,43335018.18,105047192.5,7229842.479,140501065.1,41448943.74,24633432.45,17582821.04,8334427.169,34618920.46,13770218.46
2047,10432222.04,75565232.57,16058836.79,10868036.72,34295349.05,29167412.8,28437621.85,42269980.75,21047758.39,8209248.869,74810612.41,13709734.77,14530046.15,4138984.732,7488160.53,15471778.61,44433517.03,108473592.1,7201861.103,142844735.9,42980887.82,24989814.16,17585416.07,8751989.935,35940092.67,14344783.02
2048,10670578.75,76338392.48,16774897.51,11283237.47,35806614.99,30198105.33,29364477.78,43997328.41,22128556.95,8558291.085,75031337.21,13689781.59,14940756.08,4210718.373,7630594.334,15882412.51,45193926.71,112515521.3,7309065.378,142974807.6,45359461.28,25574294.51,17683618.84,8890252.81,37475671.02,15005733.42
2049,10857495.05,79108679.46,16719228.03,11688119.52,37109981.53,30902740.16,30339904.67,46011129.8,23229353.41,8844101.471,76048136.52,13663965.06,15378472.49,4351333.19,7824268.319,16525652.29,45690342.1,115798936.5,7457351.356,145917993.5,46980816.23,26551420.9,17609652.44,8700614.062,39056026,15706146.28
2050,10844248.67,80709667.86,16213927.7,11815859.92,37252958.03,31128579.54,30925470.15,46745637.82,23627537.68,8908381.673,75164756.64,13731062.14,15510942.24,4411202.897,8030172.729,16403088.09,46211236.45,117583710.6,7361760.502,144470569.8,47277676.54,27372484.45,17184164.21,8785932.382,39693004.96,15947985.39
2051,10647929.11,82481524.35,16840204.25,12036149.46,38246564.73,31577420.84,32634809.58,49949322.41,24283541.61,8954763.049,73117720.3,13463359.83,15202259.41,4624454.432,7600757.919,16560131.65,46483763.23,121786332.6,7268372.131,136132509.1,45684502.5,29463151.05,17137580.89,8722830.392,42794119.21,16669824.98
2052,10569866.47,83366854.45,17323161.77,12157563.26,38653064.16,32145364.42,33333758.87,53092328.12,25207562.37,8990854.307,73140740.16,13270142.85,15119799.92,4684514.514,7806427.435,16943045.69,46857723.66,124290670.6,7384626.475,136968291.7,45966536.48,31710134.59,17184177.3,8738279.45,44602848.19,17552014.06
2053,10408044.42,79273280.77,17735404.06,12236508.77,38926720.57,32266532.11,33896303.45,56438603.41,26127616.86,9092541.977,71729857.06,12886544.53,15000678.16,4587241.219,8039212.082,16972253.51,47013875.76,126691557.3,7440307.271,138809333.8,46161166.84,32063436.3,17297363.5,8793959.915,46330128.16,18404120.68
2054,10145481.12,78615676.86,17806668.98,12333196.29,39523008.46,32394712.14,34518303.7,58358392.26,27120978.06,9259878.108,71320904.8,12886601.03,14927468.02,4576067.766,8242310.857,17177512.03,47604801.75,128855622.1,7364384.552,137842146,46553397.03,31386985.88,17806142.19,8837112.491,47699815.91,19075225.86
2055,10188254.93,79225249.03,18197529.09,12452727.59,39928721.92,32516500.1,34884870.21,59272406.88,27594655.39,9297393.209,73789343.7,13236674.4,15177011.38,4597873.342,8355540.167,17821756.15,48737430.85,130526155.9,7417688.82,134363368.4,48498707.85,31553587.53,18862835.19,8945746.304,48590123.09,19399089.71
2056,10388211.67,78996536.14,18661059.28,12885585.55,40215863.44,32960797.77,36954512.94,62835294.06,28735318.89,9537017.913,74711334.46,13360658.98,15094252.38,4744042.557,8622299.824,18315670.7,49285730.22,134421031.1,7104147.047,131802300.9,49203018.56,31476850.02,18911797.51,9001312.37,51926330.91,20275215.36
2057,10504863.41,76846716.81,18793300.08,13171477.11,40486335.62,33647465.74,37458666.68,65232971.88,29936639.21,9756200.645,75553993.25,13596191.12,15613359.85,4906501.318,8900877.178,19199671.85,49883182.77,137347841.7,7109744.478,136120519.7,48718411.72,31714125.81,18168010.43,9093688.913,53511670.67,21132558.33
2058,10521009.82,76157868.54,18751658.87,13349507.9,41024508.64,34045544.78,37967778.84,67615391.53,31119028.58,9780355.611,76480189.55,13600833.49,15888155.99,5056103.94,9240077.426,18926729.01,50433461.14,139935851.3,7200127.833,137535486,49367381.12,32543765.48,17932970.33,9331690.535,55025425.44,22004304.41
2059,10460043.34,76895465.16,18571121.04,13471155.5,40789321.07,34180985.88,38459711.67,69933613.61,32253866.81,9590361.507,76511917.91,13508115.66,15769448.91,5060386.409,9410327.818,17971731.82,51116785.86,141364154.9,7199572.827,134520258.6,49572970.84,32907497.74,17921526.33,9535793.904,56257377.92,22811826.31
2060,10394156.04,76270611.97,18475133.82,13486389.61,40381353.81,34268549.7,38581246.76,70907362,32739060.2,9598745.74,75972897.93,13378447.69,15477424.16,5015463.527,9352510.695,18346077.06,51581473.77,141644111.9,7118701.397,132238971.9,49461063.3,33109685.72,18011174.64,9455976.829,56813583.88,23171665.81
