Year,IMAGE_region,Population
1838,16,39772584.0
1838,17,16122600.0
1838,18,224694193.0
1838,19,13888764.0
1838,20,414179923.0
1838,21,21326379.0
1838,22,20483300.0
1838,23,31596219.0
1838,24,838093.0
1838,25,45929107.0
1838,26,14110205.0
1839,1,1637493.0
1839,2,16991513.0
1839,3,6973425.0
1839,4,4479777.0
1839,5,6083309.0
1839,6,9537992.0
1839,7,11326120.0
1839,8,37779144.0
1839,9,33814229.0
1839,10,2359756.0
1839,11,155360879.0
1839,12,43713552.0
1839,13,10695639.0
1839,14,16991664.0
1839,15,6334348.0
1839,16,40139710.0
1839,17,16180805.0
1839,18,225599654.0
1839,19,13897077.0
1839,20,414441616.0
1839,21,21415541.0
1839,22,20647431.0
1839,23,31629675.0
1839,24,848769.0
1839,25,46134161.0
1839,26,14358866.0
1840,1,1700301.0
1840,2,17489524.0
1840,3,7038422.0
1840,4,5220208.0
1840,5,6180015.0
1840,6,9762651.0
1840,7,11399205.0
1840,8,38020815.0
1840,9,34326303.0
1840,10,2412477.0
1840,11,156431694.0
1840,12,44012516.0
1840,13,10729394.0
1840,14,17147590.0
1840,15,6392476.0
1840,16,40510225.0
1840,17,16239269.0
1840,18,226508764.0
1840,19,13905395.0
1840,20,414617275.0
1840,21,21504676.0
1840,22,20812924.0
1840,23,31663166.0
1840,24,909756.0
1840,25,46340624.0
1840,26,14619983.0
1841,1,1765826.0
1841,2,18002579.0
1841,3,7101952.0
1841,4,4586137.0
1841,5,6278259.0
1841,6,9969260.0
1841,7,11490666.0
1841,8,38265568.0
1841,9,34637098.0
1841,10,2466375.0
1841,11,157440690.0
1841,12,44317963.0
1841,13,10763255.0
1841,14,17304947.0
1841,15,6451136.0
1841,16,40884159.0
1841,17,16298052.0
1841,18,227421537.0
1841,19,13913718.0
1841,20,414745936.0
1841,21,21593760.0
1841,22,20983171.0
1841,23,31696692.0
1841,24,876832.0
1841,25,46548513.0
1841,26,14874808.0
1842,1,1834182.0
1842,2,18544472.0
1842,3,7163984.0
1842,4,4638350.0
1842,5,6378065.0
1842,6,10187315.0
1842,7,11603335.0
1842,8,38513448.0
1842,9,35058528.0
1842,10,2521477.0
1842,11,158398755.0
1842,12,44625918.0
1842,13,10797224.0
1842,14,17463747.0
1842,15,6510336.0
1842,16,41261545.0
1842,17,16357159.0
1842,18,228337989.0
1842,19,13922046.0
1842,20,414814564.0
1842,21,21682771.0
1842,22,21158252.0
1842,23,31730255.0
1842,24,894352.0
1842,25,46757842.0
1842,26,15142358.0
1843,1,1905491.0
1843,2,19111919.0
1843,3,7224485.0
1843,4,4713460.0
1843,5,6479457.0
1843,6,10407126.0
1843,7,11737006.0
1843,8,38764506.0
1843,9,35486820.0
1843,10,2577811.0
1843,11,159301279.0
1843,12,44936410.0
1843,13,10831299.0
1843,14,17624005.0
1843,15,6570077.0
1843,16,41642414.0
1843,17,16416593.0
1843,18,229258134.0
1843,19,13930380.0
1843,20,414823120.0
1843,21,21771677.0
1843,22,21338244.0
1843,23,31763853.0
1843,24,998298.0
1843,25,46968633.0
1843,26,15416478.0
1844,1,1979572.0
1844,2,19696730.0
1844,3,7285497.0
1844,4,4769693.0
1844,5,6582462.0
1844,6,10634280.0
1844,7,11873512.0
1844,8,39018780.0
1844,9,35921561.0
1844,10,2635403.0
1844,11,160210006.0
1844,12,45249460.0
1844,13,10865482.0
1844,14,17785734.0
1844,15,6630369.0
1844,16,42026802.0
1844,17,16476353.0
1844,18,230181987.0
1844,19,13938718.0
1844,20,414831813.0
1844,21,21861846.0
1844,22,21523232.0
1844,23,31797486.0
1844,24,934936.0
1844,25,47180900.0
1844,26,15697303.0
1845,1,2056533.0
1845,2,20299435.0
1845,3,7347024.0
1845,4,4837064.0
1845,5,6687103.0
1845,6,10869070.0
1845,7,12012929.0
1845,8,39276329.0
1845,9,36362871.0
1845,10,2694282.0
1845,11,161124989.0
1845,12,45565092.0
1845,13,10899773.0
1845,14,17948946.0
1845,15,6691214.0
1845,16,42414734.0
1845,17,16536442.0
1845,18,231109563.0
1845,19,13947062.0
1845,20,414840650.0
1845,21,21953294.0
1845,22,21713295.0
1845,23,31831155.0
1845,24,956287.0
1845,25,47394667.0
1845,26,15984983.0
1846,1,2136487.0
1846,2,20920583.0
1846,3,7409071.0
1846,4,4905604.0
1846,5,6793409.0
1846,6,11111805.0
1846,7,12155318.0
1846,8,39537198.0
1846,9,36810880.0
1846,10,2754476.0
1846,11,162046272.0
1846,12,45883327.0
1846,13,10934172.0
1846,14,18113656.0
1846,15,6752616.0
1846,16,42806250.0
1846,17,16596865.0
1846,18,232040877.0
1846,19,13955411.0
1846,20,414849639.0
1846,21,22046046.0
1846,22,21908517.0
1846,23,31864860.0
1846,24,978384.0
1846,25,47609946.0
1846,26,16279662.0
1847,1,2219548.0
1847,2,21560737.0
1847,3,7471641.0
1847,4,4975330.0
1847,5,6901404.0
1847,6,11362802.0
1847,7,12300753.0
1847,8,39801434.0
1847,9,37265714.0
1847,10,2816015.0
1847,11,162973903.0
1847,12,46204190.0
1847,13,10968679.0
1847,14,18279878.0
1847,15,6814582.0
1847,16,43201377.0
1847,17,16657620.0
1847,18,232975944.0
1847,19,13963765.0
1847,20,414858792.0
1847,21,22140110.0
1847,22,22108981.0
1847,23,31898600.0
1847,24,1001248.0
1847,25,47826763.0
1847,26,16581496.0
1848,1,2305839.0
1848,2,22220480.0
1848,3,7534741.0
1848,4,5046273.0
1848,5,7011116.0
1848,6,11622394.0
1848,7,12449306.0
1848,8,40069089.0
1848,9,37727509.0
1848,10,2878929.0
1848,11,163907925.0
1848,12,46527702.0
1848,13,11003295.0
1848,14,18447626.0
1848,15,6877118.0
1848,16,43600153.0
1848,17,16718710.0
1848,18,233914779.0
1848,19,13972124.0
1848,20,414868119.0
1848,21,22235515.0
1848,22,22314775.0
1848,23,31932376.0
1848,24,1024905.0
1848,25,48045135.0
1848,26,16890636.0
1849,1,2391522.0
1849,2,22899875.0
1849,3,7607082.0
1849,4,5116773.0
1849,5,7121679.0
1849,6,11840837.0
1849,7,12594881.0
1849,8,40310640.0
1849,9,38169479.0
1849,10,2935885.0
1849,11,164844938.0
1849,12,46866374.0
1849,13,11038021.0
1849,14,18616912.0
1849,15,6940226.0
1849,16,44002609.0
1849,17,16781086.0
1849,18,234833664.0
1849,19,13981539.0
1849,20,414149336.0
1849,21,22372297.0
1849,22,22525983.0
1849,23,31982941.0
1849,24,1054946.0
1849,25,48250101.0
1849,26,17145521.0
1850,1,2476448.0
1850,2,23637926.0
1850,3,7688866.0
1850,4,5981306.0
1850,5,7233093.0
1850,6,12028411.0
1850,7,12737898.0
1850,8,40525523.0
1850,9,38700305.0
1850,10,2986678.0
1850,11,165789695.0
1850,12,47220515.0
1850,13,11072856.0
1850,14,18787752.0
1850,15,7003914.0
1850,16,44408782.0
1850,17,16844766.0
1850,18,235732435.0
1850,19,13992011.0
1850,20,412708891.0
1850,21,22551486.0
1850,22,22742696.0
1850,23,32050374.0
1850,24,1221821.0
1850,25,48441622.0
1850,26,17351847.0
1851,1,2559525.0
1851,2,24309683.0
1851,3,7776783.0
1851,4,5271230.0
1851,5,7346113.0
1851,6,12158762.0
1851,7,12873922.0
1851,8,40747259.0
1851,9,38704907.0
1851,10,3033196.0
1851,11,166727626.0
1851,12,47579381.0
1851,13,11105405.0
1851,14,18963832.0
1851,15,7066246.0
1851,16,44814022.0
1851,17,16904630.0
1851,18,236535920.0
1851,19,14011109.0
1851,20,410466775.0
1851,21,22760115.0
1851,22,22943158.0
1851,23,32138471.0
1851,24,1137035.0
1851,25,48556821.0
1851,26,17483865.0
1852,1,2641465.0
1852,2,25040692.0
1852,3,7874465.0
1852,4,5333191.0
1852,5,7460007.0
1852,6,12257263.0
1852,7,13006596.0
1852,8,40941400.0
1852,9,38793658.0
1852,10,3073171.0
1852,11,167673248.0
1852,12,47954196.0
1852,13,11138049.0
1852,14,19141561.0
1852,15,7129133.0
1852,16,45222960.0
1852,17,16965857.0
1852,18,237318415.0
1852,19,14031277.0
1852,20,407516929.0
1852,21,23012958.0
1852,22,23148831.0
1852,23,32243620.0
1852,24,1190620.0
1852,25,48657902.0
1852,26,17564460.0
1853,1,2722093.0
1853,2,25793143.0
1853,3,7982109.0
1853,4,5405610.0
1853,5,7574774.0
1853,6,12312493.0
1853,7,13136156.0
1853,8,41108347.0
1853,9,38857050.0
1853,10,3106364.0
1853,11,168621644.0
1853,12,48345269.0
1853,13,11170788.0
1853,14,19320955.0
1853,15,7192579.0
1853,16,45635628.0
1853,17,17028471.0
1853,18,238079774.0
1853,19,14052516.0
1853,20,403866077.0
1853,21,23311113.0
1853,22,23359786.0
1853,23,32365906.0
1853,24,1253689.0
1853,25,48744769.0
1853,26,17585130.0
1854,1,2805181.0
1854,2,26568199.0
1854,3,8091222.0
1854,4,5479125.0
1854,5,7691306.0
1854,6,12373809.0
1854,7,13267007.0
1854,8,41282394.0
1854,9,38921457.0
1854,10,3139915.0
1854,11,169576192.0
1854,12,48740437.0
1854,13,11203623.0
1854,14,19502031.0
1854,15,7256591.0
1854,16,46052060.0
1854,17,17091542.0
1854,18,238843552.0
1854,19,14073777.0
1854,20,400248568.0
1854,21,23615701.0
1854,22,23576101.0
1854,23,32488655.0
1854,24,1321641.0
1854,25,48832345.0
1854,26,17606076.0
1855,1,2890805.0
1855,2,27366540.0
1855,3,8201826.0
1855,4,5553755.0
1855,5,7809631.0
1855,6,12441207.0
1855,7,13399161.0
1855,8,41444631.0
1855,9,38986926.0
1855,10,3173826.0
1855,11,170536948.0
1855,12,49139749.0
1855,13,11236554.0
1855,14,19684802.0
1855,15,7321171.0
1855,16,46472293.0
1855,17,17155069.0
1855,18,239609756.0
1855,19,14095061.0
1855,20,396664121.0
1855,21,23926891.0
1855,22,23797849.0
1855,23,32611870.0
1855,24,1394873.0
1855,25,48920622.0
1855,26,17627298.0
1856,1,2979043.0
1856,2,28188865.0
1856,3,8313940.0
1856,4,5629513.0
1856,5,7929776.0
1856,6,12514694.0
1856,7,13532631.0
1856,8,41613974.0
1856,9,39053504.0
1856,10,3208102.0
1856,11,171503947.0
1856,12,49543252.0
1856,13,11269582.0
1856,14,19869285.0
1856,15,7386323.0
1856,16,46896360.0
1856,17,17219054.0
1856,18,240378394.0
1856,19,14116366.0
1856,20,393112456.0
1856,21,24244848.0
1856,22,24025106.0
1856,23,32735551.0
1856,24,1473801.0
1856,25,49009593.0
1856,26,17648798.0
1857,1,3069973.0
1857,2,29035895.0
1857,3,8427584.0
1857,4,5706420.0
1857,5,8051769.0
1857,6,12594274.0
1857,7,13667432.0
1857,8,41784122.0
1857,9,39121238.0
1857,10,3242747.0
1857,11,172477232.0
1857,12,49950996.0
1857,13,11302705.0
1857,14,20055497.0
1857,15,7452057.0
1857,16,47324295.0
1857,17,17283506.0
1857,18,241149472.0
1857,19,14137694.0
1857,20,389593299.0
1857,21,24569744.0
1857,22,24257950.0
1857,23,32859701.0
1857,24,1558880.0
1857,25,49099254.0
1857,26,17670580.0
1858,1,3163678.0
1858,2,29908371.0
1858,3,8542780.0
1858,4,5784495.0
1858,5,8175639.0
1858,6,12679970.0
1858,7,13803573.0
1858,8,41955079.0
1858,9,39190187.0
1858,10,3277764.0
1858,11,173456859.0
1858,12,50363026.0
1858,13,11335926.0
1858,14,20243453.0
1858,15,7518376.0
1858,16,47756135.0
1858,17,17348420.0
1858,18,241923000.0
1858,19,14159044.0
1858,20,386106380.0
1858,21,24901760.0
1858,22,24496459.0
1858,23,32984321.0
1858,24,1650606.0
1858,25,49189592.0
1858,26,17692642.0
1859,1,3247283.0
1859,2,30763983.0
1859,3,8642606.0
1859,4,5857772.0
1859,5,8301415.0
1859,6,12771861.0
1859,7,13941072.0
1859,8,42140295.0
1859,9,39256813.0
1859,10,3313158.0
1859,11,174468273.0
1859,12,50779387.0
1859,13,11369244.0
1859,14,20433171.0
1859,15,7585282.0
1859,16,48191915.0
1859,17,17418781.0
1859,18,242698983.0
1859,19,14180417.0
1859,20,382928430.0
1859,21,25241075.0
1859,22,24740713.0
1859,23,33109414.0
1859,24,1736875.0
1859,25,49301597.0
1859,26,17713787.0
1860,1,3320338.0
1860,2,31605807.0
1860,3,8726791.0
1860,4,6832450.0
1860,5,8429125.0
1860,6,12881177.0
1860,7,14080714.0
1860,8,42339885.0
1860,9,39484890.0
1860,10,3348933.0
1860,11,175517946.0
1860,12,51200140.0
1860,13,11402659.0
1860,14,20624663.0
1860,15,7652782.0
1860,16,48631669.0
1860,17,17494719.0
1860,18,243477427.0
1860,19,14201812.0
1860,20,380140137.0
1860,21,25587878.0
1860,22,24990791.0
1860,23,33234981.0
1860,24,1870476.0
1860,25,49435805.0
1860,26,17741980.0
1861,1,3382380.0
1861,2,32418583.0
1861,3,8795060.0
1861,4,6001705.0
1861,5,8558801.0
1861,6,12971954.0
1861,7,14220188.0
1861,8,42560878.0
1861,9,39382381.0
1861,10,3385092.0
1861,11,176588157.0
1861,12,51619623.0
1861,13,11436172.0
1861,14,20817952.0
1861,15,7720885.0
1861,16,49075437.0
1861,17,17576389.0
1861,18,244258342.0
1861,19,14223229.0
1861,20,377482003.0
1861,21,25942361.0
1861,22,25255969.0
1861,23,33361024.0
1861,24,1889740.0
1861,25,49592779.0
1861,26,17753337.0
1862,1,3432927.0
1862,2,33214384.0
1862,3,8847135.0
1862,4,6048234.0
1862,5,8690471.0
1862,6,13079041.0
1862,7,14361835.0
1862,8,42782679.0
1862,9,39440940.0
1862,10,3421640.0
1862,11,177697488.0
1862,12,52043526.0
1862,13,11469783.0
1862,14,21013050.0
1862,15,7789593.0
1862,16,49523253.0
1862,17,17663870.0
1862,18,245041734.0
1862,19,14244669.0
1862,20,375204709.0
1862,21,26304728.0
1862,22,25535283.0
1862,23,33487544.0
1862,24,1954479.0
1862,25,49773111.0
1862,26,17771759.0
1863,1,3471484.0
1863,2,33986941.0
1863,3,8882733.0
1863,4,6101728.0
1863,5,8824166.0
1863,6,13190087.0
1863,7,14504892.0
1863,8,43026118.0
1863,9,39496410.0
1863,10,3458580.0
1863,11,178840325.0
1863,12,52471895.0
1863,13,11503492.0
1863,14,21209976.0
1863,15,7858911.0
1863,16,49975155.0
1863,17,17757309.0
1863,18,245827611.0
1863,19,14266131.0
1863,20,373219057.0
1863,21,26675176.0
1863,22,25824011.0
1863,23,33614544.0
1863,24,2010045.0
1863,25,49977424.0
1863,26,17789288.0
1864,1,3510473.0
1864,2,34777462.0
1864,3,8918473.0
1864,4,6156125.0
1864,5,8959918.0
1864,6,13304517.0
1864,7,14649374.0
1864,8,43270951.0
1864,9,39552181.0
1864,10,3495918.0
1864,11,179991679.0
1864,12,52904782.0
1864,13,11537299.0
1864,14,21408747.0
1864,15,7928845.0
1864,16,50431180.0
1864,17,17851857.0
1864,18,246615984.0
1864,19,14287616.0
1864,20,371244186.0
1864,21,27053918.0
1864,22,26118074.0
1864,23,33742025.0
1864,24,2067899.0
1864,25,50185297.0
1864,26,17807134.0
1865,1,3549900.0
1865,2,35586364.0
1865,3,8954355.0
1865,4,6211436.0
1865,5,9097759.0
1865,6,13422419.0
1865,7,14795296.0
1865,8,43517180.0
1865,9,39608255.0
1865,10,3533658.0
1865,11,181151619.0
1865,12,53342235.0
1865,13,11571206.0
1865,14,21609379.0
1865,15,7999402.0
1865,16,50891364.0
1865,17,17947535.0
1865,18,247406860.0
1865,19,14309123.0
1865,20,369280038.0
1865,21,27441163.0
1865,22,26409679.0
1865,23,33869990.0
1865,24,2128162.0
1865,25,50396860.0
1865,26,17825297.0
1866,1,3589769.0
1866,2,36414073.0
1866,3,8990379.0
1866,4,6267677.0
1866,5,9237720.0
1866,6,13543866.0
1866,7,14942670.0
1866,8,43764814.0
1866,9,39664638.0
1866,10,3571803.0
1866,11,182320214.0
1866,12,53784315.0
1866,13,11605211.0
1866,14,21811892.0
1866,15,8070584.0
1866,16,51355748.0
1866,17,18044355.0
1866,18,248200247.0
1866,19,14330652.0
1866,20,367326551.0
1866,21,27837135.0
1866,22,26697007.0
1866,23,33998439.0
1866,24,2190965.0
1866,25,50612259.0
1866,26,17843779.0
1867,1,3630086.0
1867,2,37261027.0
1867,3,9026546.0
1867,4,6324865.0
1867,5,9379834.0
1867,6,13668947.0
1867,7,15091512.0
1867,8,44013868.0
1867,9,39721325.0
1867,10,3610358.0
1867,11,183497525.0
1867,12,54231066.0
1867,13,11639316.0
1867,14,22016300.0
1867,15,8142400.0
1867,16,51824369.0
1867,17,18142336.0
1867,18,248996154.0
1867,19,14352204.0
1867,20,365383665.0
1867,21,28242059.0
1867,22,26986524.0
1867,23,34127374.0
1867,24,2256448.0
1867,25,50831636.0
1867,26,17862586.0
1868,1,3670854.0
1868,2,38127674.0
1868,3,9062857.0
1868,4,6383009.0
1868,5,9524134.0
1868,6,13797757.0
1868,7,15241835.0
1868,8,44264340.0
1868,9,39778320.0
1868,10,3649328.0
1868,11,184683638.0
1868,12,54682548.0
1868,13,11673521.0
1868,14,22222625.0
1868,15,8214856.0
1868,16,52297264.0
1868,17,18241517.0
1868,18,249794587.0
1868,19,14373778.0
1868,20,363451318.0
1868,21,28656165.0
1868,22,27275823.0
1868,23,34256799.0
1868,24,2324758.0
1868,25,51055137.0
1868,26,17881722.0
1869,1,3714561.0
1869,2,39007998.0
1869,3,9113273.0
1869,4,6446106.0
1869,5,9677417.0
1869,6,13935196.0
1869,7,15393656.0
1869,8,44527565.0
1869,9,39838697.0
1869,10,3688717.0
1869,11,185899487.0
1869,12,55152273.0
1869,13,11714580.0
1869,14,22430881.0
1869,15,8287956.0
1869,16,52774474.0
1869,17,18332072.0
1869,18,250501067.0
1869,19,14395464.0
1869,20,362094030.0
1869,21,29021276.0
1869,22,27563118.0
1869,23,34407430.0
1869,24,2391910.0
1869,25,51283018.0
1869,26,17899057.0
1870,1,3761273.0
1870,2,39906898.0
1870,3,9178007.0
1870,4,7545788.0
1870,5,9839950.0
1870,6,14094769.0
1870,7,15547783.0
1870,8,44803698.0
1870,9,40085187.0
1870,10,3728529.0
1870,11,187153281.0
1870,12,55640616.0
1870,13,11762553.0
1870,14,22641089.0
1870,15,8361703.0
1870,16,53256038.0
1870,17,18413793.0
1870,18,251115205.0
1870,19,14417271.0
1870,20,361310032.0
1870,21,29336365.0
1870,22,27862618.0
1870,23,34579492.0
1870,24,2513552.0
1870,25,51514657.0
1870,26,17923550.0
1871,1,3811061.0
1871,2,40810375.0
1871,3,9257275.0
1871,4,6606591.0
1871,5,10012004.0
1871,6,14238151.0
1871,7,15701850.0
1871,8,45099112.0
1871,9,39968042.0
1871,10,3768768.0
1871,11,188422990.0
1871,12,56152938.0
1871,13,11817496.0
1871,14,22853266.0
1871,15,8436108.0
1871,16,53685785.0
1871,17,18486030.0
1871,18,251636609.0
1871,19,14439214.0
1871,20,361099747.0
1871,21,29600208.0
1871,22,28155902.0
1871,23,34773210.0
1871,24,2522074.0
1871,25,51749399.0
1871,26,17928306.0
1872,1,3863995.0
1872,2,41732783.0
1872,3,9351295.0
1872,4,6666947.0
1872,5,10193859.0
1872,6,14404759.0
1872,7,15858253.0
1872,8,45395370.0
1872,9,40038728.0
1872,10,3809441.0
1872,11,189731962.0
1872,12,56684712.0
1872,13,11879470.0
1872,14,23067429.0
1872,15,8511173.0
1872,16,54175666.0
1872,17,18549389.0
1872,18,252064885.0
1872,19,14461305.0
1872,20,361457108.0
1872,21,29812026.0
1872,22,28474776.0
1872,23,34988811.0
1872,24,2584729.0
1872,25,51986566.0
1872,26,17940198.0
1873,1,3920147.0
1873,2,42669573.0
1873,3,9460289.0
1873,4,6751700.0
1873,5,10385802.0
1873,6,14582162.0
1873,7,16016212.0
1873,8,45711245.0
1873,9,40112907.0
1873,10,3850550.0
1873,11,191073310.0
1873,12,57236338.0
1873,13,11948533.0
1873,14,23283600.0
1873,15,8586905.0
1873,16,54670015.0
1873,17,18603293.0
1873,18,252399639.0
1873,19,14483558.0
1873,20,362382301.0
1873,21,29970517.0
1873,22,28790845.0
1873,23,35226524.0
1873,24,2645502.0
1873,25,52225433.0
1873,26,17950257.0
1874,1,3977115.0
1874,2,43627383.0
1874,3,9570550.0
1874,4,6838354.0
1874,5,10581359.0
1874,6,14766145.0
1874,7,16175745.0
1874,8,46029338.0
1874,9,40187539.0
1874,10,3892102.0
1874,11,192426784.0
1874,12,57794777.0
1874,13,12017997.0
1874,14,23501795.0
1874,15,8663313.0
1874,16,55168874.0
1874,17,18657425.0
1874,18,252734813.0
1874,19,14505878.0
1874,20,363309594.0
1874,21,30132832.0
1874,22,29100699.0
1874,23,35465852.0
1874,24,2708312.0
1874,25,52465357.0
1874,26,17960599.0
1875,1,4034909.0
1875,2,44606685.0
1875,3,9682095.0
1875,4,6926929.0
1875,5,10780598.0
1875,6,14956775.0
1875,7,16336867.0
1875,8,46349666.0
1875,9,40262622.0
1875,10,3934099.0
1875,11,193792506.0
1875,12,58360120.0
1875,13,12087864.0
1875,14,23722034.0
1875,15,8740397.0
1875,16,55672284.0
1875,17,18711795.0
1875,18,253070405.0
1875,19,14528265.0
1875,20,364238960.0
1875,21,30299015.0
1875,22,29431288.0
1875,23,35706805.0
1875,24,2773248.0
1875,25,52706334.0
1875,26,17971230.0
1876,1,4093544.0
1876,2,45607961.0
1876,3,9794939.0
1876,4,7017457.0
1876,5,10983588.0
1876,6,15154120.0
1876,7,16499594.0
1876,8,46672244.0
1876,9,40338165.0
1876,10,3976549.0
1876,11,195170592.0
1876,12,58932462.0
1876,13,12158137.0
1876,14,23944336.0
1876,15,8818167.0
1876,16,56180287.0
1876,17,18766404.0
1876,18,253406417.0
1876,19,14550721.0
1876,20,365170370.0
1876,21,30469122.0
1876,22,29761626.0
1876,23,35949395.0
1876,24,2840402.0
1876,25,52948376.0
1876,26,17982149.0
1877,1,4153029.0
1877,2,46631704.0
1877,3,9909095.0
1877,4,7109964.0
1877,5,11190400.0
1877,6,15358251.0
1877,7,16663940.0
1877,8,46997090.0
1877,9,40414162.0
1877,10,4019454.0
1877,11,196561168.0
1877,12,59511897.0
1877,13,12228817.0
1877,14,24168720.0
1877,15,8896629.0
1877,16,56692925.0
1877,17,18821254.0
1877,18,253742849.0
1877,19,14573245.0
1877,20,366104241.0
1877,21,30643198.0
1877,22,30061081.0
1877,23,36193632.0
1877,24,2909875.0
1877,25,53191482.0
1877,26,17993361.0
1878,1,4213379.0
1878,2,47678418.0
1878,3,10024579.0
1878,4,7204478.0
1878,5,11401106.0
1878,6,15569247.0
1878,7,16829923.0
1878,8,47324221.0
1878,9,40490625.0
1878,10,4062820.0
1878,11,197964353.0
1878,12,60098523.0
1878,13,12299908.0
1878,14,24395206.0
1878,15,8975789.0
1878,16,57210239.0
1878,17,18876341.0
1878,18,254079702.0
1878,19,14595837.0
1878,20,367040581.0
1878,21,30821302.0
1878,22,30345210.0
1878,23,36439528.0
1878,24,2981769.0
1878,25,53435658.0
1878,26,18004862.0
1879,1,4271701.0
1879,2,48749140.0
1879,3,10141389.0
1879,4,7299876.0
1879,5,11615796.0
1879,6,15804161.0
1879,7,17003203.0
1879,8,47649927.0
1879,9,40568056.0
1879,10,4106653.0
1879,11,199369082.0
1879,12,60697785.0
1879,13,12371412.0
1879,14,24623814.0
1879,15,9055651.0
1879,16,57732273.0
1879,17,18932168.0
1879,18,254760858.0
1879,19,14618499.0
1879,20,368012700.0
1879,21,31053756.0
1879,22,30616229.0
1879,23,36700906.0
1879,24,3058489.0
1879,25,53682172.0
1879,26,18024408.0
1880,1,4327935.0
1880,2,49849307.0
1880,3,10259540.0
1880,4,8560413.0
1880,5,11834544.0
1880,6,16077638.0
1880,7,17184727.0
1880,8,47974185.0
1880,9,40827256.0
1880,10,4150956.0
1880,11,200784537.0
1880,12,61309814.0
1880,13,12443331.0
1880,14,24854563.0
1880,15,9136224.0
1880,16,58259070.0
1880,17,18988736.0
1880,18,255789440.0
1880,19,14641229.0
1880,20,369020782.0
1880,21,31343771.0
1880,22,30905031.0
1880,23,36977992.0
1880,24,3198344.0
1880,25,53931054.0
1880,26,18062075.0
1881,1,4382020.0
1881,2,50964818.0
1881,3,10379046.0
1881,4,7512256.0
1881,5,12057427.0
1881,6,16347405.0
1881,7,17372220.0
1881,8,48302059.0
1881,9,40725825.0
1881,10,4195735.0
1881,11,202182102.0
1881,12,61932504.0
1881,13,12515667.0
1881,14,25087473.0
1881,15,9217514.0
1881,16,58790672.0
1881,17,19046061.0
1881,18,257168597.0
1881,19,14664028.0
1881,20,370065016.0
1881,21,31694806.0
1881,22,31224553.0
1881,23,37271015.0
1881,24,3226990.0
1881,25,54182333.0
1881,26,18087614.0
1882,1,4433891.0
1882,2,52110912.0
1882,3,10499924.0
1882,4,7590459.0
1882,5,12284523.0
1882,6,16656725.0
1882,7,17568254.0
1882,8,48618225.0
1882,9,40806169.0
1882,10,4240996.0
1882,11,203589866.0
1882,12,62568175.0
1882,13,12588423.0
1882,14,25322565.0
1882,15,9299526.0
1882,16,59327125.0
1882,17,19104149.0
1882,18,258901501.0
1882,19,14686896.0
1882,20,371145591.0
1882,21,32110583.0
1882,22,31568200.0
1882,23,37580207.0
1882,24,3319055.0
1882,25,54436042.0
1882,26,18131265.0
1883,1,4483484.0
1883,2,53283291.0
1883,3,10622190.0
1883,4,7688479.0
1883,5,12515913.0
1883,6,16991952.0
1883,7,17772172.0
1883,8,48937948.0
1883,9,40887479.0
1883,10,4286743.0
1883,11,204998095.0
1883,12,63216959.0
1883,13,12661602.0
1883,14,25559859.0
1883,15,9382266.0
1883,16,59868471.0
1883,17,19163011.0
1883,18,260991354.0
1883,19,14709834.0
1883,20,372262697.0
1883,21,32595108.0
1883,22,31919438.0
1883,23,37905801.0
1883,24,3416518.0
1883,25,54692212.0
1883,26,18182939.0
1884,1,4533631.0
1884,2,54482036.0
1884,3,10745876.0
1884,4,7788072.0
1884,5,12751661.0
1884,6,17336697.0
1884,7,17978499.0
1884,8,49259816.0
1884,9,40969258.0
1884,10,4332981.0
1884,11,206417763.0
1884,12,63873670.0
1884,13,12735205.0
1884,14,25799375.0
1884,15,9465742.0
1884,16,60414756.0
1884,17,19222140.0
1884,18,263098048.0
1884,19,14732841.0
1884,20,373383260.0
1884,21,33102746.0
1884,22,32271678.0
1884,23,38234217.0
1884,24,3517229.0
1884,25,54949606.0
1884,26,18234905.0
1885,1,4584338.0
1885,2,55707739.0
1885,3,10871001.0
1885,4,7889272.0
1885,5,12991849.0
1885,6,17691388.0
1885,7,18187261.0
1885,8,49583839.0
1885,9,41051509.0
1885,10,4379716.0
1885,11,207848964.0
1885,12,64538412.0
1885,13,12809235.0
1885,14,26041136.0
1885,15,9549960.0
1885,16,60966025.0
1885,17,19281528.0
1885,18,265221721.0
1885,19,14755919.0
1885,20,374507296.0
1885,21,33635004.0
1885,22,32677747.0
1885,23,38565477.0
1885,24,3621297.0
1885,25,55208229.0
1885,26,18287159.0
1886,1,4635612.0
1886,2,56961007.0
1886,3,10997580.0
1886,4,7992113.0
1886,5,13236561.0
1886,6,18056501.0
1886,7,18398490.0
1886,8,49910026.0
1886,9,41134229.0
1886,10,4426953.0
1886,11,209291806.0
1886,12,65211297.0
1886,13,12883696.0
1886,14,26285160.0
1886,15,9634926.0
1886,16,61522323.0
1886,17,19341185.0
1886,18,267362508.0
1886,19,14779066.0
1886,20,375637326.0
1886,21,34193488.0
1886,22,33052217.0
1886,23,38899606.0
1886,24,3728834.0
1886,25,55468087.0
1886,26,18339706.0
1887,1,4687459.0
1887,2,58242459.0
1887,3,11125631.0
1887,4,8096623.0
1887,5,13485883.0
1887,6,18432525.0
1887,7,18612212.0
1887,8,50238403.0
1887,9,41217428.0
1887,10,4474698.0
1887,11,210746383.0
1887,12,65892435.0
1887,13,12958588.0
