type,time,fuel,stage,unit,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
offshore,1910,oil,extraction,kg,6450910.206965147,60379087.86567511,1767945.3054179084,1714797.0174941218,2280494.76608475,4405053.052926251,1223984.70341164,727349.1491142787,422312.28668575606,886504.5885112259,50485563.59465762,5911874.36571705,715526.78078777,5145984.58098415,1941046.078697865,14031321.843653554,3197616.3403533264,1642953.8671951366,919645.985404601,4268266.45893872,2522427.71297472,892352.8320078576,17651616.557884578,2495246.129862217,611748.6201051116,352776.8269600062
offshore,1911,oil,extraction,kg,7129953.386645688,66734781.32521986,1954044.8112513723,1895301.96670403,2520546.8467252497,4868742.847971119,1352825.1985076023,803912.2174420973,466766.2116000462,979820.8609860917,55799833.44672684,6534176.930529371,790845.3892917458,5687667.168456166,2145366.718560798,15508303.090353927,3534207.5340747293,1815896.3795314669,1016450.8259735066,4717557.665142796,2787946.4196036384,986284.7090613163,19509681.458714537,2757903.6172161354,676143.2116951233,389911.2297979017
offshore,1912,oil,extraction,kg,7808996.566326229,73090474.78476462,2140144.3170848363,2075806.9159139371,2760598.92736575,5332432.643015988,1481665.6936035645,880475.2857699161,511220.13651433634,1073137.1334609576,61114103.29879607,7156479.495341692,866163.9977957214,6229349.755928181,2349687.3584237313,16985284.337054297,3870798.727796132,1988838.8918677967,1113255.6665424115,5166848.871346871,3053465.1262325556,1080216.586114775,21367746.35954449,3020561.104570053,740537.803285135,427045.63263579714
offshore,1913,oil,extraction,kg,8488039.746006772,79446168.24430937,2326243.8229183005,2256311.8651238447,3000651.00800625,5796122.438060857,1610506.188699526,957038.3540977351,555674.0614286265,1166453.4059358235,66428373.15086529,7778782.060154013,941482.6062996975,6771032.343400198,2554007.998286664,18462265.583754677,4207389.921517534,2161781.4042041264,1210060.5071113172,5616140.077550948,3318983.8328614742,1174148.4631682339,23225811.26037445,3283218.5919239703,804932.3948751468,464180.03547369246
offshore,1914,oil,extraction,kg,9167082.925687313,85801861.70385411,2512343.3287517643,2436816.8143337523,3240703.0886467495,6259812.233105726,1739346.6837954887,1033601.4224255538,600127.9863429165,1259769.6784106896,71742643.00293452,8401084.624966335,1016801.214803673,7312714.930872215,2758328.638149597,19939246.83045505,4543981.115238938,2334723.9165404565,1306865.3476802225,6065431.283755024,3584502.5394903915,1268080.3402216926,25083876.1612044,3545876.0792778884,869326.9864651586,501314.43831158784
offshore,1915,oil,extraction,kg,9846126.105367856,92157555.16339885,2698442.8345852285,2617321.7635436603,3480755.1692872494,6723502.028150593,1868187.1788914504,1110164.4907533727,644581.9112572068,1353085.9508855552,77056912.85500373,9023387.189778654,1092119.823307649,7854397.51834423,2962649.2780125304,21416228.077155426,4880572.30896034,2507666.4288767865,1403670.188249128,6514722.489959098,3850021.2461193097,1362012.217275151,26941941.062034357,3808533.566631805,933721.5780551701,538448.8411494832
offshore,1916,oil,extraction,kg,10525169.285048397,98513248.62294361,2884542.340418692,2797826.712753567,3720807.2499277503,7187191.823195463,1997027.6739874126,1186727.5590811917,689035.836171497,1446402.2233604211,82371182.70707297,9645689.754590977,1167438.4318116247,8396080.105816247,3166969.917875464,22893209.323855795,5217163.502681742,2680608.9412131174,1500475.0288180334,6964013.696163174,4115539.9527482274,1455944.0943286095,28800005.96286431,4071191.0539857233,998116.169645182,575583.2439873787
offshore,1917,oil,extraction,kg,11204212.46472894,104868942.08248834,3070641.8462521564,2978331.6619634745,3960859.33056825,7650881.61824033,2125868.1690833746,1263290.6274090102,733489.7610857869,1539718.4958352875,87685452.55914219,10267992.319403296,1242757.0403156003,8937762.693288261,3371290.557738397,24370190.570556175,5553754.696403146,2853551.453549447,1597279.8693869389,7413304.90236725,4381058.659377146,1549875.9713820685,30658070.863694265,4333848.541339641,1062510.7612351938,612717.646825274
offshore,1918,oil,extraction,kg,11883255.64440948,111224635.5420331,3256741.3520856206,3158836.6111733834,4200911.411208751,8114571.4132852,2254708.664179337,1339853.695736829,777943.6860000772,1633034.7683101532,92999722.41121142,10890294.884215616,1318075.6488195765,9479445.280760275,3575611.19760133,25847171.81725655,5890345.890124549,3026493.9658857775,1694084.7099558439,7862596.108571327,4646577.366006064,1643807.848435527,32516135.76452422,4596506.028693559,1126905.3528252055,649852.0496631692
offshore,1919,oil,extraction,kg,12562298.824090023,117580329.00157787,3442840.857919085,3339341.560383291,4440963.491849249,8578261.208330069,2383549.159275299,1416416.7640646475,822397.6109143674,1726351.0407850186,98313992.26328063,11512597.449027937,1393394.2573235524,10021127.868232291,3779931.837464263,27324153.063956916,6226937.083845952,3199436.4782221075,1790889.5505247496,8311887.314775401,4912096.072634981,1737739.725488986,34374200.665354185,4859163.516047477,1191299.9444152175,686986.4525010647
