years,regions,Buses,Trains,HST,Cars,Planes,Bikes,Trucks,Cargo Trains,Ships,Inland ships,Cargo Planes
1971,16,348435200000.00006,170062900000.0,0.0,37122440000.0,73837210000.0,77141810000.0,119825570000.0,1702501000000.0,253350500000.0,46598060000.0,533645000.0
1971,17,61941320000.0,3542396000.0,0.0,35090140000.0,5374059000.0,46037800000.0,424474900000.0,25583210000.0,1977842000000.0,1384896000.0,4124044000.0
1971,18,368443400000.0,64164849999.99999,0.0,45117080000.0,4859204000.0,389471600000.0,89146170000.00002,115393400000.0,18056390000.0,41400480000.0,132612550.0
1971,19,64051930000.00001,4955306000.0,0.0,11270030000.0,1361087000.0,30995010000.0,10779668000.000002,2684548000.0,73331960000.0,21510630000.0,438103300.0
1971,20,161797000000.0,57649840000.0,0.0,84199410.0,3416558000.0,618855800000.0,39837105000.0,190236000000.0,118098900000.0,364552300000.0,735251000.0
1971,21,228612700000.0,17686370000.0,0.0,25493950000.0,3078917000.0,110626700000.0,71754530000.0,3617860000.0,674286600000.0,115946700000.0,962705000.0
1971,22,161916700000.0,12526510000.0,0.0,13344680000.0,1611644000.0,78352230000.0,30624340999.999996,1521621000.0,194546900000.0,48256980000.0,12680320.0
1971,23,334414700000.0,247672300000.0,94624250000.0,318292300000.0,54289370000.0,38333470000.0,136828260000.00002,63430320000.0,984820600000.0,887022400000.0,2415991000.0
1971,24,55061770000.0,40779540000.0,15579990000.0,52407200000.0,8938808000.0,6311650000.0,36355890000.0,36826180000.0,245066300000.0,325473100000.0,1035671499.9999999
1971,25,106031100000.0,18465450000.0,0.0,8790270000.0,946730400.0,112082700000.0,43299647000.0,1927376000.0,391105200000.0,9224793000.0,203634100.0
1971,26,28334610000.0,1993389999.9999998,0.0,13201060000.0,780498000.0,32792059999.999996,21252387000.0,12635890000.0,126813600000.0,7139437000.0,16958970.0
1972,1,17739110000.0,3712836000.0,0.0,386361000000.0,26617240000.0,4804741000.0,51667780999.99999,115497000000.0,218222600000.0,38914940000.0,447043250.0
1972,2,170824200000.0,35753890000.0,0.0,3720582000000.0,256318900000.00003,46268720000.0,1569338200000.0002,1478912000000.0,8518013000000.0,615618800000.0,15453260000.0
1972,3,79934760000.0,4401694000.0,0.0,74165710000.0,4291598000.0,34248370000.0,48979292000.0,25008490000.0,254493000000.0,19192330000.0,133622050.0
1972,4,65131600000.0,3586542000.0,0.0,22400780000.0,1296221000.0,27905890000.0,213758230000.0,32116330000.0,158113500000.0,61959500000.0,379809900.0
1972,5,144291200000.0,7945549999.999999,0.0,121172700000.0,7011657000.0,61822140000.0,192291470000.0,28746110000.0,307150200000.0,53678480000.0,632792500.0
1972,6,146824200000.0,8085032000.000001,0.0,136227600000.0,7882807000.0,62907410000.0,272763260000.0,42580090000.0,512898800000.0,85560270000.0,1642090500.0
1972,7,73915890000.0,4227216000.0,0.0,36415880000.0,5402283000.0,50612380000.0,36300920000.0,24914000000.0,460438800000.0,209225900.0,137950450.0
1972,8,91419990000.0,6431558000.0,0.0,61828380000.0,3654697000.0,100881200000.0,11441020000.0,8627663000.0,273859700000.0,3138847000.0,346242050.0
1972,9,54957120000.0,3866330000.0,0.0,24617440000.0,1455146000.0,60644740000.0,3868094100.0,2877361000.0,56575500000.0,1064190000.0,228723050.0
1972,10,14967460000.0,1052987000.0,0.0,11117980000.0,657187800.0,16516469999.999998,94539070000.0,70764960000.0,359776700000.0,24308850000.0,383041900.0
1972,11,546736000000.0,205730600000.0,77103760000.0,1842420000000.0,109433600000.0,172109700000.0,596882190000.0,253914100000.0,10372690000000.0,910748100000.0,14061030000.0
1972,12,326985700000.0,145465100000.0,0.0,102361400000.0,7663828000.0,59661150000.0,67292566999.99999,310248700000.0,125197800000.0,45945320000.0,64351550.0
1972,13,56206310000.0,21149800000.0,7926526000.0,71505970000.0,4247216000.0,17693460000.0,28261951000.0,6390853000.0,169118600000.0,152987800000.0,130179300.00000001
1972,14,154313100000.0,75316580000.0,0.0,13015470000.0,23351140000.0,31961999999.999996,20698769000.0,344792300000.0,104435900000.0,2460177000.0,31450140.0
1972,15,88891540000.0,43385860000.0,0.0,7497517000.0,13451350000.0,18411600000.0,40404076000.0,281328000000.0,29754680000.0,72173230000.0,85398200.0
1972,16,367552000000.0,179393400000.0,0.0,44242930000.0,79376520000.0,76128940000.0,125877990000.0,1752894000000.0,286111200000.0,50981980000.0,619130000.0
1972,17,68768260000.0,3932825000.0,0.0,41384950000.0,6139443000.0,47087650000.0,471771400000.0,27349840000.0,1632575000000.0,1605581000.0,5075875000.0
1972,18,371489600000.0,64695370000.0,0.0,44130990000.0,4966323000.0,398929900000.0,90932990000.0,118557600000.0,19724250000.0,45004490000.0,144877450.0
1972,19,68803310000.0,5322892000.0,0.0,12162150000.0,1691199000.0,31481020000.0,12153234999.999998,2883995000.0,84631750000.0,23300630000.0,551038500.0
1972,20,177037200000.0,63080080000.0,0.0,99419000.0,3768173000.0,632845800000.0,45312729999.99999,206350000000.0,136392299999.99998,406915800000.0,853575500.0
1972,21,246560000000.0,19074840000.0,0.0,27622770000.0,3841066000.0,112813700000.0,80356200000.0,3905702000.0,805054100000.0,129381300000.0,1255959500.0
1972,22,174698200000.0,13515330000.0,0.0,14464810000.0,2011395000.0,79933320000.0,39917607000.0,1743634000.0,269819800000.0,58262990000.0,17036485.0
1972,23,341919200000.0,253230300000.00003,98409710000.0,331025600000.0,60585980000.0,38343290000.0,151070170000.0,68107880000.00001,1103563000000.0,957325100000.0,2776849500.0
1972,24,56460350000.0,41815350000.0,16250170000.000002,54661520000.0,10004430000.0,6331542000.0,36751030000.00001,37638920000.0,261688000000.0,344397800000.0,1201788000.0
1972,25,106814900000.0,18601930000.0,0.0,8590671000.0,966759400.0,114704800000.0,38581399999.99999,1854876000.0,389301600000.0,9874967000.0,225501500.0
1972,26,30515070000.0,2146788000.0000002,0.0,13903380000.0,821833800.0,33673130000.000004,22940436000.0,13443130000.0,147318500000.0,7858765000.0,19032840.0
1973,1,18328560000.0,3836209000.0,0.0,394612000000.0,28714500000.0,4788858000.0,55937618999.99999,124977100000.0,236280100000.0,39680000000.0,479498950.0
1973,2,175340200000.0,36699110000.0,0.0,3775056000000.0,274697399999.99997,45812620000.0,1641508900000.0,1538870000000.0,8911850000000.0,625237300000.0,16608794999.999998
1973,3,85643460000.0,4716049000.0,0.0,81497680000.0,4921468000.0,35044270000.0,52674510000.0,26539880000.0,271472599999.99997,20095490000.0,152682450.0
1973,4,69078740000.0,3803895000.0,0.0,24366850000.0,1471461000.0,28266190000.0,228320740000.0,33627910000.000004,167775500000.0,64191410000.0,429194650.0
1973,5,153378100000.0,8445929000.0,0.0,132102699999.99998,7977395999.999999,62760460000.00001,219788420000.0,31119790000.0,344416100000.0,56449640000.0,713215500.0
1973,6,155665600000.0,8571897000.0,0.0,148130300000.0,8945264000.0,63696500000.0,285396470000.0,44224840000.0,529894900000.0,88305420000.0,1863556000.0
1973,7,78927200000.0,4513810000.0,0.0,42429400000.0,5846370000.0,51460660000.0,38414840000.0,25776980000.0,482990000000.0,222584000.0,150062400.0
1973,8,99617730000.0,7008283000.0,0.0,64127830000.0,4267390999.9999995,103101000000.0,12085469000.000002,8987802000.0,289383300000.0,3240895000.0,397938100.0
1973,9,60081580000.0,4226845000.0,0.0,25616710000.0,1704666000.0,62182390000.0,4020810500.0,2970722000.0,58805920000.0,1102373000.0,265305750.0
1973,10,16357020000.0,1150745000.0,0.0,11564990000.0,769593200.0,16928960000.0,101561660000.0,75463520000.0,389958700000.0,25434620000.0,442912600.0
1973,11,562881300000.0,211805900000.0,82037370000.0,1960311000000.0,124240700000.0,169065200000.0,635708720000.0001,265780700000.0,10811840000000.0,923995100000.0,15824440000.0
1973,12,344854000000.0,153414100000.0,0.0,114879400000.0,8593526000.0,58679030000.0,70966754000.0,323580500000.0,131138400000.0,47606700000.0,71985100.0
1973,13,58940380000.0,22178600000.0,8590291000.0,77493850000.0,4911412000.0,17703140000.0,29027926000.0,6546059000.0,173444200000.0,157005800000.0,148863750.0
1973,14,161718900000.0,78931180000.0,0.0,15536390000.0,24073400000.0,31640590000.000004,22302663999.999996,364606500000.0,110591600000.0,2555915000.0,32496139.999999996
1973,15,94502670000.0,46124510000.0,0.0,9078900000.0,14067620000.0,18489610000.0,43957223999.99999,299499300000.0,31838770000.0,76040680000.0,89717950.0
1973,16,384729700000.0,187777400000.0,0.0,52748840000.0,81733520000.0,75273010000.0,135492510000.00002,1850309000000.0,298945800000.0,52525120000.0,633032500.0
1973,17,74053200000.0,4235068000.0,0.0,48627890000.0,6700465000.0,48282800000.0,543064300000.00006,29810800000.0,1666432000000.0,1868162000.0,5580000000.0
1973,18,403520900000.0,70273650000.0,0.0,46994270000.0,6115322000.0,406959800000.0,89050110000.0,119421100000.0,19123350000.0,45738890000.0,173744050.0
1973,19,73656820000.0,5698378000.0,0.0,13305360000.0,2586304000.0,31935770000.000004,15041270000.0,3247543000.0,101377700000.0,25202260000.0,757808000.0
1973,20,188796100000.0,67269880000.00001,0.0,117081700.0,4229789000.0000005,646506400000.0,50876899999.99999,219670600000.0,146511800000.0,428554300000.0,944780500.0
1973,21,265114499999.99997,20510290000.0,0.0,30352240000.0,5899888000.0,114947100000.0,88595720000.0,4172506999.9999995,881863900000.0,135801400000.0,1747261000.0
1973,22,187956800000.0,14541070000.0,0.0,15903589999.999998,3091349000.0,81493390000.0,46991167000.0,1933255000.0,305431800000.0,62532590000.0,23497805.0
1973,23,356624800000.0,264121400000.0,100612300000.0,338434700000.0,76873520000.0,37774250000.0,169438820000.0,73701380000.0,1192631000000.0,1007770000000.0,3390347500.0
1973,24,58976760000.0,43679040000.0,16638750000.0,55968590000.0,12712940000.0,6246910000.0,37654640000.0,38493660000.0,266225400000.00003,352372600000.0,1471004000.0
1973,25,115839800000.0,20173640000.0,0.0,9133457000.0,1188529000.0,116827000000.0,41528418000.0,1950112000.0,414676300000.0,10249090000.0,270795000.0
1973,26,33401120000.0,2349828000.0,0.0,14485400000.0,963931800.0,34569030000.0,25299883000.0,14385960000.0,165654000000.0,8275564000.0,22071235.0
1974,1,19094130000.0,3996445000.0000005,0.0,377562600000.0,29311610000.0,5428329000.0,58900862000.0,131854200000.00002,249215500000.0,40486020000.0,488801800.0
1974,2,181614100000.0,38012250000.0,0.0,3591193000000.0,278797900000.0,51631640000.0,1625932799999.9998,1526402000000.0,8812382000000.0,634683300000.0,16945939999.999998
1974,3,84949340000.00002,4677827000.0,0.0,89371850000.0,5809090000.0,36203920000.0,57691989999.99999,28309640000.0,296432400000.0,21114230000.0,178713300.0
1974,4,67858260000.0,3736689000.0,0.0,26463500000.0,1720104000.0,28920000000.0,238222529999.99997,34684840000.0,174991200000.0,66117700000.0,496124450.0
1974,5,151055100000.0,8318011000.0,0.0,143838000000.0,9349338000.0,64377019999.99999,244777779999.99997,33192480000.000004,379328500000.0,59059230000.0,823352500.0
1974,6,152903900000.0,8419820000.0,0.0,160864200000.0,10456030000.0,65164980000.0,318114089999.99994,47047740000.0,589093300000.0,92603390000.0,2172742500.0
1974,7,85626650000.0,4896949000.0,0.0,48782510000.0,6708193000.0,52240080000.0,43558760000.0,27449790000.0,563639000000.0,255899700.0,172928950.0
1974,8,111642000000.0,7854211999.999999,0.0,68996510000.0,4903701000.0,105175400000.0,13366965000.0,9627595000.0,327650600000.0,3397912000.0,452390250.0
1974,9,67545600000.0,4751951000.0,0.0,27648320000.0,1965014000.0000002,63633140000.00001,4117804300.0,3037907000.0,60317660000.0,1137585000.0,303798450.0
1974,10,18367810000.0,1292208000.0,0.0,12467750000.0,886104400.0,17303890000.0,107761860000.00002,79704680000.0,418131800000.0,26478660000.0,504903000.0
1974,11,577800500000.0,217419800000.0,82362240000.0,1968073000000.0,127971499999.99998,169002000000.0,651141610000.0,271301900000.00003,11035460000000.0,934305900000.0,16353810000.0
1974,12,367200400000.0,163355300000.0,0.0,130019699999.99998,9789268000.0,57300960000.0,78039543000.0,347057700000.0,143383400000.0,50683030000.0,81676300.0
1974,13,61638870000.0,23194010000.0,8786277000.0,79261850000.0,5153902000.0,18028870000.0,28902530000.0,6575472000.0,174046300000.0,160698400000.0,156428800.0
1974,14,171023300000.0,83472420000.0,0.0,18542530000.0,26504120000.0,31124850000.0,23364831000.000004,378111800000.0,115155000000.0,2626717000.0,35689715.0
1974,15,101369900000.0,49476250000.0,0.0,10990640000.0,15709669999.999998,18448500000.0,46465418000.0,316408400000.0,33566110000.0,79184430000.0,100093800.0
1974,16,406564100000.0,198434300000.0,0.0,62908720000.0,89919770000.0,73991360000.0,141899460000.00003,1914547000000.0,308999200000.0,53618240000.0,689649500.0
1974,17,81054620000.0,4635477000.0,0.0,56407180000.0,7756679000.0,49450730000.0,657373500000.0,33089089999.999996,1926825000000.0,2291225000.0,6452440000.0
1974,18,393051400000.00006,68450380000.00001,0.0,47511100000.0,5906062000.0,417753300000.0,96099870000.0,125372300000.0,20513480000.0,47650990000.0,167586800.0
1974,19,79715530000.0,6167104000.0,0.0,14547760000.0,3196591000.0,32289890000.0,15768829000.000002,3367455000.0,106995400000.0,25980620000.0,921541500.0
1974,20,198026400000.0,70558730000.0,0.0,138125700.0,4915259000.0,659615300000.0,50975290000.0,221409400000.0,146731500000.0,437029500000.0,1076516500.0
1974,21,288337600000.0,22306920000.0,0.0,33350170000.0,7328062000.0,116795200000.0,104983800000.0,4604556000.0,1033772000000.0,145774600000.0,2150384500.0
1974,22,204649100000.0,15832450000.000002,0.0,17493890000.0,3843947000.0,82895970000.0,62391096000.0,2257752000.0,386642200000.0,70160880000.0,28670140.0
1974,23,355153400000.0,263031799999.99997,102743900000.0,345604700000.0,86431470000.0,38689370000.0,155910270000.0,71282340000.0,1141470000000.0,995040300000.0,3789511500.0
1974,24,58795600000.0,43544870000.0,17009230000.0,57214800000.0,14308720000.0,6405019000.0,43317310000.0,41931260000.0,294288400000.0,375693300000.0,1644831500.0
1974,25,112719400000.0,19630220000.0,0.0,9224504000.0,1146690000.0,119803400000.0,43443276000.0,2018932000.0,434435400000.0,10589900000.0,261708050.0
1974,26,37596430000.0,2644975000.0,0.0,15653290000.0,1112506000.0,35418720000.0,26323527000.0,14921660000.0,173597300000.0,8591391000.0,25326600.0
1975,1,19002910000.0,3977353000.0000005,0.0,384848600000.0,29436950000.0,5481009000.0,58140622999.99999,131396200000.00002,244486100000.0,41246190000.0,490958150.0
1975,2,179894900000.0,37652420000.0,0.0,3643247000000.0,278670900000.0,51887090000.0,1596443800000.0,1500166000000.0,8637199000000.0,644586400000.0,17068480000.0
1975,3,94769910000.0,5218607000.0,0.0,102818500000.0,6795135000.0,36582120000.0,61043060000.0,29746080000.0,314383000000.0,22006690000.0,207669100.0
1975,4,75028780000.0,4131541000.0,0.0,30173970000.0,1994156999.9999998,28961840000.0,248243280000.0,35784870000.0,182555700000.0,68070520000.00001,569848500.0
1975,5,167538100000.00003,9225667000.0,0.0,164517400000.0,10872730000.0,64671350000.0,258198270000.0,34465500000.0,402112200000.0,61110520000.0,953870000.0
1975,6,169130800000.0,9313369000.0,0.0,183494600000.0,12126910000.0,65286140000.00001,326326630000.0,48064540000.0,609429100000.0,95578980000.0,2515250500.0
1975,7,92288460000.0,5277934000.0,0.0,56047380000.0,8490625999.999999,53038290000.0,43126270000.00001,27749100000.0,564276600000.0,255665100.0,215095300.0
1975,8,121746900000.0,8565108000.0,0.0,74185010000.0,5542938000.0,107470500000.0,13257884000.0,9652045000.0,317219000000.0,3461074000.0,503003000.0
1975,9,73885010000.0,5197940000.0,0.0,29818570000.0,2227976000.0,65221030000.0,4344263100.0,3166463000.0,64450540000.0,1184383000.0,343405950.0
1975,10,20047549999.999996,1410381000.0,0.0,13416860000.0,1002478000.0,17696720000.0,111476439999.99998,82859470000.0,436348300000.0,27347820000.0,570239000.0
1975,11,584840400000.0,220068800000.0,85923780000.0,2053178000000.0,133672000000.00002,167336900000.0,617643940000.0,265094800000.0,10644590000000.0,936437200000.0,17098974999.999998
1975,12,385712800000.0,171590900000.0,0.0,146962000000.0,10603270000.0,56175540000.0,83668636000.0,365789400000.0,153635000000.0,53104610000.0,88788900.0
1975,13,63575480000.0,23922740000.0,9340404000.0,84260690000.0,5485788000.0,18190470000.0,31259745999.999996,6934773000.0,186015800000.0,165892800000.0,166529700.0
1975,14,179168500000.0,87447900000.0,0.0,22117610000.0,29800740000.0,30654230000.0,23923355000.0,385824000000.0,117834500000.0,2673653000.0,39888790.0
1975,15,107735500000.0,52583140000.0,0.0,13299500000.0,17919430000.0,18432640000.0,48001770000.00001,328493400000.0,34759940000.0,81691860000.0,113674950.0
1975,16,425863400000.0,207853800000.0,0.0,75026530000.0,101089000000.0,72861660000.0,145166400000.0,1951773000000.0,313469800000.0,54194170000.0,764797000.0
1975,17,88159420000.0,5041797000.0,0.0,65400059999.99999,9907464000.0,50665320000.0,617521500000.0,33346650000.0,1652750000000.0,2147717000.0,8046855000.0
1975,18,447639100000.0,77956890000.0,0.0,48829190000.0,7440122000.0,424953000000.0,107466039999.99998,133553500000.0,22779880000.0,49977710000.0,204449900.0
1975,19,83487340000.0,6458906000.0,0.0,15595550000.0,4047468000.0000005,32723620000.0,17445593000.0,3580160000.0,115325600000.0,27165690000.0,1120223000.0
1975,20,207894000000.0,74074630000.0,0.0,165129200.0,5647584000.0,671873200000.0,59170799999.99999,238917100000.0,163734800000.0,464230800000.0,1226759500.0
1975,21,303660100000.0,23492330000.0,0.0,35951040000.0,9330271000.0,119022300000.0,108859239999.99998,4778891000.0,1079207000000.0,150575500000.0,2659449500.0
1975,22,215904800000.0,16703240000.000002,0.0,18891480000.0,4902851000.0,84625860000.0,64427734000.00001,2346070000.0,402702100000.0,72702620000.0,35582170.0
1975,23,353216000000.0,261596800000.00003,110200700000.0,370687600000.0,94205070000.0,39058130000.0,150142320000.0,70542280000.0,1119631000000.0,994613500000.0,4112981000.0
1975,24,58526340000.0,43345460000.0,18259780000.0,61421320000.0,15609370000.0,6471762000.0,40504020000.0,40740040000.0,283831400000.0,373007600000.0,1789357500.0
1975,25,128427999999.99998,22365890000.0,0.0,9484396000.0,1445141000.0,121919300000.0,46784240999.99999,2117034999.9999998,467819500000.0,11018590000.0,320280350.0
1975,26,41168920000.0,2896306000.0,0.0,16900020000.000002,1262731000.0,36341330000.0,24019428000.0,14246540000.0,151062300000.0,8633827000.0,28658120.0
1976,1,20415890000.0,4273092000.0,0.0,399640700000.0,32522870000.000004,5195053000.0,60292540000.0,136041600000.0,254388700000.0,42026310000.0,540041500.0
1976,2,192561400000.0,40303550000.0,0.0,3769387000000.0,306753800000.0,48999420000.0,1684680599999.9998,1567686000000.0,9236750000000.0,655194100000.0,18829305000.0
1976,3,103931500000.0,5723103000.0,0.0,116274300000.0,7493187000.0,36974760000.0,63188020000.0,30966360000.0,327089900000.0,22810060000.0,229660550.0
1976,4,81614740000.0,4494204000.0,0.0,33846120000.0,2181181000.0,29035320000.0,261800540000.0,37260210000.0,192575200000.0,70249570000.0,623748000.0
1976,5,182910800000.0,10072180000.0,0.0,185213700000.0,11935930000.0,65072480000.0,279387860000.0,36186480000.0,436331600000.0,63587050000.0,1054025500.0
1976,6,184147200000.0,10140270000.0,0.0,206016300000.0,13276520000.0,65512350000.0,340848259999.99994,49403450000.0,642528600000.0,99026480000.0,2777377000.0
1976,7,102427800000.0,5857801000.0,0.0,69142620000.0,10689780000.0,53507130000.0,48299729999.99999,29446960000.0,655676200000.0,291537900.0,267669449.99999997
1976,8,122728700000.0,8634184000.0,0.0,75700570000.0,5953890000.0,110480900000.0,13762636999.999998,9946602000.0,327586000000.0,3571607000.0,535168500.0
1976,9,74711510000.0,5256086000.0,0.0,30521970000.0,2400569000.0,67255600000.0,4437674400.0,3238231000.0,65909429999.99999,1222619000.0,371117850.0
1976,10,20202610000.0,1421289000.0,0.0,13686470000.0,1076448000.0,18186470000.0,115056980000.0,86000890000.0,454146500000.0,28228800000.0,615558000.0
1976,11,590036500000.0,222024000000.0,89575860000.0,2140445000000.0002,146560100000.0,165565800000.0,650641680000.0,274534000000.0,11103090000000.0,949997100000.0,18691750000.0
1976,12,397533100000.0,176849300000.0,0.0,164712900000.0,10744230000.0,55546360000.0,88113309000.0,380703200000.0,162111300000.0,55090980000.0,90782700.0
1976,13,65370559999.99999,24598200000.0,9924173000.0,89526920000.0,6130069000.0,18343150000.0,36747269000.0,7694368000.0,212183000000.0,173251800000.0,185346950.0
1976,14,185619700000.0,90596560000.0,0.0,26375720000.0,31688769999.999996,30291150000.0,25397950000.0,402748100000.0,124139900000.0,2761978000.0,42504335.0
1976,15,113264600000.0,55281750000.0,0.0,16094390000.0,19336390000.0,18483570000.0,51445440000.0,348102700000.0,37063740000.0,85556980000.0,123128100.0
1976,16,441422200000.0,215447700000.0,0.0,89516390000.0,107548300000.0,72035410000.0,154261960000.0,2039020000000.0,327916900000.0,55664000000.0,808849500.0
1976,17,98738090000.0,5646786000.0,0.0,81416790000.0,12587420000.0,51579650000.0,659572300000.0,35078080000.0,1698615000000.0,2309077000.0,9995820000.0
1976,18,460604000000.0,80214730000.0,0.0,53797880000.0,9006683000.0,434636000000.0,115028850000.0,139351200000.0,24307460000.0,51884130000.0,242430050.0
1976,19,86484280000.0,6690760000.0,0.0,16483660000.0,4756302000.0,33147100000.0,20428523000.0,3906355000.0,130134300000.0,28833830000.0,1288429500.0
1976,20,227931900000.0,81214350000.0,0.0,191605300.0,5980575000.0,682656900000.0,61919979999.99999,245544800000.0,170220100000.0,477940200000.0,1302811500.0
1976,21,316536300000.0,24488480000.0,0.0,38237000000.0,11033150000.0,121319900000.0,124893710000.0,5190449000.0,1217716000000.0,159990000000.0,3121814000.0
1976,22,225612900000.0,17454290000.0,0.0,20142060000.0,5811920000.0,86471360000.0,69483050000.0,2472729000.0,434606300000.0,76218190000.0,41942005.0
1976,23,341604600000.0,252997299999.99997,116984300000.0,393505800000.0,97816930000.0,40329740000.0,158282570000.0,73366790000.0,1163342000000.0,1023946000000.0,4273361000.0
1976,24,56653650000.0,41958510000.0,19401340000.0,65261240000.0,16222520000.0,6688514000.0,42937900000.0,42268030000.0,296346000000.0,385281800000.0,1862135500.0
1976,25,132426200000.0,23062180000.0,0.0,10471530000.0,1753112000.0,124960300000.0,50728808000.0,2223120000.0,506953500000.0,11495460000.0,381645600.0
1976,26,41659240000.0,2930801000.0,0.0,17311060000.0,1361524000.0,37501820000.0,24253898000.0,14506870000.0,152140300000.0,8886579000.0,30973820.0
1977,1,21376690000.0,4474190000.0,0.0,408741600000.0,34969760000.0,5083493000.0,62698945000.00001,141238100000.0,265498700000.0,42688040000.0,578641500.0
1977,2,201080600000.0,42086630000.0,0.0,3844843000000.0,328944300000.0,47818060000.0,1766957900000.0,1631186000000.0,9806340000000.0,663928500000.0,20228610000.0
1977,3,109082900000.0,6006770000.0,0.0,129829499999.99998,8268274000.000001,37577370000.0,66774899999.99999,32499420000.0,346824800000.0,23597880000.0,252606850.0
1977,4,85039120000.0,4682771000.0,0.0,37517970000.0,2389356000.0,29294650000.0,271724550000.00006,38565290000.0,200303900000.0,71976450000.0,680753500.0
1977,5,191340100000.0,10536350000.0,0.0,206120000000.0,13126880000.0,65913690000.0,283933880000.0,36997440000.0,448232800000.0,65033450000.0,1160830500.0
1977,6,192113200000.00003,10578920000.0,0.0,228651300000.0,14561800000.0,66179989999.99999,342638190000.0,49987280000.0,652782500000.0,100160000000.0,3010408000.0
1977,7,107650400000.0,6156479000.0,0.0,79484080000.0,12937710000.0,54402540000.0,51805850000.0,30701860000.0,717291900000.0,315161300.0,319904000.0
1977,8,124527400000.0,8760720000.0,0.0,77321030000.0,6200662000.0,113583400000.0,12838001000.0,9613420000.0,289923800000.0,3577909000.0,550867500.0
1977,9,76033630000.0,5349100000.0,0.0,31268770000.0,2507559000.0,69351470000.0,4570905200.0,3326137000.0,68132280000.0,1264345000.0,389094350.0
1977,10,20470220000.0,1440116000.0,0.0,13960040000.0,1119508000.0,18671210000.0,114318400000.00002,87218810000.0,448466700000.0,28820830000.0,644238000.0
1977,11,600961600000.0,226135100000.0,92973110000.0,2221624000000.0,157013200000.0,163418100000.0,663491830000.0,279313400000.0,11284150000000.0,959996600000.0,20030000000.0
1977,12,411339500000.0,182991300000.0,0.0,183796900000.0,11762700000.0,54728550000.0,93880483000.0,399600900000.0,172927800000.0,57351720000.0,99269950.0
1977,13,67863640000.0,25536320000.0,10499000000.0,94712450000.0,6693800000.0,18454010000.0,36958615000.0,7778819000.0,214459000000.0,177460500000.0,202202800.0
1977,14,191993900000.0,93707670000.0,0.0,31440600000.0,30744700000.0,29917390000.0,26676699000.0,417821100000.0,129558000000.0,2834726000.0,41256635.0
1977,15,118901700000.0,58033090000.0,0.0,19471140000.0,19040170000.0,18527820000.0,54554310000.0,367637500000.0,39169650000.0,89025380000.0,121499800.0
1977,16,457073900000.0,223086900000.0,0.0,106821300000.0,104456900000.0,71223410000.0,162265629999.99997,2117292000000.0,340054900000.0,56828180000.0,778969500.0
1977,17,104734300000.0,5989707000.0,0.0,94461490000.0,15375600000.0,52928840000.0,662919700000.0,35909090000.0,1632425000000.0,2309657000.0,11852175000.0
