,wt%,BEV,FCV,HEV,ICE,PHEV,Trolley
LCV,2051,0.0,0.0,235204215.79051137,0.0,3125691306.4425254,0.0
LCV,2052,0.0,0.0,237315515.67476353,0.0,3187337510.1245465,0.0
LCV,2053,0.0,0.0,239266901.53217474,0.0,3244889210.2370467,0.0
LCV,2054,0.0,0.0,241113364.30426353,0.0,3299389640.356617,0.0
LCV,2055,0.0,0.0,242831953.5328887,0.0,3352375350.929224,0.0
LCV,2056,0.0,0.0,244096523.89295834,0.0,3402139330.2910514,0.0
LCV,2057,0.0,0.0,245128293.6779529,0.0,3452708836.0079565,0.0
LCV,2058,0.0,0.0,245893282.37327042,0.0,3504537347.1485405,0.0
LCV,2059,0.0,0.0,246340878.95062205,0.0,3557994250.6826863,0.0
LCV,2060,0.0,0.0,246445876.97313216,0.0,3613512995.2663655,0.0
MFT,1971,0.0,0.0,41.23264047575159,0.0,9.734006628448666,0.0
MFT,1972,0.0,0.0,189.23051871712326,0.0,27.55882781290172,0.0
MFT,1973,0.0,0.0,385.3933786349519,0.0,51.5720935033108,0.0
MFT,1974,0.0,0.0,559.7114937860629,0.0,73.5537463088014,0.0
MFT,1975,0.0,0.0,716.7742838674166,0.0,95.49166057535693,0.0
MFT,1976,0.0,0.0,910.3656206278156,0.0,117.86955912946745,0.0
MFT,1977,0.0,0.0,1058.7643283247194,0.0,131.65379009837972,0.0
MFT,1978,0.0,0.0,1217.4248133160913,0.0,143.430317050802,0.0
MFT,1979,0.0,0.0,1413.4727941291828,0.0,162.45439428122782,0.0
MFT,1980,0.0,0.0,1499.9749755450264,0.0,154.4319827544185,0.0
MFT,1981,0.0,0.0,1525.1243379364653,0.0,160.42224051424333,0.0
MFT,1982,0.0,0.0,1555.687418647789,0.0,161.99577059850196,0.0
MFT,1983,0.0,0.0,1576.6960305289904,0.0,159.70143272430144,0.0
MFT,1984,0.0,0.0,1716.416737552226,0.0,166.87156221992197,0.0
MFT,1985,0.0,0.0,1994.7086071654187,0.0,198.84539724906816,0.0
MFT,1986,0.0,0.0,2445.552006722601,0.0,270.75382245522184,0.0
MFT,1987,0.0,0.0,2998.097778671419,0.0,369.5043712166829,0.0
MFT,1988,0.0,0.0,3595.070695830232,0.0,479.75352980516783,0.0
MFT,1989,0.0,0.0,4180.603747477595,0.0,585.269925986274,0.0
MFT,1990,0.0,0.0,4689.599250040393,0.0,693.1010835373191,0.0
MFT,1991,0.0,0.0,5082.733857647253,0.0,785.6126978896297,0.0
MFT,1992,0.0,0.0,5322.0025805157375,0.0,851.7384571096366,0.0
MFT,1993,0.0,0.0,5445.771683393241,0.0,896.4742456918759,0.0
MFT,1994,0.0,0.0,5712.208226587393,0.0,948.8670811614726,0.0
MFT,1995,0.0,0.0,6000.436044600851,0.0,1023.2530644575365,0.0
MFT,1996,0.0,0.0,6075.067919355032,0.0,1046.7187362731868,0.0
MFT,1997,0.0,0.0,6233.5107451216445,0.0,1094.7183338130728,0.0
MFT,1998,0.0,0.0,6265.102106730076,0.0,1144.0667683007507,0.0
MFT,1999,0.0,0.0,6018.197596570224,0.0,1074.6521144106393,0.0
MFT,2000,0.0,0.0,5912.256578346488,0.0,1037.8358644538098,0.0
MFT,2001,0.0,0.0,5470.803020863607,0.0,938.2617362630816,0.0
MFT,2002,0.0,0.0,5264.556435922738,0.0,903.8472626813285,0.0
MFT,2003,0.0,0.0,5203.110855229413,0.0,908.9094330296281,0.0
MFT,2004,0.0,0.0,5371.005785931171,0.0,955.2993179933836,0.0
MFT,2005,0.0,0.0,5522.280952328924,0.0,1003.0717056629775,0.0
MFT,2006,0.0,0.0,5805.266173409546,0.0,1072.0145441294167,0.0
MFT,2007,0.0,0.0,6140.935030922804,0.0,1150.7982208844032,0.0
MFT,2008,0.0,0.0,6468.82430393684,0.0,1255.8229929993302,0.0
MFT,2009,0.0,0.0,6683.885178828289,0.0,1332.9940553152367,0.0
MFT,2010,0.0,0.0,8275.766582118173,0.0,1737.7944776178729,0.0
MFT,2011,0.0,0.0,13071.876268167478,0.0,3451.8670628202267,0.0
MFT,2012,0.0,0.0,29712.58133745758,0.0,13516.720266940454,0.0
MFT,2013,0.0,0.0,97963.73741883253,0.0,100595.44216359005,0.0
MFT,2014,0.0,0.0,441307.0730909272,0.0,1245643.015855365,0.0
MFT,2015,0.0,0.0,2264916.2313295407,0.0,19384086.597098738,0.0
MFT,2016,0.0,0.0,2708666.9718116494,0.0,23351159.473518513,0.0
MFT,2017,0.0,0.0,3238378.4529379997,0.0,27905944.71115144,0.0
MFT,2018,0.0,0.0,3808216.436471359,0.0,32817752.80172166,0.0
MFT,2019,0.0,0.0,4367825.892153438,0.0,37806054.776385225,0.0
MFT,2020,0.0,0.0,4542269.339716448,0.0,39343510.93818509,0.0
MFT,2021,0.0,0.0,7660112.17337426,0.0,64000410.75903055,0.0
MFT,2022,0.0,0.0,11018802.268763445,0.0,85252403.7698607,0.0
MFT,2023,0.0,0.0,14688287.039396062,0.0,110534913.08811358,0.0
MFT,2024,0.0,0.0,18249949.075295422,0.0,136830408.67007184,0.0
MFT,2025,0.0,0.0,21625300.229048677,0.0,165427813.53538865,0.0
MFT,2026,0.0,0.0,24929915.058956895,0.0,195326705.97076342,0.0
MFT,2027,0.0,0.0,28742451.852440953,0.0,233193513.96369666,0.0
MFT,2028,0.0,0.0,32059109.909095623,0.0,265037132.00241292,0.0
MFT,2029,0.0,0.0,35500182.2965944,0.0,298761357.9719108,0.0
MFT,2030,0.0,0.0,39095562.96805537,0.0,333408764.61286616,0.0
MFT,2031,0.0,0.0,42939676.25825323,0.0,369511448.0978377,0.0
MFT,2032,0.0,0.0,46899509.33165989,0.0,406420613.2980636,0.0
MFT,2033,0.0,0.0,51094302.44380069,0.0,444450392.4406155,0.0
MFT,2034,0.0,0.0,54716072.788977645,0.0,482642998.6000942,0.0
MFT,2035,0.0,0.0,58282188.46213861,0.0,522473877.09347427,0.0
MFT,2036,0.0,0.0,61557820.87450077,0.0,562239104.6615094,0.0
MFT,2037,0.0,0.0,64927537.35213877,0.0,605077236.1884271,0.0
MFT,2038,0.0,0.0,68398565.03384918,0.0,652140059.5466217,0.0
MFT,2039,0.0,0.0,71786102.02779838,0.0,704118836.0382123,0.0
MFT,2040,0.0,0.0,74868875.00153098,0.0,761611991.4193012,0.0
MFT,2041,0.0,0.0,77453634.4339424,0.0,814976114.5643256,0.0
MFT,2042,0.0,0.0,79786534.29279721,0.0,867495514.3434124,0.0
MFT,2043,0.0,0.0,81872225.46909411,0.0,918606279.5098225,0.0
MFT,2044,0.0,0.0,83716750.99359849,0.0,967841963.447698,0.0
MFT,2045,0.0,0.0,85357845.01333138,0.0,1014669101.6519822,0.0
MFT,2046,0.0,0.0,86667718.11585642,0.0,1056890843.3002065,0.0
MFT,2047,0.0,0.0,87828111.5386033,0.0,1096489555.1986966,0.0
MFT,2048,0.0,0.0,88903516.24890146,0.0,1133500768.3184261,0.0
