,class_ 1,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 2,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9
1721,6.030045814404321,11.03020444836809,1000.7687531248405,280.997239140107,69.34866606869706,110.68973549706398,41.63245967758654,230.9604611836218,111.99586328191944,1503.4637013909223,97.73668722846732,86.01873629073407,2751.491323229447,137.08047146697595,126.62002736842476,222.90925441424616,3.4422440955393103,247.33004846564282,68.35639851611737,45.93355836778936,28.281499909241354,31.748845973884954,46.39140722563741,80.29316935563465,131.79838699189764,108.81593254624586
1722,18.93163006659559,34.8500090564525,3208.1399791948247,889.6384816369831,218.0737155823492,348.99176282986025,131.2622659054895,728.1912648043681,366.40866045957205,4704.807695499478,307.719337863729,264.6794762985921,8735.25956892536,431.39414057635804,398.4158942887734,712.1184491088705,10.991167809025306,782.2084271797008,215.5197129319472,144.8231842079404,89.2560307835547,100.0571440493179,146.21903408933662,253.154952361076,410.2411927988344,343.08388174165043
1723,33.12117481785529,61.3555867199396,5728.385600267266,1569.4260551768266,382.1345269595223,613.1465597902975,230.61577762643958,1279.3653502412676,666.9184718850546,8204.17011664633,539.8802575051114,453.64142848483993,15452.182874698521,756.521508966559,698.5824495336165,1267.3890526435994,19.551106882960998,1378.4603989766872,378.6483941044743,254.44154371957342,156.96761251918488,175.71467382668502,256.81037776232426,444.7700624090182,711.5150211597727,602.766953877787
1724,48.6238173572437,90.5923354128152,8565.413919126027,2321.4859305347572,561.8164511008373,903.6096496808422,339.86432559153945,1885.4331929069367,1013.9871407702055,12007.735676374392,794.6216328008771,653.2511898652382,22914.596021221976,1113.035670599948,1027.6407176085,1889.734039582565,29.135892691558404,2037.103976214627,558.0237502530824,374.9786817653849,231.5326386771241,258.84880124429355,378.35615835677913,655.4689313096568,1036.1618873749767,888.312960964797
1725,65.4576620621614,122.592633971919,11721.869331134145,3146.5966223002442,757.3219090211256,1220.7051433855281,459.1298139073448,2547.0710686901302,1407.957393977762,16119.867255766589,1072.2291652026727,863.7419901340295,31132.306935589993,1501.3519161882818,1385.9605626711586,2579.9651948799583,39.7551928581155,2758.866042409055,753.845935914712,506.5707599317743,313.0340180144613,349.5470446945476,510.99184688321407,885.4866656876932,1384.5618116588253,1200.0405271997183
1726,83.6384266833214,157.3843023096319,15199.898120684971,4045.40593967413,968.8238020259209,1564.710794501043,588.5167108460255,3264.858526349336,1849.1360778752723,20544.268704595546,1372.9472647494608,1085.301258393749,40114.69412060445,1921.8331179133972,1773.8581549467772,3338.8591365688576,51.4171310573784,3544.3718925166145,966.2864777034536,649.3353393103063,401.54288764764675,447.8815184189785,654.8333254108308,1135.0247450793984,1757.0352201774117,1538.2227042481557
1727,103.1806526481724,194.99280848335468,19001.35315305858,5018.488395341762,1196.4794515245683,1935.880192720813,728.1203961881815,4039.3246952775194,2337.8157953473738,25284.288467427603,1696.998672995131,1318.0883395337748,49871.24570364739,2374.8171614410257,2191.6214075073863,4167.19933029362,64.1289719178635,4394.194674793119,1195.5019798253397,803.3805793439649,497.124278116056,553.915330564982,809.9861935040431,1404.2671207798812,2153.86969705973,1903.108788929279
1728,124.098269998918,235.4423014435382,23127.893051960513,6066.372585623225,1440.4371258909116,2334.453151591322,878.0310682503873,4870.969960149375,2874.2849812553354,30343.0618360261,2044.5936493354181,1562.2428449868248,60411.80296128479,2860.629736577541,2639.52188525005,5065.795008251276,77.89744253465031,5308.878522987807,1441.640539032776,968.809538013161,599.8397646090248,667.7055912612765,976.5501253155408,1693.387751012265,2575.332526540151,2294.934535123793
1729,146.4049161493935,278.75619606319106,27581.04110802082,7189.557078920721,1700.8397410715406,2760.6615952801217,1038.3359580076801,5760.278243999455,3458.8335701039805,35723.591676395394,2415.9351782941344,1817.8894350064775,71746.68928660266,3379.591542076554,3117.8215562858063,6035.491301906617,92.7289154904089,6288.951657796735,1704.8453799956485,1145.7226040332512,709.7489691449396,789.3051285752997,1154.6213397573688,2002.554871127153,3021.677817421243,2713.9279408882376
1730,170.1141356683976,324.95754201474,32362.224729573743,8388.520732216888,1977.82719681845,3214.7332723979725,1209.1207259308544,6707.7247573244895,4091.7565344399,41428.79945667386,2811.222255887541,2085.1408814868737,83886.78245164632,3932.022790089174,3626.777053474836,7077.175115528089,108.6295250768476,7334.934645530026,1985.2571487704895,1334.2190268817913,826.91050801488,918.7635812593378,1344.2941597873473,2331.9336875702425,3493.1510125629075,3160.312899407995
