,class_ 1,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 2,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9
1721,0.012816937371837905,0.022500515267281404,2.1449953799216437,0.6077319926422778,0.15110358749786007,0.24074539786268495,0.0905488031394705,0.5023290359174344,0.23614641050166874,3.2881195328076784,0.2128056265501875,0.1871997362531435,5.950840320020559,0.2985866337940945,0.27585453801137316,0.4830298092734423,0.007426191129086766,0.5346776512401099,0.13980823916652282,0.09990350717566439,0.0614614210006284,0.06909878669157289,0.10091174321932418,0.16422232400175063,0.2723800213030187,0.2225594714292503
1722,0.040643965806124824,0.0681905611197688,7.009040544163939,1.9827044793387816,0.49402228773904366,0.7874059780758387,0.296157972416501,1.642967588805454,0.7726557381333639,10.747433190671504,0.6959777945703557,0.5991049760090807,19.465293531838185,0.9765425229151847,0.9022670724621998,1.5928194248285408,0.02435435444593264,1.741704483369121,0.42421214597571794,0.3267546297147973,0.20102187101625327,0.22608299166924328,0.3299979633144772,0.49829040761291926,0.8264490487776668,0.6752994783789192
1723,0.07181518017597371,0.11501132712811168,12.742863043020876,3.599412609536461,0.8986364260003209,1.4328218249733857,0.5389108266046317,2.989664651412913,1.4064711025670409,19.54502965516928,1.2663758322369438,1.0680409917540248,35.42553009897955,1.7769268369455185,1.6418812855039344,2.9203458946893117,0.04442661114400137,3.1574656596649637,0.7164007908761155,0.5945885877040562,0.36579418001504227,0.4115295005799049,0.6003974555005599,0.8415026431617685,1.3956575146022474,1.1404319394866038
1724,0.10638420040330387,0.1630552146035567,19.354708618082444,5.460215085803995,1.3655690924618096,2.1779856971222564,0.8191807605881826,4.5444916712445425,2.1385663183078423,29.694467602016083,1.9248772800189924,1.594738361532695,53.86135237624157,2.701007424937122,2.4958347168979396,4.467961753342899,0.0676725070388739,4.78416552121724,1.0169483506624188,0.9038212964892749,0.5560317956336721,0.6257102850099577,0.9125255941380183,1.1945334733575275,1.9811240517622952,1.6188708815987187
1725,0.1443902225762265,0.21238504766647964,26.850166445533553,7.566734158595191,1.8952823208984484,3.0236340692589874,1.1372447761566318,6.308985344942593,2.969664115535083,41.205798053647804,2.672133090193583,2.1796887256733815,74.7997441551699,3.749757656843528,3.464971278236242,6.237715479794877,0.09411305638819761,6.623431864941731,1.3262457496109692,1.2547648479048212,0.7719227371836512,0.8688155153148593,1.2666897914914736,1.5578420878272317,2.58361025451467,2.1112386135349563
1726,0.18586780667586544,0.2630519468088439,35.2337875604229,9.920316515546821,2.4881894601039107,3.97042610276393,1.4933507961136212,8.284521050410769,3.9004116297702778,54.08801026198055,3.5087258365263345,2.8232872335352743,98.26926182128719,4.9240779158690104,4.550046317309789,8.23169093125283,0.12376626143796268,8.676714923538693,1.6446116104293556,1.6477017279544652,1.0136352861581903,1.1410050617207999,1.6631645365845618,1.93180274893085,3.2037368413161107,2.6180423479019184
1727,0.23084942238821352,0.3151000095252077,44.509520194447724,12.522157497683146,3.144684386753369,5.018990170133199,1.8877351629935861,10.47240992278581,4.931426019641083,68.34966757520804,4.435210842138487,3.525869926628711,124.30112910728243,6.224852889143953,5.75177992566101,10.452088289545383,0.15664855366986213,10.945391127631247,1.9723213064818141,2.0829040810412613,1.2813298637611241,1.4424219600956403,2.102210907681471,2.3167389172460657,3.842040256644986,3.139720449067229
1728,0.2793666348891808,0.36856851184414474,54.68092259329691,15.373361592376096,3.8651551099663006,6.169945520400305,2.3206307878275183,12.87394406057868,6.06331570888842,83.99920357535666,5.45213533203206,4.287731393972798,152.9296984215727,7.6529780342481795,7.070881762617621,12.901257587302785,0.19277546936470757,13.430811454108493,2.3096206245808597,2.560642659809033,1.5751645620096435,1.773198734928155,2.584085662848736,2.7129393002325837,4.498999289992993,3.676664182834921
1729,0.33145077177235494,0.42349316465586634,65.75129088289471,18.47497841485285,4.649991425270349,7.423914467148402,2.792271734280264,15.49042195665751,7.296692335220939,101.04508869542525,6.560049207607856,5.109134919638452,184.19266083190047,9.209374279118808,8.508065020100233,15.581714441958464,0.2321620334157669,16.134328648107775,2.6567335602625195,3.081191841357895,1.8952982552890094,2.133461000487813,3.109046357417526,3.12066700876073,5.175050263325036,4.2292301256729345
1730,0.38713333911636383,0.4799069139932122,77.72374586641396,21.828026729162367,5.499589694046399,8.78152999829944,3.302896080833311,18.32316437650925,8.632178209924831,119.49593427020866,7.759511774050119,5.990319020338052,218.1311273114582,10.894997022696,10.064055141699928,18.496147292612015,0.27482300243291713,19.05731424028185,3.013867282035656,3.6448327418573383,2.2418925431044725,2.523329749452384,3.677354542417536,3.5401653882458284,5.870596702926494,4.79774806725672
