,time,BEV,FCV,HEV,ICE,PHEV,Trolley
Medium Freight Trucks,1909,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1910,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1911,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1912,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1913,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1914,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1915,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1916,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1917,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1918,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1919,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1920,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1921,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1922,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1923,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1924,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1925,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1926,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1927,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1928,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1929,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1930,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1931,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1932,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1933,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1934,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1935,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1936,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1937,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1938,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1939,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1940,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1941,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1942,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1943,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1944,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1945,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1946,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1947,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1948,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1949,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1950,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1951,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1952,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1953,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1954,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1955,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1956,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1957,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1958,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1959,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1960,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1961,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1962,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1963,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1964,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1965,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1966,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1967,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1968,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1969,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1970,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1971,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1972,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1973,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1974,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1975,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1976,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1977,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1978,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1979,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1980,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1981,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1982,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1983,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1984,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1985,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1986,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1987,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1988,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1989,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1990,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1991,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1992,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1993,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1994,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1995,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1996,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1997,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1998,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,1999,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2000,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2001,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2002,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2003,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2004,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2005,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2006,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2007,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2008,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2009,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2010,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2011,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2012,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2013,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2014,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2015,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2016,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2017,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2018,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2019,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2020,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2021,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2022,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2023,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2024,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2025,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2026,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2027,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2028,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2029,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2030,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2031,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2032,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2033,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2034,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2035,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2036,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2037,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2038,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2039,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2040,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2041,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2042,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2043,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2044,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2045,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2046,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2047,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2048,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2049,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2050,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2051,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2052,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2053,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2054,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2055,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2056,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2057,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2058,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2059,0.0,0.0,0.0,0.0,0.0,0.0
Medium Freight Trucks,2060,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1807,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1808,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1809,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1810,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1811,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1812,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1813,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1814,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1815,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1816,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1817,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1818,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1819,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1820,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1821,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1822,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1823,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1824,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1825,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1826,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1827,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1828,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1829,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1830,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1831,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1832,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1833,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1834,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1835,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1836,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1837,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1838,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1839,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1840,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1841,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1842,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1843,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1844,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1845,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1846,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1847,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1848,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1849,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1850,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1851,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1852,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1853,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1854,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1855,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1856,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1857,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1858,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1859,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1860,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1861,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1862,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1863,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1864,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1865,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1866,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1867,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1868,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1869,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1870,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1871,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1872,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1873,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1874,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1875,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1876,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1877,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1878,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1879,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1880,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1881,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1882,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1883,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1884,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1885,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1886,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1887,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1888,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1889,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1890,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1891,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1892,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1893,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1894,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1895,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1896,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1897,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1898,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1899,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1900,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1901,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1902,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1903,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1904,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1905,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1906,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1907,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1908,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1909,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1910,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1911,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1912,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1913,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1914,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1915,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1916,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1917,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1918,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1919,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1920,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1921,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1922,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1923,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1924,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1925,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1926,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1927,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1928,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1929,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1930,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1931,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1932,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1933,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1934,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1935,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1936,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1937,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1938,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1939,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1940,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1941,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1942,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1943,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1944,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1945,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1946,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1947,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1948,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1949,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1950,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1951,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1952,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1953,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1954,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1955,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1956,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1957,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1958,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1959,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1960,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1961,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1962,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1963,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1964,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1965,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1966,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1967,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1968,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1969,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1970,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1971,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1972,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1973,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1974,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1975,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1976,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1977,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1978,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1979,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1980,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1981,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1982,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1983,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1984,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1985,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1986,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1987,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1988,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1989,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1990,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1991,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1992,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1993,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1994,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1995,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1996,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1997,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1998,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,1999,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2000,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2001,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2002,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2003,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2004,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2005,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2006,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2007,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2008,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2009,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2010,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2011,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2012,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2013,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2014,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2015,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2016,0.0,0.0,0.0,0.0,0.0,0.0
