,time,BEV,FCV,HEV,ICE,PHEV,Trolley
Heavy Freight Trucks,2017,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2018,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2019,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2020,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2021,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2022,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2023,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2024,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2025,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2026,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2027,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2028,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2029,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2030,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2031,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2032,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2033,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2034,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2035,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2036,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2037,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2038,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2039,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2040,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2041,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2042,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2043,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2044,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2045,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2046,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2047,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2048,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2049,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2050,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2051,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2052,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2053,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2054,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2055,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2056,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2057,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2058,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2059,0.0,0.0,0.0,0.0,0.0,0.0
Heavy Freight Trucks,2060,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1807,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1808,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1809,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1810,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1811,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1812,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1813,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1814,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1815,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1816,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1817,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1818,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1819,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1820,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1821,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1822,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1823,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1824,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1825,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1826,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1827,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1828,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1829,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1830,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1831,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1832,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1833,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1834,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1835,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1836,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1837,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1838,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1839,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1840,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1841,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1842,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1843,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1844,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1845,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1846,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1847,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1848,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1849,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1850,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1851,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1852,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1853,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1854,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1855,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1856,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1857,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1858,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1859,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1860,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1861,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1862,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1863,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1864,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1865,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1866,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1867,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1868,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1869,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1870,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1871,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1872,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1873,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1874,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1875,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1876,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1877,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1878,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1879,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1880,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1881,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1882,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1883,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1884,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1885,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1886,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1887,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1888,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1889,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1890,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1891,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1892,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1893,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1894,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1895,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1896,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1897,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1898,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1899,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1900,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1901,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1902,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1903,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1904,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1905,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1906,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1907,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1908,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1909,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1910,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1911,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1912,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1913,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1914,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1915,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1916,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1917,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1918,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1919,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1920,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1921,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1922,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1923,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1924,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1925,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1926,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1927,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1928,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1929,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1930,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1931,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1932,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1933,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1934,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1935,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1936,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1937,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1938,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1939,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1940,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1941,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1942,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1943,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1944,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1945,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1946,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1947,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1948,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1949,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1950,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1951,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1952,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1953,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1954,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1955,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1956,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1957,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1958,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1959,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1960,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1961,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1962,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1963,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1964,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1965,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1966,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1967,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1968,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1969,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1970,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1971,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1972,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1973,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1974,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1975,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1976,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1977,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1978,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1979,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1980,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1981,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1982,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1983,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1984,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1985,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1986,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1987,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1988,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1989,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1990,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1991,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1992,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1993,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1994,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1995,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1996,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1997,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1998,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,1999,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2000,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2001,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2002,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2003,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2004,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2005,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2006,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2007,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2008,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2009,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2010,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2011,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2012,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2013,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2014,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2015,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2016,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2017,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2018,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2019,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2020,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2021,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2022,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2023,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2024,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2025,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2026,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2027,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2028,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2029,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2030,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2031,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2032,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2033,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2034,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2035,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2036,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2037,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2038,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2039,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2040,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2041,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2042,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2043,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2044,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2045,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2046,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2047,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2048,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2049,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2050,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2051,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2052,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2053,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2054,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2055,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2056,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2057,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2058,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2059,0.0,0.0,0.0,0.0,0.0,0.0
Midi Buses,2060,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1807,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1808,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1809,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1810,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1811,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1812,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1813,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1814,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1815,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1816,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1817,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1818,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1819,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1820,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1821,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1822,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1823,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1824,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1825,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1826,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1827,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1828,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1829,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1830,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1831,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1832,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1833,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1834,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1835,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1836,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1837,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1838,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1839,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1840,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1841,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1842,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1843,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1844,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1845,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1846,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1847,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1848,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1849,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1850,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1851,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1852,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1853,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1854,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1855,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1856,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1857,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1858,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1859,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1860,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1861,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1862,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1863,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1864,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1865,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1866,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1867,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1868,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1869,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1870,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1871,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1872,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1873,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1874,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1875,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1876,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1877,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1878,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1879,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1880,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1881,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1882,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1883,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1884,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1885,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1886,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1887,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1888,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1889,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1890,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1891,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1892,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1893,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1894,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1895,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1896,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1897,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1898,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1899,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1900,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1901,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1902,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1903,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1904,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1905,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1906,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1907,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1908,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1909,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1910,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1911,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1912,0.0,0.0,0.0,0.0,0.0,0.0
