years,regions,Buses,Trains,Hight Speed Trains,Cars,Planes,Bikes,Trucks,Freight Trains,Ships,Inland Ships,Freight Planes,High Speed Trains,Inland ships
1985,16,556033300000.0,271386599999.99997,,243923400000.0,153460500000.0,67126620000.0,254253110000.0,3000821000000.0,467405200000.0,,977344000.0,0.0,68025539999.99999
1985,17,153530900000.0,8780358000.0,,213404500000.0,29417230000.0,68454520000.00001,487187300000.00006,38514310000.0,1500020000000.0,,14464140000.0,0.0,1400134000.0
1985,18,811421900000.0,141310100000.0,,97338960000.0,20720900000.0,519597400000.0,179929680000.0,191457700000.0,34927330000.0,,487073500.0,0.0,64652720000.0
1985,19,180984000000.0,14001630000.0,,36592510000.0,12403060000.0,32627520000.0,47333492999.99999,6187245000.0,252785000000.0,,3030887500.0,0.0,39395670000.0
1985,20,568089100000.0,202415700000.0,,1571324000.0,23190590000.0,761289100000.0,130099080000.00002,359368800000.0,285126700000.0,,4245597500.0,0.0,631171400000.0
1985,21,713292800000.0,55183100000.0,,91403630000.0,30981320000.0,128591299999.99998,193338500000.0,7725656000.0,1679670000000.0,,7564890000.0,0.0,197079800000.0
1985,22,511868200000.0,39600120000.0,,48476770000.0,16431230000.000002,92278820000.0,129826879999.99997,3990350000.0,651811400000.0,,96274650.0,0.0,96808490000.0
1985,23,362883300000.0,268756600000.0,,536671200000.0,137271300000.00002,39958370000.0,221336739999.99997,93906480000.0,1442914000000.0,,5746550000.0,159545500000.0,1176449000000.0
1985,24,62925700000.0,46603670000.0,,93061340000.0,23803490000.0,6928972000.0,52889890000.0,49171990000.0,341257400000.0,,2623103000.0,27665960000.0,441439600000.0
1985,25,239547200000.0,41717440000.0,,19454930000.0,4141441000.0,153395000000.0,72243550000.0,2890199000.0,673199400000.0,,808055000.0,0.0,14159410000.0
1985,26,68320160000.00001,4806444000.0,,23949470000.0,2467827000.0,48461540000.0,29729743000.0,17732680000.0,172801100000.0,,51614850.0,0.0,11020430000.0
1986,1,24388660000.0,5104602000.0,,462734200000.0,62505630000.00001,5070742000.0,70614471000.0,167260900000.0,294020500000.0,,952683500.0,0.0,44756350000.0
1986,2,226228800000.0,47350210000.0,,4292315000000.0005,579801300000.0,47036120000.0,1924281200000.0,1744314000000.0,9976561000000.0,,30755725000.0,0.0,656688000000.0
1986,3,155325100000.0,8553145999.999999,,200324900000.0,15185400000.0,43585510000.0,95675140000.0,47603710000.0,457186600000.0,,414869450.0,0.0,28230490000.0
1986,4,116736900000.0,6428243000.0,,55809130000.0,4230547000.0000005,32757330000.0,341077100000.0,50392160000.0,240019400000.0,,1106972500.0,0.0,83004340000.0
1986,5,272536200000.0,15007500000.0,,318137600000.0,24116060000.0,76475910000.0,427746980000.0,51096380000.0,678107200000.0,,2060257000.0,0.0,81288350000.0
1986,6,268663700000.0,14794250000.0,,346499100000.0,26265970000.0,75389230000.0,335464410000.00006,54677050000.0,588340400000.0,,4711329000.0,0.0,106147800000.0
1986,7,146708900000.0,8390214999.999999,,169825300000.0,22377530000.0,66178550000.0,60810759999.99999,37372590000.0,692134600000.0,,444770150.0,0.0,327221700.0
1986,8,206582900000.0,14533470000.0,,106490600000.0,10172740000.0,142566100000.0,14885824000.0,11253200000.0,305939600000.0,,815328000.0,0.0,4253786000.0
1986,9,129692599999.99998,9124103000.0,,44279680000.0,4229910000.0,89502870000.0,5613907000.0,4075899000.0,77620040000.0,,594300000.0,0.0,1554650000.0
1986,10,33186670000.0,2334741000.0,,18789360000.0,1794893000.0,22902630000.0,143029770000.0,119543100000.0,534946699999.99994,,926748000.0,0.0,34556960000.0
1986,11,645956200000.0,243066000000.0,,2788170000000.0,251341200000.0,149970700000.0,719171240000.0,300547000000.0,11475340000000.0,,29111730000.0,116682600000.0,948352300000.0
1986,12,475524600000.0,211545200000.0,,320694800000.0,20253740000.0,51233670000.0,115628620000.0,479347300000.0,208607500000.0,,151465500.0,0.0,64707840000.0
1986,13,87015080000.0,32742790000.0,,141793700000.0,12782070000.0,20202160000.0,61100439999.99999,11324220000.0,332838600000.0,,370415350.0,15718010000.000002,224089400000.0
1986,14,236417100000.0,115389600000.0,,73517020000.0,45594970000.0,27118820000.0,37649110000.0,552510400000.0,164568100000.0,,52747450.0,0.0,3233245000.0
1986,15,168669900000.0,82323780000.0,,52450130000.0,32529370000.0,19347710000.0,77863090000.0,540906500000.0,51120940000.0,,177909600.0,0.0,110225900000.0
1986,16,576737300000.0,281491800000.0,,255950000000.0,158739200000.0,66156120000.0,236591130000.0,2878091000000.0,443449700000.0,,1011475000.0,0.0,66578690000.0
1986,17,157536000000.0,9009409000.0,,222754800000.0,29351940000.0,71062510000.0,427726200000.0,37578460000.0,1272341000000.0,,14231985000.0,0.0,1204825000.0
1986,18,868432400000.0,151238600000.0,,104964600000.0,20965870000.0,528869400000.00006,189572380000.0,197863600000.0,36607600000.0,,486809400.0,0.0,66363450000.0
1986,19,192429200000.0,14887070000.0,,39776610000.0,13125970000.0,32442760000.0,53858799999.99999,6556490000.0,278556100000.0,,3148131000.0,0.0,41055540000.0
1986,20,622127300000.0,221670000000.0,,2683932000.0,27394150000.0,772274900000.0,148950880000.0,384807200000.0,313875300000.0,,4903316500.0,0.0,664708600000.0
1986,21,766500400000.0,59299450000.0,,100418300000.0,33137240000.0,129228800000.0,199199289999.99997,8008330000.0,1728454000000.0,,8066265000.0,0.0,201698900000.0
1986,22,548690400000.0,42448830000.0,,53126070000.0,17531180000.0,92506930000.0,129463689999.99998,4066859000.0,654130400000.0,,102268800.0,0.0,97986120000.0
1986,23,364385200000.0,269869000000.00003,,552856500000.0,143591000000.0,39749920000.0,224679550000.00003,95145300000.0,1461754000000.0,,5938575000.0,164357200000.0,1180417000000.0
1986,24,63806080000.0,47255710000.0,,96808560000.0,25143660000.0,6960453000.0,55177220000.0,50463890000.0,353693400000.0,,2747329500.0,28779960000.0,450164800000.0
1986,25,257319399999.99997,44812490000.0,,21056100000.0,4205795000.0,156705800000.0,77418010000.0,3013090000.0,718753800000.0,,816950000.0,0.0,14614780000.0
1986,26,72114850000.0,5073407000.0,,25043850000.0,2392367000.0,49767570000.0,29706191000.0,17872520000.0,171241400000.0,,49565680.0,0.0,11213500000.0
1987,1,25074730000.0,5248198000.0,,481556800000.0,68818320000.0,4748517000.0,73793705000.0,174097100000.0,311410000000.0,,1037351000.0000001,0.0,45237230000.0
1987,2,231598200000.0,48474030000.0,,4447812000000.0,635627900000.0,43858810000.0,1960175299999.9998,1768868000000.0,10301860000000.0,,33290725000.0,0.0,660068000000.0
1987,3,160809900000.0,8855171000.0,,204955500000.0,15609310000.0,44273870000.0,105669020000.0,49542860000.0,503632100000.0,,430964950.0,0.0,29511900000.0
1987,4,120630900000.0,6642670000.0,,56991390000.0,4340436000.0,33211869999.999996,345524940000.0,51771860000.0,244083800000.0,,1145239500.0,0.0,85010520000.0
1987,5,282201900000.0,15539750000.0,,325539900000.0,24792950000.0,77695270000.0,450671810000.00006,52658160000.0,714197500000.0,,2128639000.0000002,0.0,83797230000.0
1987,6,278220700000.0,15320520000.0,,354598000000.0,27006000000.0,76599200000.0,356798650000.0,56818180000.0,630200600000.0,,4871236500.0,0.0,109813800000.0
1987,7,152869700000.0,8742550000.0,,176605400000.0,24179310000.0,67713310000.0,59666580000.0,37597300000.0,682670100000.0,,483580400.0,0.0,321992400.0
1987,8,218130800000.0,15345890000.0,,108832400000.0,10024730000.0,146197800000.0,14727474000.000002,11282430000.0,301505000000.0,,807165500.0,0.0,4348932000.0
1987,9,137570299999.99997,9678316000.0,,45460900000.0,4187481000.0,92203770000.0,6036524000.0,4308602000.0,85004930000.0,,589875000.0,0.0,1629253000.0
1987,10,34834570000.0,2450673000.0,,19088980000.0,1758318000.0,23347170000.0,140807380000.0,121063100000.0,520315800000.0,,894343000.0,0.0,34889300000.0
1987,11,659613300000.0,248205000000.0,,2893376000000.0,282759300000.0,146659800000.0,720520050000.0,301458900000.0,11573290000000.0,,31822840000.0,121085400000.0,940280600000.0
1987,12,479812900000.0,213452900000.0,,334227900000.0,22941090000.0,50928700000.0,116635690000.0,484227300000.0,210592400000.0,,168391000.0,0.0,65101160000.0
1987,13,90320770000.0,33986680000.0,,149571700000.0,14617100000.0,20082110000.0,68586141000.0,12181160000.0,366615800000.0,,417670050.0,16580210000.000002,230299700000.0
1987,14,240701900000.0,117480900000.0,,77136990000.0,46685640000.0,26849290000.0,39036491000.0,566319900000.0,170108700000.0,,54227150.0,0.0,3298820000.0
1987,15,174698000000.0,85265960000.0,,55984940000.0,33883780000.000004,19486830000.0,76844600000.0,540416900000.0,51155770000.0,,186327050.0,0.0,111567000000.0
1987,16,589720000000.0,287828400000.0,,269710000000.0,163236700000.0,65780800000.0,248680430000.0,2987004000000.0,463733600000.0,,1044038500.0000001,0.0,68470429999.99999
1987,17,165664300000.0,9474264000.0,,233782900000.0,32007570000.0,73380610000.0,457125100000.0,39214750000.0,1399464000000.0,,15444175000.0,0.0,1292789000.0
1987,18,909645200000.0,158415800000.0,,119347800000.0,22784270000.0,538966900000.0,197015569999.99997,203065100000.0,38069370000.0,,523811000.00000006,0.0,68115920000.0
1987,19,206722800000.0,15992880000.000002,,43409460000.0,14572560000.0,32049860000.0,61166711000.0,6935815000.0,307215400000.0,,3419565000.0,0.0,42765640000.0
1987,20,682024100000.0,243011800000.0,,5409951000.0,33904940000.0,783906200000.0,169752200000.0,411639900000.0,345733900000.0,,5885840000.0,0.0,701921900000.0
1987,21,832718600000.0,64422350000.0,,110825000000.0,37203960000.0,129102900000.0,213415940000.0,8470164000.000001,1844577000000.0,,9030875000.0,0.0,209572000000.0
1987,22,594322600000.0,45979110000.0,,58457690000.0,19624250000.0,92142510000.0,148027520000.0,4406131000.0,736064800000.0,,114310850.0,0.0,103594300000.0
1987,23,373981900000.0,276976400000.0,,592549000000.0,157364900000.0,38008810000.0,234936160000.0,97730800000.0,1514750000000.0,,6408835000.0,176157300000.0,1197229000000.0
1987,24,66171430000.0,49007510000.0,,104844200000.0,27843760000.0,6725184000.0,52268640000.0,49265220000.0,346487800000.0,,3006547000.0,31168840000.0,445543300000.0
1987,25,270664100000.00003,47136470000.0,,24042040000.0,4589784000.0,160369100000.0,81047400000.0,3107972000.0,755576100000.0,,889307500.0,0.0,15065840000.0
1987,26,76227690000.0,5362752000.0,,25622010000.0,2360087000.0,51090080000.0,32428776000.0,19043720000.0,192204800000.0,,48720930.0,0.0,11718680000.0
1988,1,26034220000.0,5449023000.0,,505199800000.0,73409640000.0,4305712000.0,77126613000.0,180979700000.0,331326500000.0,,1104932500.0,0.0,46010950000.0
1988,2,239345200000.00003,50095510000.0,,4644547000000.0,674890300000.0,39584490000.0,2043017799999.9998,1829001000000.0,11002240000000.0,,35349600000.0,0.0,669185300000.0
1988,3,167375300000.0,9216700000.0,,210868000000.0,15979950000.0,44871330000.0,87444360000.0,46249410000.0,433927300000.0,,449287550.0,0.0,29526030000.0
1988,4,125341800000.0,6902083000.0,,58535510000.0,4435923000.0,33602649999.999996,359760230000.0,53900950000.0,255658100000.0,,1186556500.0,0.0,87911200000.0
1988,5,293630599999.99994,16169090000.0,,334825300000.0,25373650000.0,78718880000.0,427233100000.0,52064320000.0,686680600000.0,,2198335500.0,0.0,84962630000.0
1988,6,289644200000.0,15949570000.0,,364908800000.0,27653420000.0,77650170000.0,374088110000.0,59136210000.0,673971900000.0,,5058420000.0,0.0,114026600000.0
1988,7,161406200000.0,9230746000.0,,184147200000.0,24440450000.0,69101810000.0,62490820000.0,38743620000.0,738976500000.0,,501529000.0,0.0,343233200.0
1988,8,228335600000.0,16063810000.000002,,109632300000.0,10847130000.0,150068100000.0,14979810999.999998,11519460000.0,310445700000.0,,884252000.0,0.0,4507901000.0
1988,9,144608300000.0,10173450000.0,,45986510000.0,4549949000.0,95040370000.0,6167808000.0,4418241000.0,87330990000.0,,647274000.0,0.0,1693522000.0
1988,10,36229890000.0,2548836000.0,,19105710000.0,1890337000.0,23811230000.0,145413810000.0,126258800000.0,542642000000.0,,954829500.0,0.0,35841480000.0
1988,11,678322800000.0,255245200000.0,,3017315000000.0,304065500000.0,142615100000.0,744814409999.9999,308644600000.0,12003510000000.0,,33707725000.0,126272100000.0,942139000000.0
1988,12,487178000000.0,216729400000.0,,347266200000.0,24958580000.0,50344870000.0,114502400000.0,480925500000.0,208243700000.0,,181712300.0,0.0,64688490000.0
1988,13,94319660000.0,35491430000.0,,158391800000.0,15961699999.999998,19830400000.0,73763850000.0,12787960000.0,390971500000.0,,454303850.0,17557930000.0,235999500000.0
1988,14,244969700000.0,119563900000.0,,80133610000.0,49450400000.0,26559170000.0,40886191000.00001,584015800000.0,178094600000.0,,57883550.0,0.0,3394502000.0
1988,15,180842400000.0,88264880000.0,,59156500000.0,36505440000.0,19606600000.0,78243100000.0,549419699999.99994,52786630000.0,,202819600.0,0.0,114894200000.0
1988,16,602790600000.0,294207800000.0,,281408200000.0,173656800000.0,65353449999.99999,258545960000.0,3075491000000.0,483548200000.0,,1120061000.0,0.0,70461210000.0
1988,17,176375500000.0,10086830000.0,,245801600000.0,32623359999.999996,75510530000.0,447094100000.00006,39543550000.0,1430550000000.0,,16023290000.0,0.0,1277091000.0
1988,18,968610600000.0001,168684700000.0,,130741100000.0,25053160000.0,548152200000.0,214499849999.99997,212901100000.0,41486430000.0,,573496000.0,0.0,71008950000.0
1988,19,225613300000.0,17454320000.0,,47384540000.0,16840850000.000002,31368430000.000004,68207420000.0,7271885000.0,334607200000.0,,3856110500.0,0.0,44428020000.0
1988,20,764092500000.0,272253599999.99997,,10676190000.0,39827920000.0,794377800000.0,191041710000.0,438071900000.0,378708300000.0,,6832080000.0,0.0,741642400000.0
1988,21,919078800000.0,71103510000.0,,122340000000.0,43480610000.0,127785299999.99998,236706460000.0,9129462000.0,2038473000000.0,,10516320000.0,0.0,221103900000.0
1988,22,653858400000.0,50585030000.0,,64324910000.0,22861590000.0,90910040000.0,163426479999.99997,4710113000.0,816729600000.0,,133258749.99999999,0.0,109231600000.0
1988,23,389857300000.0,288734000000.0,,649695300000.0,175229200000.0,35112300000.0,256983930000.0,103375300000.0,1622353000000.0,,7048200000.0,193146200000.0,1239381000000.0
1988,24,69726090000.0,51640150000.0,,116198200000.0,31339779999.999996,6279844000.0,51097000000.0,48967230000.0,347586700000.0,,3355243500.0,34544240000.0,447557600000.0
1988,25,289570200000.0,50429000000.0,,26461560000.0,5070675000.0,163872400000.0,85969660000.0,3225657000.0,808592700000.0,,985975500.0,0.0,15678920000.0
1988,26,79848570000.0,5617487000.0,,25828050000.0,2555451000.0,52478570000.0,34663078000.0,20045460000.0,210956200000.0,,52972450.0,0.0,12242320000.0
1989,1,26184530000.0,5480483000.0,,519284500000.00006,75399020000.0,4189591000.0000005,77580754000.0,181831500000.0,336206000000.0,,1133946500.0,0.0,46736740000.0
1989,2,239671000000.0,50163680000.0,,4753089000000.0,690138600000.0,38347960000.0,2045273000000.0,1825607000000.0,11165860000000.0,,36187725000.0,0.0,677917600000.0
1989,3,172332200000.0,9489657000.0,,217427100000.0,17192540000.0,45566830000.0,83199600000.0,45317890000.0,420040100000.0,,488710100.0,0.0,30060570000.0
1989,4,128803400000.00002,7092696000.0,,60239090000.0,4763266000.0,34057249999.999996,370393380000.0,56072230000.0,264462200000.0,,1284328000.0,0.0,90454970000.0
1989,5,302035300000.0,16631900000.000002,,344907400000.0,27272750000.0,79861990000.0,432827679999.99994,52783350000.0,699083400000.0,,2374578500.0,0.0,87000980000.0
1989,6,298183000000.0,16419770000.0,,376209800000.0,29747910000.0,78843380000.0,387845520000.0,61080120000.0,710430800000.0,,5487605000.0,0.0,117810400000.0
1989,7,162940700000.0,9318503000.0,,199723100000.0,25817150000.0,70593420000.0,64702970000.0,39728580000.0,786130000000.0,,540416000.0,0.0,360349100.0
1989,8,240793900000.0,16940279999.999998,,112725300000.0,11332520000.0,153947100000.0,15962598000.000002,12099670000.0,339399100000.0,,934415500.0,0.0,4720214000.0
1989,9,152919100000.0,10758130000.0,,47414330000.0,4766665000.0,97765970000.0,6499162000.0,4613287000.0,93343060000.0,,684301000.0,0.0,1769163000.0
1989,10,37960880000.0,2670614000.0,,19518360000.0,1962223000.0,24269580000.0,146779620000.0,130052600000.0,547085400000.0,,985394000.0,0.0,36576980000.0
1989,11,691367300000.0,260153700000.0,,3118655000000.0,324469700000.0,139681500000.0,768024320000.0001,315795600000.0,12381570000000.0,,35548205000.0,130513100000.0,946008600000.0
1989,12,489254900000.0,217653300000.0,,363887500000.0,25152840000.0,49991840000.0,113913120000.0,481717400000.0,207839200000.0,,182498300.0,0.0,64707680000.0
1989,13,97534370000.0,36701080000.0,,166097200000.0,17281010000.0,19705520000.0,73908133000.0,12936740000.0,394639700000.0,,490541200.0,18412090000.0,239859900000.0
1989,14,245980700000.0,120057400000.0,,83325160000.0,52383870000.0,26483370000.0,43096241000.0,604777600000.0,186899300000.0,,61631850.0,0.0,3493360000.0
1989,15,184604900000.0,90101270000.0,,62534290000.00001,39313310000.0,19875380000.0,72400230000.0,524644400000.0,50481970000.0,,220051100.0,0.0,113847200000.0
1989,16,607739500000.0,296623300000.0,,293805900000.0,184706400000.0,65431920000.00001,345820620000.0,3812920000000.0,620721100000.0,,1198393500.0,0.0,81727750000.0
1989,17,179351000000.0,10257000000.0,,268537000000.00003,34712350000.0,77703130000.0,495957100000.0,41725220000.0,1704850000000.0,,17376825000.0,0.0,1444642000.0
1989,18,998397700000.0,173872100000.0,,150278300000.0,25314330000.0,558930800000.0,233204440000.0,222914000000.0,45024700000.0,,578715000.0,0.0,73910410000.0
1989,19,240735800000.0,18624260000.0,,54249410000.0,18504650000.0,30841050000.0,71446110000.0,7406955000.0,346623200000.0,,4173801499.9999995,0.0,45367230000.0
1989,20,747053200000.0,266182299999.99997,,13902270000.0,39026130000.0,810939600000.0,197907740000.00003,448368300000.0,390924100000.0,,6697310000.0,0.0,763332900000.0
1989,21,991008000000.0,76668240000.0,,141538700000.0,48279300000.0,126959600000.0,263475120000.0,9557754000.0,2250701000000.0,,11687980000.0,0.0,232444000000.0
1989,22,702826100000.0,54373370000.0,,74186630000.0,25305300000.0,90040180000.0,183770140000.0,5102718000.0,914405800000.0,,147952250.0,0.0,115065800000.0
1989,23,395398000000.0,292837400000.0,,693469000000.0,181092000000.0,33614400000.000004,273596300000.0,107906800000.0,1701981000000.0,,7256155000.0,206159500000.0,1270868000000.0
1989,24,71498540000.0,52952850000.0,,125397800000.0,32746289999.999996,6078383000.0,54974750000.0,51251210000.0,369763700000.0,,3502929000.0,37279170000.0,464013600000.0
1989,25,300030100000.0,52250590000.0,,30574260000.0,5150225000.0,167965200000.0,88058519999.99998,3293948000.0,835769300000.0,,1008188500.0,0.0,16180480000.0
1989,26,84230770000.0,5925782000.0,,26564760000.0,2670613000.0,53851380000.0,36449962000.0,20882210000.0,225850500000.0,,55625100.0,0.0,12716080000.0
1990,1,25353140000.0,5306472000.0,,525622500000.0,79276340000.0,4323313000.0,75331290000.0,177038400000.0,326472400000.0,,1196243000.0,0.0,47505830000.0
1990,2,231198500000.0,48390390000.0,,4793219000000.0,722931000000.0,39424850000.0,2036622599999.9998,1813382000000.0,11248860000000.0,,38207060000.0,0.0,688677000000.0
1990,3,179074500000.0,9860932000.0,,226733000000.0,17653460000.0,46120290000.0,84845950000.0,45551660000.0,432653400000.0,,508709500.0,0.0,30987310000.0
1990,4,133553800000.0,7354283000.0,,62681760000.0,4880408000.0,34396510000.0,363320800000.00006,57386490000.0,262119800000.0,,1329786500.0,0.0,92223580000.0
1990,5,313329000000.0,17253800000.0,,359070000000.0,27957230000.0,80697280000.0,365416889999.99994,50121240000.0,606188600000.0,,2445529000.0,0.0,86439130000.0
1990,6,309651300000.0,17051290000.0,,392061300000.0,30525940000.0,79750100000.0,374333400000.0,61352980000.0,699560000000.0,,5700535000.0,0.0,120235000000.0
1990,7,176475500000.0,10092550000.0,,201972500000.0,25877650000.0,71792290000.0,67919719999.999985,40925050000.0,851045400000.0,,557460500.0,0.0,384739400.0
1990,8,255479200000.00003,17973410000.0,,116218200000.0,12087510000.0,157900100000.0,16459788000.0,12454550000.0,353873000000.0,,1010256000.0,0.0,4901930000.0
1990,9,162378400000.0,11423610000.0,,48923700000.0,5088408000.0,100358800000.0,6706814000.0,4752489000.0,97068320000.0,,737108000.0,0.0,1836982000.0
1990,10,40034770000.0,2816516000.0,,20002640000.0,2080415000.0,24743680000.0,146122180000.00003,133113299999.99998,539415100000.0,,1043006000.0000001,0.0,37267430000.0
1990,11,705614300000.0,265514700000.0,,3063354000000.0,351993600000.0,140841900000.0,775109740000.0001,319484700000.0,12565650000000.0,,38417310000.0,128198800000.0,951034600000.0
1990,12,450336100000.0,200339600000.0,,384741500000.0,24542140000.0,52552510000.0,98377711000.0,442164900000.0,182808500000.0,,177402350.0,0.0,60117380000.0
1990,13,100922400000.0,37975940000.0,,165410600000.0,19006450000.0,20144280000.0,76626862000.00002,13302250000.0,408400900000.0,,537853500.0,18335980000.0,244945300000.0
1990,14,238582500000.0,116446500000.0,,86330390000.0,55348430000.0,27035570000.0,36932701000.0,548717100000.0,167588400000.0,,65502399.99999999,0.0,3329273000.0
1990,15,181860200000.0,88761660000.0,,65805600000.00001,42189510000.0,20607940000.0,76959850000.0,547143800000.00006,54312550000.0,,240398950.0,0.0,118865300000.0
1990,16,591552400000.0001,288722700000.0,,305482500000.0,195852000000.0,67033239999.99999,314014340000.0,3596583000000.0,582171600000.0,,1279704500.0,0.0,79691680000.0
1990,17,195485700000.0,11179740000.0,,273290400000.0,35015220000.0,79525870000.0,558547200000.0,44206390000.0,2091822000000.0,,18053105000.0,0.0,1661940000.0
1990,18,1073560000000.0001,186961800000.0,,163171700000.0,25336230000.0,567268400000.0,246067599999.99997,230023900000.0,47696400000.0,,584703000.0,0.0,76515360000.0
1990,19,256756500000.0,19863680000.0,,61761370000.0,20043510000.0,30271230000.0,79206060000.0,7740509000.0,375360100000.0,,4506514000.0,0.0,47146300000.0
1990,20,690851400000.0001,246157100000.0,,16324300000.0,44927280000.0,828761600000.0,198741520000.0,452364800000.0,394677100000.0,,7672520000.0,0.0,778571800000.0
1990,21,1066808999999.9999,82532510000.0,,162639400000.0,52781630000.0,125775300000.0,289966180000.00006,9934118000.0,2465431000000.0,,12809155000.0,0.0,243345700000.0
1990,22,754437600000.0,58366220000.0,,85004560000.0,27586660000.0,88947120000.0,206027400000.00003,5542416000.0,1023518000000.0,,161951300.0,0.0,120970700000.0
1990,23,406237900000.0,300865700000.0,,706115200000.0,195531000000.0,32462050000.0,295657770000.0,113626700000.0,1794071000000.0,,7801550000.0,209919100000.0,1312397000000.0
1990,24,74245530000.0,54987310000.0,,129052200000.0,35735950000.0,5932883000.0,52538770000.0,50406400000.0,364382800000.0,,3819949500.0,38365580000.0,463271500000.0
1990,25,324432200000.0,56500260000.0,,33384180000.0,5183677000.0,171429700000.0,95243480000.0,3449483000.0,906951400000.0,,1023819000.0,0.0,16928460000.0
1990,26,89362770000.0,6286829000.0,,27386390000.0,2848377000.0,55231090000.0,33853097000.0,20217710000.0,203285500000.0,,59683000.0,0.0,12823210000.0
1991,1,26918390000.0,5634082000.0,,524883699999.99994,77030220000.0,4501197000.0,70126976000.00002,165929100000.0,300680100000.0,,1164465000.0,0.0,48235610000.0
1991,2,244738100000.0,51224240000.0,,4772166000000.0,700347400000.0,40924220000.0,1961424800000.0,1754660000000.0,10849270000000.0,,37298360000.0,0.0,699885900000.0
1991,3,184866600000.0,10179880000.0,,233698700000.0,17844000000.0,46834990000.0,87379249999.99998,46216800000.0,448329000000.0,,519332500.0,0.0,31910590000.0
1991,4,137522500000.0,7572827000.0,,64443009999.99999,4920526000.0,34840630000.0,355403830000.0,57565360000.0,258722000000.0,,1351004500.0,0.0,93742060000.0
1991,5,322669400000.0,17768140000.0,,369192800000.0,28189610000.0,81746620000.0,345841610000.0,49457350000.0,579931100000.0,,2474318000.0,0.0,87293670000.0
1991,6,319265900000.0,17580720000.0,,403599400000.0,30816720000.0,80884380000.0,379063079999.99994,62447860000.0,715826200000.0,,5816155000.0,0.0,123556300000.0
1991,7,170216100000.0,9734579000.0,,206334300000.0,24188000000.0,74035620000.0,74127330000.0,42878320000.0,960646400000.0,,530921500.00000006,0.0,427158800.0
1991,8,271488400000.00003,19099680000.0,,119376700000.0,11237790000.0,162037400000.0,16173145000.0,12476830000.0,344382400000.0,,940059000.0,0.0,5019566000.0
1991,9,172315500000.0,12122700000.0,,50183970000.0,4724180000.0,102846200000.0,6686810000.0,4799709000.0,96141280000.0,,681935000.0,0.0,1885438000.0
1991,10,42308130000.0,2976451000.0,,20432590000.0,1923468000.0,25251540000.0,141728880000.0,131678200000.00002,511402500000.0,,950784500.0,0.0,37744090000.0
1991,11,680249300000.0,255970099999.99997,,3131281000000.0,377833200000.0,141887400000.0,765676749999.9999,317796800000.0,12516310000000.0,,41235440000.0,131041500000.0,956288600000.0
1991,12,380913100000.0,169455600000.0,,404734600000.0,16588229999.999998,57419180000.0,83073251000.0,398067500000.0,157541900000.0,,141903550.0,0.0,55201720000.0
1991,13,98560520000.0,37087210000.0,,171278600000.0,20667180000.0,20557900000.0,78525591999.99998,13617520000.0,418477300000.0,,584121500.0,18986450000.0,249804000000.0
1991,14,224106900000.0,109381300000.0,,88417340000.0,51430560000.0,28190140000.0,38175825000.00001,558658800000.0,172804200000.0,,60878350.0,0.0,3391402000.0
1991,15,173350999999.99997,84608510000.0,,68392510000.0,39782530000.0,21805620000.0,75186260000.00002,542609600000.0,54656650000.0,,229959450.0,0.0,119732100000.0
1991,16,557256600000.0,271983700000.0,,313765700000.0,182511100000.0,70096640000.0,288478320000.0,3403353000000.0,549737900000.0,,1195322500.0,0.0,77868640000.0
1991,17,189556800000.0,10840670000.0,,280680100000.0,32903349999.999996,82447880000.0,570102600000.0001,45103950000.0,2389969000000.0,,17509950000.0,0.0,1729572000.0
1991,18,1149006000000.0,200100800000.0,,175331300000.0,24244680000.0,575652100000.0,238285350000.0,228841200000.0,46688240000.0,,562459000.0,0.0,77823740000.0
1991,19,261779700000.0,20252300000.0,,69631230000.0,21495200000.0,30338240000.0,89070219999.99998,8171559000.0,410678900000.0,,4826065000.0,0.0,49243540000.0
1991,20,742179300000.0,264445700000.0,,20255800000.0,53561200000.0,837737000000.0,219113319999.99997,476384100000.0,422219300000.0,,9012015000.0,0.0,812315400000.0
1991,21,1096274000000.0,84812020000.0,,184812300000.0,57051650000.0,127049699999.99998,315509040000.0,10331620000.0,2669184000000.0,,13843440000.0,0.0,252994700000.0
1991,22,773384800000.0,59832060000.0,,96357870000.0,29745730000.0,89629310000.0,234197270000.0,5988316000.0,1152854000000.0,,174553950.0,0.0,127105800000.0
1991,23,412469299999.99994,305480700000.0,,719808600000.0,200141400000.0,31773520000.0,305325570000.0,116220900000.0,1831277000000.0,,7995800000.0,213990000000.0,1335101000000.0
1991,24,76185000000.0,56423710000.0,,132951999999.99998,36967050000.0,5868716000.0,50500650000.0,49757630000.0,359503700000.0,,3967166000.0,39524940000.0,463404400000.0
1991,25,349342300000.0,60838380000.0,,36089980000.0,4990497000.0,175020400000.0,100220509999.99998,3575625000.0,957377900000.0,,990711000.0,0.0,17610560000.0
1991,26,94927480000.0,6678315000.0,,28120290000.0,2647167000.0,56657310000.0,33567964999.999996,20359680000.0,200277900000.0,,55133850.0,0.0,13131580000.0
1992,1,27698890000.0,5797443000.0,,534693500000.00006,80800170000.0,4401984000.0,69618622000.0,164326800000.0,297898600000.0,,1223944000.0,0.0,48891590000.0
1992,2,251245700000.00003,52586300000.0,,4849993000000.0,732906200000.0,39928650000.0,1963601500000.0,1755595000000.0,10881300000000.0,,39346830000.0,0.0,710885000000.0
