,wt%,BEV,FCV,HEV,ICE,PHEV,Trolley
HFT,2047,0.0,0.0,189536470.40541792,0.0,1570822655.6655598,0.0
HFT,2048,0.0,0.0,194304681.33679834,0.0,1630832474.0757537,0.0
HFT,2049,0.0,0.0,198802897.582462,0.0,1686252164.7390854,0.0
HFT,2050,0.0,0.0,203104041.38101366,0.0,1737424989.5238624,0.0
HFT,2051,0.0,0.0,206532501.35017875,0.0,1778587723.3051536,0.0
HFT,2052,0.0,0.0,209764112.7961611,0.0,1815286919.4257784,0.0
HFT,2053,0.0,0.0,212500730.17065942,0.0,1850607529.285545,0.0
HFT,2054,0.0,0.0,215153093.01078662,0.0,1883100733.4372494,0.0
HFT,2055,0.0,0.0,217580769.27820387,0.0,1914896244.443719,0.0
HFT,2056,0.0,0.0,219606391.66344938,0.0,1945016358.8748195,0.0
HFT,2057,0.0,0.0,221448176.29024634,0.0,1975660101.5404782,0.0
HFT,2058,0.0,0.0,223058829.3342275,0.0,2007129015.4049213,0.0
HFT,2059,0.0,0.0,224510650.53288236,0.0,2039203420.8743532,0.0
HFT,2060,0.0,0.0,225768580.14560333,0.0,2072202649.162635,0.0
midi_bus,1971,0.001168535413192605,0.0,1153.1330733088284,0.0,0.0,0.0
midi_bus,1972,0.0028088698720881654,0.0,2730.5296553651915,0.0,0.0,0.0
midi_bus,1973,0.004541723470374353,0.0,4383.292165727359,0.0,0.0,0.0
midi_bus,1974,0.006274192555758173,0.0,6056.230179019317,0.0,0.0,0.0
midi_bus,1975,0.007806609658840926,0.0,7502.298893729461,0.0,0.0,0.0
midi_bus,1976,0.009299554601035083,0.0,8874.535664844552,0.0,0.0,0.0
midi_bus,1977,0.010972424134923232,0.0,10541.221181856517,0.0,0.0,0.0
midi_bus,1978,0.012679777739108302,0.0,12160.986695342262,0.0,0.0,0.0
midi_bus,1979,0.014398802071654854,0.0,13814.272815360091,0.0,0.0,0.0
midi_bus,1980,0.015917871778043706,0.0,15278.895489832305,0.0,0.0,0.0
midi_bus,1981,0.01729259358924672,0.0,16716.977678752566,0.0,0.0,0.0
midi_bus,1982,0.018257369611280792,0.0,17772.65474494204,0.0,0.0,0.0
midi_bus,1983,0.019249395874356423,0.0,18895.93413226369,0.0,0.0,0.0
midi_bus,1984,0.020519061135296023,0.0,20196.746898111214,0.0,0.0,0.0
midi_bus,1985,0.021655736644922582,0.0,21292.600543877903,0.0,0.0,0.0
midi_bus,1986,0.020548193724141777,0.0,20276.96035257248,0.0,0.0,0.0
midi_bus,1987,0.019301297930176903,0.0,19147.44190500801,0.0,0.0,0.0
midi_bus,1988,0.017934513322644945,0.0,17934.631483497844,0.0,0.0,0.0
midi_bus,1989,0.016470091670974636,0.0,16516.78481386783,0.0,0.0,0.0
midi_bus,1990,0.014935835942701012,0.0,15026.168808182116,0.0,0.0,0.0
midi_bus,1991,0.013359558904954433,0.0,44844.4784881455,0.0,0.0,0.0
midi_bus,1992,0.01176976642760225,0.0,63664.406963374895,0.0,0.0,0.0
midi_bus,1993,0.010195578603918627,0.0,79383.57852367216,0.0,0.0,0.0
midi_bus,1994,0.00866669908163365,0.0,82290.97645466859,0.0,0.0,0.0
midi_bus,1995,0.007212969162631059,0.0,80475.58875568784,0.0,0.0,0.0
midi_bus,1996,0.005863150997392783,0.0,78504.73431756128,0.0,0.0,0.0
midi_bus,1997,0.00464293240542615,0.0,76275.94073396969,0.0,0.0,0.0
midi_bus,1998,0.0035724686987839084,0.0,73655.54274127522,0.0,0.0,0.0
midi_bus,1999,0.0026640583367170435,0.0,70690.96419790572,0.0,0.0,0.0
midi_bus,2000,0.0019206259845296197,0.0,67875.23023563191,0.0,0.0,0.0
midi_bus,2001,0.0013355194811231347,0.0,66705.25816402581,0.0,0.0,0.0
midi_bus,2002,0.0008937664925610788,0.0,67950.07731579342,0.0,0.0,0.0
midi_bus,2003,0.0005745175373490824,0.0,72471.93687141895,0.0,0.0,0.0
midi_bus,2004,0.00035408722881763015,0.0,83469.58516018098,0.0,0.0,0.0
