,wt%,BEV,FCV,HEV,ICE,PHEV,Trolley
HFT,1973,0.0,0.0,178.17125595488284,0.0,12.483710764983302,0.0
HFT,1974,0.0,0.0,261.95236768393846,0.0,18.258216529642592,0.0
HFT,1975,0.0,0.0,338.7696629008855,0.0,24.1753006930206,0.0
HFT,1976,0.0,0.0,434.06436214770554,0.0,31.061245574287277,0.0
HFT,1977,0.0,0.0,502.5243388470011,0.0,34.83877030926946,0.0
HFT,1978,0.0,0.0,571.9966413799684,0.0,37.357426131206225,0.0
HFT,1979,0.0,0.0,665.9559854988536,0.0,42.67731216183737,0.0
HFT,1980,0.0,0.0,696.7589117958985,0.0,40.129967502503575,0.0
HFT,1981,0.0,0.0,714.2334341294278,0.0,42.4823534018357,0.0
HFT,1982,0.0,0.0,734.9137535065621,0.0,43.766067970096984,0.0
HFT,1983,0.0,0.0,746.742369705182,0.0,43.516106815985,0.0
HFT,1984,0.0,0.0,812.4769132543253,0.0,45.59184893002525,0.0
HFT,1985,0.0,0.0,945.0168961072186,0.0,53.5747071406308,0.0
HFT,1986,0.0,0.0,1182.6125291445564,0.0,74.07322924987383,0.0
HFT,1987,0.0,0.0,1455.7856096497073,0.0,96.82201488975929,0.0
HFT,1988,0.0,0.0,1738.2123258219008,0.0,120.41407535182131,0.0
HFT,1989,0.0,0.0,2004.289727052002,0.0,149.50565304090014,0.0
HFT,1990,0.0,0.0,2248.4262320512335,0.0,182.4422144293882,0.0
HFT,1991,0.0,0.0,2443.9579889112333,0.0,203.38094215577968,0.0
HFT,1992,0.0,0.0,2587.743189768516,0.0,222.64922786365372,0.0
HFT,1993,0.0,0.0,2688.7557691552856,0.0,241.19459719168478,0.0
