time,DIM_1,walking,biking,bus,train,car,hst,air,total
1971,23,0.08761935,0.03833347,0.3344147,0.2476723,0.3182923,0.09462425,0.05428937,1.175246
1971,24,0.01442663,0.00631165,0.05506177,0.04077954,0.0524072,0.01557999,0.008938808,0.1935056
1971,25,0.256189,0.1120827,0.1060311,0.01846545,0.00879027,0.0,0.0009467304,0.5025052
1971,26,0.07495328,0.03279206,0.02833461,0.00199339,0.01320106,0.0,0.000780498,0.1520549
1971,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,28,5.270073,2.305657,3.868465,1.185753,6.862311,0.1909547,0.576211,20.25943
1972,1,0.01098226,0.004804741,0.01773911,0.003712836,0.386361,0.0,0.02661724,0.4502172
1972,2,0.1057571,0.04626872,0.1708242,0.03575389,3.720582,0.0,0.2563189,4.335505
1972,3,0.07828198,0.03424837,0.07993476,0.004401694,0.07416571,0.0,0.004291598,0.2753241
1972,4,0.0637849,0.02790589,0.0651316,0.003586542,0.02240078,0.0,0.001296221,0.1841059
1972,5,0.1413077,0.06182214,0.1442912,0.00794555,0.1211727,0.0,0.007011657,0.4835509
1972,6,0.1437884,0.06290741,0.1468242,0.008085032,0.1362276,0.0,0.007882807,0.5057154
1972,7,0.1156854,0.05061238,0.07391589,0.004227216,0.03641588,0.0,0.005402283,0.2862591
1972,8,0.2305857,0.1008812,0.09141999,0.006431558,0.06182838,0.0,0.003654697,0.4948016
1972,9,0.1386165,0.06064474,0.05495712,0.00386633,0.02461744,0.0,0.001455146,0.2841573
1972,10,0.03775193,0.01651647,0.01496746,0.001052987,0.01111798,0.0,0.0006571878,0.08206401
1972,11,0.3933936,0.1721097,0.546736,0.2057306,1.84242,0.07710376,0.1094336,3.346928
1972,12,0.1363683,0.05966115,0.3269857,0.1454651,0.1023614,0.0,0.007663828,0.7785055
1972,13,0.04044219,0.01769346,0.05620631,0.0211498,0.07150597,0.007926526,0.004247216,0.2191715
1972,14,0.07305599,0.031962,0.1543131,0.07531658,0.01301547,0.0,0.02335114,0.3710143
1972,15,0.04208365,0.0184116,0.08889154,0.04338586,0.007497517,0.0,0.01345135,0.2137215
1972,16,0.174009,0.07612894,0.367552,0.1793934,0.04424293,0.0,0.07937652,0.9207028
1972,17,0.1076289,0.04708765,0.06876826,0.003932825,0.04138495,0.0,0.006139443,0.274942
1972,18,0.9118398,0.3989299,0.3714896,0.06469537,0.04413099,0.0,0.004966323,1.796052
1972,19,0.0719566,0.03148102,0.06880331,0.005322892,0.01216215,0.0,0.001691199,0.1914172
1972,20,1.446504,0.6328458,0.1770372,0.06308008,9.9419e-05,0.0,0.003768173,2.323335
1972,21,0.25786,0.1128137,0.24656,0.01907484,0.02762277,0.0,0.003841066,0.6677724
1972,22,0.1827047,0.07993332,0.1746982,0.01351533,0.01446481,0.0,0.002011395,0.4673278
1972,23,0.0876418,0.03834329,0.3419192,0.2532303,0.3310256,0.09840971,0.06058598,1.211156
1972,24,0.01447209,0.006331542,0.05646035,0.04181535,0.05466152,0.01625017,0.01000443,0.1999955
1972,25,0.2621824,0.1147048,0.1068149,0.01860193,0.008590671,0.0,0.0009667594,0.5118613
1972,26,0.07696716,0.03367313,0.03051507,0.002146788,0.01390338,0.0,0.0008218338,0.1580274
1972,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,28,5.345653,2.338723,4.043756,1.234921,7.223979,0.1996902,0.646908,21.03363
1973,1,0.01094596,0.004788858,0.01832856,0.003836209,0.394612,0.0,0.0287145,0.461226
1973,2,0.1047146,0.04581262,0.1753402,0.03669911,3.775056,0.0,0.2746974,4.41232
1973,3,0.08010119,0.03504427,0.08564346,0.004716049,0.08149768,0.0,0.004921468,0.2919241
1973,4,0.06460842,0.02826619,0.06907874,0.003803895,0.02436685,0.0,0.001471461,0.1915956
1973,5,0.1434525,0.06276046,0.1533781,0.008445929,0.1321027,0.0,0.007977396,0.508117
1973,6,0.145592,0.0636965,0.1556656,0.008571897,0.1481303,0.0,0.008945264,0.5306016
1973,7,0.1176244,0.05146066,0.0789272,0.00451381,0.0424294,0.0,0.00584637,0.3008018
1973,8,0.2356594,0.103101,0.09961773,0.007008283,0.06412783,0.0,0.004267391,0.5137816
1973,9,0.1421312,0.06218239,0.06008158,0.004226845,0.02561671,0.0,0.001704666,0.2959434
1973,10,0.03869476,0.01692896,0.01635702,0.001150745,0.01156499,0.0,0.0007695932,0.08546606
1973,11,0.3864346,0.1690652,0.5628813,0.2118059,1.960311,0.08203737,0.1242407,3.496776
1973,12,0.1341235,0.05867903,0.344854,0.1534141,0.1148794,0.0,0.008593526,0.8145435
1973,13,0.04046432,0.01770314,0.05894038,0.0221786,0.07749385,0.008590291,0.004911412,0.230282
1973,14,0.07232133,0.03164059,0.1617189,0.07893118,0.01553639,0.0,0.0240734,0.3842218
1973,15,0.04226196,0.01848961,0.09450267,0.04612451,0.0090789,0.0,0.01406762,0.2245253
1973,16,0.1720526,0.07527301,0.3847297,0.1877774,0.05274884,0.0,0.08173352,0.9543151
1973,17,0.1103607,0.0482828,0.0740532,0.004235068,0.04862789,0.0,0.006700465,0.2922601
1973,18,0.9301938,0.4069598,0.4035209,0.07027365,0.04699427,0.0,0.006115322,1.864058
1973,19,0.07299603,0.03193577,0.07365682,0.005698378,0.01330536,0.0,0.002586304,0.2001787
1973,20,1.477729,0.6465064,0.1887961,0.06726988,0.0001170817,0.0,0.004229789,2.384648
1973,21,0.2627361,0.1149471,0.2651145,0.02051029,0.03035224,0.0,0.005899888,0.6995602
1973,22,0.1862706,0.08149339,0.1879568,0.01454107,0.01590359,0.0,0.003091349,0.4892568
1973,23,0.08634115,0.03777425,0.3566248,0.2641214,0.3384347,0.1006123,0.07687352,1.260782
1973,24,0.01427865,0.00624691,0.05897676,0.04367904,0.05596859,0.01663875,0.01271294,0.2085016
1973,25,0.2670332,0.116827,0.1158398,0.02017364,0.009133457,0.0,0.001188529,0.5301957
1973,26,0.07901493,0.03456903,0.03340112,0.002349828,0.0144854,0.0,0.0009639318,0.1647842
1973,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,28,5.418137,2.370435,4.277986,1.296057,7.502875,0.2078788,0.7172977,21.79067
1974,1,0.01240761,0.005428329,0.01909413,0.003996445,0.3775626,0.0,0.02931161,0.4478007
1974,2,0.1180152,0.05163164,0.1816141,0.03801225,3.591193,0.0,0.2787979,4.259264
1974,3,0.08275183,0.03620392,0.08494934,0.004677827,0.08937185,0.0,0.00580909,0.3037639
1974,4,0.06610286,0.02892,0.06785826,0.003736689,0.0264635,0.0,0.001720104,0.1948014
1974,5,0.1471475,0.06437702,0.1510551,0.008318011,0.143838,0.0,0.009349338,0.5240849
1974,6,0.1489485,0.06516498,0.1529039,0.00841982,0.1608642,0.0,0.01045603,0.5467575
1974,7,0.1194059,0.05224008,0.08562665,0.004896949,0.04878251,0.0,0.006708193,0.3176603
1974,8,0.2404008,0.1051754,0.111642,0.007854212,0.06899651,0.0,0.004903701,0.5389726
1974,9,0.1454472,0.06363314,0.0675456,0.004751951,0.02764832,0.0,0.001965014,0.3109912
1974,10,0.03955174,0.01730389,0.01836781,0.001292208,0.01246775,0.0,0.0008861044,0.0898695
1974,11,0.3862903,0.169002,0.5778005,0.2174198,1.968073,0.08236224,0.1279715,3.52892
1974,12,0.1309736,0.05730096,0.3672004,0.1633553,0.1300197,0.0,0.009789268,0.8586392
1974,13,0.04120885,0.01802887,0.06163887,0.02319401,0.07926185,0.008786277,0.005153902,0.2372726
1974,14,0.07114252,0.03112485,0.1710233,0.08347242,0.01854253,0.0,0.02650412,0.4018098
1974,15,0.042168,0.0184485,0.1013699,0.04947625,0.01099064,0.0,0.01570967,0.238163
1974,16,0.1691231,0.07399136,0.4065641,0.1984343,0.06290872,0.0,0.08991977,1.000941
1974,17,0.1130302,0.04945073,0.08105462,0.004635477,0.05640718,0.0,0.007756679,0.3123349
1974,18,0.9548646,0.4177533,0.3930514,0.06845038,0.0475111,0.0,0.005906062,1.887537
1974,19,0.07380547,0.03228989,0.07971553,0.006167104,0.01454776,0.0,0.003196591,0.2097223
1974,20,1.507692,0.6596153,0.1980264,0.07055873,0.0001381257,0.0,0.004915259,2.440946
1974,21,0.2669605,0.1167952,0.2883376,0.02230692,0.03335017,0.0,0.007328062,0.7350785
1974,22,0.1894765,0.08289597,0.2046491,0.01583245,0.01749389,0.0,0.003843947,0.5141918
1974,23,0.08843284,0.03868937,0.3551534,0.2630318,0.3456047,0.1027439,0.08643147,1.280087
1974,24,0.01464004,0.006405019,0.0587956,0.04354487,0.0572148,0.01700923,0.01430872,0.2119183
1974,25,0.2738364,0.1198034,0.1127194,0.01963022,0.009224504,0.0,0.00114669,0.5363606
1974,26,0.08095708,0.03541872,0.03759643,0.002644975,0.01565329,0.0,0.001112506,0.173383
1974,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,28,5.524781,2.417092,4.435354,1.338111,7.414131,0.2109016,0.7609013,22.10127
1975,1,0.01252802,0.005481009,0.01900291,0.003977353,0.3848486,0.0,0.02943695,0.4552748
1975,2,0.1185991,0.05188709,0.1798949,0.03765242,3.643247,0.0,0.2786709,4.309952
1975,3,0.08361626,0.03658212,0.09476991,0.005218607,0.1028185,0.0,0.006795135,0.3298005
1975,4,0.0661985,0.02896184,0.07502878,0.004131541,0.03017397,0.0,0.001994157,0.2064888
1975,5,0.1478202,0.06467135,0.1675381,0.009225667,0.1645174,0.0,0.01087273,0.5646455
1975,6,0.1492255,0.06528614,0.1691308,0.009313369,0.1834946,0.0,0.01212691,0.5885773
1975,7,0.1212304,0.05303829,0.09228846,0.005277934,0.05604738,0.0,0.008490626,0.3363731
1975,8,0.2456468,0.1074705,0.1217469,0.008565108,0.07418501,0.0,0.005542938,0.5631573
1975,9,0.1490766,0.06522103,0.07388501,0.00519794,0.02981857,0.0,0.002227976,0.3254271
1975,10,0.04044964,0.01769672,0.02004755,0.001410381,0.01341686,0.0,0.001002478,0.09402363
1975,11,0.3824842,0.1673369,0.5848404,0.2200688,2.053178,0.08592378,0.133672,3.627504
1975,12,0.1284012,0.05617554,0.3857128,0.1715909,0.146962,0.0,0.01060327,0.8994457
1975,13,0.04157821,0.01819047,0.06357548,0.02392274,0.08426069,0.009340404,0.005485788,0.2463538
1975,14,0.07006682,0.03065423,0.1791685,0.0874479,0.02211761,0.0,0.02980074,0.4192558
1975,15,0.04213176,0.01843264,0.1077355,0.05258314,0.0132995,0.0,0.01791943,0.252102
1975,16,0.166541,0.07286166,0.4258634,0.2078538,0.07502653,0.0,0.101089,1.049235
1975,17,0.1158064,0.05066532,0.08815942,0.005041797,0.06540006,0.0,0.009907464,0.3349805
1975,18,0.9713212,0.424953,0.4476391,0.07795689,0.04882919,0.0,0.007440122,1.978139
1975,19,0.07479684,0.03272362,0.08348734,0.006458906,0.01559555,0.0,0.004047468,0.2171097
1975,20,1.53571,0.6718732,0.207894,0.07407463,0.0001651292,0.0,0.005647584,2.495365
1975,21,0.272051,0.1190223,0.3036601,0.02349233,0.03595104,0.0,0.009330271,0.7635071
1975,22,0.1934305,0.08462586,0.2159048,0.01670324,0.01889148,0.0,0.004902851,0.5344588
1975,23,0.08927573,0.03905813,0.353216,0.2615968,0.3706876,0.1102007,0.09420507,1.31824
1975,24,0.0147926,0.006471762,0.05852634,0.04334546,0.06142132,0.01825978,0.01560937,0.2184266
1975,25,0.2786728,0.1219193,0.128428,0.02236589,0.009484396,0.0,0.001445141,0.5623155
1975,26,0.08306589,0.03634133,0.04116892,0.002896306,0.01690002,0.0,0.001262731,0.1816352
1975,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,28,5.594517,2.447601,4.688313,1.38737,7.720738,0.2237247,0.8095291,22.87179
1976,1,0.01187441,0.005195053,0.02041589,0.004273092,0.3996407,0.0,0.03252287,0.473922
1976,2,0.1119987,0.04899942,0.1925614,0.04030355,3.769387,0.0,0.3067538,4.470003
1976,3,0.08451373,0.03697476,0.1039315,0.005723103,0.1162743,0.0,0.007493187,0.3549106
1976,4,0.06636643,0.02903532,0.08161474,0.004494204,0.03384612,0.0,0.002181181,0.217538
1976,5,0.1487371,0.06507248,0.1829108,0.01007218,0.1852137,0.0,0.01193593,0.6039422
1976,6,0.1497425,0.06551235,0.1841472,0.01014027,0.2060163,0.0,0.01327652,0.6288351
1976,7,0.122302,0.05350713,0.1024278,0.005857801,0.06914262,0.0,0.01068978,0.3639272
1976,8,0.2525278,0.1104809,0.1227287,0.008634184,0.07570057,0.0,0.00595389,0.5760261
1976,9,0.1537271,0.0672556,0.07471151,0.005256086,0.03052197,0.0,0.002400569,0.3338728
1976,10,0.04156907,0.01818647,0.02020261,0.001421289,0.01368647,0.0,0.001076448,0.09614237
1976,11,0.3784361,0.1655658,0.5900365,0.222024,2.140445,0.08957586,0.1465601,3.732643
1976,12,0.1269631,0.05554636,0.3975331,0.1768493,0.1647129,0.0,0.01074423,0.932349
1976,13,0.04192721,0.01834315,0.06537056,0.0245982,0.08952692,0.009924173,0.006130069,0.2558203
1976,14,0.06923693,0.03029115,0.1856197,0.09059656,0.02637572,0.0,0.03168877,0.4338088
1976,15,0.04224817,0.01848357,0.1132646,0.05528175,0.01609439,0.0,0.01933639,0.2647088
1976,16,0.1646524,0.07203541,0.4414222,0.2154477,0.08951639,0.0,0.1075483,1.090622
1976,17,0.1178963,0.05157965,0.09873809,0.005646786,0.08141679,0.0,0.01258742,0.3678651
1976,18,0.9934538,0.434636,0.460604,0.08021473,0.05379788,0.0,0.009006683,2.031713
1976,19,0.07576481,0.0331471,0.08648428,0.00669076,0.01648366,0.0,0.004756302,0.2233269
1976,20,1.560359,0.6826569,0.2279319,0.08121435,0.0001916053,0.0,0.005980575,2.558334
1976,21,0.2773026,0.1213199,0.3165363,0.02448848,0.038237,0.0,0.01103315,0.7889174
1976,22,0.1976488,0.08647136,0.2256129,0.01745429,0.02014206,0.0,0.00581192,0.5531413
1976,23,0.09218226,0.04032974,0.3416046,0.2529973,0.3935058,0.1169843,0.09781693,1.335421
1976,24,0.01528803,0.006688514,0.05665365,0.04195851,0.06526124,0.01940134,0.01622252,0.2214738
1976,25,0.2856235,0.1249603,0.1324262,0.02306218,0.01047153,0.0,0.001753112,0.5782968
1976,26,0.08571845,0.03750182,0.04165924,0.002930801,0.01731106,0.0,0.001361524,0.1864829
1976,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,28,5.66806,2.479776,4.86715,1.417632,8.122919,0.2358856,0.8826221,23.67405
1977,1,0.01161941,0.005083493,0.02137669,0.00447419,0.4087416,0.0,0.03496976,0.4862651
1977,2,0.1092984,0.04781806,0.2010806,0.04208663,3.844843,0.0,0.3289443,4.574071
1977,3,0.08589113,0.03757737,0.1090829,0.00600677,0.1298295,0.0,0.008268274,0.376656
1977,4,0.06695919,0.02929465,0.08503912,0.004682771,0.03751797,0.0,0.002389356,0.2258831
1977,5,0.1506599,0.06591369,0.1913401,0.01053635,0.20612,0.0,0.01312688,0.6376969
1977,6,0.1512685,0.06617999,0.1921132,0.01057892,0.2286513,0.0,0.0145618,0.6633538
1977,7,0.1243487,0.05440254,0.1076504,0.006156479,0.07948408,0.0,0.01293771,0.3849799
1977,8,0.2596191,0.1135834,0.1245274,0.00876072,0.07732103,0.0,0.006200662,0.5900123
1977,9,0.1585176,0.06935147,0.07603363,0.0053491,0.03126877,0.0,0.002507559,0.3430282
1977,10,0.04267706,0.01867121,0.02047022,0.001440116,0.01396004,0.0,0.001119508,0.09833815
1977,11,0.3735272,0.1634181,0.6009616,0.2261351,2.221624,0.09297311,0.1570132,3.835652
1977,12,0.1250938,0.05472855,0.4113395,0.1829913,0.1837969,0.0,0.0117627,0.9697128
1977,13,0.04218058,0.01845401,0.06786364,0.02553632,0.09471245,0.010499,0.0066938,0.2659398
1977,14,0.06838261,0.02991739,0.1919939,0.09370767,0.0314406,0.0,0.0307447,0.4461869
1977,15,0.0423493,0.01852782,0.1189017,0.05803309,0.01947114,0.0,0.01904017,0.2763232
1977,16,0.1627963,0.07122341,0.4570739,0.2230869,0.1068213,0.0,0.1044569,1.125459
1977,17,0.1209802,0.05292884,0.1047343,0.005989707,0.09446149,0.0,0.0153756,0.3944702
1977,18,1.01351,0.4434108,0.493405,0.08592708,0.0560465,0.0,0.01060341,2.102903
1977,19,0.07579107,0.03315859,0.09582792,0.007413621,0.01813053,0.0,0.005352888,0.2356746
1977,20,1.582732,0.6924453,0.2504373,0.08923326,0.0002121066,0.0,0.006718143,2.621778
1977,21,0.2793241,0.1222043,0.3531689,0.02732252,0.04234914,0.0,0.01250323,0.8368721
1977,22,0.1996694,0.08735536,0.2524559,0.01953097,0.02237317,0.0,0.006605492,0.5879903
1977,23,0.09309466,0.04072892,0.345232,0.2556838,0.3969704,0.1180143,0.09897511,1.348699
1977,24,0.01545106,0.006759839,0.05729867,0.04243622,0.06588577,0.019587,0.01642705,0.2238456
1977,25,0.2923854,0.1279186,0.1423413,0.02478891,0.01094648,0.0,0.00207096,0.6004517
1977,26,0.08843462,0.03869015,0.04241802,0.002984183,0.01774364,0.0,0.001422929,0.1916935
1977,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,28,5.736562,2.509746,5.114168,1.470873,8.440722,0.2410734,0.9307922,24.44394
1978,1,0.0111176,0.004863949,0.02175048,0.004552426,0.4223633,0.0,0.03989463,0.5045424
1978,2,0.1043778,0.0456653,0.2042049,0.04274055,3.965368,0.0,0.3745516,4.736908
1978,3,0.08718937,0.03814535,0.1156869,0.006370422,0.1402786,0.0,0.009374474,0.3970451
1978,4,0.06752129,0.02954057,0.08959035,0.004933389,0.04026916,0.0,0.002691089,0.2345458
1978,5,0.1525943,0.06676,0.2024691,0.01114918,0.22221,0.0,0.01484975,0.6700323
1978,6,0.1528002,0.0668501,0.2027424,0.01116423,0.2458396,0.0,0.01642886,0.6958254
1978,7,0.1269992,0.05556214,0.1119338,0.006401442,0.08559061,0.0,0.01483425,0.4013214
1978,8,0.265976,0.1163645,0.1338941,0.009419689,0.08036532,0.0,0.006884342,0.6129041
1978,9,0.1628903,0.07126452,0.08200011,0.005768852,0.03259821,0.0,0.002792463,0.3573145
1978,10,0.04363418,0.01908995,0.02196574,0.001545329,0.01448052,0.0,0.001240446,0.1019562
1978,11,0.3689326,0.161408,0.6129064,0.2306298,2.288007,0.09575122,0.1752006,3.932836
1978,12,0.1238558,0.05418691,0.4208475,0.1872211,0.2039916,0.0,0.01374051,1.003844
1978,13,0.04247514,0.01858287,0.0705638,0.02655236,0.09944696,0.01102382,0.007614995,0.27626
1978,14,0.06743485,0.02950275,0.197924,0.09660202,0.0374761,0.0,0.03371339,0.4626531
1978,15,0.0423987,0.01854943,0.1244419,0.06073714,0.02356256,0.0,0.02119681,0.2908865
1978,16,0.1608032,0.07035141,0.4719639,0.2303544,0.127536,0.0,0.114731,1.17574
1978,17,0.1247421,0.05457466,0.1099445,0.006287673,0.1026927,0.0,0.01779833,0.4160399
1978,18,1.033545,0.4521758,0.5291846,0.09215814,0.06104165,0.0,0.01167255,2.179777
1978,19,0.07602834,0.0332624,0.1028465,0.007956608,0.01982189,0.0,0.006342421,0.2462582
1978,20,1.602912,0.701274,0.2787814,0.0993325,0.0002404783,0.0,0.008244772,2.690785
1978,21,0.2823017,0.123507,0.3818807,0.02954377,0.04664731,0.0,0.01492577,0.8788062
1978,22,0.2023955,0.08854803,0.2737884,0.02118134,0.02471689,0.0,0.007908679,0.6185389
1978,23,0.09187585,0.04019568,0.3491474,0.2585836,0.4277161,0.1271546,0.1033574,1.398031
1978,24,0.01526983,0.006680551,0.05802854,0.04297677,0.07108673,0.02113318,0.01717808,0.2323537
1978,25,0.2993853,0.1309811,0.1532881,0.02669531,0.01197088,0.0,0.002289103,0.6246099
1978,26,0.09089657,0.03976725,0.04575795,0.003219153,0.01850262,0.0,0.001584991,0.1997285
1978,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,28,5.800353,2.537654,5.367534,1.524077,8.813821,0.2550628,1.041041,25.33954
1979,1,0.01208515,0.005287251,0.02241218,0.004690921,0.4103337,0.0,0.04534577,0.5001549
1979,2,0.1132981,0.04956793,0.210114,0.04397734,3.846874,0.0,0.4251161,4.688948
1979,3,0.08873022,0.03881947,0.1207115,0.006647109,0.1493365,0.0,0.01108778,0.4153326
1979,4,0.06830694,0.02988429,0.09292699,0.005117125,0.04261507,0.0,0.00316404,0.2420144
1979,5,0.155082,0.06784837,0.2109786,0.01161776,0.2362399,0.0,0.0175401,0.6993067
1979,6,0.1548802,0.06776008,0.210704,0.01160265,0.2606695,0.0,0.01935392,0.7249703
1979,7,0.1306776,0.05717146,0.1065785,0.006095175,0.0971606,0.0,0.01642023,0.4141036
1979,8,0.2728595,0.119376,0.141626,0.009963638,0.08224546,0.0,0.007891195,0.6339618
1979,9,0.1675962,0.07332333,0.08698975,0.006119882,0.03345872,0.0,0.003210259,0.3706981
1979,10,0.04466512,0.01954099,0.02318315,0.001630976,0.01478675,0.0,0.001418742,0.1052257
1979,11,0.3644822,0.1594609,0.6254045,0.2353326,2.349223,0.09831306,0.1870001,4.019217
1979,12,0.1233881,0.05398229,0.4261459,0.1895782,0.2221481,0.0,0.01590803,1.031151
1979,13,0.04279687,0.01872363,0.07343392,0.02763235,0.1041373,0.01154375,0.008289412,0.2865572
1979,14,0.0667932,0.02922203,0.2024888,0.09882998,0.04471499,0.0,0.02904428,0.4710933
1979,15,0.04264128,0.01865556,0.1292704,0.0630938,0.02854639,0.0,0.01854209,0.3007495
1979,16,0.1595882,0.06981985,0.4838041,0.2361333,0.1524719,0.0,0.09903695,1.200854
1979,17,0.1296742,0.05673246,0.1057601,0.006048372,0.1177725,0.0,0.01990366,0.4358913
1979,18,1.054572,0.4613751,0.5625251,0.09796442,0.06581856,0.0,0.01261077,2.254866
1979,19,0.0759652,0.03323478,0.111966,0.008662128,0.02225594,0.0,0.007407502,0.2594916
1979,20,1.622875,0.7100077,0.3055174,0.1088588,0.0002730373,0.0,0.009545929,2.757078
1979,21,0.2842909,0.1243773,0.4190199,0.03241701,0.05278834,0.0,0.01756968,0.9304631
1979,22,0.2043243,0.0893919,0.3011562,0.02329861,0.0280398,0.0,0.009332558,0.6555434
1979,23,0.09067076,0.03966846,0.354386,0.2624634,0.4516411,0.1342672,0.1112269,1.444324
1979,24,0.0151074,0.006609487,0.05904716,0.04373118,0.07525163,0.02237135,0.01853242,0.2406506
1979,25,0.3066813,0.1341731,0.1635886,0.02848915,0.0129586,0.0,0.002482854,0.6483735
1979,26,0.09354786,0.04092719,0.04855543,0.00341596,0.01899618,0.0,0.001822624,0.2072652
1979,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,28,5.885579,2.574941,5.598294,1.573412,8.920758,0.2664953,1.118804,25.93828
1980,1,0.01287371,0.00563225,0.02205966,0.004617139,0.4056761,0.0,0.04497811,0.495837
1980,2,0.1205518,0.05274142,0.2065708,0.04323574,3.798826,0.0,0.4211833,4.643109
1980,3,0.08953288,0.03917063,0.1295987,0.007136494,0.1615418,0.0,0.01210977,0.4390903
1980,4,0.06856989,0.02999933,0.09925483,0.005465575,0.04586061,0.0,0.00343788,0.2525881
1980,5,0.1563963,0.06842338,0.2263835,0.01246605,0.2554033,0.0,0.01914597,0.7382185
1980,6,0.155787,0.06815682,0.2255016,0.01241749,0.2810825,0.0,0.02107098,0.7640163
1980,7,0.1332738,0.05830727,0.1113094,0.006365734,0.1084088,0.0,0.0165819,0.4342469
1980,8,0.2800612,0.1225268,0.1484154,0.01044128,0.08449925,0.0,0.008942551,0.6548865
1980,9,0.172527,0.07548057,0.09142881,0.006432178,0.03447698,0.0,0.003648696,0.3839942
1980,10,0.04575139,0.02001623,0.02424545,0.00170571,0.01516127,0.0,0.001604516,0.1084846
1980,11,0.3601223,0.1575535,0.6322902,0.2379237,2.424747,0.1014736,0.1919209,4.106031
1980,12,0.1220693,0.0534053,0.4360894,0.1940017,0.2399328,0.0,0.0157911,1.06129
1980,13,0.04314212,0.01887468,0.07574743,0.0285029,0.109664,0.01215639,0.008680006,0.2967675
1980,14,0.06571347,0.02874964,0.2075269,0.101289,0.05331993,0.0,0.03845822,0.4950571
1980,15,0.04260069,0.0186378,0.1345354,0.06566355,0.03456621,0.0,0.02493167,0.3209354
1980,16,0.1573578,0.06884403,0.496945,0.2425471,0.1822181,0.0,0.131429,1.279341
1980,17,0.1337071,0.05849684,0.1116713,0.00638643,0.1328544,0.0,0.02032102,0.4634371
1980,18,1.07546,0.4705137,0.6035066,0.1051014,0.06789618,0.0,0.01444375,2.336922
1980,19,0.07610111,0.03329423,0.1199402,0.009279039,0.02441765,0.0,0.008971095,0.2720033
1980,20,1.644874,0.7196326,0.3202429,0.1141056,0.0003189992,0.0,0.01067975,2.809854
1980,21,0.2871055,0.1256087,0.4524965,0.03500689,0.05838457,0.0,0.02145061,0.9800526
1980,22,0.2066855,0.0904249,0.3257494,0.02520124,0.03106321,0.0,0.01141269,0.690537
1980,23,0.09045941,0.03957599,0.3610971,0.2674337,0.4576942,0.1360667,0.1105487,1.462876
1980,24,0.01512506,0.006617215,0.06037643,0.04471566,0.07652773,0.02275072,0.01848404,0.2445969
1980,25,0.3137736,0.1372759,0.1760776,0.03066413,0.01341115,0.0,0.002852993,0.6740555
1980,26,0.09632081,0.04214036,0.05104417,0.003591047,0.0195785,0.0,0.002071992,0.2147469
