model,scenario,region,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
IMAGE,SSP2_CP,CAN,Stock Retirement|Transportation|Ships,thousand/yr,0.06261550494726334,0.06587006076690519,0.06969403742850225,0.07426330140083054,0.07714774409043039,0.07582503886406967,0.07192864115006192,0.06977450338181469,0.07153773344323007,0.0760789748204985,0.08103250946280395,0.08455541066344603
IMAGE,SSP2_CP,CAN,Stock Retirement|Buildings|Residential|Single-Family Houses,m^2/yr,9933744.415454363,11217085.146072326,12536463.743472137,14135939.582927013,15084896.117492203,16251034.310342949,17395978.90511348,18530950.713521853,19651122.125209194,20754034.205440417,21832766.084381685,22755704.004140873
IMAGE,SSP2_CP,CAN,Stock Retirement|Buildings|Residential|Multi-Family Houses,m^2/yr,5477438.916229038,6265591.557254351,7097009.669310546,8023924.943188528,8871354.236004416,9762110.755385846,10681782.106949603,11635667.670656638,12616728.707203861,13617189.742662158,14626007.679886986,15511232.20648567
IMAGE,SSP2_CP,CAN,Stock Retirement|Buildings|Residential|Residential Towers,m^2/yr,3118641.059558225,3575953.8389872075,4060389.9469887717,4592925.147719586,5109917.831422198,5643445.9933267245,6197757.93789014,6775776.451486205,7373028.163930851,7984402.837999931,8602843.862197103,9146904.681378257
IMAGE,SSP2_CP,CAN,Stock Retirement|Buildings|Commercial|Retail,m^2/yr,1988517.093983071,2394277.953934402,2787898.8200982935,5148302.472564693,3492738.124777025,3964588.060907417,4469960.046429533,4990635.0086507285,5511167.5361038055,6016116.282738121,6493844.470536577,6894570.3774457155
IMAGE,SSP2_CP,CAN,Stock Retirement|Buildings|Commercial|Hotels,m^2/yr,751726.5302354628,875019.4864586771,995568.0231258745,1596390.636035825,1217243.6851050083,1361020.823758386,1516428.3013636535,1679297.9997265474,1845904.77809728,2011608.2039542191,2172086.930460888,2309724.3925474538
IMAGE,SSP2_CP,CAN,Stock Retirement|Buildings|Commercial|Offices,m^2/yr,1514679.3238519218,1768122.2992824763,2010610.375026121,2912618.8732918105,2454961.9235979924,2717146.0440942086,2986504.975289776,3253232.4885056266,3511247.5834181844,3755903.2184476545,3984324.8780722097,4173380.688298429
IMAGE,SSP2_CP,CAN,Stock Retirement|Buildings|Commercial|Public Buildings,m^2/yr,4652954.354930544,5137085.230994673,5609456.284660915,6084931.229118647,6541938.292570077,7021411.147641349,7505133.039626312,7981672.724366131,8446854.055709055,8897124.88623434,9328424.115401777,9693196.00687008
IMAGE,SSP2_CP,CAN,Total Scrap|Transportation|Vehicles|Road|Passenger Cars|Steel,Mt/yr,1.4610977522532953,1.6305672672819944,1.7602870339358965,1.8554156284384586,1.924730141067941,2.047709377288332,2.1811702567697813,2.324190063484097,2.462128199310378,2.5774631396719068,2.6625159366921385,2.7158498850564627
IMAGE,SSP2_CP,CAN,Total Scrap|Transportation|Vehicles|Road|Steel,Mt/yr,1.7350297633507707,1.9288115293955321,2.0649153346002116,2.20824419513647,2.3081152432572436,2.439700508751527,2.563966145357813,2.7876785408468896,2.953565803327668,3.1011215635349503,3.207732762939867,3.295042912165639
