model,scenario,region,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
IMAGE,SSP2_CP,North America,Material Demand|Buildings|Residential|Glass,Mt/yr,1.0759682341773473,0.6904837997561345,1.0968839944867304,0.9670604808119274,1.0747766758305497,1.1506514686183502,1.1565912829967162,1.1941917508973163,1.2380632728664398,1.2908102303107238,1.3631537168730894,1.4253100885730838
IMAGE,SSP2_CP,North America,Material Demand|Buildings|Commercial|Glass,Mt/yr,1.5461064948896337,1.174718571915872,1.6649573164876357,1.604809752644801,1.674431173278785,1.7793090242733034,1.7674665100963654,1.7935186776395353,1.8077094416670572,1.8345773178068865,1.8794398430764134,1.9292742025863165
IMAGE,SSP2_CP,North America,Material Demand|Buildings|Residential|Construction Wood,Mt/yr,16.500251962055522,10.561236880752393,16.75350151745479,14.734457044887154,16.39659745933102,17.570970356243922,17.6633117533117,18.243103686089572,18.921165185042536,19.731412417417832,20.837872568761977,21.783155701341425
IMAGE,SSP2_CP,North America,Material Demand|Buildings|Commercial|Construction Wood,Mt/yr,3.990125336155221,2.8509706829923522,4.3253261520718835,4.134927347419823,4.278826953647481,4.6147879817689255,4.566253905241943,4.645043123046437,4.6808094958824515,4.74717675562671,4.867316757876209,5.00943248179192
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Generation|Steel,Mt/yr,1.7619923672916589,2.1367090334662495,2.808101170654375,4.324760720664609,3.3936121333064926,7.768190665758532,7.921271610442229,8.333304018456348,8.30972540302642,9.620342581594246,12.956439169012013,14.621863362453421
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Generation|Concrete,Mt/yr,11.054924555491846,9.500025583263112,15.912080409742899,30.080086425452166,16.61975181325051,7.65911761828254,13.269855149912708,15.707672157878065,14.843092819318226,12.809883923000399,17.442041522877865,19.803724500043728
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Generation|Non-Ferrous Metals|Aluminium,Mt/yr,0.0209874892252494,0.027283624140419717,0.06535398906231679,0.1249258504243703,0.14182967107100078,0.48634224832229506,0.42286188741567726,0.353324122976303,0.3504890737498174,0.47158264969181346,0.6560471505826567,0.7197650093772487
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Generation|Non-Ferrous Metals|Copper,Mt/yr,0.04698207080840849,0.10198356195448761,0.1013652174710685,0.12388783083347087,0.11277644704705236,0.3140439168187477,0.2944309153563537,0.27628697486484477,0.2711839568247239,0.34423694801489685,0.4822267178835941,0.5373839371031243
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Generation|Glass,Mt/yr,0.0015534028920924832,0.004180731035437128,0.04043417706408388,0.0064011674923485345,0.001540934905976985,0.0025420518519158417,0.0019518802725067524,3.423681517343711e-05,4.755818842752425e-05,3.3889817221176866e-05,3.643645146302989e-05,5.640115135671799e-05
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Grid|Steel,Mt/yr,1.3070832978826048,1.2435604116769152,1.088557886744295,1.5930528925738037,1.1127317074439278,1.4402663068702075,1.594746659391881,1.7725669608834376,1.6082458658573966,1.7377897167278789,2.130954765896483,2.2693432209897124
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Grid|Concrete,Mt/yr,3.7349525321277253,3.545617502167805,3.1827734824503557,4.7657693469039355,3.292922312770052,4.203204443800741,4.603757570218571,5.148124890769789,4.673193074313497,5.084175544976134,6.273916737033025,6.6669439605879495
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Grid|Non-Ferrous Metals|Aluminium,Mt/yr,0.6887597099460895,0.6307150223373607,0.5859361708750437,0.9222930187073088,0.637027204392053,0.7980894194427904,0.8385265401388715,0.9177739958854201,0.8633472183608656,0.9804451556080729,1.252977534829653,1.3466496272192334
