typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","19990101","1999","52","1999","28","ATG","Antigua and Barbuda","M","Import","0","W00","World","0","W00","World","H1","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19","false","-1","N/A",,"false","19","false",,"false","497",,"497","0","false","false",
"C","A","19990101","1999","52","1999","31","AZE","Azerbaijan","M","Import","0","W00","World","0","W00","World","H1","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3187","false","-1","N/A",,"false","3187","false",,"false","8979",,"8979","0","false","false",
"C","A","19990101","1999","52","1999","32","ARG","Argentina","M","Import","0","W00","World","0","W00","World","H1","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23","false","-1","N/A",,"false","23","false",,"false","131",,"131","0","false","false",
"C","A","19990101","1999","52","1999","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H1","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","145460","false","-1","N/A",,"false","145460","false",,"false",,"57457","57457","0","false","false",
"C","A","19990101","1999","52","1999","36","AUS","Australia","M","Import","0","W00","World","0","W00","World","H1","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5499000","false","-1","N/A",,"false","5499000","false",,"false",,"4740714","4740714","0","false","false",
"C","A","19990101","1999","52","1999","40","AUT","Austria","M","Import","0","W00","World","0","W00","World","H1","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","142495","false","-1","N/A",,"false","142495","false",,"false","234968",,"234968","0","false","false",
"C","A","19990101","1999","52","1999","40","AUT","Austria","X","Export","0","W00","World","0","W00","World","H1","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","92472","false","-1","N/A",,"false","92472","false",,"false",,"1100374","1100374","0","false","false",
"C","A","19990101","1999","52","1999","44","BHS","Bahamas","M","Import","0","W00","World","0","W00","World","H1","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14187","false","-1","N/A",,"false","14187","false",,"false","1832",,"1832","0","false","false",
"C","A","19990101","1999","52","1999","52","BRB","Barbados","M","Import","0","W00","World","0","W00","World","H0","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1871","false","-1","N/A",,"false","1871","false",,"false","16934",,"16934","0","true","false",
"C","A","19990101","1999","52","1999","56","BEL","Belgium","M","Import","0","W00","World","0","W00","World","H1","HS","true","7401","Copper mattes; cement copper (precipitated copper)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","110866","false","-1","N/A",,"false","110866","false",,"false","98787",,"98787","0","false","false",
